date,ticker,cap,setup_type,score,grade,recommendation,selloff_total_pct,consecutive_down_days,pct_off_30d_high,gap_pct,prior_day_range_atr,prior_day_rvol,pct_from_200mav,pct_from_50mav,pct_change_3,pct_change_15,pct_change_30,pct_off_52wk_high,current_price,atr_pct,bounce_day_return,bounce_low_to_close,bounce_day_close_position
2025-04-01,SOXL,Large,GapFade_weakstock,5,B,CAUTION,-0.23427748439750357,5,-0.5113357843137255,-0.014106583072100292,0.9625290083928043,0.9818090887136508,-0.5357737952311308,-0.3472958816211616,-0.10191441441441454,-0.08385985066053997,-0.4681560520173391,-0.7724029680365296,15.95,0.10266188983430363,0.014308426073131934,0.07588532883642496,0.9656652360515013
2025-04-01,ZETA,Medium,GapFade_weakstock,3,F,NO-GO,-0.12965340179717583,4,-0.49022556390977445,-0.0036873156342183415,1.0886998784933162,0.7373676071855108,-0.3823575630453051,-0.23872402061508388,-0.05636743215031307,-0.05108467459762062,-0.4507897934386391,-0.6450261780104711,13.56,0.0650284450063211,0.03849000740192447,0.043898809523809514,0.9672131147540962
2025-04-01,SOFI,Large,GapFade_strongstock,5,B,CAUTION,-0.15294974508375817,5,-0.320280537697253,-0.0034393809114360205,1.0865014449243837,1.252475216275832,0.038578317556706584,-0.1883479426051029,-0.04672131147540971,0.032859680284191915,-0.3089720736779559,-0.36862106406080347,11.63,0.06014555951357327,0.027610008628127722,0.037456445993031336,0.6323529411764705
2025-04-01,UAL,Medium,GapFade_weakstock,3,F,NO-GO,-0.1475308641975309,5,-0.36546590700238923,-0.023171614771904336,1.296336494845362,1.0581971222675997,-0.05629787913027704,-0.25607422666195495,-0.060927512579899416,-0.0921640809886932,-0.33123486682808717,-0.4047413793103449,69.05,0.06271335471190649,0.011119347664936989,0.054258772607822,0.9642857142857155
2025-04-01,PLTU,Medium,GapFade_weakstock,5,B,CAUTION,-0.2544488711819389,5,-0.5955331412103747,-0.013537584609903777,1.0184829674155262,1.314592202781201,,-0.23651041468337075,-0.12390761548064916,0.13094278807413376,-0.5902787914173113,-0.5955331412103747,28.07,0.13851570054455695,0.018779342723004678,0.06977626090254076,0.8177777777777777
2025-04-01,ALAB,Medium,GapFade_weakstock,3,F,NO-GO,-0.19451943844492436,5,-0.36910551913723827,-0.005698005698005755,0.5718954248366007,0.9624415879070931,-0.21984600882004168,-0.29330254041570436,-0.04968944099378878,-0.09659348978046928,-0.3602444515921518,-0.5951557093425605,59.67,0.07472527472527471,0.045171077026799254,0.060362517099863226,0.822843822843822
2025-04-01,FUTU,Medium,GapFade_strongstock,3,F,NO-GO,-0.04461868757584245,2,-0.21798594132029342,-0.011431362970200172,0.7005484556988676,1.183958617179989,0.20201835735119075,-0.044672192353644107,-0.06683078045222476,-0.07190787087413862,-0.17165749433473623,-0.21798594132029342,102.35,0.0635973201200363,0.02164459379323975,0.02422591032945264,0.7836538461538474
2025-04-01,NVDL,Medium,GapFade_weakstock,4,C,NO-GO,-0.1912639204238296,5,-0.4579710144927536,-0.005347593582887587,1.0217189855193511,0.8859359451171116,-0.4084075723830735,-0.28246647353375676,-0.04834605597964373,-0.017599159443131118,-0.42611631118612864,-0.5921483097055616,37.4,0.09604239877769288,0.028494623655913848,0.06901369097513269,0.9768251206201038
2025-04-01,BILL,Medium,GapFade_weakstock,3,F,NO-GO,-0.0943358989540162,5,-0.25028590099656917,-0.0026149487905861284,1.3170807938740416,0.6382967085992146,-0.27680862849727,-0.2800529645062503,-0.05303342963268676,0.03379139445821131,-0.2355488922205564,-0.541970256512626,45.89,0.049800765806431536,-0.00021848372296275105,0.02028985507246369,0.5244956772334276
2025-04-01,SMH,ETF,GapFade_weakstock,3,F,NO-GO,-0.08236059882837922,5,-0.18549474251819897,-0.0024116896013618525,1.1362685807946666,1.3010947147314418,-0.13687986581577752,-0.10979490806223488,-0.028840413318025265,-0.012837270096162824,-0.1746545937085318,-0.2529409686649945,211.47,0.029880969269534995,0.007252559726962463,0.02523400559683498,0.9905303030303063
