date,t,ticker,trade_grade,news_type,setup_type,size,bp,npl,pct_to_52wk_high,pct_to_ath,pct_to_30d_high,pct_to_60d_high,pct_to_90d_high,days_since_52wk_high,days_since_ath,consolidation_days,range_contraction_atr,bb_width_percentile_6mo,bollinger_width,upper_band_distance,vol_dry_up_ratio,up_down_vol_ratio_30d,prior_day_range_atr,prior_day_close_vs_high_pct,consecutive_up_days,pct_from_9ema,pct_from_10mav,pct_from_20mav,pct_from_50mav,pct_from_200mav,atr_distance_from_50mav,ma_stack_aligned,ma_50_slope_5d,consecutive_days_above_50ma,rs_vs_spy_30d,rs_vs_spy_90d,rs_vs_spy_252d,rs_vs_qqq_30d,rs_vs_qqq_90d,d1_close_at_high_pct,d1_rvol,d1_range_atr,d1_thrust_atr,overnight_gap_d1_to_d2_pct,pm_d2_holds_above_d1_high,days_since_ipo,pct_to_ipo_high,pct_off_ipo_low,avg_daily_vol,premarket_vol,vol_in_first_5_min,vol_in_first_10_min,vol_in_first_15_min,vol_in_first_30_min,vol_on_breakout_day,vol_one_day_before,vol_two_day_before,vol_three_day_before,percent_of_premarket_vol,percent_of_vol_in_first_5_min,percent_of_vol_in_first_10_min,percent_of_vol_in_first_15_min,percent_of_vol_in_first_30_min,percent_of_vol_on_breakout_day,percent_of_vol_one_day_before,percent_of_vol_two_day_before,percent_of_vol_three_day_before,vol_ratio_5min_to_pm,rvol_score,day_of_range_pct,one_day_before_range_pct,two_day_before_range_pct,three_day_before_range_pct,gap_pct,gap_from_pm_high,time_of_high_bucket,atr_pct,pct_change_3,pct_change_15,pct_change_30,pct_change_90,pct_change_120,spy_open_close_pct,move_together,spy_5day_return,uvxy_close,breakout_duration,breakout_open_high_pct,breakout_open_close_pct,breakout_open_post_high_pct,breakout_open_to_day_after_open_pct,breaks_fifty_two_wk,breaks_ath,close_at_highs,pivot_to_high_pct,pivot_to_close_pct,atr_max_extension,atr_at_close,held_above_pivot_at_close,pulled_back_to_pivot_intraday,pivot_source,time_of_breakout,time_of_high,atr_pct_move,closed_outside_upper_band,float_shares,short_interest_pct,days_to_cover,derived_setup,pretrade_score,pretrade_max,full_score,criteria_grade,recommendation,intensity_tier,is_true_a,failed_criteria,intensity,pnl_proxy
2/9/2024,1.0,SOXL,B,pos_news,"ATH_breakout,news_day2",12000.0,462360.0,11976.0,-0.0602074373893246,-0.4993936127206576,-0.0602074373893246,-0.0602074373893246,-0.0602074373893246,10,526,1.0,1.0365796215314396,0.4365079365079365,0.3565062982229346,-0.0562363802311849,0.8970109068541093,1.2338267725744188,0.9794236956085682,0.6536796536796522,2,0.1093740801006936,0.1377435041579144,0.1646024476090895,0.3184570651159068,0.7102335026698063,4.060519554667427,True,0.0414486299686026,61.0,0.107500596199074,0.8030180842173421,1.0393897263999738,0.1018371198911982,0.7607338859122346,0.6536796536796522,0.8341461403816921,0.982136891782728,0.5994861547245203,0.0191117092866756,False,,,,70563244.45454545,5680068.0,2784890.0,4270626.0,5547793.0,9619180.0,65547189.0,59516892.0,63261793.0,62828908.0,0.0804961285993434,0.0394665809590704,0.0605219620074442,0.0786215691027884,0.1363199789686026,0.9289140473440584,0.8359102339852481,0.8866319912097484,0.8778863423651951,0.4902916655223142,0.9289140473440584,1.0161502906323456,1.10254320777436,0.8334897470789738,1.129691309274457,0.019111709,-0.0140624999999999,4,0.063486671,0.119125037,0.019935345,0.343982961,0.891108891,0.830754352,0.004730976,False,0.0080307474461413,176.5,0 days 04:38:00,0.04437401,0.038563127,0.041732699,0.040940306,True,True,True,0.0643337819650067,0.0584118438761777,1.0161502906323456,0.922613443795896,True,False,prior_close_fallback_from_ath,2024-02-09 10:09:00-05:00,2024-02-09 14:47:00-05:00,0.60742084,False,,,,D2_continuation,6,6,6,A,GO,REDUCED_SIZE,True,breakout_open_high_pct,48.4,4.4374009999999995
2/8/2024,0.0,ARM,A,earnings,"ATH_breakout,IPO_high_breakout,news_day1",727.0,85059.0,12645.19,-0.0366524893670251,-0.0366524893670251,-0.0366524893670251,-0.0366524893670251,-0.0366524893670251,12,12,3.0,0.9941915898294824,,0.159044067008267,-0.0203097310160926,1.2236354135662255,0.8824804755065688,1.5262551544199416,0.8717948717948737,1,0.5544547763519051,0.6538195215636065,0.6884303473296705,0.7877116274340338,-0.0966658846596079,8.388819239210656,False,0.0195309759348907,52.0,0.0136721767803731,0.2254448067257587,,0.0074787707149276,0.1811753522350418,,,,,,,102.0,-0.0366524893670251,0.6561290322580646,11748862.0,6407849.0,8870563.0,13686973.0,16623837.0,25857237.0,106033354.0,22802796.0,6830507.0,7258066.0,0.5454016737961515,0.7550146558875234,1.16496159372712,1.4149316759359332,2.200829067530115,9.024989313858653,3.123942253938952,1.05762813218271,1.102718460396602,1.3843277205814306,9.024989313858653,7.456096531231164,1.5843373618834602,1.0706660548574936,0.969240543467019,0.225944683,-0.0626461357609286,2,0.046453493,0.288521905,0.246501188,0.313439065,0.806198584,0.726591075,0.000441678,False,0.018192968111202,178.5,0 days 00:36:00,0.340800763,0.206334075,0.236627476,0.122656498,True,True,False,0.5835001250938203,0.4246935201401051,7.0154235541962215,5.1060913209339,True,False,ath,2024-02-08 09:31:00-05:00,2024-02-08 10:07:00-05:00,4.44173436,False,,,,D1_news_break,4,5,5,A,GO,FULL_SIZE,True,gap_from_pm_high,68.7,34.0800763
2/7/2024,1.0,NVDA,C,upgrade,"ATH_breakout,news_day2",1000.0,685818.94,5150.0,-0.0219485620896293,-0.0219485620896293,-0.0219485620896293,-0.0219485620896293,-0.0219485620896293,0,0,4.0,1.615235273567923,0.9047619047619048,0.3028711627659128,-0.0150380899743676,1.084855099095965,2.8594899808815293,1.6066322336346808,0.5567458019687311,0,0.0703172988581097,0.0865679956054498,0.1510918734257927,0.314652856383817,0.5712286596403695,7.6966157469497185,True,0.0313179294386667,64.0,0.347572342749389,0.4470152460458791,2.029674991667472,0.3439844928371706,0.4021134535653131,0.5567458019687311,1.3973456073064532,1.5817604919695163,-0.6443361355533003,0.0014071500813509,False,,,,497927932.27272725,16847650.0,23866880.0,35238880.0,45890440.0,82591370.0,477014240.0,683010610.0,679845010.0,476527650.0,0.033871809,0.047983708,0.070843814,0.092258508,0.166044855,0.939899483,1.3915803682746175,1.3908692258422044,1.002629766320414,1.4166296189676304,0.957998555780413,1.1998299041575369,1.6392975794969182,1.682034369408132,1.88316699733084,0.00140715,-0.0018408941485863,4,0.031511933,-0.014610858,0.141065255,0.3074656,0.45514377,0.491746364,0.003647061,False,0.0229870775347913,179.5,0 days 05:59:00,0.027825349,0.026054246,0.038817898,0.025688315,True,True,True,0.0066806204662097,0.0049459529202626,0.213404860815803,0.1579928690589114,True,True,ath,2024-02-07 09:48:00-05:00,2024-02-07 17:23:00-05:00,0.826805683,False,,,,D2_continuation,3,6,3,F,NO-GO,REDUCED_SIZE,False,"pct_from_9ema, percent_of_premarket_vol, overnight_gap_d1_to_d2_pct, breakout_open_high_pct",29.3,2.7825349
2/6/2024,0.0,PLTR,A,earnings,"52wk_breakout,news_day1",10000.0,202300.0,14169.0,-0.2347826086956523,-0.6284444444444445,-0.0888432341705586,-0.2347826086956523,-0.2347826086956523,50,760,0.0,1.2312073654070557,0.0079365079365079,0.0866500537848796,-0.0400043913467136,1.4403311773699965,0.7081928612635993,2.100018056106328,0.1726618705035959,0,0.2520655781279858,0.2938980282347445,0.3082844250449764,0.2673127028385978,0.4122486143345108,4.180582239214663,False,-0.0206989398104001,0.0,-0.0825975288100195,0.0411612913817011,0.7936144257119692,-0.0936649969150584,-0.011885442797803,,,,,,,,,,65769316.190476194,27568316.0,30228936.0,50465882.0,69494017.0,104369585.0,417873450.0,167698349.0,57532675.0,40454381.0,0.477247211,0.523306304,0.873636444,1.203040358,1.806785737,6.360293398,3.4939516096793017,1.3538708414487532,0.972105840139606,1.0965100661208322,6.353623151406745,4.879013984719573,1.820886863601913,1.2542105640364078,0.6852905562520728,0.214114833,-0.0014756517461877,4,0.039587265,0.214114833,0.153409091,0.217756449,0.097890752,0.152754117,0.00093208,False,0.0033816129886533,186.5,0 days 05:30:00,0.092610837,0.077339901,0.088669951,0.064039409,True,False,True,0.326555023923445,0.3080143540669858,4.879013984719573,4.6020003702025285,True,False,prior_close_fallback_from_52wk_high,2024-02-06 09:38:00-05:00,2024-02-06 15:08:00-05:00,1.953656118,False,,,,D1_news_break,3,5,3,C,CAUTION,FULL_SIZE,False,"pct_from_50mav, prior_day_close_vs_high_pct, breakout_open_high_pct",56.3,9.2610837
2/2/2024,1.0,NVDA,B,upgrade,"ATH_breakout,news_day2",,,,-0.0073393917439717,-0.0073393917439717,-0.0073393917439717,-0.0073393917439717,-0.0073393917439717,2,2,10.0,1.0106603423547365,0.9444444444444444,0.3169457990445667,-0.0527782637240621,0.845076700189539,2.470286541851268,0.8503220257811335,0.8935756002595711,1,0.072425983348322,0.0750778866486949,0.1414908796421261,0.2761314744990228,0.5114502569465458,7.59539805817933,True,0.0256570663899627,61.0,0.2220951956797305,0.3781437168377348,1.818607105361932,0.2222452631751269,0.3359759193992473,0.8935756002595711,0.7950421472069511,0.8121915317343513,0.4885798506928887,0.0150253066146254,True,,,,460539439.54545456,17355030.0,21143990.0,37058660.0,51322790.0,87948860.0,456038510.0,369145790.0,453794870.0,410709050.0,0.037684134,0.045911356,0.08046794,0.111440597,0.190969225,0.995535519,0.790926356786942,0.9773538195743726,0.8886373309476403,1.218320567581848,0.9902268314959152,1.88316699733084,0.9858821139587644,1.2224860640967337,0.7460583638752531,0.015025307,-0.0059202859140705,4,0.028753623,0.019116195,0.120247956,0.344867456,0.398308234,0.431569996,0.009598693,True,0.0036724728667855,198.5,0 days 03:05:00,0.041047926,0.034170132,0.03931269,0.06644887,True,True,True,0.0489345282157086,0.042004630431701,1.637559434846604,1.4056552985953958,True,False,ath,2024-02-02 09:37:00-05:00,2024-02-02 12:42:00-05:00,1.188376567,False,,,,D2_continuation,5,6,5,B,GO,FULL_SIZE,False,"pct_from_9ema, breakout_open_high_pct",52.8,4.1047926
1/31/2024,1.0,PLUG,B,upgrade,news_day2,,,,-0.802436440677966,-0.9505894820506028,-0.2525050100200401,-0.4636951833213515,-0.5308176100628932,248,757,0.0,1.0190346273025397,0.8333333333333334,0.7012969961497327,-0.2380641857854307,0.9999069035237828,0.5677989180122233,0.561907125024416,0.3809523809523814,0,0.3138973415290529,0.4275180651821271,0.3379405666897024,0.2180084052646137,-0.3545117494865429,1.796584057949539,False,-0.0183792608717161,0.0,-0.2612935158171121,-0.658055142685099,-0.9879891196131791,-0.2756090463178425,-0.7056127698195324,0.3809523809523814,0.6739754900002995,0.435510391514954,0.0414771801442813,0.0991957104557639,False,,,,55723432.95238096,7126892.0,4032548.0,6420838.0,8846366.0,16382377.0,126435588.0,34548523.0,41212353.0,30746939.0,0.127897576,0.072367185,0.115226892,0.158754864,0.294120016,2.273786131,0.6644312864351869,0.8039740456412656,0.6112646430523005,0.5658213987247176,2.2689841831540933,2.301983498007614,0.4948911744407224,1.1507109326012166,0.6177524401221386,0.09919571,-0.0120481927710845,4,0.100194971,0.081794195,0.348684211,-0.106753813,-0.346092504,-0.372128637,-0.01174737,False,0.0113310945837367,187.0,0 days 03:53:00,0.180487805,0.085365854,0.124390244,0.214634146,False,False,False,0.2538860103626943,0.1528497409326425,2.032381827069786,1.2235768142563002,True,False,d1_high,2024-01-31 09:41:00-05:00,2024-01-31 13:34:00-05:00,0.85199739,False,,,,D2_continuation,5,6,6,A,GO,FULL_SIZE,True,pct_to_52wk_high,61.9,18.0487805
1/24/2024,1.0,AMD,B,upgrade,"ATH_breakout,news_day2",,,,-0.0360576923076923,-0.0360576923076923,-0.0360576923076923,-0.0360576923076923,-0.0360576923076923,1,1,6.0,1.524846332639477,0.9444444444444444,0.303969193118122,-0.0268620165582737,1.5270813097853413,2.2354180614149954,0.8068999882857232,0.7742681766450851,1,0.0976219782514179,0.1189599831455802,0.1866990865479397,0.3188472903669666,0.5845900417317238,5.731740734037361,True,0.042234493654836,56.0,0.2538738619710068,0.4777547818059527,0.9904617397336548,0.2273385250173019,0.4319790768652027,0.7742681766450851,1.0389162293993472,0.7036964445974045,0.2520750711071125,0.0245220282626767,True,,,,79951697.35,2476274.0,4243430.0,6157883.0,8259041.0,19283128.0,122679366.0,76830455.0,122973822.0,140280929.0,0.030972125,0.053074921,0.077020041,0.103300384,0.241184723,1.538643945,1.0184980028337516,1.6628757368034135,1.9887454707341337,1.7136350823858748,1.5344185310157148,1.5964754503450598,0.7555722479096497,1.4237922829650054,1.7353521160083425,0.024522028,-0.0008685581933988,4,0.039440582,0.025984065,0.156036446,0.203193641,0.842105263,0.79814506,-0.004960948,False,0.0266150034936161,180.75,0 days 03:27:00,0.046537236,0.03326572,0.041205448,0.062938279,True,True,True,0.0335393772893773,0.0204326923076922,0.7693541232748399,0.4687020853397895,True,True,ath,2024-01-24 09:30:00-05:00,2024-01-24 12:57:00-05:00,0.843438877,False,,,,D2_continuation,5,6,5,B,GO,REDUCED_SIZE,False,"percent_of_premarket_vol, breakout_open_high_pct",45.9,4.6537236
1/22/2024,0.0,DWAC,B,pos_news,"52wk_breakout,news_day1",,,,-0.0808362369337979,-0.8492571428571429,-0.0808362369337979,-0.0808362369337979,-0.0808362369337979,2,562,1.0,3.9331998337552414,1.0,0.6322030584963183,0.0671944579548026,3.748688869967334,14.804484714698887,1.959710858720456,0.4319727891156459,5,0.840244094973751,1.155986943824085,1.4614479393954254,1.731497099824791,2.2441200324411987,9.445313228796522,True,0.0480630257078544,44.0,0.4691671182403599,0.5386709805418446,0.4486136085454715,0.4382319336297792,0.49716584753992,,,,,,,,,,3809620.8333333335,655667.0,1011907.0,1512271.0,1753594.0,2252451.0,29622938.0,5407490.0,7780399.0,15611072.0,0.172108204,0.265618823,0.396961027,0.460306702,0.591253329,7.775823185,2.7380561289632643,4.536379416143686,11.638688204887682,1.543324583973267,7.775823184503269,7.070227363314873,1.7310992227717783,2.2896949587119635,6.35218469506441,0.111827142,-0.0216811207471648,4,0.056869648,0.111827142,0.701276102,0.614199229,0.983096687,0.77973301,-0.001157001,False,0.0120625996475623,199.0,0 days 06:25:00,0.711558132,0.694169792,0.749062393,0.687009887,True,False,True,0.7491289198606274,0.7313588850174215,6.381607401816532,6.230229737866464,True,False,52wk_high,2024-01-22 09:31:00-05:00,2024-01-22 17:24:00-05:00,12.39963785,True,,,,D1_news_break,5,5,6,A+,GO,FULL_SIZE,True,PERFECT,72.9,71.1558132
1/22/2024,1.0,RUM,A,partnership,news_day2,,,,-0.6808888888888889,-0.791642484039466,-0.3200757575757576,-0.3251879699248121,-0.502770083102493,152,335,0.0,1.451543534359171,0.8888888888888888,0.473563464194687,-0.316047389529094,1.498433954037511,0.606321984063179,1.0666119244337395,0.7999999999999989,1,0.2394381893785238,0.2724014336917551,0.1702378149281845,0.0918517542125259,-0.2897311124925864,1.1583780253705571,False,-0.0256788855363677,0.0,-0.2570157365323438,-0.556235200874406,-0.8417739225272074,-0.2879509211429245,-0.5977403338763305,0.7999999999999989,1.073692225395858,0.6926441194514259,0.2216461182244564,0.1197771587743731,False,337.0,-0.6808888888888889,0.078078078078078,3004390.333333333,1044323.0,614867.0,1054806.0,1389826.0,3299704.0,23525921.0,1817096.0,1525102.0,2612865.0,0.347598975,0.204656164,0.351088202,0.462598346,1.098294041,7.830514145,1.0550309500522073,0.901157759598653,1.5597609592076365,0.58877090708526,7.830514144245127,3.823395539371871,0.9013417115191472,1.1897710592052746,1.4132018093071994,0.119777159,-0.0863636363636365,4,0.065288866,0.119777159,-0.069444444,-0.196,-0.202380952,-0.144680851,-0.001157001,False,0.0120625996475623,199.0,0 days 05:53:00,0.236318408,0.21641791,0.519900498,0.487562189,False,False,True,0.3653846153846152,0.3434065934065933,3.684866715481585,3.4632205972571284,True,False,d1_high,2024-01-22 09:51:00-05:00,2024-01-22 19:12:00-05:00,3.314775162,False,,,,D2_continuation,5,6,6,A,GO,FULL_SIZE,True,pct_to_52wk_high,69.2,23.6318408
1/19/2024,0.0,SMCI,A,earnings_prelim,"ATH_breakout,news_day1",,,,-0.1300315651275175,-0.1300315651275175,-0.1300315651275175,-0.1300315651275175,-0.1300315651275175,5,5,0.0,1.3084927709852838,0.5,0.2793545954144448,-0.1140846405601501,1.2005127984313106,1.1420155205841311,1.561996992039164,0.1805303305484925,0,0.2573924667582625,0.2755859590029546,0.3659856228810319,0.4630538711253938,0.731332487705566,4.96936362803961,True,0.0291105431636881,24.0,0.1259330811378713,0.0401557879685311,2.731657256386242,0.1002524978247036,0.0012101353527944,,,,,,,,,,42294931.5,8144750.0,16266340.0,25888990.0,32448060.0,53985880.0,229670140.0,48751260.0,35857720.0,47328550.0,0.192570356,0.384593128,0.612106205,0.767185543,1.276414882,5.431355291,1.488778564341514,1.0808819701613597,1.4230741417882904,1.997156450474232,5.430204798889437,4.294366178759696,1.4190460411258994,1.1412032907126577,1.6089235685973404,0.115977395,-0.0209577464788732,4,0.056591555,0.065122123,0.203462604,0.150556144,0.363568598,0.501079727,0.010007328,True,0.000293901542983,206.25,0 days 05:17:00,0.233427322,0.21809184,0.234319254,0.313010703,True,True,True,0.1974915500432973,0.1826028660018436,2.589438710774503,2.3942236000470896,True,True,ath,2024-01-19 09:34:00-05:00,2024-01-19 16:24:00-05:00,3.853787725,False,,,,D1_news_break,4,5,5,A,GO,REDUCED_SIZE,True,prior_day_close_vs_high_pct,50.6,23.3427322
