date,ticker,trade_grade,cap,intraday_setup,setup,atr_pct,atr_pct_move,avg_daily_vol,breaks_ath,breaks_fifty_two_wk,close_at_lows,close_green_red,day_of_range_pct,gap_pct,hit_green_red,hit_prior_day_hilo,move_together,one_day_before_range_pct,pct_change_120,pct_change_15,pct_change_3,pct_change_30,pct_change_90,pct_from_10mav,pct_from_200mav,pct_from_20mav,pct_from_50mav,atr_distance_from_50mav,percent_of_premarket_vol,percent_of_vol_in_first_10_min,percent_of_vol_in_first_15_min,percent_of_vol_in_first_30_min,percent_of_vol_in_first_5_min,percent_of_vol_on_breakout_day,percent_of_vol_one_day_before,percent_of_vol_three_day_before,percent_of_vol_two_day_before,premarket_vol,reversal_duration,reversal_open_close_pct,reversal_open_low_pct,reversal_open_post_low_pct,reversal_open_to_day_after_open_pct,spy_open_close_pct,three_day_before_range_pct,time_of_high_price,time_of_low,time_of_reversal,two_day_before_range_pct,vol_in_first_10_min,vol_in_first_15_min,vol_in_first_30_min,vol_in_first_5_min,vol_on_breakout_day,vol_one_day_before,vol_three_day_before,vol_two_day_before,upper_band_distance,bollinger_width,closed_outside_upper_band,vol_ratio_5min_to_pm,rvol_score,prior_day_close_vs_high_pct,consecutive_up_days,prior_day_range_atr,time_of_high_bucket,gap_from_pm_high,spy_5day_return,uvxy_close,bp,npl,size,pct_from_9ema,criteria_score,criteria_grade,recommendation,is_true_a,failed_criteria,pretrade_score,pretrade_grade,pretrade_recommendation,intensity,pnl
9/5/2018,AMD,A,Medium,,2DBreakoutIB,0.0348,0.1367,112245625.3,True,True,False,False,2.7,0.04811119,True,False,True,3.1,1.533161068,0.441666667,0.15,0.513638703,0.975151108,0.200914524,1.186941897,0.342661106,0.570449944,7.126402996,0.100734625,0.249059043,0.308443103,0.528507511,0.154635167,2.275649339,1.715354157,0.923038201,0.580922417,11307021.0,0 days 00:11:00,-0.030601836,-0.087385243,-0.037402244,-0.128867732,-0.001313016,0.7,2018-09-05 09:32:00-04:00,,2018-09-05 09:51:00-04:00,0.5,27955788.0,34621389.0,59322656.0,17357121.0,255431683.0,192541000.0,103607000.0,65206000.0,0.020028049,0.517817765,True,1.535074623,2.275649339,0.980334317,2,2.603718632,1,-0.005410889,-0.000379415,106125.0,,,,0.177610333,4,B,CAUTION,False,"gap_pct, reversal_pct",4,A,GO,51.1,3.0601836000000002
2/27/2020,MRNA,A,Medium,,3DGapFade,0.0577,0.1624,14427518.23,True,True,False,True,4.255688727,0.230452675,True,True,True,2.876604629,1.093348891,0.88742767,0.93006993,0.604651163,0.762278978,0.711718137,1.061572292,0.713286297,0.772778979,5.157073175,0.451121454,0.667223763,0.776079699,1.109505166,0.446322708,4.703756871,6.407954881,1.306486073,7.596682681,6508563.0,0 days 01:58:00,-0.27090301,-0.357580825,-0.27090301,-0.348383501,-0.026026321,0.783924743,2020-02-27 04:01:00-05:00,2020-02-27 11:29:00-05:00,2020-02-27 09:31:00-05:00,4.356222002,9626383.0,11196904.0,16007406.0,6439329.0,67863538.0,78016785.0,7605391.0,65001881.0,0.124932598,0.500662321,True,0.989362629,4.703756871,0.717241379,3,1.723592776,1,-0.037811746,-0.075530494,43550.0,,,,0.582786261,6,A+,GO,True,PERFECT,5,A+,GO,70.7,27.090301
2/28/2020,CODX,A,Micro,,3DGapFade,0.0561,0.7342,16553910.59,True,True,False,True,4.298157932,0.357769424,True,True,False,6.115595214,21.57291667,5.430267062,4.022016222,6.498269896,20.1435262,2.525978763,14.36056381,3.674152474,7.197431848,7.635419677,0.179400691,0.151052707,0.196661869,0.305430791,0.06923053,1.645657432,3.654645638,1.402153003,5.951475539,2969783.0,0 days 00:34:00,-0.389478542,-0.492385787,-0.411167513,-0.223811721,0.026186353,1.610328638,2020-02-28 05:30:00-05:00,2020-02-28 12:09:00-05:00,2020-02-28 11:35:00-05:00,6.285421646,2500513.0,3255523.0,5056074.0,1146036.0,27242066.0,58656619.0,14440743.0,82772152.0,0.547930987,2.996928423,True,0.385898902,1.645657433,0.56557377,4,9.538105513,1,-0.069158076,-0.10786254,54275.0,,,,1.681372029,5,A,GO,True,rvol_score,4,A,GO,76.1,38.947854199999995
6/9/2020,NKLA,A,Medium,,2DGapFade,0.0552,0.3198,1214911.808,True,True,False,False,1.729041304,0.271052272,True,False,False,2.329491665,1.759407407,1.759407407,0.271052272,1.759407407,1.759407407,1.7565,5.3376,2.2654,3.9601,,0.14631608,0.103463093,0.172057537,0.351051105,0.065521409,1.941740943,0.0,0.0,0.0,177761.1331,0 days 00:30:00,-0.143884892,-0.388006013,-0.237624826,-0.189197895,0.001529816,1.0,2020-06-09 08:27:00-04:00,2020-06-09 10:08:00-04:00,2020-06-09 09:38:00-04:00,0.594843462,125698.5333,209034.7334,426496.1334,79602.7333,2359044.0,1667610.867,552220.3,279559.2,,,,0.447807301,1.941740943,0.987079327,2,8.228450262,1,-0.043937994,0.049078162,71175.0,,,,,5,A,GO,True,pct_from_9ema,4,A,GO,73.4,14.388489199999999
11/24/2020,FCEL,A,Small,,2DBreakoutIB,0.0395,0.7511,2314293.891,False,True,False,True,4.399678429,0.166081871,True,False,False,4.220931009,3.052845528,2.956349206,0.166081871,3.431111111,2.391156463,1.347203487,3.766922364,2.185691149,3.016763149,7.90109693,0.254016427,0.439201609,0.569682747,0.798109699,0.313008489,3.406449082,3.73668484,4.384002497,1.892854257,587868.6663,0 days 04:38:00,-0.230692076,-0.34002006,-0.250752257,-0.262788365,0.008356237,1.963534362,2020-11-24 09:33:00-05:00,2020-11-24 14:25:00-05:00,2020-11-24 09:47:00-05:00,1.399794697,1016441.6,1318413.3,1847060.4,724393.6334,7883524.3,7968808.067,7031701.567,3316300.367,0.286760665,2.054671119,True,1.23223719,3.406449082,0.941176471,7,7.550521874,1,-0.011892963,-0.008762686,30750.0,,,,1.028746123,5,A,GO,True,pct_change_3,4,A,GO,55.6,23.0692076
11/27/2020,PLTR,A,Medium,,3DGapFade,0.0452,0.2366,73304709.41,True,True,False,True,2.664947124,0.073666093,True,False,True,2.46127067,2.283157895,1.139231824,0.309403862,1.874654378,2.283157895,0.6247938694344746,0.0,1.0120724346076455,0.0,,0.17157558,0.341235443,0.44654468,0.716154807,0.237528696,2.804692832,2.960892698,1.505837538,1.959409587,12577298.0,0 days 01:52:00,-0.1131773,-0.1625521,-0.102276371,-0.094581597,-0.000467238,1.736842105,2020-11-27 09:36:00-05:00,2020-11-27 11:48:00-05:00,2020-11-27 09:56:00-05:00,1.708920188,25014165.0,32733828.0,52497520.0,17411972.0,205597193.0,203256795.0,85694342.0,117722583.0,0.134632101,1.240067404,True,1.384396871,2.804692832,0.884488449,3,4.615173716,1,-0.020722135,0.013639667,28250.0,,,,0.509086595458072,6,A+,GO,True,PERFECT,5,A+,GO,59.4,11.31773
12/1/2020,MRNA,A,Medium,,3DGapFade,0.065527831,-3.148172569,26526501.43,True,True,False,True,3.876424387,0.163153071,True,True,False,2.832502133,1.278276481,0.813782542,0.398567268,1.647295485,1.745055624,0.619826311,1.91914102,0.882742581,1.218581897,7.889911801,0.27688265,0.363696623,0.492824621,0.725582002,0.241336613,4.717889215,3.392924837,1.539945873,2.37711272,7344728.0,0 days 04:33:00,-0.206292919,-0.266407745,-0.206292919,-0.219689294,0.001230954,1.564307709,2020-12-01 09:29:00-05:00,2020-12-01 15:08:00-05:00,2020-12-01 10:35:00-05:00,2.572793274,9647599.0,13072913.0,19247152.0,6401816.0,125149095.0,73203064.0,25850691.0,43428295.0,0.146709827,0.923792299,True,0.871620569,4.717889215,0.911863587,3,1.280872963,1,-0.005096041,0.012868573,27875.0,,,,0.509937101,6,A+,GO,True,PERFECT,5,A+,GO,64.7,20.6292919
1/25/2021,BBBY,A,Medium,,3DGapFade,0.081253268,-1.469516093,19623337.79,True,True,True,False,4.723517835,0.15326051,False,False,False,2.114036728,1.341397849,0.70034163,0.15326051,0.856153436,0.451062057,0.866421371,2.376473587,1.145987954,1.291945429,7.25378683,0.137814169,0.440249365,0.57010709,0.861540691,0.297069747,4.498606809,2.671169563,0.564572267,1.291616685,2704374.0,0 days 01:38:00,-0.119402985,-0.130022962,-0.120838117,-0.133467279,0.001876613,0.747232014,2021-01-25 10:43:00-05:00,2021-01-25 12:26:00-05:00,2021-01-25 10:47:00-05:00,1.638963602,8639162.0,11187404.0,16906304.0,5829500.0,88277681.0,38895446.0,7022703.0,16657433.0,0.037689877,0.689209374,True,2.155582031,4.498606809,0.505720033,1,1.603085087,2,-0.018591565,0.01527242,25000.0,,,,0.806924053,6,A+,GO,True,PERFECT,5,A+,GO,63.1,11.9402985
1/25/2021,SPCE,A,Medium,,3DGapFade,0.063481105,0.353440722,758170.9211,False,False,False,False,2.683810334,0.027129522,True,True,False,1.023113528,0.716723549,0.412921348,0.027129522,0.470760234,0.925095681,0.254558952,0.898894957,0.40588831,0.449032239,4.811357846,0.062660277,0.13023963,0.178470047,0.340140452,0.091046225,2.070553626,0.920951948,0.889284996,0.97786259,47507.2,0 days 00:05:00,0.022436808,-0.086875888,-0.005964215,0.059926157,0.001876613,1.167986351,2021-01-25 10:46:00-05:00,2021-01-25 11:11:00-05:00,2021-01-25 11:06:00-05:00,1.133526753,98743.9,135310.8,257884.6,69028.6,1569833.55,652453.65,643367.05,702661.45,-0.012771179,0.554228512,False,1.453013438,2.070553626,0.723684211,3,1.079537091,2,-0.021944444,0.01527242,25000.0,,,,0.218069527,3,C,NO-GO,False,"pct_change_3, gap_pct, reversal_pct",3,B,CAUTION,,-2.2436808
1/27/2021,AMC,A,Medium,,1DMeanRevert,0.0197,2.9671,17123921.89,False,True,False,False,9.990269218,3.100806452,False,False,True,1.782331936,3.185185185,7.882076677,3.601796941,7.510478055,7.071428571,3.198803877,3.807385807,4.83882994,4.903845039,10.97074278,1.668841658,0.113355528,0.120730193,0.516645653,0.071922799,7.306693256,3.946032443,3.689700037,4.743557287,28577114.2,0 days 00:39:00,-0.021632252,-0.458702065,-0.583087512,-0.411012783,-0.015280627,2.848392037,2021-01-27 09:13:00-05:00,2021-01-27 06:58:00-05:00,2021-01-27 09:23:00-05:00,3.34088138,1941091.2,2067374.4,8846999.8,1231600.4,125119244.6,46161361.8,26878567.6,44805620.1,0.162014153,1.26896465,True,0.043097438,7.306693257,0.719512195,4,8.39200917,1,-0.211627907,-0.000260491,26375.0,,,,2.009766436,5,A,GO,True,reversal_pct,5,A+,GO,97.9,2.1632252000000003
1/28/2021,GME,A,Medium,,2DBreakoutIB,0.0645,0.9971,236404523.4,True,True,False,True,5.940619669,-0.237432016,True,True,False,6.439756199,24.98039216,7.439490446,2.450970178,12.67389061,24.3104107,3.69931213,34.83086053,6.879603573,13.30619402,7.198258868,0.134855491,0.031429043,0.041695124,0.114082487,0.016160588,0.987336776,1.602504946,3.890945693,3.269157654,31880448.0,0 days 01:09:00,-0.269433962,-0.576415094,-0.269433962,0.432867925,0.003374429,6.80643485,2021-01-28 06:04:00-05:00,2021-01-28 11:30:00-05:00,2021-01-28 10:16:00-05:00,3.740105473,7429968.0,9856916.0,26969616.0,3820436.0,233410880.0,378761196.0,718500364.0,716744360.0,0.698729513,5.780344076,True,0.119836334,0.987336776,0.751984733,5,5.844458438,1,-0.483551606,-0.025582969,34675.0,,,,2.512185303,4,B,CAUTION,False,"rvol_score, gap_pct",3,B,CAUTION,,26.943396200000002
1/28/2021,AMC,A,Medium,,GapDownTrendBreak,0.066,0.3528,19870196.3,False,False,False,True,5.375813713,-0.39798995,True,True,False,9.990269218,1.54351897,4.495412276,1.710402403,4.231435084,4.076271106,2.003276301,2.866522941,3.337539432,3.632489191,5.194425167,0.487559652,0.131646485,0.163778357,0.294344973,0.079522325,2.971312005,7.035231733,4.743557287,3.946032443,9687906.0,0 days 01:26:00,-0.279632721,-0.456594324,-0.292153589,0.194490818,0.003374429,3.34088138,2021-01-28 06:04:00-05:00,2021-01-28 11:30:00-05:00,2021-01-28 10:04:00-05:00,1.782331936,2615841.5,3254308.1,5848692.4,1580124.2,59040552.8,125638942.2,44805620.1,46161361.8,0.747388729,4.531931091,True,0.163102759,2.971312005,0.950802139,5,7.118927973,1,-0.479130435,-0.025582969,34675.0,,,,1.311608794,5,A,GO,True,gap_pct,4,A,GO,71.4,27.963272099999998
2/2/2021,INO,A,Small,,2DBreakoutIB,0.058,0.1395,1711269.647,False,False,False,True,2.824009533,0.118514151,True,False,False,3.659489974,0.588777219,0.878217822,0.118514151,0.949640288,0.738771769,0.63272321,0.361792405,0.808060142,0.778543279,4.534279862,0.199019483,0.255322367,0.398528417,0.703729734,0.178101924,2.281613103,4.926944947,1.472398147,2.249172212,340575.9996,0 days 01:05:00,-0.204533474,-0.271481286,-0.217185029,-0.223510807,0.00500461,2.539886905,2021-02-02 07:49:00-05:00,2021-02-02 10:38:00-05:00,2021-02-02 09:33:00-05:00,2.263806365,436925.4166,681989.5832,1204271.333,304780.4167,3904455.25,7875638.417,1684113.583,2812154.833,0.206837333,0.74464352,True,0.894896931,2.281613103,0.746938776,2,4.98129473,1,-0.039007092,-0.019698272,33600.0,,,,0.498627639,5,A,GO,True,pct_change_3,4,A,GO,23.3,20.4533474
2/2/2021,SPCE,A,Medium,,2DBreakoutIB,0.115154529,-1.48364349,1315123.243,False,False,False,True,1.626253613,0.089235917,True,False,False,2.065167766,1.788672061,0.851184834,0.089235917,1.524342956,2.249584027,0.416314199,1.747826005,0.706862402,0.968094039,4.148385876,0.111324091,0.166698179,0.237230466,0.416053022,0.097954964,1.49326697,2.278828065,1.89303706,1.252407666,146404.9,0 days 06:04:00,-0.170848268,-0.192694999,-0.177334016,-0.146953405,0.00500461,2.492508408,2021-02-02 04:04:00-05:00,2021-02-02 15:35:00-05:00,2021-02-02 09:31:00-05:00,1.248999788,219228.65,311987.3,547161.0,128822.85,1963830.1,2919142.7,2069937.1,1439576.3,0.064121635,1.057675842,True,0.87990805,1.49326697,0.698958979,2,1.850113024,1,-0.03476112,-0.019698272,33600.0,,,,0.352581629,4,B,CAUTION,False,"rvol_score, pct_change_3",3,B,CAUTION,,17.0848268
3/10/2021,GME,A,Medium,,3DGapFade,0.1578,0.4277,158008189.5,False,False,False,False,3.815332355,0.091251519,True,True,True,1.616496652,23.27297297,4.991327552,0.385244216,3.4905,18.08144476,1.24879333,11.48873416,2.377216147,3.061639014,5.678623948,0.046458706,0.080561571,0.108397723,0.176540799,0.051312075,1.808956339,1.019433073,0.793132599,1.679900891,7340856.0,0 days 00:14:00,-0.016442119,-0.361615262,-0.059124819,-0.103143674,-0.000282276,0.929388364,2021-03-10 12:16:00-05:00,2021-03-10 12:41:00-05:00,2021-03-10 12:27:00-05:00,2.377383026,12729388.0,17127728.0,27894892.0,8107728.0,285829916.0,157267708.0,123076916.0,254662396.0,0.198243089,2.457243448,True,1.104466291,1.808956339,0.928640542,5,1.061065963,4,-0.061219512,0.015075245,21000.0,,,,0.996953372,5,A,GO,True,reversal_pct,5,A+,GO,45.0,1.6442119000000002
6/3/2021,AMC,A,Medium,,2DBreakoutIB,0.0372,2.1096,24099325.93,False,False,False,True,3.646043721,-0.071143086,True,False,False,6.154432801,5.477140069,3.596516774,0.813358146,5.187423023,6.2173862,1.521531977,6.875403259,2.547854785,4.018967027,6.45047658,0.19089746,0.153386576,0.175561217,0.271667478,0.106221573,2.47848941,3.294901932,3.848421534,2.603546788,4600500.1,0 days 02:54:00,-0.116351119,-0.351807229,-0.215318417,-0.160240964,0.002201747,3.835767164,2021-06-03 04:56:00-04:00,2021-06-03 11:22:00-04:00,2021-06-03 07:00:00-04:00,1.982203353,3696513.1,4230907.0,6547003.1,2559868.3,59729924.1,76854813.9,66425896.6,51187394.5,0.484547453,2.875638878,True,0.556432615,2.47848941,0.728058331,2,15.9141504,4,-0.235526316,0.003006658,8995.0,,,,1.024198205,5,A,GO,True,gap_pct,4,A,GO,74.1,11.6351119
6/3/2021,BB,A,Medium,,2DBreakoutIB,0.0327,0.3478,58022603.18,False,False,False,False,4.551871363,0.241967213,True,False,False,5.030790694,0.578333333,1.217798595,0.638408304,1.265550239,1.004232804,0.890701162,1.342262126,1.124611576,1.198892377,7.573046862,0.945338196,0.981403451,1.318008773,1.960679869,0.647203089,9.244441124,9.555059752,7.631295421,4.537211298,54850983.0,0 days 02:20:00,-0.16156283,-0.28405491,-0.202745512,-0.157338965,0.002201747,3.536679718,2021-06-03 04:50:00-04:00,2021-06-03 11:53:00-04:00,2021-06-03 09:36:00-04:00,2.268852735,56943583.0,76474300.0,113763750.0,37552408.0,536386539.0,347486517.0,116828615.0,88141344.0,0.221265481,0.741243059,True,0.68462598,9.244441125,0.674364896,5,8.683009976,1,-0.043434343,0.003006658,8995.0,,,,0.708989589,6,A+,GO,True,PERFECT,5,A+,GO,89.4,16.156283
6/9/2021,WISH,A,Medium,,2DGapFade,0.1003,0.093,1363822.677,False,False,False,True,3.917133483,0.261392949,True,False,True,4.805454841,-0.503217067,0.871173469,0.890463918,0.234848485,-0.232339089,0.719394773,0.0,0.684163252,0.275163221,2.669258454,0.913613127,0.895947975,1.274643712,1.826354169,0.551541741,7.586942501,7.873871181,0.739742321,2.302081266,1246006.3,0 days 06:26:00,-0.277436946,-0.30129516,-0.311520109,-0.245398773,-0.003615483,0.502227138,2021-06-09 04:01:00-04:00,2021-06-09 16:45:00-04:00,2021-06-09 09:30:00-04:00,1.130536008,1221914.167,1738388.0,2490823.233,752205.1332,10347244.23,7675275.733,397048.9,1377908.467,0.009273284,0.570552144,True,0.603692881,7.5869425,0.869565217,1,3.746284791,1,-0.118918919,0.004639212,8420.0,,,,0.616212077,6,A+,GO,True,PERFECT,5,A+,GO,64.6,27.7436946
