date,ticker,cap,setup_type,score,grade,recommendation,selloff_total_pct,consecutive_down_days,pct_off_30d_high,gap_pct,prior_day_range_atr,prior_day_rvol,pct_from_200mav,pct_from_50mav,pct_change_3,pct_change_15,pct_change_30,pct_off_52wk_high,current_price,atr_pct,bounce_day_return,bounce_low_to_close,bounce_day_close_position
2024-07-01,NVDA,Large,GapFade_strongstock,3,F,NO-GO,-0.0045124899274777445,2,-0.3695330441439142,-0.0005666180994010635,0.4435360245273373,0.7839737967845495,0.7313581452857405,0.18083322436863572,-0.02262658227848101,0.021937661306333144,0.3092550790067721,-0.3695330441439142,123.54,0.09052013228798073,0.006722280715963378,0.0460321467642851,0.9101497504159725
2024-07-01,TNDM,Medium,GapFade_strongstock,3,F,NO-GO,-0.00420168067226895,2,-0.24958092754702924,-0.0034748076445768323,1.350593942029082,5.604913804034658,0.3775889628762169,-0.08135345889005437,-0.008612204724409484,-0.17523029682702154,-0.14148732154272323,-0.24958092754702924,40.29,0.05219107896323087,-0.017434620174346094,0.02017067494181539,0.3545454545454558
2024-07-01,NVDX,Medium,GapFade_strongstock,3,F,NO-GO,-0.0431483578708947,3,-0.24098279656829724,-0.001657000828500337,0.7811943143674126,0.6630958982520482,,0.30747577788541425,-0.04638826185101576,0.018872475128127755,0.6227792182848362,-0.24098279656829724,16.898,0.102002772940162,-0.006105512744516984,0.0748076923076923,0.7133251833740826
2024-07-02,BOIL,Medium,GapFade_weakstock,3,F,NO-GO,-0.24084880636604777,5,-0.4211165048543689,-0.01886792452830181,0.672124358933521,1.0991159928664869,-0.5221119246599931,-0.17823794921269343,-0.13898916967509023,-0.3179218303145854,-0.2657773217034377,-0.8033800494641384,71.55,0.1096890286512928,0.006410256410256451,0.0313868613138687,0.9347826086956558
2024-07-02,WSM,Medium,GapFade_strongstock,3,F,NO-GO,-0.06780459886206776,3,-0.2055034288829589,-0.006825815305717023,0.8558371831689355,0.8551503019095208,0.20640117185040693,-0.06955003441008219,-0.03623390184476166,-0.06752205832828184,-0.10536348949919229,-0.2055034288829589,138.445,0.051651506787120216,0.016472727272727174,0.02950058927519148,0.8678223185265412
2024-07-02,SMCI,Large,GapFade_strongstock,6,A,GO,-0.09641824249165747,2,-0.19891126407763163,-0.015905062044514497,0.9001937052961217,1.0059274490383627,0.35564459455242203,-0.018214732169457536,-0.08764993935037516,0.032356454769590426,-0.08511189449143478,-0.339039869812856,81.232,0.07957657432679593,0.047247935951963985,0.051343361556023745,0.7483252187282641
2024-07-02,NVDX,Medium,GapFade_strongstock,4,C,NO-GO,-0.05056625141562858,4,-0.24686699905673098,-0.03280252877676392,0.9492312155497541,0.7041028689522298,,0.2814065743257082,-0.016655914609113774,-0.00545702592087326,0.6820826645264847,-0.24686699905673098,16.767,0.10279119699409554,0.024788801874576126,0.027068784376738077,0.674884437596303
2024-07-02,GME,Medium,GapFade_strongstock,3,F,NO-GO,-0.06754596322941651,2,-0.5139583333333334,-0.003857693956279463,0.42068683565004156,0.3529607555398475,0.4186251558177009,0.04242066789987728,-0.07014746911119975,-0.06041079339508659,0.050427735254389795,-0.640135739626716,23.33,0.14977649868348542,0.03184165232358012,0.03809523809523805,0.7213706041478807
2024-07-02,SE,Medium,GapFade_strongstock,3,F,NO-GO,-0.06871560864313521,3,-0.0941253263707571,-0.012826055627612055,1.2848583378128555,2.1409979247459465,0.37636788831961704,0.001807555930284826,-0.06871560864313521,-0.049061258051253914,-0.05924620390455537,-0.0941253263707571,69.39,0.03140551335103863,0.02686131386861319,0.03608778907055535,0.9879032258064512
2024-07-02,GH,Medium,GapFade_strongstock,3,F,NO-GO,-0.04138398914518314,4,-0.12507739938080484,-0.00035385704175518623,1.1322978039635765,0.5488481535369992,0.17761040097509148,0.14697144341445206,-0.02719449225473319,-0.059880239520957994,0.0769817073170733,-0.3117389186556259,28.26,0.04718936406834496,0.021946902654867293,0.031071428571428607,0.9354838709677433
2024-07-02,FFIE,Medium,GapFade_weakstock,4,C,NO-GO,-0.1347130761994356,2,-0.882076923076923,-0.032180908893237783,0.8284750337381915,0.5379542418197565,-0.6949586595691548,-0.03511679723395945,-0.23349999999999996,-0.1787499999999999,-0.5534951456310679,-0.9863125,18.396,0.23017426148541606,-0.024488878903617162,0.1310237040896066,0.8218954248366013
2024-07-02,CHWY,Medium,GapFade_strongstock,5,B,CAUTION,-0.13174061433447096,4,-0.3493606138107417,-0.003144654088050387,1.5839652940088447,3.430556731576347,0.3431677428551818,0.2843684683502125,-0.12426850258175558,0.12169312169312177,0.5860349127182046,-0.3493606138107417,25.44,0.11688482704402517,-0.019321766561514134,0.05292125317527519,0.7062146892655369
2024-07-03,FFIE,Medium,GapFade_weakstock,4,C,NO-GO,-0.18306679209783644,3,-0.8070222222222223,-0.03707968678028549,0.573609158465555,0.5101091196072707,-0.6983487337350951,-0.1031668002346392,-0.14291354125542838,-0.22394995531724757,-0.7587777777777779,-0.987077380952381,17.368,0.2457228400342173,0.014111456589332735,0.02267245537867832,0.17279411764705924
2024-07-03,TNDM,Medium,GapFade_strongstock,3,F,NO-GO,-0.03237765694513105,4,-0.270813931830881,-0.006130268199233768,0.6209719654136774,0.7331051828404619,0.3313111459477473,-0.1143095007556082,-0.028294862248696963,-0.1909485430874148,-0.17107770484861315,-0.270813931830881,39.15,0.05121127531472358,0.023387304034952552,0.024704065877509028,0.7272727272727277
2024-07-03,NVDX,Medium,GapFade_strongstock,3,F,NO-GO,-0.05894677236693094,5,-0.25351480034137364,-0.0171490462723389,0.3839555108560596,0.3091380626069571,,0.2516229902786271,-0.016510829683986265,0.00422986283159105,0.5848750715239366,-0.25351480034137364,16.619,0.1017088874180155,0.11160768948206198,0.11440495918492609,1.0
2024-07-03,CNM,Medium,GapFade_strongstock,3,F,NO-GO,-0.017860767201136645,3,-0.2109897277025925,-0.0008266170696424705,0.5701041869733825,0.5015899640332975,0.09546307594440967,-0.11793978148092797,-0.0112382509194932,0.025429116338207308,-0.20437356132851034,-0.2213998390989541,48.39,0.034073598441236363,0.011168562564632866,0.02237557507319114,0.7278911564625858
