date,ticker,cap,setup_type,score,grade,recommendation,pct_from_9ema,prior_day_range_atr,rvol_score,consecutive_up_days,gap_pct,pct_change_3,pct_change_15,pct_change_30,pct_from_50mav,current_price,atr_pct,proper_setup?,alternate_setup?
10/25/2021,DWACW,Medium,3DGapFade,5,A+,GO,2.6749,9.04,5.76,5,0.4893,56.0588,59.625,,,29.1,0.2019,N,
10/22/2021,DWACW,Medium,3DGapFade,5,A+,GO,3.3038,11.14,15.01,4,3.0195,24.0889,21.58,,,11.29,0.0909,N,
10/25/2021,DWACU,Medium,3DGapFade,5,A+,GO,2.0131,8.75,2.69,2,0.3116,9.7021,9.7232,9.8514,,108.84,0.0935,N,
1/28/2021,KOSS,Medium,3DGapFade,5,A+,GO,2.7037,10.42,5.76,3,0.2759,8.6667,18.0164,22.6735,13.4838,58,0.092,Y,
10/25/2021,DWAC,Medium,3DGapFade,5,A+,GO,1.8985,8.7,3.58,2,0.2772,8.4578,8.496,,,94.2,0.1306,N,RightSidePopFade
10/25/2021,PHUN,Medium,3DGapFade,5,A+,GO,2.3305,10.73,16.65,3,0.3638,7.3238,8.9205,7.4038,6.6269,437,0.1976,N,RightSidePopFade
3/9/2021,EYES,Large,3DGapFade,5,A+,GO,1.6469,4.2,5.93,2,0.5922,7.2308,3.8238,4.6316,3.9593,11.77,0.123,Y,
7/22/2021,NURO,Medium,3DGapFade,5,A+,GO,1.6362,8.13,4.79,3,0.8548,5.3804,5.0997,5.0997,4.5479,166.4,0.1355,Y,
2/4/2021,SAVA,Medium,3DGapFade,5,A+,GO,1.3255,3.46,5.19,4,0.1458,2.8256,6.6812,10.2323,6.1946,62.82,0.1003,Y,
1/6/2021,CHEK,Medium,3DGapFade,5,A+,GO,1.0941,5.38,7.61,4,0.052,2.7609,4.0882,3.876,3.4718,34.6,0.1353,N,
1/29/2021,NAKD,Medium,3DGapFade,5,A+,GO,0.8129,7.27,3.15,2,0.6187,2.5486,3.0882,8.4429,3.5957,20.85,0.2275,N,
1/5/2021,CHEK,Small,3DGapFade,5,A+,GO,1.416,7.58,15.62,3,0.6552,2.3643,3.2647,3.7744,3.0384,29,0.0894,Y,
4/6/2021,ACY,Medium,3DGapFade,5,A+,GO,0.4506,3.36,4.73,2,0.177,2.231,0.2946,-0.1074,0.2089,11.47,0.2066,N,
7/21/2021,NURO,Medium,3DGapFade,5,A+,GO,1.1532,10.4,19.9,2,0.7341,2.1084,1.8686,1.997,1.9592,80.32,0.078,N,IntradayCapitch
10/21/2021,HX,Medium,3DGapFade,5,A+,GO,1.3122,6.32,12.11,8,0.1648,1.8291,7.4241,9.6011,5.9307,18.87,0.0916,Y,
2/5/2021,LIZI,Medium,3DGapFade,5,A+,GO,1.142,4.22,7.66,4,0.1215,1.8081,2.6964,3.0028,2.7112,144.9,0.0902,Y,
2/3/2021,SAVA,Medium,3DGapFade,5,A+,GO,1.1924,6.33,9.62,3,0.1317,1.7972,5.7775,5.8955,4.2229,39.6,0.1209,N,
11/30/2021,ADGI,Medium,3DGapFade,5,A+,GO,0.7948,5.01,12.19,3,0.0506,1.5003,1.4378,0.3929,0.5137,46.83,0.0856,Y,
6/9/2021,CLOV,Medium,3DGapFade,5,A+,GO,0.9147,5,12.81,6,0.2641,1.4611,2.1779,1.3972,1.608,22.15,0.0778,Y,
2/26/2021,GME,Medium,3DGapFade,5,A+,GO,0.5583,4.16,3.56,2,0.0803,1.4178,1.0323,2.4627,0.8147,27.18,0.1849,N,
2/11/2021,KALV,Medium,3DGapFade,5,A+,GO,0.6498,1.77,2.11,4,0.0918,1.3997,1.3515,1.3951,1.0895,37.46,0.0932,N,
1/20/2021,SENS,Medium,3DGapFade,5,A+,GO,1.0108,5.4,8.23,5,0.1684,1.375,2,5.6279,3.5857,57,0.0961,Y,
2/4/2021,LIZI,Medium,3DGapFade,5,A+,GO,0.7587,5.28,11.35,3,0.2835,1.3288,1.1795,1.3876,1.32,85,0.0919,N,
8/11/2021,FULC,Medium,3DGapFade,5,A+,GO,0.8605,6.3,19.3,5,0.26,1.3173,1.0672,0.9737,1.0815,18.77,0.0847,N,
2/11/2021,SNDL,Medium,3DGapFade,5,A+,GO,0.9295,3.32,3.34,3,0.3424,1.3047,3.4616,5.3853,3.0352,29.5,0.1135,Y,
1/27/2021,GME,Large,3DGapFade,5,A+,GO,1.1923,3.57,3.27,4,1.3978,1.2763,7.5193,10.118,5.3287,36.99,0.1323,Y,
7/1/2021,CUEN,Medium,3DGapFade,5,A+,GO,0.9128,4.84,19.52,7,0.1254,1.2701,1.2618,1.5492,1.341,80.86,0.1146,N,
12/10/2021,ISIG,Medium,3DGapFade,5,A+,GO,0.8367,4.89,3.2,2,0.1596,1.264,3.6443,2.2639,2.1946,23.5,0.1626,N,RightSidePopFade
1/7/2021,NCTY,Medium,3DGapFade,5,A+,GO,1.1637,4.24,6.82,5,0.4574,1.2492,4.243,2.6765,3.5228,148.9,0.0999,Y,
6/28/2021,MRIN,Medium,3DGapFade,5,A+,GO,0.6056,4.31,5,4,0.4199,1.2281,1.3091,1.7021,1.2908,22.86,0.0939,N,
2/10/2021,KALV,Medium,3DGapFade,5,A+,GO,0.7615,5.66,18.46,3,0.1012,1.2025,1.0628,0.9964,0.9069,33.5,0.0921,N,
6/29/2021,MRIN,Medium,3DGapFade,5,A+,GO,1.207,4.14,10.16,5,0.244,1.1368,3.7468,3.9669,3.2069,45,0.0821,N,
11/26/2021,BFRI,Medium,3DGapFade,5,A+,GO,0.5822,3.8,16.7,2,0.3793,1.1134,0.4663,,,104.4,0.1316,N,
1/4/2021,BTBT,Medium,3DGapFade,5,A+,GO,0.8769,4.31,6.87,4,0.173,1.0748,2.701,2.8848,2.5971,21.91,0.1118,Y,
10/5/2021,XENE,Medium,3DGapFade,5,A+,GO,0.6724,3.2,18.33,3,0.0216,1.0615,0.7908,0.893,0.8173,31.5,0.0707,N,
3/22/2021,UPST,Medium,3DGapFade,5,A+,GO,0.5376,1.71,2.97,3,0.0212,1.0609,0.8797,0.6651,0.8011,125.28,0.1039,N,
10/1/2021,PALT,Medium,3DGapFade,5,A+,GO,0.7512,2.94,7.29,2,0.1788,1.0172,2.02,2.0461,,10.57,0.1491,N,
4/27/2021,MVIS,Medium,3DGapFade,5,A+,GO,0.65,3.2,6.97,4,0.045,1.0122,0.7258,0.4833,0.7038,26.44,0.0952,Y,
2/2/2021,NVAX,Medium,3DGapFade,5,A+,GO,0.5653,1.99,2.45,4,0.0044,1.0021,1.3034,1.0364,1.142,268.3,0.0701,Y,
11/30/2021,ISPC,Medium,3DGapFade,5,A+,GO,0.6987,4.04,4.05,2,0.118,1.002,2.539,1.9941,1.9446,408.4,0.1943,N,
1/8/2021,NCTY,Medium,3DGapFade,5,A+,GO,0.9159,4.89,3.89,6,0.0023,0.9977,4.8163,3.4358,3.7614,171,0.1401,N,
12/30/2021,ISIG,Medium,3DGapFade,5,A+,GO,0.4225,1.23,1.83,2,0.3082,0.9965,0.2057,3.3761,1.3991,23.04,0.2859,N,
2/26/2021,CDXC,Medium,3DGapFade,5,A+,GO,0.8314,7.76,17.56,2,0.0859,0.9644,2.7706,3.0828,2.2755,18.74,0.094,N,
2/11/2021,GSAT,Medium,3DGapFade,5,A+,GO,0.5724,2.88,4.05,6,0.0292,0.9512,0.9355,5.7606,2.4004,36,0.1042,N,RightSidePopFade
6/15/2021,NOVN,Medium,3DGapFade,5,A+,GO,0.5188,2.66,5.59,6,0.0121,0.9192,0.2393,0.3555,0.4667,17.35,0.1235,N,
1/27/2021,PBI,Medium,3DGapFade,5,A+,GO,0.6051,7.12,8.36,3,0.0448,0.8957,0.9956,1.3581,1.1504,13.63,0.0735,Y,
7/6/2021,MRIN,Medium,3DGapFade,5,A+,GO,0.8433,2.03,1.89,2,0.3386,0.891,11.297,12.0903,5.9278,121.74,0.1632,Y,
8/30/2021,SPRT,Medium,3DGapFade,5,A+,GO,0.7569,6.89,5.38,7,0.3973,0.8861,2.3887,4.9977,2.8325,26.33,0.184,N,
2/10/2021,OGI,Medium,3DGapFade,5,A+,GO,0.5955,4.03,4.96,2,0.3501,0.8675,1.4278,2.1214,1.5788,17.48,0.0894,N,
6/22/2021,TRCH,Large,3DGapFade,5,A+,GO,0.737,2.77,7.28,2,0.0141,0.837,2.7434,3.9353,2.7624,19.84,0.1021,N,
1/25/2021,POLA,Medium,3DGapFade,5,A+,GO,0.7258,3.06,3.54,2,0.0271,0.821,3.9424,5.0051,2.939,165.2,0.1136,N,
2/11/2021,OGI,Medium,3DGapFade,5,A+,GO,0.7693,3.01,4.51,3,0.075,0.8182,2.4483,3.4118,2.3557,24,0.0869,Y,
1/26/2021,GME,Large,3DGapFade,5,A+,GO,0.6208,6.81,3.89,3,0.1533,0.7846,3.4516,4.4384,2.7173,19.2,0.1876,N,
1/26/2021,ATOS,Medium,3DGapFade,5,A+,GO,0.7063,3.52,4.31,5,0.1275,0.7844,2.1368,2.3737,1.342,44.7,0.0945,N,2DGapFade
2/10/2021,GSAT,Medium,3DGapFade,5,A+,GO,0.5903,5.08,4.23,5,0.399,0.7778,0.5182,4.6216,2.1321,31.2,0.0965,N,
2/11/2021,ITRM,Medium,3DGapFade,5,A+,GO,0.4878,2.09,3.5,4,0.0769,0.7727,0.4,1.8384,1.2754,40.95,0.1224,N,
2/10/2021,VERU,Medium,3DGapFade,5,A+,GO,0.5081,4.36,6.48,2,0.1619,0.7687,1.1579,1.1269,1.2894,192.7,0.1182,Y,
2/2/2021,DVAX,Medium,3DGapFade,5,A+,GO,0.5297,5.54,12.47,2,0.0088,0.7407,1.0874,1.0832,1.0047,10.27,0.0814,N,
4/12/2021,RICE,Medium,3DGapFade,5,A+,GO,0.3979,3.9,3.25,2,0.0145,0.7129,0.6845,0.5842,0.5606,17.3,0.0471,N,
6/30/2021,NTLA,Medium,3DGapFade,5,A+,GO,0.4468,2.33,2.71,5,0.0214,0.7067,0.885,1.2847,0.9634,151.61,0.0688,N,IntradayCapitch
9/14/2021,ISEE,Medium,3DGapFade,5,A+,GO,0.3116,1.71,1.95,2,0.0041,0.702,0.4644,0.7118,0.5441,14.79,0.0828,N,
8/27/2021,SPRT,Medium,3DGapFade,5,A+,GO,0.6213,2.74,4.63,6,0.9614,0.6881,1.763,3.9373,2.066,19.7,0.1049,N,IntradayCapitch
2/1/2021,NVAX,Medium,3DGapFade,5,A+,GO,0.5011,4.1,7.07,3,0.0977,0.6843,0.8131,0.8278,0.8147,220.94,0.0701,N,
6/7/2021,LEDS,Medium,3DGapFade,5,A+,GO,0.5281,3,3.54,2,0.2758,0.6735,1.4463,4.6319,2.0941,20.5,0.1739,,
2/17/2021,CCIV,Medium,3DGapFade,5,A+,GO,0.4435,3.07,1.73,2,0.0374,0.673,1.1563,4.249,1.9404,52.7,0.1141,N,
2/10/2021,HTBX,Medium,3DGapFade,5,A+,GO,0.4657,4.02,13.52,2,0.0231,0.6631,0.7712,1.2393,0.8526,12.54,0.1089,,
1/25/2021,GME,Large,3DGapFade,5,A+,GO,0.6242,4.57,5.13,2,0.4879,0.6618,2.4506,3.7592,2.3608,16.25,0.116,,
6/14/2021,NOVN,Medium,3DGapFade,5,A+,GO,0.4766,2.73,17.25,5,0.0493,0.6569,0.1292,0.0715,0.2432,14.68,0.1269,,
2/10/2021,TLRY,Medium,3DGapFade,5,A+,GO,0.5255,2.86,2.88,2,0.5544,0.6466,1.2539,4.0597,2.0532,423.5,0.0927,,
1/8/2021,MARA,Medium,3DGapFade,5,A+,GO,0.5522,2.01,2.46,4,0.1208,0.6453,1.7169,3.554,2.5182,22.36,0.1294,,
6/16/2021,TRCH,Medium,3DGapFade,5,A+,GO,0.4633,4.15,13.36,3,0.146,0.625,1.214,1.535,1.2703,10.14,0.087,,
5/28/2021,AMC,Medium,3DGapFade,5,A+,GO,0.5659,4.73,5.02,4,0.1995,0.6161,1.7886,1.8424,1.3493,265.2,0.0913,Y,
11/8/2021,SAVA,Medium,3DGapFade,5,A+,GO,0.4247,1.28,2.06,2,0.0242,0.6045,0.8124,0.3266,0.7034,64.94,0.0984,,
6/8/2021,LEDS,Medium,3DGapFade,5,A+,GO,0.5541,1.92,1.53,3,0.0785,0.6026,1.8205,5.4191,2.4495,24.2,0.1739,,
8/6/2021,BTBT,Large,3DGapFade,5,A+,GO,0.5128,2.26,1.66,2,0.0051,0.582,2.4617,1.3507,1.1445,15.82,0.1315,N,
2/16/2021,CAN,Medium,3DGapFade,5,A+,GO,0.5344,3.18,2.31,10,0.1956,0.5768,1.4885,1.199,1.5102,13.04,0.089,N,
1/14/2021,GME,Large,3DGapFade,5,A+,GO,0.4759,6.35,8.4,3,0.2131,0.5747,0.6136,0.9873,1.0303,7.85,0.0934,,
11/18/2021,IONQ,Medium,3DGapFade,5,A+,GO,0.383,2.44,2.32,2,0.0884,0.5641,1.2744,3.0629,,31,0.1029,,
1/29/2021,CTRM,Medium,3DGapFade,5,A+,GO,0.3948,3.96,2.11,3,0.1969,0.5621,1.5502,2.7983,1.6571,61,0.1656,,
1/12/2021,ACST,Medium,3DGapFade,5,A+,GO,0.4456,2,2.26,3,0.0144,0.5608,1.7132,1.7701,1.4332,33.6,0.1558,N,
2/2/2021,INO,Medium,3DGapFade,5,A+,GO,0.4045,3.29,4.93,2,0.1185,0.5489,0.8668,0.5821,0.5997,203.52,0.0878,,
1/7/2021,MARA,Large,3DGapFade,5,A+,GO,0.3659,1.34,1.93,3,0.1899,0.5404,1.3989,2.4472,1.8461,16.96,0.1469,,
2/16/2021,SHIP,Medium,3DGapFade,5,A+,GO,0.4357,3.28,5.38,2,0.1791,0.5344,0.6612,2.7388,1.5248,20.1,0.1137,,
2/9/2021,VISL,Medium,3DGapFade,5,A+,GO,0.304,1.51,2.43,2,0.0372,0.5208,0.5441,1.6169,1.1653,40.3,0.1462,,
6/3/2021,BB,Large,3DGapFade,5,A+,GO,0.4142,4.27,9.56,5,0.242,0.5144,0.9182,0.761,0.6839,15.25,0.0665,N,2DBreakoutIB
2/9/2021,XONE,Medium,3DGapFade,5,A+,GO,0.482,2.29,2.4,2,0.0323,0.5142,1.9386,4.0267,2.1623,54.54,0.1007,,
3/15/2021,EBON,Medium,3DGapFade,5,A+,GO,0.3552,2.58,3.36,2,0.0808,0.5116,0.2366,1.0273,0.5882,312,0.1545,,
1/27/2021,SAVA,Medium,3DGapFade,5,A+,GO,0.4309,3.18,2.14,3,0.0031,0.5097,1.53,1.3929,1.2225,13.88,0.0988,,
7/30/2021,LC,Medium,3DGapFade,5,A+,GO,0.3522,2.85,12.97,2,0.035,0.5069,0.3836,0.3133,0.4336,24.02,0.0601,,
8/2/2021,LC,Medium,3DGapFade,5,A+,GO,0.2781,1.22,2.29,3,0.0246,0.5015,0.4072,0.3041,0.4362,24.4,0.0637,,
1/25/2021,SUNW,Medium,3DGapFade,5,A+,GO,0.5413,2.61,1.76,4,0.1135,0.4967,3.4727,4.338,2.5629,22.9,0.1156,,
2/2/2021,FLGT,Medium,3DGapFade,5,A+,GO,0.4584,4.03,1.99,7,0.0337,0.4911,1.2218,2.1755,1.389,137.91,0.0853,,
1/26/2021,AMC,Medium,3DGapFade,5,A+,GO,0.4207,2.51,4.74,3,0.1516,0.4832,1.199,0.0807,0.4384,44.2,0.0928,N,
4/26/2021,OCGN,Large,3DGapFade,5,A+,GO,0.2989,4.07,8.21,3,0.1485,0.4815,0.4658,-0.037,0.1576,9.63,0.1262,,
3/9/2021,GME,Large,3DGapFade,5,A+,GO,0.5179,2.11,1.68,4,0.1193,0.4696,2.9285,1.5329,1.5465,48.62,0.1582,,
2/10/2021,SNDL,Large,3DGapFade,5,A+,GO,0.4059,1.77,1.73,2,0.3394,0.4602,1.4236,2.4627,1.4283,16.5,0.1442,,
1/14/2021,EH,Medium,3DGapFade,5,A+,GO,0.353,1.79,2.42,3,0.0453,0.4574,0.4305,1.7885,1.1738,37.98,0.0874,,
11/1/2021,LC,Medium,3DGapFade,5,A+,GO,0.2283,1.61,2.33,2,0.0265,0.4535,0.5054,0.7105,0.4946,45.96,0.0618,,
1/8/2021,PLUG,Medium,3DGapFade,5,A+,GO,0.3104,1.17,2.78,3,0.0992,0.4528,0.6616,0.7698,0.813,47.29,0.075,,
2/10/2021,TDC,Medium,3DGapFade,5,A+,GO,0.4472,2.52,4.44,3,0.0026,0.4498,1.0813,1.4086,1.1155,53.76,0.0841,,
3/3/2021,AMRS,Medium,3DGapFade,5,A+,GO,0.2668,2.5,5.23,2,0.0201,0.4457,0.3014,0.7577,0.8774,19.95,0.1231,N,
1/26/2021,VXRT,Medium,3DGapFade,5,A+,GO,0.3289,5.01,5.01,2,0.0667,0.444,0.5877,0.3472,0.4674,10.05,0.0674,,
6/23/2021,GSAT,Medium,3DGapFade,5,A+,GO,0.2942,2.88,4.04,3,0.0699,0.4419,0.6034,0.6909,0.4897,27.9,0.0728,,
4/26/2021,MVIS,Medium,3DGapFade,5,A+,GO,0.339,2.93,5.81,3,0.1124,0.4382,0.1453,0.0289,0.1703,17.97,0.1065,,
2/16/2021,DMTK,Medium,3DGapFade,5,A+,GO,0.3158,1.71,1.82,2,0.0282,0.4371,0.6763,1.3502,1.3074,76.24,0.0879,,
2/19/2021,EBON,Medium,3DGapFade,5,A+,GO,0.4154,3.24,5.96,4,0.0434,0.4327,1.1628,0.8478,1.03,338.7,0.1094,,
9/28/2021,CEI,Medium,3DGapFade,5,A+,GO,0.4559,1.68,1.68,3,0.0588,0.4316,1.7966,5.8861,2.344,136,0.1292,N,
9/10/2021,ATER,Medium,3DGapFade,5,A+,GO,0.3651,1.72,3.8,4,0.0296,0.4298,1.8839,0.1029,0.206,122.16,0.1512,N,
7/22/2021,SAVA,Medium,3DGapFade,5,A+,GO,0.2378,2.17,2.91,3,0.0043,0.4296,0.3764,0.7716,0.6296,84,0.1036,,
2/10/2021,APHA,Medium,3DGapFade,5,A+,GO,0.3829,2.47,2.29,3,0.3065,0.4247,0.8171,2.4621,1.3095,23.75,0.0699,Y,
6/28/2021,ALF,Large,3DGapFade,5,A+,GO,0.5366,2.9,2.41,2,0.1591,0.4238,3.8997,3.9854,,17.1,0.1626,N,2DBreakoutIB
8/6/2021,EXPI,Medium,3DGapFade,5,A+,GO,0.2227,1.35,2.07,2,0.001,0.4213,0.5291,0.2442,0.3443,49.42,0.0625,,
2/9/2021,RIOT,Medium,3DGapFade,5,A+,GO,0.3641,2,2.03,5,0.0845,0.4207,0.3012,1.4992,0.969,32.79,0.1066,,
2/1/2021,PSAC,Medium,3DGapFade,5,A+,GO,0.3365,2.51,4.51,2,0.0932,0.4192,0.8267,0.845,0.7315,18.45,0.0773,,
1/15/2021,EH,Medium,3DGapFade,5,A+,GO,0.4182,2.59,2.74,4,0.0947,0.4159,0.7463,2.358,1.4429,44.46,0.089,,
1/27/2021,AMC,Medium,3DGapFade,5,A+,GO,0.4249,1.78,3.95,4,3.1008,0.4131,1.5051,0.2653,0.5952,49.6,0.0928,Y,
1/13/2021,STPK,Medium,3DGapFade,5,A+,GO,0.401,1.27,3.02,5,0.0556,0.4123,0.9459,2.5468,1.3747,36,0.1027,,
1/13/2021,CCIV,Medium,3DGapFade,5,A+,GO,0.2458,5.03,9.16,2,0.0671,0.4108,0.4193,0.4322,0.4128,14.15,0.037,N,
10/27/2021,BE,Medium,3DGapFade,5,A+,GO,0.2138,1.36,2.08,2,0.0194,0.4071,0.5193,0.4697,0.388,28.41,0.061,N,
2/3/2021,CCIV,Medium,3DGapFade,5,A+,GO,0.3414,2.24,1.56,4,0.0065,0.4047,1.2714,2.2269,1.4104,32.14,0.1211,N,
1/20/2021,AMC,Medium,3DGapFade,5,A+,GO,0.2789,2.65,5.13,2,0.0752,0.4037,0.2803,-0.1282,0.0066,30.6,0.0778,N,
1/26/2021,BB,Large,3DGapFade,5,A+,GO,0.446,3.48,6.31,7,0.0588,0.4031,1.7401,1.1541,1.3387,18.03,0.0812,N,
2/10/2021,NPA,Medium,3DGapFade,5,A+,GO,0.3135,3.74,3.97,2,0.0262,0.4019,0.4027,0.5679,0.7177,22.5,0.0896,,
9/28/2021,NAKD,Medium,3DGapFade,5,A+,GO,0.2741,2.17,6.19,2,0.0402,0.4012,0.3298,0.6254,0.4174,12.5,0.063,,
9/27/2021,CEI,Medium,3DGapFade,5,A+,GO,0.2324,1.54,1.61,2,0.1078,0.3973,1.4664,3.6907,1.6526,102,0.1531,N,
2/10/2021,CLNE,Medium,3DGapFade,5,A+,GO,0.383,1.63,3.1,2,0.0056,0.3966,0.7978,1.1401,1.1749,17.87,0.083,Y,
1/28/2021,CTRM,Medium,3DGapFade,5,A+,GO,0.3484,2.95,2.81,2,0.3138,0.3946,1.4159,2.2251,1.4155,53.15,0.1404,,
1/15/2021,TLRY,Medium,3DGapFade,5,A+,GO,0.4108,2.8,2.83,4,0.1627,0.3903,1.0877,1.1481,1.0952,185.6,0.0759,,
6/8/2021,UONE,Medium,3DGapFade,5,A+,GO,0.5377,1.9,1.66,5,0.0011,0.389,2.2615,2.3798,1.8018,177.1,0.1209,,
5/27/2021,OMI,Medium,3DGapFade,5,A+,GO,0.2767,5.04,7.96,2,0.0086,0.3883,0.3115,0.1684,0.2289,44.12,0.048,,
2/10/2021,ONTX,Medium,3DGapFade,5,A+,GO,0.3252,1.85,1.57,2,0.075,0.3858,0.5987,1.6756,1.1131,18,0.108,,
2/1/2021,IPOE,Medium,3DGapFade,5,A+,GO,0.1997,2.31,2.58,2,0.0282,0.3828,0.3415,1.2875,,25.14,0.089,,
2/17/2021,RIOT,Medium,3DGapFade,5,A+,GO,0.4806,1.21,1.59,3,0.1402,0.3808,2.0797,2.6104,1.9114,59.5,0.0964,,
7/14/2021,CLDX,Medium,3DGapFade,5,A+,GO,0.2456,1.38,2.52,4,0.0063,0.3761,0.5513,0.6055,0.5034,44.6,0.0738,N,
6/4/2021,BB,Large,3DGapFade,5,A+,GO,0.3455,4.55,8.56,6,0.005,0.3737,1,0.838,0.7312,15.88,0.0914,N,
11/1/2021,LCID,Medium,3DGapFade,5,A+,GO,0.2594,2.32,4.19,3,0.0812,0.369,0.6174,0.5368,0.5749,369.9,0.072,,
2/8/2021,APPS,Medium,3DGapFade,5,A+,GO,0.2707,1.69,1.74,5,0.0241,0.3669,0.5731,0.5491,0.6296,88.08,0.0772,N,
1/27/2021,MAC,Medium,3DGapFade,5,A+,GO,0.2794,2.62,2.85,3,0.0848,0.3656,0.7739,0.6733,0.6999,19.46,0.0799,,
2/9/2021,MSTR,Medium,3DGapFade,5,A+,GO,0.3738,2.21,2.06,8,0.0929,0.3597,0.7578,2.2268,1.2741,104.1,0.0696,,
5/26/2021,AMC,Medium,3DGapFade,5,A+,GO,0.2352,2.16,2.38,2,0.0823,0.3584,0.7895,0.7551,0.5057,164.1,0.0878,N,
8/23/2021,DLO,Medium,3DGapFade,5,A+,GO,0.2262,1.23,1.83,4,0.014,0.3584,0.4667,0.3026,0.421,66.94,0.0777,,
10/25/2021,AUPH,Medium,3DGapFade,5,A+,GO,0.2592,3.55,2.8,4,0.0764,0.3559,0.3276,0.3378,0.4417,28,0.0637,N,
1/20/2021,BB,Medium,3DGapFade,5,A+,GO,0.3813,2.44,3.95,3,0.0713,0.3557,0.7951,0.4495,0.7775,12.35,0.06,N,
2/5/2021,MVIS,Medium,3DGapFade,5,A+,GO,0.2614,2.01,1.54,4,0.0165,0.3548,0.5652,0.1143,0.9325,10.33,0.0994,,
6/8/2021,ATOS,Medium,3DGapFade,5,A+,GO,0.4146,3.12,3.88,8,0.0483,0.3536,0.8607,2.0663,1.3275,90.15,0.0794,Y,
4/27/2021,NAKD,Medium,3DGapFade,5,A+,GO,0.2378,1.98,2.81,2,0.0068,0.3529,0.1088,-0.2599,-0.1435,11.04,0.1015,,
1/11/2021,STPK,Medium,3DGapFade,5,A+,GO,0.2045,2.5,2.34,3,0.0592,0.3523,0.4846,1.5414,0.794,25.49,0.1119,,
11/9/2021,EVGO,Medium,3DGapFade,5,A+,GO,0.2947,3.67,10.67,2,0.3124,0.3484,0.6519,0.5349,0.5613,13.43,0.0665,,
2/16/2021,RIOT,Medium,3DGapFade,5,A+,GO,0.3937,1.81,1.8,2,0.117,0.3479,1.5053,1.9005,1.5379,49.28,0.1018,,
1/27/2021,BB,Large,3DGapFade,5,A+,GO,0.3751,1.44,3.5,8,0.0703,0.3476,1.7947,1.3186,1.3697,18.92,0.0852,N,1DBreakoutIB
5/21/2021,RETA,Medium,3DGapFade,5,A+,GO,0.2112,1.29,1.87,5,0.0215,0.346,0.1006,0.2622,0.1429,111.6,0.0602,,
10/29/2021,LCID,Medium,3DGapFade,5,A+,GO,0.2918,5.11,8.71,2,0.0781,0.345,0.5273,0.5453,0.5305,354.8,0.0645,,
8/9/2021,BTBT,Large,3DGapFade,5,A+,GO,0.4778,1.87,2.02,3,0.0826,0.3428,3.0814,1.6794,1.3254,17.55,0.1354,Y,
4/7/2021,ACY,Medium,3DGapFade,5,A+,GO,0.4565,1.77,2.65,3,0.0654,0.3402,0.5366,0.1818,0.3565,13,0.2031,N,
8/10/2021,AUPH,Medium,3DGapFade,5,A+,GO,0.1699,2.04,1.78,3,0.007,0.3399,0.3514,0.1511,0.2259,15.69,0.0736,N,
9/30/2021,UNFI,Medium,3DGapFade,5,A+,GO,0.23,2.71,3.48,3,0.0065,0.3397,0.3888,0.5217,0.4354,50.87,0.0389,,
1/8/2021,FCEL,Medium,3DGapFade,5,A+,GO,0.2523,1.23,1.67,3,0.1081,0.3384,0.774,0.9544,1.0994,449.7,0.113,,
2/2/2021,API,Medium,3DGapFade,5,A+,GO,0.3325,2.14,3.87,3,0.087,0.3373,0.7253,0.5972,0.7116,73.6,0.0857,N,
9/10/2021,CEI,Medium,3DGapFade,5,A+,GO,0.5318,3.17,3.44,6,0.0615,0.3366,2.7967,1.6678,1.4051,65,0.102,N,
11/16/2021,GGPI,Medium,3DGapFade,5,A+,GO,0.2366,2.96,9.59,3,0.044,0.3363,0.4076,0.4576,0.4195,14.78,0.0551,,
11/2/2021,OCGN,Large,3DGapFade,5,A+,GO,0.3207,1.51,2.3,4,0.0186,0.334,0.5346,0.8517,0.7368,13.98,0.1025,,
6/8/2021,CLOV,Medium,3DGapFade,5,A+,GO,0.3358,3.17,5.98,5,0.3956,0.3333,0.7478,0.2928,0.4533,11.92,0.0701,N,
2/5/2021,VGAC,Medium,3DGapFade,5,A+,GO,0.2483,2.58,8.94,2,0.004,0.3331,0.4268,0.4832,0.4746,17.65,0.086,,
1/15/2021,HEXO,Medium,3DGapFade,5,A+,GO,0.3152,1.63,3.25,9,0.087,0.3327,0.6856,0.5235,0.8184,99.82,0.0764,,
2/8/2021,MGNI,Medium,3DGapFade,5,A+,GO,0.3076,2.09,2.48,5,0.0259,0.3312,0.828,0.7329,0.9438,54.95,0.0825,,
2/10/2021,FUTU,Medium,3DGapFade,5,A+,GO,0.2808,1.12,1.82,3,0.1645,0.3311,0.7164,2.9684,1.2962,154.41,0.1097,,
1/12/2021,STPK,Medium,3DGapFade,5,A+,GO,0.3387,2.26,6.13,4,0.1338,0.3278,0.7137,1.9476,1.1149,30.95,0.1081,,
2/3/2021,API,Medium,3DGapFade,5,A+,GO,0.2655,1.55,1.51,4,0.0418,0.3254,0.8764,0.6358,0.7095,74.87,0.0907,N,
8/25/2021,SPRT,Medium,3DGapFade,5,A+,GO,0.2496,2.53,4.7,4,0.1474,0.3246,0.6671,1.8533,0.9706,11.67,0.1299,,
11/3/2021,OCGN,Large,3DGapFade,5,A+,GO,0.3506,2.64,3.3,5,0.111,0.3235,0.6977,1.0893,0.9087,15.67,0.107,,
