date,ticker,cap,setup_type,score,grade,recommendation,pct_from_9ema,prior_day_range_atr,rvol_score,consecutive_up_days,gap_pct,pct_change_3,pct_change_15,pct_change_30,pct_from_50mav,current_price,atr_pct,proper_setup?,alternate_setup?
1/26/2021,NNDM,Large,3DGapFade,5,A+,GO,0.3298,3.23,1.63,6,0.0144,0.3222,0.9531,1.587,1.1412,16.66,0.0864,,
6/3/2021,NAKD,Medium,3DGapFade,5,A+,GO,0.302,3.09,5.15,6,0.1209,0.3215,0.6266,0.4954,0.3335,12.27,0.0861,,
1/7/2021,CLSK,Medium,3DGapFade,5,A+,GO,0.2641,2.41,2.16,2,0.091,0.3203,1.0597,2.174,1.4171,35.2,0.1112,N,
10/15/2021,RLAY,Medium,3DGapFade,5,A+,GO,0.1634,1.6,2.54,2,0.003,0.3187,-0.0033,0.0938,0.1174,36.62,0.0889,,
6/24/2021,DDD,Medium,3DGapFade,5,A+,GO,0.1899,1.06,1.84,3,0.0047,0.3172,0.2579,0.8097,0.4958,38.04,0.0627,,
9/7/2021,HUT,Medium,3DGapFade,5,A+,GO,0.2827,1.94,4,3,0.0216,0.3157,0.6167,1.1599,0.9035,53.35,0.0774,,
1/27/2021,FIZZ,Medium,3DGapFade,5,A+,GO,0.2697,2.52,2.74,9,0.0595,0.3154,0.5408,0.5342,0.4291,64.74,0.0605,,
1/25/2021,GSX,Medium,3DGapFade,5,A+,GO,0.3466,2.23,2.76,7,0.0999,0.3152,0.7792,0.4193,0.5082,92,0.0706,,
4/5/2021,SUNW,Medium,3DGapFade,5,A+,GO,0.1922,1.59,2.44,3,0.0118,0.3138,0.0719,0.0665,0.0605,17,0.1034,,
8/13/2021,UPST,Medium,3DGapFade,5,A+,GO,0.2146,1.7,3.41,2,0.0544,0.3128,0.528,0.4374,0.3777,178.12,0.0655,,
11/3/2021,NVAX,Medium,3DGapFade,5,A+,GO,0.2154,1.71,1.78,2,0.0146,0.3122,0.1737,-0.1582,-0.0314,195.3,0.0719,,
9/7/2021,KPLT,Medium,3DGapFade,5,A+,GO,0.2921,3.31,7.08,3,0.0768,0.3101,1.0063,-0.3125,-0.1581,159.5,0.1086,,
1/27/2021,DDS,Medium,3DGapFade,5,A+,GO,0.3197,2.46,1.87,6,0.0904,0.309,0.7905,1.0276,0.8364,104.46,0.0713,,
10/4/2021,AVIR,Medium,3DGapFade,5,A+,GO,0.2365,2.03,5.99,2,0.0276,0.3075,0.5068,0.4164,0.432,42.01,0.0787,N,
8/3/2021,BTBT,Medium,3DGapFade,5,A+,GO,0.3577,1.56,2.21,2,0.0087,0.3065,0.9697,0.4964,0.464,10.4,0.1444,N,
1/27/2021,LUMN,Medium,3DGapFade,5,A+,GO,0.2405,6.6,4.38,4,0.0185,0.3062,0.4693,0.4318,0.3973,14.59,0.0416,,
6/14/2021,SENS,Medium,3DGapFade,5,A+,GO,0.295,1.46,4.08,2,0.0873,0.3062,1.005,0.8915,0.7993,80.2,0.0873,,
8/11/2021,AHPI,Medium,3DGapFade,5,A+,GO,0.2253,2.69,2.04,2,0.1219,0.3046,0.7887,1.5176,0.9804,10.75,0.1899,N,
2/1/2021,AG,Medium,3DGapFade,5,A+,GO,0.2044,1.48,2.24,2,0.3162,0.3045,0.3906,0.4988,0.4677,18.12,0.066,N,1DBreakoutIB
1/25/2021,JMIA,Medium,3DGapFade,5,A+,GO,0.2422,2.35,2.27,2,0.0184,0.3037,0.4116,0.7018,0.6308,56.96,0.0929,,
1/28/2021,SKT,Medium,3DGapFade,5,A+,GO,0.2545,3.05,4.87,4,0.0616,0.3036,0.6236,0.64,0.6366,17.86,0.0812,,
1/6/2021,MARA,Large,3DGapFade,5,A+,GO,0.2047,1.55,1.55,2,0.0728,0.3017,1.4531,3.0088,1.3948,13.59,0.171,,
2/18/2021,ONTX,Medium,3DGapFade,5,A+,GO,0.306,2.55,6.27,2,0.0927,0.3017,1.217,0.8193,1.2845,22.65,0.1325,,
11/9/2021,IONQ,Medium,3DGapFade,5,A+,GO,0.3015,1.13,1.79,4,0.0674,0.2995,0.9569,,,21.35,0.0845,,
5/20/2021,RETA,Medium,3DGapFade,5,A+,GO,0.1759,1.49,5.41,4,0.0036,0.298,0.0161,0.0818,0.0499,102.63,0.0606,,
2/3/2021,TLRY,Medium,3DGapFade,5,A+,GO,0.2241,1.7,1.59,2,0.0839,0.2978,0.7596,1.6423,1.0308,234.9,0.1195,,
2/25/2021,OMI,Medium,3DGapFade,5,A+,GO,0.1788,3.09,6.93,2,0.0262,0.2973,0.1502,0.0566,0.1557,32.86,0.0711,,
1/8/2021,LAC,Medium,3DGapFade,5,A+,GO,0.3185,1.68,1.78,6,0.0479,0.2971,0.9989,0.7831,0.7273,18.99,0.073,,
1/11/2021,PACB,Medium,3DGapFade,5,A+,GO,0.2418,1.93,1.94,5,0.0232,0.2968,0.835,1.5241,0.8599,36.7,0.0918,,
6/4/2021,NAKD,Medium,3DGapFade,5,A+,GO,0.2326,2.88,3.94,7,0.0553,0.2962,0.3805,0.5114,0.3387,12.33,0.0928,,
10/29/2021,IONQ,Medium,3DGapFade,5,A+,GO,0.2252,1.92,1.72,4,0.0462,0.2956,0.6207,,,13.63,0.0854,,
8/6/2021,EDIT,Medium,3DGapFade,5,A+,GO,0.2092,2.48,3.7,3,0.002,0.2945,0.2859,0.3337,0.3201,54.51,0.0555,,
1/26/2021,MAC,Medium,3DGapFade,5,A+,GO,0.2186,3.1,3.98,2,0.0157,0.2943,0.6173,0.4367,0.5352,17.24,0.0755,,
3/3/2021,PERI,Medium,3DGapFade,5,A+,GO,0.1643,1.66,2.68,3,0.035,0.2942,0.0594,0.8403,0.537,25.69,0.0942,,
10/29/2021,ENPH,Medium,3DGapFade,5,A+,GO,0.1701,1.39,2,2,0.0024,0.294,0.4541,0.3951,0.3427,224.46,0.0541,,
2/11/2021,FUTU,Medium,3DGapFade,5,A+,GO,0.2761,2.41,2.42,4,0.0156,0.2909,0.6706,3.2046,1.3717,165.24,0.1184,,
1/26/2021,JMIA,Medium,3DGapFade,5,A+,GO,0.2136,2.15,1.71,3,0.0046,0.2901,0.6477,0.5549,0.6401,58.79,0.0991,,
6/4/2021,SNDL,Medium,3DGapFade,5,A+,GO,0.3058,2.55,3.13,4,0.031,0.29,0.8696,0.5466,0.4276,12.9,0.0791,,
9/7/2021,MDB,Medium,3DGapFade,5,A+,GO,0.2258,2.9,7.64,3,0.0146,0.2897,0.3809,0.4167,0.3737,507.41,0.0343,,
7/1/2021,EDIT,Medium,3DGapFade,5,A+,GO,0.2893,4.07,6.63,6,0.0094,0.2876,0.535,0.7107,0.5637,56.64,0.0615,,
1/28/2021,SPCE,Medium,3DGapFade,5,A+,GO,0.2726,4.53,3.9,7,0.0035,0.2875,0.9177,0.751,0.672,927,0.0919,,
2/16/2021,AMKR,Medium,3DGapFade,5,A+,GO,0.2072,2.31,8.76,2,0.0422,0.2871,0.3571,0.6054,0.4531,24.21,0.0568,N,
8/20/2021,DLO,Medium,3DGapFade,5,A+,GO,0.2121,1.78,8.31,3,0.0631,0.287,0.383,0.2564,0.3452,62.43,0.0794,,
8/25/2021,AMC,Medium,3DGapFade,5,A+,GO,0.1991,2.99,2.88,3,0.0145,0.2863,0.4832,0.324,0.033,442.6,0.0896,N,
1/28/2021,INO,Medium,3DGapFade,5,A+,GO,0.2209,4.01,3.67,3,0.0027,0.286,0.3383,0.2008,0.19,150,0.0658,,
11/17/2021,MTTR,Medium,3DGapFade,5,A+,GO,0.1849,1.92,2.31,2,0.0133,0.286,0.5528,0.5613,0.3898,28.51,0.0939,,
2/17/2021,VUZI,Medium,3DGapFade,5,A+,GO,0.1902,1.6,1.79,2,0.0385,0.2854,0.1548,1.0236,0.7735,17.16,0.0957,,
1/15/2021,APHA,Medium,3DGapFade,5,A+,GO,0.2909,2.32,3.09,4,0.1354,0.2842,0.6321,0.459,0.6544,12.11,0.0569,N,
3/5/2021,CPE,Medium,3DGapFade,5,A+,GO,0.2135,1.54,2.15,2,0.0582,0.2833,0.5792,1.4834,0.8642,33.7,0.0853,,
3/22/2021,WSM,Medium,3DGapFade,5,A+,GO,0.1896,1.93,3.43,2,0.0066,0.2819,0.2909,0.358,0.3445,87.42,0.047,,
9/13/2021,ATER,Medium,3DGapFade,5,A+,GO,0.4172,1.74,3.35,5,0.2119,0.2812,2.7881,0.3068,0.4073,141.6,0.1464,Y,
10/13/2021,DATS,Medium,3DGapFade,5,A+,GO,0.2989,1.04,2.34,4,0.1213,0.2807,0.7556,0.9698,,150.1,0.1947,,
2/3/2021,TIGR,Medium,3DGapFade,5,A+,GO,0.1746,1.23,1.53,2,0.0404,0.2801,0.6571,2.3061,1.1039,20.2,0.1264,,
11/10/2021,BGFV,Medium,3DGapFade,5,A+,GO,0.238,1.34,1.56,2,0.0033,0.279,0.659,0.5002,0.4667,38.87,0.0878,N,
1/8/2021,CLNE,Medium,3DGapFade,5,A+,GO,0.2877,1.48,1.82,3,0.0475,0.2788,1.4832,1.4777,1.3227,11.1,0.1135,N,
1/27/2021,IRBT,Medium,3DGapFade,5,A+,GO,0.2314,1.7,2.31,9,0.0206,0.2775,0.5574,0.7008,0.5156,126.4,0.0711,,
1/13/2021,EH,Medium,3DGapFade,5,A+,GO,0.2269,1.57,1.7,2,0.0694,0.2759,0.2194,1.1477,0.8612,31.4,0.1,,
5/14/2021,AMC,Medium,3DGapFade,5,A+,GO,0.2225,3.6,5.6,5,0.0423,0.2706,0.2569,0.3643,0.2331,127.7,0.0775,N,
2/11/2021,QFIN,Medium,3DGapFade,5,A+,GO,0.2352,2.07,2.39,3,0.0023,0.2678,0.6284,1.4266,0.8364,25.94,0.0707,,
2/3/2021,ATOS,Medium,3DGapFade,5,A+,GO,0.2468,1.53,2.02,3,0.0786,0.267,1.6667,2.2957,1.0292,42,0.1798,N,
1/14/2021,CCIV,Medium,3DGapFade,5,A+,GO,0.3451,3.58,5.56,3,0.119,0.2667,0.672,0.6923,0.6461,16.72,0.0437,Y,
11/10/2021,RIOT,Medium,3DGapFade,5,A+,GO,0.1955,2.07,1.8,2,0.0319,0.2658,0.2678,0.6027,0.3543,39.86,0.0699,,
11/30/2021,VIR,Medium,3DGapFade,5,A+,GO,0.1703,1.92,2.68,3,0.1196,0.2642,0.244,0.0433,0.0693,40.48,0.0668,,
11/17/2021,LCID,Large,3DGapFade,5,A+,GO,0.2456,1.69,2.52,2,0.0122,0.2638,1.0548,1.2857,0.9341,555.2,0.0978,,
10/27/2021,MQ,Medium,3DGapFade,5,A+,GO,0.2013,2.2,3.28,2,0.0296,0.2633,0.4772,0.1299,0.2666,32.1,0.0694,,
1/25/2021,SPWR,Medium,3DGapFade,5,A+,GO,0.2562,1.61,1.6,4,0.0252,0.2633,0.8413,1.2675,0.8297,47.21,0.0819,,
11/4/2021,BBBY,Medium,3DGapFade,5,A+,GO,0.2205,4.42,8.38,3,0.0405,0.2631,0.3384,-0.1773,-0.0381,17.55,0.0765,N,
6/9/2021,WEN,Medium,3DGapFade,5,A+,GO,0.1907,4.93,11.92,2,0.0017,0.2629,0.2338,0.2958,0.2783,28.87,0.0286,,
1/26/2021,AMCX,Medium,3DGapFade,5,A+,GO,0.198,2.74,5.57,3,0.0142,0.2627,0.5284,0.6624,0.5648,54.41,0.0537,N,
1/14/2021,TIGR,Medium,3DGapFade,5,A+,GO,0.2207,1.79,2.07,2,0.0377,0.2619,0.5838,1.3327,0.8879,12.48,0.1012,,
1/28/2021,SAVA,Medium,3DGapFade,5,A+,GO,0.3333,2.75,1.82,4,0.0319,0.2596,1.4144,1.5451,1.2156,14.11,0.1169,,
4/1/2021,MARA,Medium,3DGapFade,5,A+,GO,0.1795,1.46,1.8,5,0.0179,0.2594,0.1485,0.1718,0.4485,48.02,0.1088,,
11/2/2021,FCEL,Medium,3DGapFade,5,A+,GO,0.1974,1.74,1.76,3,0.0393,0.2589,0.3772,0.5883,0.41,285.9,0.0844,,
5/17/2021,AMC,Medium,3DGapFade,5,A+,GO,0.1851,1.79,3.41,6,0.0532,0.2578,0.1287,0.2234,0.2415,129.8,0.076,N,
2/10/2021,HBI,Medium,3DGapFade,5,A+,GO,0.2097,3.5,4.97,5,0.002,0.2577,0.2853,0.3662,0.3329,19.96,0.0395,,
9/29/2021,CEI,Medium,3DGapFade,5,A+,GO,0.4281,3.85,3.36,5,0.2076,0.2574,1.6308,8.1176,2.6904,171,0.1489,N,IntradayCapitch
8/25/2021,DVAX,Medium,3DGapFade,5,A+,GO,0.1813,1.85,1.74,3,0.0189,0.2566,0.5314,0.6517,0.484,15.13,0.0669,,
3/1/2021,RVLV,Medium,3DGapFade,5,A+,GO,0.166,1.91,2.47,2,0.013,0.2561,0.2033,0.2902,0.3093,46.1,0.0778,,
11/8/2021,IONQ,Medium,3DGapFade,5,A+,GO,0.2704,1.27,2.36,3,0.1131,0.2554,0.8026,,,19.27,0.0893,,
2/4/2021,TIGR,Medium,3DGapFade,5,A+,GO,0.272,1.44,2.01,3,0.0369,0.2551,0.8806,2.978,1.3643,23.47,0.1155,,
1/28/2021,APPN,Medium,3DGapFade,5,A+,GO,0.1985,2.95,2.26,2,0.0071,0.2546,0.6992,0.6316,0.5258,235.24,0.0828,N,
1/19/2021,MAXR,Medium,3DGapFade,5,A+,GO,0.1665,1.31,1.89,2,0.0277,0.25,0.3716,0.724,0.5113,48.65,0.0633,,
1/8/2021,MSTR,Medium,3DGapFade,5,A+,GO,0.2539,1.65,2.36,4,0.0547,0.2499,0.7911,1.167,0.9335,53.58,0.0654,,
8/26/2021,SPRT,Medium,3DGapFade,5,A+,GO,0.3602,1.41,2.9,5,0.078,0.2498,1.1024,2.372,1.2827,13.96,0.1224,,
4/12/2021,AFMD,Medium,3DGapFade,5,A+,GO,0.1828,2.16,14.13,2,0.038,0.2487,0.1707,0.7178,0.4509,97.4,0.0699,N,
2/2/2021,SPCE,Medium,3DGapFade,5,A+,GO,0.2804,1.83,2.28,2,0.0892,0.2477,1.1585,1.1094,0.8386,1075.8,0.1166,,
2/8/2021,MVIS,Medium,3DGapFade,5,A+,GO,0.3026,2.26,1.65,5,0.0867,0.2462,0.7458,0.7353,1.0868,11.54,0.0986,,
2/11/2021,OPEN,Medium,3DGapFade,5,A+,GO,0.161,1.63,2.73,3,0.0364,0.2454,0.1432,0.3595,,32.9,0.0737,,
8/11/2021,DDD,Medium,3DGapFade,5,A+,GO,0.194,3.52,8.47,2,0.0044,0.2451,0.2487,-0.1031,0.1235,34.44,0.0691,,
1/7/2021,X,Medium,3DGapFade,5,A+,GO,0.184,2.96,2.45,3,0.0164,0.2439,0.1897,0.8443,0.5071,21.32,0.0517,,
1/19/2021,APHA,Medium,3DGapFade,5,A+,GO,0.2434,2.18,3.47,5,0.0467,0.242,0.7419,0.4751,0.663,12.42,0.0643,N,
1/28/2021,M,Large,3DGapFade,5,A+,GO,0.2336,4.03,2.6,4,0.0006,0.2416,0.4173,0.7164,0.5526,17.73,0.0778,,
6/9/2021,EH,Medium,3DGapFade,5,A+,GO,0.299,1.76,1.89,3,0.0393,0.2396,0.7232,0.3368,0.4546,40.41,0.0814,,
6/8/2021,MVIS,Medium,3DGapFade,5,A+,GO,0.217,1.3,1.9,2,0.0255,0.2392,0.47,-0.1554,0.4724,22.33,0.0944,,
4/1/2021,CLF,Medium,3DGapFade,5,A+,GO,0.1873,1.61,3.62,2,0.002,0.2391,0.1899,0.2114,0.2522,20.11,0.0641,N,
3/5/2021,SM,Medium,3DGapFade,5,A+,GO,0.1782,1.28,1.68,2,0.0555,0.2388,0.4447,1.0726,0.7162,17.12,0.0985,,
1/20/2021,TME,Medium,3DGapFade,5,A+,GO,0.207,2.67,2.52,3,0.0052,0.2382,0.4493,0.6061,0.4725,26.87,0.0424,,
11/9/2021,LCID,Medium,3DGapFade,5,A+,GO,0.2299,1.24,2.07,4,0.034,0.2371,0.8569,0.8712,0.798,459.2,0.085,,
6/23/2021,SWBI,Medium,3DGapFade,5,A+,GO,0.212,1.84,2.13,3,0.0066,0.236,0.322,0.4495,0.4361,28.86,0.045,,
2/8/2021,GOOS,Medium,3DGapFade,5,A+,GO,0.161,1.02,1.54,6,0.011,0.2351,0.2852,0.4095,0.3258,43.44,0.0565,,
1/8/2021,RIOT,Medium,3DGapFade,5,A+,GO,0.2859,1.76,1.79,3,0.0902,0.2341,1.1115,2.3363,1.5602,22.72,0.1209,,
2/10/2021,NLS,Medium,3DGapFade,5,A+,GO,0.1739,2.01,1.92,2,0.0082,0.2319,0.4978,0.5471,0.4699,30.54,0.0746,,
4/14/2021,MUDS,Medium,3DGapFade,5,A+,GO,0.1736,3.08,2.3,3,0.0015,0.2313,0.3605,0.3228,0.3045,13.36,0.0452,,
7/26/2021,ARVN,Medium,3DGapFade,5,A+,GO,0.1651,2.23,3.02,6,0.0046,0.2311,0.1952,0.1694,0.2667,95.47,0.0527,N,
1/4/2021,CELH,Medium,3DGapFade,5,A+,GO,0.161,1.15,3.57,2,0.0469,0.2307,0.3833,0.5756,0.5592,16.77,0.0643,N,
1/13/2021,DASH,Medium,3DGapFade,5,A+,GO,0.1955,3.17,1.94,4,0.0022,0.23,0.1982,,,191.99,0.0645,,
6/9/2021,APPN,Medium,3DGapFade,5,A+,GO,0.181,2.7,2.36,2,0.0075,0.2293,0.3414,-0.1738,0.0174,111.82,0.0559,N,
2/5/2021,GOOS,Medium,3DGapFade,5,A+,GO,0.1947,2.36,7.08,5,0.0562,0.2285,0.2562,0.4047,0.3155,42.9,0.0541,,
1/13/2021,PLUG,Medium,3DGapFade,5,A+,GO,0.3987,1.06,2.48,6,0.0648,0.2277,1.0395,1.5017,1.3026,66.02,0.0752,,
1/15/2021,CCIV,Medium,3DGapFade,5,A+,GO,0.294,3.97,5.88,4,0.0259,0.2269,0.7308,0.7589,0.6835,17.36,0.0586,N,IntradayCapitch
4/26/2021,RLX,Medium,3DGapFade,5,A+,GO,0.1931,2.36,1.69,3,0.0033,0.2267,0.1964,-0.3014,-0.1758,12.12,0.0601,,
1/27/2021,SPCE,Medium,3DGapFade,5,A+,GO,0.239,2.51,3.19,6,0.0621,0.2267,0.7434,0.3124,0.5444,841,0.0706,,
1/7/2021,SSPK,Medium,3DGapFade,5,A+,GO,0.1817,3.89,2.36,3,0.0094,0.2256,0.309,0.5626,0.4246,15.97,0.0591,,
11/3/2021,TOST,Medium,3DGapFade,5,A+,GO,0.1665,2.31,2.52,4,0.014,0.2255,0.1982,0.0434,,65.22,0.0569,,
11/1/2021,IONQ,Medium,3DGapFade,5,A+,GO,0.2631,1.72,2.68,5,0.0552,0.2248,0.782,,,15.04,0.084,,
1/8/2021,SOL,Medium,3DGapFade,5,A+,GO,0.2998,3.03,2.86,4,0.0911,0.2235,1.2373,2.5523,1.5728,18.01,0.1316,,
1/6/2021,FLGT,Medium,3DGapFade,5,A+,GO,0.1892,1.39,1.61,3,0.0101,0.2217,0.4217,0.4802,0.479,63.65,0.0732,,
3/11/2021,GNUS,Medium,3DGapFade,5,A+,GO,0.1544,2.01,4.17,2,0.0465,0.2216,0.1622,-0.2974,0.2433,21.5,0.1086,,
1/14/2021,NGA,Medium,3DGapFade,5,A+,GO,0.2231,1.12,2.53,3,0.1658,0.2207,0.8707,1.225,0.9578,29.37,0.1,,
10/20/2021,BROS,Medium,3DGapFade,5,A+,GO,0.2118,1.87,2.01,5,0.0178,0.2206,0.44,,,64.73,0.0665,N,
1/27/2021,BBBY,Medium,3DGapFade,5,A+,GO,0.2934,2.24,2.93,4,0.1657,0.2205,0.8659,0.9233,0.7419,33.52,0.1152,N,
1/22/2021,FUTU,Medium,3DGapFade,5,A+,GO,0.2791,1.48,1.8,3,0.011,0.2201,1.3273,1.2675,1.0048,98.91,0.0884,,
12/6/2021,CFVI,Medium,3DGapFade,5,A+,GO,0.153,4.35,6.47,2,0.2227,0.2199,0.2205,0.2243,0.2143,11.9,0.0419,N,
2/11/2021,CRBP,Medium,3DGapFade,5,A+,GO,0.2404,1.99,2.92,3,0.1625,0.2196,0.447,1.7103,0.9849,102.45,0.1206,,
2/10/2021,ACB,Medium,3DGapFade,5,A+,GO,0.1696,1.36,1.82,2,0.1871,0.2195,0.3527,0.7963,0.4599,156.1,0.0794,Y,
1/8/2021,BLDP,Medium,3DGapFade,5,A+,GO,0.1729,1.24,1.72,3,0.0398,0.2188,0.4323,0.4072,0.4573,28.13,0.0595,N,
1/14/2021,TLRY,Medium,3DGapFade,5,A+,GO,0.2724,1.98,1.96,3,0.0293,0.2182,0.7754,0.8612,0.7424,150.2,0.0778,,
