date,ticker,cap,setup_type,score,grade,recommendation,selloff_total_pct,consecutive_down_days,pct_off_30d_high,gap_pct,prior_day_range_atr,prior_day_rvol,pct_from_200mav,pct_from_50mav,pct_change_3,pct_change_15,pct_change_30,pct_off_52wk_high,current_price,atr_pct,bounce_day_return,bounce_low_to_close,bounce_day_close_position
2024-01-03,HOOD,Medium,GapFade_strongstock,3,F,NO-GO,-0.05644546147978644,3,-0.08438193930421914,-0.05578011317704119,0.8000000000000006,0.5590024141409407,0.22844083845804347,0.2257597827917992,-0.06145675265553873,0.05636208368915443,0.5271604938271605,-0.08438193930421914,12.37,0.04749393694421992,0.009417808219178033,0.020779220779220644,0.5714285714285678
2024-01-04,CVNA,Medium,GapFade_strongstock,4,C,NO-GO,-0.14581046469081593,3,-0.2540329989343329,-0.010494752623688047,0.4734815236333887,0.5931702976067824,0.5292628324279708,0.21659509713999825,-0.11805817907064602,0.18202531645569614,0.40972222222222227,-0.2540329989343329,46.69,0.10753679282807577,0.008441558441558453,0.030068538580588253,0.6071428571428595
2024-01-04,SOXL,Medium,GapFade_strongstock,4,C,NO-GO,-0.19453820190242413,4,-0.19920683343502138,-0.04914285714285711,0.6421011368090954,1.0330564576069026,0.25050913586245827,0.1331261331261331,-0.16401273885350315,-0.015009380863039348,0.08560794044665014,-0.19920683343502138,26.25,0.06941496598639456,0.024839743589743488,0.031451612903225706,0.5098039215686266
2024-01-04,SN,Medium,GapFade_strongstock,3,F,NO-GO,-0.09969958693203146,4,-0.10200106748569662,-0.003128258602711276,1.5248248930763038,1.029043377004588,,0.03229723271144331,-0.06292749658002733,0.01417089678511002,0.044434763668046315,-0.10200106748569662,47.95,0.033645464025026064,0.01778242677824271,0.02313354363827553,0.7560137457044656
2024-01-04,LITE,Medium,GapFade_strongstock,3,F,NO-GO,-0.07052474879047263,5,-0.08516483516483514,-0.002602602602602654,1.109628422249887,0.8829105333771264,0.033673545407137045,0.12444284363603615,-0.04711942006867605,0.11346411056620605,0.12703068592057767,-0.2334254143646408,49.95,0.031934505934505954,0.007627458851866772,0.02742529676627105,0.9852941176470618
2024-01-04,KSS,Medium,GapFade_strongstock,3,F,NO-GO,-0.08865125905484639,4,-0.10288624787775884,-0.010598031794095424,1.4492349244969256,1.1366872116199627,0.12761898258208554,0.06712119620974058,-0.07880055788005572,0.05258964143426296,0.06275140788415134,-0.11013809363422025,26.42,0.048447604628528165,0.014537107880642655,0.023148148148148064,0.7547169811320745
2024-01-04,DKNG,Medium,GapFade_strongstock,3,F,NO-GO,-0.09902097902097899,3,-0.18144853875476494,-0.006209251785159976,1.0793673202330456,1.174641117269201,0.14132235358315337,-0.07339217288240917,-0.08624113475177303,-0.12042599672310204,-0.16726990692864527,-0.18144853875476494,32.21,0.04084113185789683,0.027179006560450004,0.02814258911819894,0.5590062111801245
2024-01-04,SNAP,Medium,GapFade_strongstock,3,F,NO-GO,-0.073399882560188,3,-0.1184357541899441,-0.001901140684410606,1.1293871136720797,1.040904051046223,0.43628205011513904,0.18011307547339125,-0.06792675723567633,-0.004416403785488977,0.2987654320987653,-0.1184357541899441,15.78,0.04320568531595145,0.028571428571428525,0.03283391775581758,0.865546218487392
2024-01-04,U,Medium,GapFade_strongstock,3,F,NO-GO,-0.12695035460992904,4,-0.15181442351860358,-0.0017600866504196514,0.6594096713418452,1.0566729085821205,0.0991954710646392,0.1668172712968639,-0.09684519442406458,0.11268454353721007,0.25441576086956513,-0.2625798722044728,36.93,0.059132722138408575,0.0050183100501829695,0.0220689655172413,0.5594405594405576
2024-01-04,JWN,Medium,GapFade_strongstock,4,C,NO-GO,-0.09866666666666674,4,-0.1095890410958905,-0.008875739644970331,1.455595667870038,1.1395514957435102,0.006536531618052038,0.07282514854502044,-0.08401084010840112,0.012582384661473774,0.11404087013843102,-0.2817679558011051,16.9,0.04390321217244297,0.02746268656716423,0.03487672880336752,0.8405797101449286
2024-01-04,TWST,Medium,GapFade_strongstock,3,F,NO-GO,-0.17099898063200816,5,-0.1814292903875189,-0.0012296341838302842,0.5393362554115472,0.7818819712401265,0.62877009832454,0.2985561396995718,-0.11747151383613669,0.1515044247787611,0.31487469684721114,-0.1814292903875189,32.53,0.08150652145272491,0.03293321021852878,0.03997520917260611,0.7962962962962971
2024-01-04,MBLY,Medium,GapFade_strongstock,3,F,NO-GO,-0.0966568114623607,4,-0.10701438848920859,-0.2867573011077543,0.8312706565750482,1.2182846240976946,0.0032538817046980566,-0.0027417070892710427,-0.08310249307479227,-0.015613382899628315,-0.049988041138483694,-0.16220206707445683,39.72,0.037706624946050954,0.0578891634309919,0.06314295849592046,0.6472727272727264
2024-01-04,FND,Medium,GapFade_strongstock,3,F,NO-GO,-0.11497119270788549,5,-0.11806543385490748,-0.009133307423241331,1.5853322304935202,0.924291589075573,0.06673244780996976,0.08868579165608868,-0.07744711366081033,0.04148957700870278,0.1369863013698631,-0.11806543385490748,102.92,0.0352409638554217,0.019807805452049382,0.0211596052825372,0.522462239678037
2024-01-04,W,Medium,GapFade_strongstock,5,B,CAUTION,-0.19272513933704907,7,-0.20987994596635395,-0.018895348837209287,0.761215619624727,1.3101966968648953,0.025902930645308693,0.047160262703286826,-0.10794165316045386,0.05724164425662691,0.11259349100464928,-0.3932311762760445,55.04,0.07589986503322259,0.041666666666666664,0.05268082717320104,0.8543247344461312
2024-01-04,ELF,Medium,GapFade_strongstock,3,F,NO-GO,-0.08848886130077945,3,-0.1391910375822315,-0.0004539951573850051,1.1230609941515008,0.9089738653088174,0.20496043260413602,0.10098101940712306,-0.0843840931134821,0.008316166933699576,0.18923782956897328,-0.1391910375822315,132.16,0.04635377032168799,0.039137017411052355,0.04348156594450778,0.7677852348993299
2024-01-04,CAVA,Medium,GapFade_strongstock,3,F,NO-GO,-0.11383026493039965,3,-0.12444543034605146,-0.00557385355966554,0.7296172162200968,0.8083281211012033,,0.10114215251390724,-0.08166589111214514,0.01543606894777467,0.1649940968122785,-0.32065404475043036,39.47,0.057990155271634876,0.03617834394904463,0.03962167689161565,0.7713745396635835
2024-01-04,RPM,Medium,GapFade_strongstock,3,F,NO-GO,-0.046712340955601034,5,-0.05495280938519894,-0.038734366249766713,1.3195522346155821,1.7826967416509776,0.14793513105789186,0.043889340325073134,-0.04022216250111973,-0.0018632383081796425,0.049980399843198686,-0.05495280938519894,107.14,0.01662224325982026,0.008932906107389085,0.030648680817298192,0.7144508670520234
2024-01-05,S,Medium,GapFade_strongstock,3,F,NO-GO,-0.15315315315315314,4,-0.15966386554621848,-0.010638297872340425,0.6833020880470642,0.8642228984081003,0.35348002753035984,0.1459501633588532,-0.09161190568225748,-0.09301428020069472,0.3560300057703406,-0.15966386554621848,23.5,0.04701823708206687,0.018064516129032333,0.021138912855910352,0.7656250000000024
2024-01-05,GNRC,Medium,GapFade_strongstock,4,C,NO-GO,-0.10632250134439572,4,-0.12632369508073607,-0.009112008940084263,1.0199016712119349,0.7608569645957645,0.0058419765447646765,0.025436248946620516,-0.08667661144696558,-0.07092085296701538,0.03239261625843088,-0.25880853775087603,116.33,0.032533985828492845,0.020386917671553817,0.02100694444444446,0.6487935656836459
2024-01-05,CVNA,Medium,GapFade_strongstock,4,C,NO-GO,-0.14763995609220626,4,-0.25563070079996925,-0.030478643485726584,0.47883345421231477,0.4781558469433403,0.5161746448347064,0.20467285853174205,-0.04665438919582554,0.03372531617483921,0.4942270686337397,-0.25563070079996925,46.59,0.10040857940085242,0.037635598848793354,0.05325842696629208,0.6124031007751936
2024-01-05,AFRM,Medium,GapFade_strongstock,3,F,NO-GO,-0.16911045943304007,4,-0.19016768292682923,-0.021647058823529453,0.6371155055889803,0.52175751512452,1.1144015621696248,0.2848574261736037,-0.08798283261802578,-0.042792792792792765,0.6979624450659209,-0.19016768292682923,42.5,0.08335731092436977,0.03439153439153438,0.03801134306745495,0.6363636363636361
2024-01-08,CRSP,Medium,GapFade_strongstock,3,F,NO-GO,-0.06054506039021364,3,-0.21177081979992202,-0.001977913301467027,0.5792211443835219,0.5566143344241842,0.11849976863075484,0.011210485787717514,-0.03021099744245525,-0.03606609469335869,-0.1393105405021988,-0.21177081979992202,60.67,0.058620405472226786,0.035342691990090845,0.07548464573683306,0.9756097560975611
