,date,ticker,position_size,max_loss,max_profit,max_close_profit,risk_reward_ratio,premarket_low_break_price,premarket_low_break_time,premarket_high_break_price,premarket_high_break_time,open_price_break_price,open_price_break_time,two_min_break_price,two_min_break_time,best_signal,signal_time,signal_price,stop_strategy,best_stop,best_stop_price,premarket_low_break_stop_price,premarket_low_break_stopped_out,premarket_low_break_drawdown,premarket_high_break_stop_price,premarket_high_break_stopped_out,premarket_high_break_drawdown,open_price_break_stop_price,open_price_break_stopped_out,open_price_break_drawdown,two_min_break_stop_price,two_min_break_stopped_out,two_min_break_drawdown,_2_minute_quick_exit_time,_2_minute_quick_exit_price,_2_minute_delayed_exit_time,_2_minute_delayed_exit_price,_3_minute_quick_exit_time,_3_minute_quick_exit_price,_3_minute_delayed_exit_time,_3_minute_delayed_exit_price,_4_minute_quick_exit_time,_4_minute_quick_exit_price,_4_minute_delayed_exit_time,_4_minute_delayed_exit_price,_5_minute_quick_exit_time,_5_minute_quick_exit_price,_5_minute_delayed_exit_time,_5_minute_delayed_exit_price,close_price,high_price,low_price,contingency_data
10,2020-06-30,TSLA,1000,0.703400000000002,4.893999999999991,4.314599999999999,6.133920955359662,,,67.7757,2020-06-30 09:32:50,,,67.6187,2020-06-30 09:32:00,two_min_break,2020-06-30 09:32:00,67.6187,market_hours_low,premarket_high_break,66.9153,,False,,66.9153,False,0.3305439330543998,,False,,66.9153,False,0.6369064543645241,2020-06-30 09:40:00-04:00,68.19,2020-06-30 09:40:00-04:00,68.16,2020-06-30 09:48:00-04:00,68.46,2020-06-30 09:48:00-04:00,68.38,2020-06-30 09:48:00-04:00,68.32,2020-06-30 09:48:00-04:00,68.32,2020-06-30 09:50:00-04:00,68.46,2020-06-30 12:25:00-04:00,72.18,71.9333,72.5127,66.7333,"{'premarket_vol_pct': 0.0064483152182534965, 'five_min_vol_pct': 0.04395349746056691, 'ten_min_vol_pct': 0.09233206987582267, 'fifteen_min_vol_pct': 0.12471982142174633, 'twenty_min_vol_pct': 0.15929882901852768, 'twenty_five_min_vol_pct': 0.1822816518118727, 'thirty_min_vol_pct': 0.21225054352548284, 'premarket_return': 0.0008254137890373325, 'two_min_return': 0.003278688524590123, 'five_min_return': 0.00961698956780932, 'ten_min_return': 0.019809239940387524, 'fifteen_min_return': 0.022761549925484514, 'twenty_min_return': 0.02168405365126702, 'twenty_five_min_return': 0.022687034277198315, 'thirty_min_return': 0.02971684053651269, 'break_pre_low_5': False, 'break_pre_high_5': True, 'break_pre_low_10': False, 'break_pre_high_10': True, 'break_pre_low_15': False, 'break_pre_high_15': True, 'break_pre_low_20': False, 'break_pre_high_20': True, 'break_pre_low_30': False, 'break_pre_high_30': True}"
11,2020-07-06,TSLA,1000,0.7771000000000043,10.616,6.25869999999999,8.053918414618396,85.3778,2020-07-06 09:33:00,86.0147,2020-07-06 09:44:15,85.18,2020-07-06 09:30:15,85.258,2020-07-06 09:32:00,open_price_break,2020-07-06 09:30:15,85.18,market_hours_low,premarket_low_break,84.4029,84.4029,False,0.7294081444250633,84.4029,False,0.14685444844273401,84.9533,True,3.4278782531979557,84.4029,False,0.7640042100339222,2020-07-06 09:36:00-04:00,85.06,2020-07-06 09:36:00-04:00,84.97,2020-07-06 09:36:00-04:00,85.06,2020-07-06 10:18:00-04:00,86.22,2020-07-06 09:40:00-04:00,84.8,2020-07-06 10:16:00-04:00,86.32,2020-07-06 09:40:00-04:00,84.8,2020-07-06 10:15:00-04:00,86.32,91.4387,95.796,82.8673,"{'premarket_vol_pct': 0.02760463272854826, 'five_min_vol_pct': 0.06687278840514926, 'ten_min_vol_pct': 0.09872544593263312, 'fifteen_min_vol_pct': 0.1451354735762089, 'twenty_min_vol_pct': 0.18484934588600868, 'twenty_five_min_vol_pct': 0.214805855168298, 'thirty_min_vol_pct': 0.25037118877592496, 'premarket_return': -0.004967019086826396, 'two_min_return': -0.0037091996846534414, 'five_min_return': 0.003850189219705147, 'ten_min_return': -0.0018798604673568864, 'fifteen_min_return': 0.013025083213198396, 'twenty_min_return': 0.012858245596720552, 'twenty_five_min_return': 0.017435705834734305, 'thirty_min_return': 0.02136696403709415, 'break_pre_low_5': True, 'break_pre_high_5': False, 'break_pre_low_10': True, 'break_pre_high_10': False, 'break_pre_low_15': True, 'break_pre_high_15': True, 'break_pre_low_20': True, 'break_pre_high_20': True, 'break_pre_low_30': True, 'break_pre_high_30': True}"
12,2020-07-10,TSLA,1000,0.8113000000000028,10.987400000000008,10.436700000000002,12.864168618266937,92.5453,2020-07-10 09:39:40,93.9173,2020-07-10 10:31:20,93.2193,2020-07-10 09:31:05,92.6365,2020-07-10 09:38:00,premarket_low_break,2020-07-10 09:39:40,92.5453,market_hours_low,premarket_high_break,91.734,91.9213,True,1.3001602564102708,91.734,False,0.17555993221270133,92.61,True,2.4377154111275203,91.9213,True,1.2618847874720478,2020-07-10 09:42:00-04:00,92.44,2020-07-10 09:46:00-04:00,92.46,2020-07-10 09:51:00-04:00,92.35,2020-07-10 09:57:00-04:00,92.33,2020-07-10 09:52:00-04:00,92.35,2020-07-10 09:56:00-04:00,92.33,2020-07-10 09:50:00-04:00,92.32,2020-07-10 09:55:00-04:00,92.33,102.982,103.5327,91.734,"{'premarket_vol_pct': 0.011300254390012986, 'five_min_vol_pct': 0.029173709845640435, 'ten_min_vol_pct': 0.04684791758796696, 'fifteen_min_vol_pct': 0.05937508764763117, 'twenty_min_vol_pct': 0.06888700975542347, 'twenty_five_min_vol_pct': 0.07688717821163729, 'thirty_min_vol_pct': 0.08668488849221263, 'premarket_return': 0.008142082429501096, 'two_min_return': -0.001744985048357739, 'five_min_return': -0.0106665434575417, 'ten_min_return': -0.006368550727596345, 'fifteen_min_return': -0.0036339528531688092, 'twenty_min_return': -0.0029441250200125113, 'twenty_five_min_return': -0.00613538462199692, 'thirty_min_return': -0.008431587237970217, 'break_pre_low_5': True, 'break_pre_high_5': False, 'break_pre_low_10': True, 'break_pre_high_10': False, 'break_pre_low_15': True, 'break_pre_high_15': False, 'break_pre_low_20': True, 'break_pre_high_20': False, 'break_pre_low_30': True, 'break_pre_high_30': False}"
13,2020-08-12,TSLA,1000,1.3422999999999945,8.657700000000006,6.6417,4.947999702004044,97.009,2020-08-12 09:36:35,98.4633,2020-08-12 10:15:30,98.0463,2020-08-12 10:06:50,97.166,2020-08-12 09:34:00,premarket_low_break,2020-08-12 09:36:35,97.009,market_hours_low,premarket_high_break,95.6667,96.3333,True,1.9865324848305197,95.6667,False,0.06100264607023083,95.6667,False,0.13153471171625603,96.3333,True,1.8005284015851881,2020-08-12 09:42:00-04:00,96.07,2020-08-12 09:44:00-04:00,95.7,2020-08-12 09:42:00-04:00,96.0,2020-08-12 09:42:00-04:00,95.94,2020-08-12 09:44:00-04:00,95.88,2020-08-12 10:36:00-04:00,98.76,2020-08-12 09:45:00-04:00,95.72,2020-08-12 10:35:00-04:00,98.76,103.6507,105.6667,95.6667,"{'premarket_vol_pct': 0.02463365183637432, 'five_min_vol_pct': 0.06454476555731711, 'ten_min_vol_pct': 0.09830681246549819, 'fifteen_min_vol_pct': 0.11995144115969217, 'twenty_min_vol_pct': 0.14202536485890585, 'twenty_five_min_vol_pct': 0.1633627564292799, 'thirty_min_vol_pct': 0.18178233691273352, 'premarket_return': 0.010302061855670175, 'two_min_return': -0.011231632653061263, 'five_min_return': -0.012727551020408123, 'ten_min_return': -0.015594897959183673, 'fifteen_min_return': -0.02026836734693882, 'twenty_min_return': -0.014033673469387664, 'twenty_five_min_return': -0.009435714285714325, 'thirty_min_return': -0.0034153061224490022, 'break_pre_low_5': True, 'break_pre_high_5': False, 'break_pre_low_10': True, 'break_pre_high_10': False, 'break_pre_low_15': True, 'break_pre_high_15': False, 'break_pre_low_20': True, 'break_pre_high_20': False, 'break_pre_low_30': True, 'break_pre_high_30': False}"
14,2020-08-17,TSLA,1000,0.6799999999999926,10.8553,10.174000000000007,14.961764705882524,,,112.202,2020-08-17 09:30:40,,,113.1573,2020-08-17 09:32:00,premarket_high_break,2020-08-17 09:30:40,112.202,market_hours_low,premarket_high_break,111.522,,False,,111.522,False,0.5058823529411732,,False,,111.522,False,0.4881673087506949,2020-08-17 09:38:00-04:00,113.5,2020-08-17 09:48:00-04:00,114.3,2020-08-17 10:03:00-04:00,116.16,2020-08-17 10:39:00-04:00,118.0,2020-08-17 10:04:00-04:00,116.16,2020-08-17 10:40:00-04:00,118.19,2020-08-17 10:05:00-04:00,116.16,2020-08-17 10:05:00-04:00,116.1,122.376,123.0573,110.82,"{'premarket_vol_pct': 0.013040896935006133, 'five_min_vol_pct': 0.05913073145488816, 'ten_min_vol_pct': 0.10025977166210737, 'fifteen_min_vol_pct': 0.12983886976983133, 'twenty_min_vol_pct': 0.16663124673541926, 'twenty_five_min_vol_pct': 0.18210019314280157, 'thirty_min_vol_pct': 0.21989379907713416, 'premarket_return': 0.0005964177324124798, 'two_min_return': 0.007692307692307665, 'five_min_return': 0.014907871198568845, 'ten_min_return': 0.01785957066189625, 'fifteen_min_return': 0.021135957066189537, 'twenty_min_return': 0.024440966010733423, 'twenty_five_min_return': 0.02644007155635064, 'thirty_min_return': 0.0398032200357783, 'break_pre_low_5': False, 'break_pre_high_5': True, 'break_pre_low_10': False, 'break_pre_high_10': True, 'break_pre_low_15': False, 'break_pre_high_15': True, 'break_pre_low_20': False, 'break_pre_high_20': True, 'break_pre_low_30': False, 'break_pre_high_30': True}"
15,2020-08-26,TSLA,1000,0.9581000000000017,7.016599999999983,5.677999999999997,5.926312493476659,,,137.8667,2020-08-26 09:30:15,,,138.9233,2020-08-26 09:44:00,premarket_high_break,2020-08-26 09:30:15,137.8667,market_hours_low,two_min_break,136.9086,,False,,137.3333,True,1.7962129733783299,,False,,136.9086,False,0.8857894475604345,2020-08-26 09:34:00-04:00,137.03,2020-08-26 09:42:00-04:00,137.14,2020-08-26 09:39:00-04:00,137.16,2020-08-26 09:51:00-04:00,139.35,2020-08-26 09:40:00-04:00,137.15,2020-08-26 09:40:00-04:00,137.14,2020-08-26 09:40:00-04:00,137.15,2020-08-26 10:05:00-04:00,139.84,143.5447,144.8833,135.7333,"{'premarket_vol_pct': 0.012707053233213195, 'five_min_vol_pct': 0.036403847751368505, 'ten_min_vol_pct': 0.05390045649815564, 'fifteen_min_vol_pct': 0.0670076505754931, 'twenty_min_vol_pct': 0.1218561145208883, 'twenty_five_min_vol_pct': 0.14528541989687052, 'thirty_min_vol_pct': 0.17737205771201048, 'premarket_return': 0.0017936042696531374, 'two_min_return': 0.002786651161808429, 'five_min_return': 0.003908738812800738, 'ten_min_return': 0.0015101945413091844, 'fifteen_min_return': 0.0010682041427678701, 'twenty_min_return': 0.017413111022599903, 'twenty_five_min_return': 0.016698062305354755, 'thirty_min_return': 0.024228646657438402, 'break_pre_low_5': False, 'break_pre_high_5': True, 'break_pre_low_10': False, 'break_pre_high_10': True, 'break_pre_low_15': False, 'break_pre_high_15': True, 'break_pre_low_20': False, 'break_pre_high_20': True, 'break_pre_low_30': False, 'break_pre_high_30': True}"
16,2020-08-31,TSLA,1000,3.3948999999999785,22.5685,16.251800000000003,4.787121859259509,,,152.3633,2020-08-31 09:48:10,,,150.0982,2020-08-31 09:32:00,two_min_break,2020-08-31 09:32:00,150.0982,market_hours_low,premarket_high_break,146.7033,,False,,146.7033,False,0.7473498233215584,,False,,146.7033,False,0.9410881027423518,2020-08-31 09:36:00-04:00,148.18,2020-08-31 09:36:00-04:00,147.81,2020-08-31 09:36:00-04:00,148.18,2020-08-31 09:36:00-04:00,147.47,2020-08-31 09:36:00-04:00,147.51,2020-08-31 09:36:00-04:00,147.33,2020-08-31 09:40:00-04:00,147.04,2020-08-31 11:20:00-04:00,159.58,166.35,172.6667,146.0333,"{'premarket_vol_pct': 0.03888612331263212, 'five_min_vol_pct': 0.05127723146860481, 'ten_min_vol_pct': 0.07065848457077571, 'fifteen_min_vol_pct': 0.09299052807723221, 'twenty_min_vol_pct': 0.12453824251449565, 'twenty_five_min_vol_pct': 0.15014602476804034, 'thirty_min_vol_pct': 0.1739759564772536, 'premarket_return': -0.027877931804743517, 'two_min_return': 0.003486427090354738, 'five_min_return': 0.0030815778056223486, 'ten_min_return': -0.007423586384378789, 'fifteen_min_return': 0.01730460792708377, 'twenty_min_return': 0.03390612759634881, 'twenty_five_min_return': 0.02737253488957392, 'thirty_min_return': 0.023667489185463353, 'break_pre_low_5': False, 'break_pre_high_5': False, 'break_pre_low_10': False, 'break_pre_high_10': False, 'break_pre_low_15': False, 'break_pre_high_15': False, 'break_pre_low_20': False, 'break_pre_high_20': True, 'break_pre_low_30': False, 'break_pre_high_30': True}"
17,2020-11-18,TSLA,1000,1.9065999999999974,15.5933,12.246700000000004,6.423318997167744,,,152.2833,2020-11-18 10:13:40,149.74,2020-11-18 09:35:10,149.8,2020-11-18 09:34:00,open_price_break,2020-11-18 09:35:10,149.74,market_hours_low,premarket_high_break,147.8334,,False,,147.8334,False,0.26665767770062304,147.8334,False,0.3881254589321358,147.8334,False,0.7339062341096422,2020-11-18 09:38:00-05:00,149.49,2020-11-18 09:44:00-05:00,150.07,2020-11-18 09:54:00-05:00,150.2,2020-11-18 09:54:00-05:00,149.87,2020-11-18 09:44:00-05:00,149.82,2020-11-18 09:52:00-05:00,149.29,2020-11-18 09:55:00-05:00,149.92,2020-11-18 10:25:00-05:00,151.56,161.9867,165.3333,147.2625,"{'premarket_vol_pct': 0.02891219721395031, 'five_min_vol_pct': 0.04087543104126867, 'ten_min_vol_pct': 0.08674064358312558, 'fifteen_min_vol_pct': 0.13311815042750302, 'twenty_min_vol_pct': 0.15614235512845853, 'twenty_five_min_vol_pct': 0.1801908107726822, 'thirty_min_vol_pct': 0.19889653627407536, 'premarket_return': -0.016627401947881038, 'two_min_return': -0.008364001338240223, 'five_min_return': -0.00394780863164923, 'ten_min_return': 0.004505854800936904, 'fifteen_min_return': 0.0036801605888256983, 'twenty_min_return': 0.005352960856473743, 'twenty_five_min_return': 0.0038976246236199774, 'thirty_min_return': 0.005352960856473743, 'break_pre_low_5': False, 'break_pre_high_5': False, 'break_pre_low_10': False, 'break_pre_high_10': False, 'break_pre_low_15': False, 'break_pre_high_15': False, 'break_pre_low_20': False, 'break_pre_high_20': False, 'break_pre_low_30': False, 'break_pre_high_30': False}"
18,2020-11-23,TSLA,1000,1.7200000000000273,8.463399999999979,4.916699999999992,2.8585465116278566,,,168.9833,2020-11-23 09:30:40,,,170.9172,2020-11-23 09:32:00,premarket_high_break,2020-11-23 09:30:40,168.9833,market_hours_low,premarket_high_break,167.2633,,False,,167.2633,False,0.426337209302327,,False,,167.2633,False,0.3586578724103044,2020-11-23 09:36:00-05:00,170.1,2020-11-23 09:48:00-05:00,172.27,2020-11-23 09:36:00-05:00,170.1,2020-11-23 09:48:00-05:00,171.67,2020-11-23 09:48:00-05:00,171.61,2020-11-23 10:08:00-05:00,172.37,2020-11-23 09:50:00-05:00,172.24,2020-11-23 10:05:00-05:00,172.42,173.9,177.4467,165.16,"{'premarket_vol_pct': 0.033358059084729816, 'five_min_vol_pct': 0.08754988179197352, 'ten_min_vol_pct': 0.13305958845424157, 'fifteen_min_vol_pct': 0.18326396519215502, 'twenty_min_vol_pct': 0.2337974710201156, 'twenty_five_min_vol_pct': 0.2706245081855352, 'thirty_min_vol_pct': 0.29887743980831516, 'premarket_return': 0.012975256487628206, 'two_min_return': 0.011519763956258755, 'five_min_return': 0.018371801066891846, 'ten_min_return': 0.022387690643036917, 'fifteen_min_return': 0.030489181825060996, 'twenty_min_return': 0.027090571418186826, 'twenty_five_min_return': 0.029642508369912335, 'thirty_min_return': 0.03040040325727955, 'break_pre_low_5': False, 'break_pre_high_5': True, 'break_pre_low_10': False, 'break_pre_high_10': True, 'break_pre_low_15': False, 'break_pre_high_15': True, 'break_pre_low_20': False, 'break_pre_high_20': True, 'break_pre_low_30': False, 'break_pre_high_30': True}"
19,2020-12-07,TSLA,1000,1.8266000000000133,13.640000000000015,11.076699999999988,6.064108179130574,,,202.8433,2020-12-07 09:30:35,,,205.6117,2020-12-07 09:34:00,premarket_high_break,2020-12-07 09:30:35,202.8433,market_hours_low,premarket_high_break,201.0167,,False,,201.0167,False,0.8982262126354964,,False,,201.0167,False,0.38774755168661373,2020-12-07 09:38:00-05:00,205.03,2020-12-07 09:46:00-05:00,205.59,2020-12-07 09:39:00-05:00,204.79,2020-12-07 10:09:00-05:00,206.69,2020-12-07 09:40:00-05:00,204.79,2020-12-07 10:56:00-05:00,208.79,2020-12-07 09:40:00-05:00,204.79,2020-12-07 10:40:00-05:00,208.39,213.92,216.4833,198.3333,"{'premarket_vol_pct': 0.02600905943055498, 'five_min_vol_pct': 0.060854220507983434, 'ten_min_vol_pct': 0.09042837487175069, 'fifteen_min_vol_pct': 0.1259489333545597, 'twenty_min_vol_pct': 0.15127263203723892, 'twenty_five_min_vol_pct': 0.17422737607878266, 'thirty_min_vol_pct': 0.19380145251749004, 'premarket_return': 0.013147046248039862, 'two_min_return': 0.013390702931314724, 'five_min_return': 0.01721931026547807, 'ten_min_return': 0.0194574585684677, 'fifteen_min_return': 0.023631731616609475, 'twenty_min_return': 0.022029866112807994, 'twenty_five_min_return': 0.020606536702309386, 'thirty_min_return': 0.02220344287018583, 'break_pre_low_5': False, 'break_pre_high_5': True, 'break_pre_low_10': False, 'break_pre_high_10': True, 'break_pre_low_15': False, 'break_pre_high_15': True, 'break_pre_low_20': False, 'break_pre_high_20': True, 'break_pre_low_30': False, 'break_pre_high_30': True}"
20,2020-12-30,TSLA,1000,0.9741999999999962,8.438999999999993,7.832300000000004,8.039724902484124,,,225.0,2020-12-30 09:34:20,224.44,2020-12-30 09:30:25,223.761,2020-12-30 09:46:00,two_min_break,2020-12-30 09:46:00,223.761,market_hours_low,two_min_break,222.7868,,False,,223.0433,True,1.1310880564215193,223.0433,True,1.1836471683253287,222.7868,False,0.7742763292958361,2020-12-30 09:50:00-05:00,223.52,2020-12-30 09:50:00-05:00,223.4,2020-12-30 09:51:00-05:00,223.36,2020-12-30 10:24:00-05:00,224.6,2020-12-30 09:52:00-05:00,223.32,2020-12-30 10:32:00-05:00,224.42,2020-12-30 09:55:00-05:00,223.32,2020-12-30 10:35:00-05:00,224.41,231.5933,232.2,221.3333,"{'premarket_vol_pct': 0.011084985284219825, 'five_min_vol_pct': 0.026613293625637798, 'ten_min_vol_pct': 0.03864606683736044, 'fifteen_min_vol_pct': 0.04814753215475261, 'twenty_min_vol_pct': 0.05716789312612867, 'twenty_five_min_vol_pct': 0.064198079481992, 'thirty_min_vol_pct': 0.07627191459321964, 'premarket_return': 0.010934151886934362, 'two_min_return': -0.0004910714285715212, 'five_min_return': -0.000291964285714319, 'ten_min_return': -0.003608482142857139, 'fifteen_min_return': -0.0023660714285714812, 'twenty_min_return': -0.002062499999999967, 'twenty_five_min_return': -0.0022660714285713812, 'thirty_min_return': 0.0017709821428570915, 'break_pre_low_5': False, 'break_pre_high_5': True, 'break_pre_low_10': False, 'break_pre_high_10': True, 'break_pre_low_15': False, 'break_pre_high_15': True, 'break_pre_low_20': False, 'break_pre_high_20': True, 'break_pre_low_30': False, 'break_pre_high_30': True}"
21,2021-01-07,TSLA,1000,0.8167000000000257,19.023300000000006,12.95659999999998,15.864576956042086,,,259.75,2021-01-07 09:30:00,259.2167,2021-01-07 09:32:15,260.18,2021-01-07 09:34:00,open_price_break,2021-01-07 09:32:15,259.2167,market_hours_low,open_price_break,258.4,,False,,259.1333,True,2.1890708610346454,258.4,False,0.4694502265213451,258.4,False,0.4625280898876426,2021-01-07 09:46:00-05:00,263.35,2021-01-07 09:46:00-05:00,262.44,2021-01-07 09:45:00-05:00,262.84,2021-01-07 09:45:00-05:00,262.44,2021-01-07 09:44:00-05:00,262.14,2021-01-07 10:12:00-05:00,262.89,2021-01-07 09:45:00-05:00,262.14,2021-01-07 09:45:00-05:00,262.01,272.1733,278.24,255.7333,"{'premarket_vol_pct': 0.01440224011260232, 'five_min_vol_pct': 0.030490508236199223, 'ten_min_vol_pct': 0.060436646486866634, 'fifteen_min_vol_pct': 0.09186073373215672, 'twenty_min_vol_pct': 0.11599158430793235, 'twenty_five_min_vol_pct': 0.1329233654927522, 'thirty_min_vol_pct': 0.14348254986324357, 'premarket_return': -0.000937235283036908, 'two_min_return': -0.0007823772231008164, 'five_min_return': 0.003407661741445134, 'ten_min_return': 0.012042745264457366, 'fifteen_min_return': 0.018196443038463128, 'twenty_min_return': 0.010146985070020431, 'twenty_five_min_return': 0.015914123683500092, 'thirty_min_return': 0.01216195362833239, 'break_pre_low_5': False, 'break_pre_high_5': True, 'break_pre_low_10': False, 'break_pre_high_10': True, 'break_pre_low_15': False, 'break_pre_high_15': True, 'break_pre_low_20': False, 'break_pre_high_20': True, 'break_pre_low_30': False, 'break_pre_high_30': True}"
22,2024-01-16,AMD,1000,1.0050000000000239,9.894999999999982,7.7549999999999955,7.716417910447573,,,150.985,2024-01-16 09:30:30,,,152.2419,2024-01-16 09:32:00,premarket_high_break,2024-01-16 09:30:30,150.985,market_hours_low,premarket_high_break,149.98,,False,,149.98,False,0.6318407960199047,,False,,149.98,False,0.8364207082541204,2024-01-16 09:38:00-05:00,152.1,2024-01-16 10:20:00-05:00,155.99,2024-01-16 09:39:00-05:00,151.79,2024-01-16 11:00:00-05:00,158.69,2024-01-16 09:40:00-05:00,151.72,2024-01-16 11:00:00-05:00,158.69,2024-01-16 10:05:00-05:00,153.51,2024-01-16 11:00:00-05:00,158.43,158.74,160.88,144.79,"{'premarket_vol_pct': 0.02373205400582538, 'five_min_vol_pct': 0.1002035935725685, 'ten_min_vol_pct': 0.15354446924965154, 'fifteen_min_vol_pct': 0.1891232422343246, 'twenty_min_vol_pct': 0.23172536712933559, 'twenty_five_min_vol_pct': 0.26098255678229443, 'thirty_min_vol_pct': 0.2960844614514416, 'premarket_return': 0.018077183480027292, 'two_min_return': 0.0031517690875231263, 'five_min_return': 0.0071820963022080075, 'ten_min_return': 0.01183825485501444, 'fifteen_min_return': 0.013486964618249386, 'twenty_min_return': 0.020151636073423518, 'twenty_five_min_return': 0.02055067837190716, 'thirty_min_return': 0.023311386006916734, 'break_pre_low_5': False, 'break_pre_high_5': True, 'break_pre_low_10': False, 'break_pre_high_10': True, 'break_pre_low_15': False, 'break_pre_high_15': True, 'break_pre_low_20': False, 'break_pre_high_20': True, 'break_pre_low_30': False, 'break_pre_high_30': True}"
23,2023-06-08,CVNA,1000,0.7600000000000016,7.699999999999999,5.84,7.684210526315773,,,,,18.86,2023-06-08 09:31:35,18.39,2023-06-08 09:40:00,two_min_break,2023-06-08 09:40:00,18.39,market_hours_low,two_min_break,17.63,,False,,,False,,18.0745,True,1.5658816040738408,17.63,False,0.6447368421052645,2023-06-08 09:52:00-04:00,18.91,2023-06-08 09:52:00-04:00,18.64,2023-06-08 09:51:00-04:00,18.86,2023-06-08 09:51:00-04:00,18.64,2023-06-08 09:52:00-04:00,18.86,2023-06-08 09:52:00-04:00,18.39,2023-06-08 09:50:00-04:00,18.66,2023-06-08 09:50:00-04:00,18.34,24.23,26.09,15.35,"{'premarket_vol_pct': 0.25008653041991874, 'five_min_vol_pct': 0.12787295523958564, 'ten_min_vol_pct': 0.23034696692693768, 'fifteen_min_vol_pct': 0.3082241308515739, 'twenty_min_vol_pct': 0.43367101814150405, 'twenty_five_min_vol_pct': 0.5318414663465474, 'thirty_min_vol_pct': 0.5802741853041358, 'premarket_return': 0.21354838709677404, 'two_min_return': -0.012752391073326375, 'five_min_return': -0.023379383634431483, 'ten_min_return': -0.038788522848034024, 'fifteen_min_return': -0.004399574920297522, 'twenty_min_return': 0.02603613177470776, 'twenty_five_min_return': -0.02444208289054206, 'thirty_min_return': -0.008501594048884176, 'break_pre_low_5': False, 'break_pre_high_5': False, 'break_pre_low_10': False, 'break_pre_high_10': False, 'break_pre_low_15': False, 'break_pre_high_15': False, 'break_pre_low_20': False, 'break_pre_high_20': False, 'break_pre_low_30': False, 'break_pre_high_30': False}"
24,2024-01-24,AMD,1000,1.240000000000009,8.780000000000001,6.489999999999981,5.233870967741882,171.8,2024-01-24 09:40:25,172.915,2024-01-24 09:30:00,172.59,2024-01-24 09:44:55,172.2399,2024-01-24 09:42:00,premarket_low_break,2024-01-24 09:40:25,171.8,market_hours_low,premarket_low_break,170.56,170.56,False,0.20967741935485276,172.53,True,6.116883116883235,170.56,False,0.16256157635468588,170.56,False,0.4014524674087853,2024-01-24 09:58:00-05:00,175.52,2024-01-24 10:00:00-05:00,174.69,2024-01-24 09:57:00-05:00,175.29,2024-01-24 10:15:00-05:00,175.59,2024-01-24 10:00:00-05:00,175.19,2024-01-24 10:00:00-05:00,174.93,2024-01-24 10:00:00-05:00,175.19,2024-01-24 10:15:00-05:00,175.28,178.29,180.58,170.56,"{'premarket_vol_pct': 0.012312133858656598, 'five_min_vol_pct': 0.047295105986889976, 'ten_min_vol_pct': 0.07240673046198938, 'fifteen_min_vol_pct': 0.09785999871583716, 'twenty_min_vol_pct': 0.14270939052177609, 'twenty_five_min_vol_pct': 0.19847442300735596, 'thirty_min_vol_pct': 0.23495843894050863, 'premarket_return': 0.00011588828369446524, 'two_min_return': -0.004288611996522751, 'five_min_return': -0.009678354100260855, 'ten_min_return': -0.007682410895392677, 'fifteen_min_return': -0.0013909011880615108, 'twenty_min_return': 0.011162561576354646, 'twenty_five_min_return': 0.01773399014778332, 'thirty_min_return': 0.017415241958852468, 'break_pre_low_5': False, 'break_pre_high_5': True, 'break_pre_low_10': True, 'break_pre_high_10': True, 'break_pre_low_15': True, 'break_pre_high_15': True, 'break_pre_low_20': True, 'break_pre_high_20': True, 'break_pre_low_30': True, 'break_pre_high_30': True}"
25,2020-11-17,PLTR,1000,0.3099999999999987,2.2600000000000016,1.3500000000000014,4.354838709677442,,,16.5094,2020-11-17 09:39:50,,,16.49,2020-11-17 09:34:00,two_min_break,2020-11-17 09:34:00,16.49,market_hours_low,premarket_high_break,16.18,,False,,16.18,False,0.14996964177291622,,False,,16.18,False,0.774193548387095,2020-11-17 09:36:00-05:00,16.25,2020-11-17 09:52:00-05:00,17.0,2020-11-17 09:51:00-05:00,16.91,2020-11-17 09:54:00-05:00,16.74,2020-11-17 09:52:00-05:00,16.91,2020-11-17 09:52:00-05:00,16.92,2020-11-17 09:55:00-05:00,16.82,2020-11-17 10:55:00-05:00,17.64,17.84,18.75,15.5,"{'premarket_vol_pct': 0.022718130008795374, 'five_min_vol_pct': 0.07816782793489337, 'ten_min_vol_pct': 0.1380126277946942, 'fifteen_min_vol_pct': 0.20275021971404864, 'twenty_min_vol_pct': 0.32173298513175913, 'twenty_five_min_vol_pct': 0.39536640977545834, 'thirty_min_vol_pct': 0.4575612475536127, 'premarket_return': 0.023914411579609718, 'two_min_return': 0.006752608962553586, 'five_min_return': 0.009515039901780264, 'ten_min_return': 0.011970534069981609, 'fifteen_min_return': 0.030693677102516803, 'twenty_min_return': 0.054020871700429796, 'twenty_five_min_return': 0.04542664211172509, 'thirty_min_return': 0.0371393492940455, 'break_pre_low_5': False, 'break_pre_high_5': False, 'break_pre_low_10': False, 'break_pre_high_10': True, 'break_pre_low_15': False, 'break_pre_high_15': True, 'break_pre_low_20': False, 'break_pre_high_20': True, 'break_pre_low_30': False, 'break_pre_high_30': True}"
