date,ticker,cap,setup_type,score,grade,recommendation,pct_from_9ema,prior_day_range_atr,rvol_score,consecutive_up_days,gap_pct,pct_change_3,pct_change_15,pct_change_30,pct_from_50mav,current_price,atr_pct,proper_setup?,alternate_setup?,notes
2/1/2021,PSAC,Medium,3DGapFade,5,A+,GO,0.336452689,2.508684292,4.512934579,2,0.093208672,0.419230769,0.826732673,0.845,0.731451416,18.45,0.077346496,N,,
1/15/2021,EH,Medium,3DGapFade,5,A+,GO,0.418242646,2.59377703,2.737565691,4,0.094691858,0.415923567,0.746268657,2.358006042,1.442910833,44.46,0.088970343,Y,,hesitate to say A+ but counts
1/27/2021,AMC,Medium,3DGapFade,5,A+,GO,0.424891638,1.782331936,3.946032443,4,3.100806452,0.413105413,1.505050505,0.265306122,0.595163054,49.6,0.092756336,Y,,
1/13/2021,STPK,Medium,3DGapFade,5,A+,GO,0.401022931,1.268787367,3.021492549,5,0.055555556,0.412318556,0.945945946,2.54679803,1.374670185,36.0,0.102678968,Y,,hesitate to say A+ but counts
2/10/2021,CTRM,Medium,3DGapFade,4,A,GO,0.374405155,1.45001285,0.875383833,3,0.103773585,0.404345522,2.261538462,4.698924731,2.231845262,106.0,0.131098383,N,,
1/26/2021,BB,Large,3DGapFade,5,A+,GO,0.445978947,3.478710836,6.309741869,7,0.058790904,0.40311284,1.740121581,1.154121864,1.338703401,18.03,0.081152841,N,,
2/4/2021,MNKD,Small,3DGapFade,2,F,NO-GO,0.308634568,4.236051502,5.341070701,3,0.176464844,0.402739726,0.620253165,0.376344086,0.53256705,5.12,0.065011161,,,
1/28/2021,CTRM,Medium,3DGapFade,5,A+,GO,0.34843415,2.950402145,2.805675206,2,0.313828786,0.394647074,1.415909091,2.225121359,1.415513825,53.15,0.140357479,N,2DGapFade,
2/10/2021,NOVN,Small,3DGapFade,1,F,NO-GO,0.320278151,1.798907806,1.406493252,5,0.051111111,0.394366197,0.511450382,1.707507179,1.089361352,19.8,0.101071429,,,
1/15/2021,TLRY,Medium,3DGapFade,5,A+,GO,0.410844599,2.80255617,2.828209163,4,0.162715517,0.390262172,1.087739033,1.148148148,1.095210142,185.6,0.075881312,Y,,hesitate to say A+ but counts
2/17/2021,WBAI,Small,3DGapFade,1,F,NO-GO,0.403327981,2.081890936,4.748067644,2,0.157660992,0.389203085,0.92039801,1.78556701,1.698977146,27.02,0.142037644,,,
2/5/2021,AREC,Small,3DGapFade,1,F,NO-GO,0.394057855,1.707570075,1.476212833,4,0.41025641,0.388724036,1.127272727,1.819277108,1.175934536,4.68,0.133893468,,,
2/25/2021,AMC,Medium,3DGapFade,4,A,GO,0.306970862,2.588541667,1.363589175,4,0.198019802,0.38778626,0.013377926,2.969432314,0.884328358,90.9,0.120697784,Y,,
2/10/2021,ONTX,Medium,3DGapFade,5,A+,GO,0.325186207,1.851749793,1.572556139,2,0.075,0.385841321,0.598721023,1.675585284,1.113062955,18.0,0.108005952,N,,
1/12/2021,SHIP,Small,3DGapFade,2,F,NO-GO,0.355155759,3.393402888,4.698912778,3,0.048780488,0.383966245,0.708333333,0.765339074,0.667724248,8.2,0.082656794,,,
2/17/2021,SENS,Medium,3DGapFade,4,A,GO,0.366333743,1.634163701,0.971074852,2,0.055028463,0.3832021,0.855633803,4.666666667,2.182071233,105.4,0.095215506,Y,,
1/13/2021,SHIP,Small,3DGapFade,2,F,NO-GO,0.310821357,2.708551783,4.664121297,4,0.091860465,0.382636656,0.83447099,0.831345826,0.72107395,8.6,0.096636213,,,
2/22/2021,CTXR,Small,3DGapFade,1,F,NO-GO,0.308379887,1.694267516,8.379218627,2,0.208737864,0.382550336,0.68852459,0.872727273,0.687279876,51.5,0.10887656,,,
2/17/2021,RIOT,Medium,3DGapFade,5,A+,GO,0.480603886,1.206047483,1.58632922,3,0.140168067,0.380830819,2.079710145,2.610436893,1.91135772,59.5,0.096411885,N,,
1/20/2021,IZEA,Small,3DGapFade,2,F,NO-GO,0.51064109,3.167569086,1.493450338,4,0.086757991,0.373040752,1.393442623,4.005142269,2.233178613,17.52,0.104512394,,,
11/15/2021,GGPIW,Micro,3DGapFade,3,B,CAUTION,0.309745099,2.134167404,5.005265582,2,0.484918794,0.37265518,1.014018692,1.08716707,0.9584731,4.31,0.11418462,,,
1/13/2021,POWW,Small,3DGapFade,1,F,NO-GO,0.315941405,3.745253711,3.931892446,2,0.095940959,0.372151899,0.584795322,,,5.42,0.076357406,,,
2/10/2021,GHVIU,Small,3DGapFade,3,B,CAUTION,0.348405413,4.721202756,6.167842104,3,0.132723112,0.372056515,0.608095676,0.644402634,,17.48,0.050771494,,,
2/4/2021,ATOS,Medium,3DGapFade,3,B,CAUTION,0.328349889,0.72479564,1.386813631,4,0.363076923,0.371308017,1.754237288,2.779069767,1.298070328,48.75,0.161318681,N,,
2/17/2021,AGTC,Small,3DGapFade,2,F,NO-GO,0.388203782,3.602339181,5.147169794,4,0.040892193,0.36779661,0.709745763,0.859447005,0.728643647,8.07,0.090812533,,,
1/26/2021,KOPN,Small,3DGapFade,2,F,NO-GO,0.353972169,2.59400545,3.064665478,8,0.114285714,0.363636364,1.234042553,2.034682081,1.304046344,5.25,0.099863946,,,
2/9/2021,MSTR,Medium,3DGapFade,5,A+,GO,0.373754612,2.20799858,2.057820493,8,0.092929875,0.359735629,0.757822394,2.226806361,1.27412539,104.1,0.069605462,N,,
1/20/2021,VISL,Small,3DGapFade,2,F,NO-GO,0.348198598,2.103681443,3.927437259,4,0.041417625,0.359375,0.694805195,0.977272727,0.848703782,26.1,0.105634921,,,
1/20/2021,BB,Medium,3DGapFade,5,A+,GO,0.381303058,2.443705097,3.946715742,3,0.071255061,0.355653128,0.79505814,0.449530516,0.777489925,12.35,0.059973973,N,,
6/8/2021,ATOS,Medium,3DGapFade,5,A+,GO,0.414629574,3.120465527,3.883503142,8,0.048252912,0.353603604,0.860681115,2.066326531,1.327472698,90.15,0.079449727,Y,,
2/1/2021,SINO,Micro,3DGapFade,3,B,CAUTION,0.362532239,3.524925339,4.65525406,5,0.126064736,0.352534562,1.366935484,1.730232558,1.165891816,5.87,0.132422731,,,
2/16/2021,RIOT,Medium,3DGapFade,5,A+,GO,0.393748649,1.807477588,1.800503301,2,0.116984578,0.347921225,1.505338078,1.900529723,1.537929898,49.28,0.101827168,N,,
1/27/2021,BB,Large,3DGapFade,5,A+,GO,0.375075053,1.439741839,3.501004517,8,0.070295983,0.347578348,1.794682422,1.318627451,1.369739479,18.92,0.085169133,N,1DBreakoutIB,
1/21/2021,SUNW,Medium,3DGapFade,4,A,GO,0.357783971,1.865748256,1.23378959,2,0.070980392,0.347424042,2.116089613,2.141683778,1.677305895,15.3,0.12050747,N,,
10/18/2021,HX,Micro,3DGapFade,3,B,CAUTION,0.501620548,3.412375083,5.823643429,5,0.06779661,0.347031963,2.138297872,2.296089385,1.779761826,5.9,0.104306295,,,
8/9/2021,BTBT,Large,3DGapFade,5,A+,GO,0.47779659,1.872839321,2.022726397,3,0.082621083,0.342769702,3.081395349,1.679389313,1.325427322,17.55,0.135388685,Y,,
2/1/2021,CVLB,Small,3DGapFade,0,F,NO-GO,0.395034742,1.371434734,1.162985622,2,0.112929875,0.342359768,1.78342246,1.703896104,,20.82,0.11452278,,,
2/2/2021,API,Medium,3DGapFade,5,A+,GO,0.332468788,2.136002827,3.872161821,3,0.086956522,0.337330789,0.725269573,0.597222222,0.711560241,73.6,0.085681677,N,,
9/10/2021,CEI,Medium,3DGapFade,5,A+,GO,0.531772357,3.167079608,3.436815564,6,0.061538462,0.336623483,2.796728972,1.667761133,1.405073595,65.0,0.102010989,N,,
2/8/2021,AREC,Small,3DGapFade,2,F,NO-GO,0.544129362,2.058076225,4.561269126,5,0.098333333,0.333333333,1.912621359,2.636363636,1.680965147,6.0,0.131190476,,,
6/8/2021,CLOV,Medium,3DGapFade,5,A+,GO,0.335833603,3.169314881,5.979753464,5,0.395553691,0.333333333,0.747800587,0.292841649,0.453339511,11.92,0.070146213,N,,
1/15/2021,HEXO,Medium,3DGapFade,5,A+,GO,0.315228166,1.634355571,3.250853478,9,0.086956522,0.33271028,0.685579196,0.523504274,0.818439641,99.82,0.076375476,N,,
11/11/2021,EVGOW,Micro,3DGapFade,2,F,NO-GO,0.529685478,2.590252708,2.332231106,4,0.069675814,0.330298851,2.128,2.306553911,1.713978858,5.7868,0.136764459,,,
1/12/2021,STPK,Medium,3DGapFade,5,A+,GO,0.33870322,2.260080034,6.127685967,4,0.133764136,0.327756328,0.713732004,1.947619048,1.114937816,30.95,0.108078006,N,,
1/8/2021,NMTR,Small,3DGapFade,1,F,NO-GO,0.304588946,1.496992649,1.806466399,3,0.049295775,0.327102804,0.880794702,0.290909091,0.615170776,28.4,0.112902414,,,
2/11/2021,GTE,Small,3DGapFade,1,F,NO-GO,0.361983987,1.638395245,2.183972848,4,0.217821782,0.325459318,0.980392157,1.902298851,1.176367664,10.1,0.118988685,,,
2/9/2021,NOVN,Small,3DGapFade,1,F,NO-GO,0.304721296,1.668011838,1.654572521,4,0.176944444,0.323529412,0.374045802,1.627737226,0.96172885,18.0,0.10325,,,
11/3/2021,OCGN,Large,3DGapFade,5,A+,GO,0.350579194,2.640969519,3.296182999,5,0.111040204,0.32347973,0.69772481,1.089333333,0.908694487,15.67,0.107046221,Y,,
1/7/2021,SOL,Medium,3DGapFade,4,A,GO,0.313100501,1.63032026,0.955974754,3,0.130124777,0.317932655,1.057457213,2.169491525,1.510291749,16.83,0.114803073,N,,
1/25/2021,GSX,Medium,3DGapFade,5,A+,GO,0.346594917,2.227430269,2.762277123,7,0.099891304,0.315225161,0.779152968,0.419315026,0.508152218,92.0,0.070562888,Y,,
1/11/2021,ACST,Small,3DGapFade,0,F,NO-GO,0.324747457,1.82,1.983552967,2,0.175438596,0.313364055,1.244094488,1.126865672,1.053730884,27.36,0.157894737,,,
2/16/2021,MVIS,Medium,3DGapFade,4,A,GO,0.307212341,1.122431195,0.804001523,2,0.088379705,0.309285714,1.528275862,2.407063197,1.655328765,18.33,0.122969761,N,,
1/27/2021,DDS,Medium,3DGapFade,5,A+,GO,0.319666043,2.456818679,1.874489205,6,0.090431744,0.309022556,0.790538224,1.027562112,0.83636875,104.46,0.07130631,Y,,
2/18/2021,ONTX,Medium,3DGapFade,5,A+,GO,0.305984018,2.54863466,6.269237796,2,0.092715232,0.301724138,1.217001909,0.819277108,1.284493584,22.65,0.132521287,N,,
11/9/2021,IONQ,Medium,3DGapFade,5,A+,GO,0.301456884,1.130247578,1.790074953,4,0.067447307,0.299452222,0.956920257,,,21.35,0.084539311,N,,
1/8/2021,LAC,Medium,3DGapFade,5,A+,GO,0.318469436,1.677220149,1.782575125,6,0.047919958,0.297131148,0.998947368,0.783098592,0.727337226,18.99,0.072969232,Y,,counts as 3DGapFade but not A+
9/13/2021,ATER,Medium,3DGapFade,5,A+,GO,0.417244115,1.736398214,3.351489181,5,0.211864407,0.281216069,2.78812199,0.30675526,0.407325247,141.6,0.146416465,Y,,
7/12/2021,MTSL,Small,3DGapFade,4,A,GO,0.302615928,6.694868494,15.66031469,9,0.725738397,0.267379679,0.698924731,0.858823529,0.664058238,9.48,0.090125075,,,
1/14/2021,CCIV,Medium,3DGapFade,5,A+,GO,0.345094621,3.583781143,5.55667408,3,0.119019139,0.266666667,0.672,0.692307692,0.646139154,16.72,0.043724368,Y,,
9/7/2021,CEI,Small,3DGapFade,2,F,NO-GO,0.386273978,3.571391995,5.545677308,3,0.176036755,0.260823171,1.093924051,0.801960784,0.608074005,41.355,0.101188317,,,
9/30/2021,CEI,Medium,3DGapFade,5,A+,GO,0.428053928,3.848527349,3.356529927,5,0.207602339,0.257352941,1.630769231,8.117568648,2.690363404,171.0,0.148913952,Y,,
8/12/2021,AHPI,Medium,3DGapFade,4,A,GO,0.327829593,1.518447589,1.355864132,3,0.276595745,0.253952569,1.053398058,2.043165468,1.261669251,12.69,0.18163796,N,,
8/26/2021,SPRT,Medium,3DGapFade,5,A+,GO,0.360217717,1.409969243,2.895587166,5,0.078008596,0.249776186,1.102409639,2.371980676,1.282686899,13.96,0.122439623,N,,
11/8/2021,FATBB,Small,3DGapFade,3,B,CAUTION,0.570974788,3.650344706,8.011278297,6,0.05653527,0.248704663,1.526304755,1.107103825,,19.28,0.176047718,,,
2/8/2021,MVIS,Medium,3DGapFade,5,A+,GO,0.302600512,2.258631513,1.65369935,5,0.086655113,0.246220302,0.745839637,0.735338346,1.086761541,11.54,0.098601139,N,,
1/13/2021,FCEL,Medium,3DGapFade,4,A,GO,0.321131311,1.287452371,1.469026747,6,0.078215223,0.243472585,1.030916844,0.867647059,1.377564775,571.5,0.108048744,N,,
7/7/2021,S,Medium,3DGapFade,4,A,GO,0.655299969,1.169158252,0.270887825,2,0.07030303,0.236263736,5.257901391,,,49.5,0.087432323,N,,
2/4/2021,XONE,Medium,3DGapFade,4,A,GO,0.308106666,1.03257029,1.049871744,5,0.073215697,0.230395334,1.755442671,2.245299145,1.484134773,37.97,0.103553745,Y,,
2/2/2021,CVLB,Small,3DGapFade,2,F,NO-GO,0.423051478,2.018785117,4.022624662,3,0.110315789,0.228660114,2.231292517,2.209459459,,23.75,0.114920602,,,
1/13/2021,PLUG,Medium,3DGapFade,5,A+,GO,0.398721188,1.055129662,2.475984657,6,0.06482884,0.227708043,1.039542787,1.501705191,1.302602897,66.02,0.075222876,Y,,hesitate to say A+ but counts
1/25/2021,ATOS,Small,3DGapFade,1,F,NO-GO,0.300356752,1.405136014,2.048693048,4,0.326203209,0.214285714,0.968421053,1.144987382,0.508028032,28.05,0.110366692,,,
2/9/2021,MWK,Small,3DGapFade,1,F,NO-GO,0.305286203,1.74177116,1.328979998,5,0.049740163,0.20988024,0.828506787,1.421210306,1.241737027,40.41,0.090218121,,,
2/11/2021,CTRM,Medium,3DGapFade,4,A,GO,0.391822318,1.532968341,0.854490217,4,0.336134454,0.203235592,1.8,6.0,2.413693789,119.0,0.126080432,N,,
1/12/2021,NAKD,Small,3DGapFade,1,F,NO-GO,0.315215512,1.741210237,1.872821965,3,0.296940024,0.201470588,1.227371865,0.945238095,1.334685946,6.1275,0.146214373,,,
6/4/2021,MOSY,Small,3DGapFade,2,F,NO-GO,0.322721412,2.521681121,1.243478348,5,0.083926219,0.195275591,1.626297578,1.150141643,0.857966195,7.59,0.155175983,,,
1/26/2021,EH,Medium,3DGapFade,5,A+,GO,0.413401327,2.103343026,1.897890524,5,0.045794706,0.187558032,3.215160075,3.526289181,2.511173162,89.53,0.112578944,N,,
2/1/2021,CTRM,Medium,3DGapFade,4,A,GO,0.308239317,1.392337472,0.935718951,4,0.190514599,0.166321731,2.178974359,2.886520376,1.591360182,61.99,0.17263153,N,,
1/19/2021,ACTCW,Small,3DGapFade,0,F,NO-GO,0.459658067,1.125095214,2.19954557,2,0.11552795,0.159942363,1.854508705,5.192307692,,8.05,0.126973381,,,
1/19/2021,ACTC,Medium,3DGapFade,5,A+,GO,0.352548811,1.029605057,1.581919913,2,0.124336619,0.146956522,1.29192007,1.689092762,,26.38,0.086521174,N,,
6/7/2021,UONE,Medium,3DGapFade,3,B,CAUTION,0.310068938,0.969300159,0.632432455,4,0.094946401,0.144609991,1.501915709,1.531007752,1.149723466,130.6,0.136661015,N,,
1/27/2021,GSX,Medium,3DGapFade,4,A,GO,0.3050242,1.332422329,1.309631615,9,0.33657328,0.140652174,1.176275404,0.686867063,0.686623057,104.94,0.080991587,N,,
1/25/2021,EH,Medium,3DGapFade,3,B,CAUTION,0.359225202,0.947562703,1.283870625,4,0.126943005,0.044654939,2.657034581,2.883299799,2.231531713,77.2,0.111138694,Y,,
