date,ticker,release_type,2m_delayed_return,2m_quick_return,2m_delayed_exit_time,2m_quick_exit_time,2m_delayed_potential_npl,2m_quick_potential_npl,ism_number,expectations,pct_beat_miss,prices_paid,prices_paid_expectations,pp_pct_beat_miss
3/1/2024,SPY,Manufacturing,0.144376676,-0.1,2024-03-01 10:18:00-05:00,2024-03-01 10:04:00-05:00,15881.43434,-108.0369683,47.8,49.5,-0.034343434,52.5,53,-0.009433962
3/1/2024,IWM,Manufacturing,0.888082037,0.888082037,2024-03-01 10:28:00-05:00,2024-03-01 10:28:00-05:00,97689.02409,97689.02409,47.8,49.5,-0.034343434,52.5,53,-0.009433962
3/1/2024,TNA,Manufacturing,2.614876872,2.640264026,2024-03-01 10:28:00-05:00,2024-03-01 10:28:00-05:00,133900,135200,47.8,49.5,-0.034343434,52.5,53,-0.009433962
3/1/2024,SPXL,Manufacturing,0.394302728,-0.1,2024-03-01 10:18:00-05:00,2024-03-01 10:02:00-05:00,43373.30007,-2655.508168,47.8,49.5,-0.034343434,52.5,53,-0.009433962
3/1/2024,TQQQ,Manufacturing,0.62152437,-0.1,2024-03-01 10:18:00-05:00,2024-03-01 10:02:00-05:00,68367.68073,-1799.149493,47.8,49.5,-0.034343434,52.5,53,-0.009433962
3/1/2024,SOXL,Manufacturing,1.305021013,-0.1,2024-03-01 10:30:00-05:00,2024-03-01 10:02:00-05:00,76700,-10400,47.8,49.5,-0.034343434,52.5,53,-0.009433962
2/5/2024,QQQ,Services,0.461915316,0.167969206,2024-02-05 10:22:00-05:00,2024-02-05 10:06:00-05:00,50810.68471,18476.61262,53.4,52,0.026923077,64,56.7,0.128747795
2/5/2024,SPY,Services,0.437787551,0.145929184,2024-02-05 10:22:00-05:00,2024-02-05 10:06:00-05:00,48156.63066,16052.21022,53.4,52,0.026923077,64,56.7,0.128747795
2/5/2024,IWM,Services,0.683466374,0.64172797,2024-02-05 10:22:00-05:00,2024-02-05 10:18:00-05:00,75181.30119,70590.07669,53.4,52,0.026923077,64,56.7,0.128747795
2/5/2024,TNA,Services,2.058472554,1.939140811,2024-02-05 10:22:00-05:00,2024-02-05 10:18:00-05:00,89700,84500,53.4,52,0.026923077,64,56.7,0.128747795
2/5/2024,SPXL,Services,1.354066568,0.480475234,2024-02-05 10:22:00-05:00,2024-02-05 10:06:00-05:00,148947.3224,52852.27571,53.4,52,0.026923077,64,56.7,0.128747795
2/5/2024,TQQQ,Services,1.350640239,0.438519558,2024-02-05 10:22:00-05:00,2024-02-05 10:06:00-05:00,148570.4262,48237.15138,53.4,52,0.026923077,64,56.7,0.128747795
2/5/2024,SOXL,Services,3.197259492,1.027690551,2024-02-05 10:22:00-05:00,2024-02-05 10:06:00-05:00,145600,46800,53.4,52,0.026923077,64,56.7,0.128747795
2/1/2024,QQQ,Manufacturing,-0.1,-0.1,2024-02-01 10:04:00-05:00,2024-02-01 10:04:00-05:00,-7880.97342,-1838.893798,49.1,47.2,0.040254237,52.9,46.9,0.12793177
2/1/2024,SPY,Manufacturing,-0.1,0.016494505,2024-02-01 10:04:00-05:00,2024-02-01 10:04:00-05:00,-3855.590606,1814.395579,49.1,47.2,0.040254237,52.9,46.9,0.12793177
2/1/2024,IWM,Manufacturing,-0.1,0,2024-02-01 10:04:00-05:00,2024-02-01 10:04:00-05:00,-16490.04911,0,49.1,47.2,0.040254237,52.9,46.9,0.12793177
2/1/2024,TNA,Manufacturing,-0.1,-0.1,2024-02-01 10:04:00-05:00,2024-02-01 10:04:00-05:00,-26000,-7800,49.1,47.2,0.040254237,52.9,46.9,0.12793177
2/1/2024,SPXL,Manufacturing,-0.1,0.082667401,2024-02-01 10:04:00-05:00,2024-02-01 10:04:00-05:00,-8083.034812,9093.414164,49.1,47.2,0.040254237,52.9,46.9,0.12793177
2/1/2024,TQQQ,Manufacturing,-0.1,-0.1,2024-02-01 10:04:00-05:00,2024-02-01 10:04:00-05:00,-14300,-2600,49.1,47.2,0.040254237,52.9,46.9,0.12793177
2/1/2024,SOXL,Manufacturing,0,0.411522634,2024-02-01 10:04:00-05:00,2024-02-01 10:04:00-05:00,0,16900,49.1,47.2,0.040254237,52.9,46.9,0.12793177
1/5/2024,QQQ,Services,0.317364365,0.387889779,2024-01-05 10:14:00-05:00,2024-01-05 10:08:00-05:00,34910.0801,42667.87567,50.6,52.5,-0.036190476,57.4,57.3,0.001745201
1/5/2024,SPY,Services,0.337498665,0.363131475,2024-01-05 10:12:00-05:00,2024-01-05 10:10:00-05:00,37124.85315,39944.46225,50.6,52.5,-0.036190476,57.4,57.3,0.001745201
1/5/2024,IWM,Services,0.484835981,0.562203425,2024-01-05 10:12:00-05:00,2024-01-05 10:12:00-05:00,53331.95791,61842.37673,50.6,52.5,-0.036190476,57.4,57.3,0.001745201
1/5/2024,TNA,Services,1.4427157,1.669024045,2024-01-05 10:12:00-05:00,2024-01-05 10:12:00-05:00,66300,76700,50.6,52.5,-0.036190476,57.4,57.3,0.001745201
1/5/2024,SPXL,Services,0.88691796,0.967546866,2024-01-05 10:12:00-05:00,2024-01-05 10:10:00-05:00,97560.97561,106430.1552,50.6,52.5,-0.036190476,57.4,57.3,0.001745201
1/5/2024,TQQQ,Services,0.955068374,1.12871717,2024-01-05 10:14:00-05:00,2024-01-05 10:08:00-05:00,57200,67600,50.6,52.5,-0.036190476,57.4,57.3,0.001745201
1/5/2024,SOXL,Services,1.981351981,2.214452214,2024-01-05 10:14:00-05:00,2024-01-05 10:08:00-05:00,66300,74100,50.6,52.5,-0.036190476,57.4,57.3,0.001745201
1/3/2024,QQQ,Manufacturing,0.04999625,0.122490813,2024-01-03 10:06:00-05:00,2024-01-03 10:06:00-05:00,5499.587531,13473.98945,47.4,47.1,0.006369427,,,#DIV/0!
1/3/2024,SPY,Manufacturing,0.08937121,0.110650069,2024-01-03 10:06:00-05:00,2024-01-03 10:06:00-05:00,9830.833067,12171.50761,47.4,47.1,0.006369427,,,#DIV/0!
1/3/2024,IWM,Manufacturing,0.264995159,0.326147888,2024-01-03 10:08:00-05:00,2024-01-03 10:08:00-05:00,29149.46746,35876.26765,47.4,47.1,0.006369427,,,#DIV/0!
1/3/2024,TNA,Manufacturing,0.788471996,0.978792822,2024-01-03 10:08:00-05:00,2024-01-03 10:08:00-05:00,37700,46800,47.4,47.1,0.006369427,,,#DIV/0!
1/3/2024,SPXL,Manufacturing,0.338847917,0.398644608,2024-01-03 10:06:00-05:00,2024-01-03 10:06:00-05:00,37273.27088,43850.90692,47.4,47.1,0.006369427,,,#DIV/0!
1/3/2024,TQQQ,Manufacturing,0.169491525,0.338983051,2024-01-03 10:06:00-05:00,2024-01-03 10:06:00-05:00,10400,20800,47.4,47.1,0.006369427,,,#DIV/0!
1/3/2024,SOXL,Manufacturing,0.450619602,0.525722869,2024-01-03 10:06:00-05:00,2024-01-03 10:06:00-05:00,15600,18200,47.4,47.1,0.006369427,,,#DIV/0!
12/5/2023,QQQ,Services,0.269506854,0.329109332,2023-12-05 10:10:00-05:00,2023-12-05 10:06:00-05:00,29645.75397,36202.02648,52.7,52.3,0.007648184,,,#DIV/0!
12/5/2023,SPY,Services,0.188820094,0.193211259,2023-12-05 10:08:00-05:00,2023-12-05 10:06:00-05:00,20770.21034,21253.23848,52.7,52.3,0.007648184,,,#DIV/0!
12/5/2023,IWM,Services,0.183763917,0.286455518,2023-12-05 10:04:00-05:00,2023-12-05 10:04:00-05:00,20214.03092,31510.10702,52.7,52.3,0.007648184,,,#DIV/0!
12/5/2023,TNA,Services,0.607222755,0.862895494,2023-12-05 10:04:00-05:00,2023-12-05 10:04:00-05:00,24700,35100,52.7,52.3,0.007648184,,,#DIV/0!
12/5/2023,SPXL,Services,0.62193126,0.62193126,2023-12-05 10:08:00-05:00,2023-12-05 10:06:00-05:00,68412.43863,68412.43863,52.7,52.3,0.007648184,,,#DIV/0!
12/5/2023,TQQQ,Services,0.793650794,0.933706816,2023-12-05 10:10:00-05:00,2023-12-05 10:06:00-05:00,44200,52000,52.7,52.3,0.007648184,,,#DIV/0!
12/5/2023,SOXL,Services,0.873965041,0.873965041,2023-12-05 10:04:00-05:00,2023-12-05 10:04:00-05:00,24700,24700,52.7,52.3,0.007648184,,,#DIV/0!
12/1/2023,QQQ,Manufacturing,0.074883156,0.077465334,2023-12-01 10:04:00-05:00,2023-12-01 10:04:00-05:00,8237.14721,8521.186769,46.7,47.8,-0.023012552,,,#DIV/0!
12/1/2023,SPY,Manufacturing,-0.1,-0.1,2023-12-01 10:02:00-05:00,2023-12-01 10:02:00-05:00,-17123.06242,-15676.04306,46.7,47.8,-0.023012552,,,#DIV/0!
12/1/2023,IWM,Manufacturing,0.283176013,0.199888951,2023-12-01 10:10:00-05:00,2023-12-01 10:06:00-05:00,31149.36147,21987.78456,46.7,47.8,-0.023012552,,,#DIV/0!
12/1/2023,TNA,Manufacturing,0.82815735,0.586611456,2023-12-01 10:10:00-05:00,2023-12-01 10:06:00-05:00,31200,22100,46.7,47.8,-0.023012552,,,#DIV/0!
12/1/2023,SPXL,Manufacturing,-0.1,-0.1,2023-12-01 10:02:00-05:00,2023-12-01 10:02:00-05:00,-51323.78472,-46549.47917,46.7,47.8,-0.023012552,,,#DIV/0!
12/1/2023,TQQQ,Manufacturing,0.092272203,-0.1,2023-12-01 10:18:00-05:00,2023-12-01 10:02:00-05:00,5200,-32500,46.7,47.8,-0.023012552,,,#DIV/0!
12/1/2023,SOXL,Manufacturing,0.04494382,0.08988764,2023-12-01 10:08:00-05:00,2023-12-01 10:04:00-05:00,1300,2600,46.7,47.8,-0.023012552,,,#DIV/0!
11/3/2023,QQQ,Services,0.095484927,0.081844223,2023-11-03 10:16:00-04:00,2023-11-03 10:08:00-04:00,10503.34197,9002.864548,51.8,53,-0.022641509,,,#DIV/0!
11/3/2023,SPY,Services,-0.1,0.029907746,2023-11-03 10:16:00-04:00,2023-11-03 10:08:00-04:00,-253.065544,3289.852072,51.8,53,-0.022641509,,,#DIV/0!
11/3/2023,IWM,Services,-0.1,-0.1,2023-11-03 10:08:00-04:00,2023-11-03 10:02:00-04:00,-27022.39488,-12568.55576,51.8,53,-0.022641509,,,#DIV/0!
11/3/2023,TNA,Services,0.14803849,0.222057735,2023-11-03 10:06:00-04:00,2023-11-03 10:02:00-04:00,5200,7800,51.8,53,-0.022641509,,,#DIV/0!
11/3/2023,SPXL,Services,0.024786219,0.111537985,2023-11-03 10:16:00-04:00,2023-11-03 10:08:00-04:00,2726.484075,12269.17834,51.8,53,-0.022641509,,,#DIV/0!
11/3/2023,TQQQ,Services,0.281992749,0.201423392,2023-11-03 10:16:00-04:00,2023-11-03 10:08:00-04:00,13650,9750,51.8,53,-0.022641509,,,#DIV/0!
11/3/2023,SOXL,Services,-0.1,-0.1,2023-11-03 10:04:00-04:00,2023-11-03 10:02:00-04:00,-7800,-5200,51.8,53,-0.022641509,,,#DIV/0!
11/1/2023,QQQ,Manufacturing,-0.1,0.056752079,2023-11-01 10:04:00-04:00,2023-11-01 10:04:00-04:00,-5618.455776,6242.72864,46.7,49,-0.046938776,,,#DIV/0!
11/1/2023,SPY,Manufacturing,-0.1,0.066747717,2023-11-01 10:04:00-04:00,2023-11-01 10:04:00-04:00,-2884.454933,7342.248921,46.7,49,-0.046938776,,,#DIV/0!
11/1/2023,IWM,Manufacturing,-0.1,-0.1,2023-11-01 10:02:00-04:00,2023-11-01 10:02:00-04:00,-4696.267382,-4025.372042,46.7,49,-0.046938776,,,#DIV/0!
11/1/2023,TNA,Manufacturing,-0.1,-0.1,2023-11-01 10:02:00-04:00,2023-11-01 10:02:00-04:00,-5200,-3900,46.7,49,-0.046938776,,,#DIV/0!
11/1/2023,SPXL,Manufacturing,-0.1,0.164993813,2023-11-01 10:04:00-04:00,2023-11-01 10:04:00-04:00,-13611.98955,18149.3194,46.7,49,-0.046938776,,,#DIV/0!
11/1/2023,TQQQ,Manufacturing,-0.1,0.180777343,2023-11-01 10:04:00-04:00,2023-11-01 10:04:00-04:00,-5200,7800,46.7,49,-0.046938776,,,#DIV/0!
11/1/2023,SOXL,Manufacturing,-0.1,-0.1,2023-11-01 10:02:00-04:00,2023-11-01 10:02:00-04:00,-2600,-1300,46.7,49,-0.046938776,,,#DIV/0!
10/4/2023,QQQ,Services,0.218530244,0.179306867,2023-10-04 10:10:00-04:00,2023-10-04 10:06:00-04:00,24038.32684,19723.75536,53.6,53.5,0.001869159,,,#DIV/0!
10/4/2023,SPY,Services,0.149105368,0.179873142,2023-10-04 10:12:00-04:00,2023-10-04 10:06:00-04:00,16401.59046,19786.04563,53.6,53.5,0.001869159,,,#DIV/0!
10/4/2023,IWM,Services,0.275886358,0.16435783,2023-10-04 10:12:00-04:00,2023-10-04 10:06:00-04:00,30347.49941,18079.36135,53.6,53.5,0.001869159,,,#DIV/0!
10/4/2023,TNA,Services,0.778816199,0.42834891,2023-10-04 10:12:00-04:00,2023-10-04 10:06:00-04:00,26000,14300,53.6,53.5,0.001869159,,,#DIV/0!
10/4/2023,SPXL,Services,0.424403183,0.517241379,2023-10-04 10:12:00-04:00,2023-10-04 10:06:00-04:00,46684.35013,56896.55172,53.6,53.5,0.001869159,,,#DIV/0!
10/4/2023,TQQQ,Services,0.654897494,0.512528474,2023-10-04 10:10:00-04:00,2023-10-04 10:06:00-04:00,29900,23400,53.6,53.5,0.001869159,,,#DIV/0!
10/4/2023,SOXL,Services,0.819672131,0.710382514,2023-10-04 10:10:00-04:00,2023-10-04 10:06:00-04:00,19500,16900,53.6,53.5,0.001869159,,,#DIV/0!
10/2/2023,QQQ,Manufacturing,0.341999166,0.378145419,2023-10-02 10:06:00-04:00,2023-10-02 10:06:00-04:00,37619.90824,41595.99611,49,48,0.020833333,,,#DIV/0!
10/2/2023,SPY,Manufacturing,0.224992969,0.241398706,2023-10-02 10:06:00-04:00,2023-10-02 10:06:00-04:00,24749.22659,26553.85769,49,48,0.020833333,,,#DIV/0!
10/2/2023,IWM,Manufacturing,-0.1,0.074069854,2023-10-02 10:04:00-04:00,2023-10-02 10:04:00-04:00,-1253.48983,8147.683893,49,48,0.020833333,,,#DIV/0!
10/2/2023,TNA,Manufacturing,0.035523979,0.284191829,2023-10-02 10:04:00-04:00,2023-10-02 10:04:00-04:00,1300,10400,49,48,0.020833333,,,#DIV/0!
10/2/2023,SPXL,Manufacturing,0.668638292,0.720072007,2023-10-02 10:06:00-04:00,2023-10-02 10:06:00-04:00,73550.21216,79207.92079,49,48,0.020833333,,,#DIV/0!
10/2/2023,TQQQ,Manufacturing,1.055555556,1.111111111,2023-10-02 10:06:00-04:00,2023-10-02 10:06:00-04:00,49400,52000,49,48,0.020833333,,,#DIV/0!
10/2/2023,SOXL,Manufacturing,0.830306175,0.985988583,2023-10-02 10:06:00-04:00,2023-10-02 10:06:00-04:00,20800,24700,49,48,0.020833333,,,#DIV/0!
9/5/2023,QQQ,Services,0.034514802,0.069029603,2023-09-05 10:06:00-04:00,2023-09-05 10:02:00-04:00,3796.628169,7593.256339,54.5,52.5,0.038095238,,,#DIV/0!
9/5/2023,SPY,Services,-0.1,-0.1,2023-09-05 10:06:00-04:00,2023-09-05 10:02:00-04:00,-2691.341,-2691.341,54.5,52.5,0.038095238,,,#DIV/0!
9/5/2023,IWM,Services,0.186706497,0.288061453,2023-09-05 10:14:00-04:00,2023-09-05 10:14:00-04:00,20537.71471,31686.75984,54.5,52.5,0.038095238,,,#DIV/0!
9/5/2023,TNA,Services,0.611888112,0.874125874,2023-09-05 10:14:00-04:00,2023-09-05 10:14:00-04:00,27300,39000,54.5,52.5,0.038095238,,,#DIV/0!
9/5/2023,SPXL,Services,-0.1,-0.1,2023-09-05 10:06:00-04:00,2023-09-05 10:02:00-04:00,-9634.33326,-9634.33326,54.5,52.5,0.038095238,,,#DIV/0!
9/5/2023,TQQQ,Services,-0.1,-0.1,2023-09-05 10:06:00-04:00,2023-09-05 10:02:00-04:00,-8450,-4550,54.5,52.5,0.038095238,,,#DIV/0!
9/5/2023,SOXL,Services,-0.1,0.191042242,2023-09-05 10:06:00-04:00,2023-09-05 10:06:00-04:00,-1950,5850,54.5,52.5,0.038095238,,,#DIV/0!
9/1/2023,QQQ,Manufacturing,-0.1,-0.1,2023-09-01 10:08:00-04:00,2023-09-01 10:02:00-04:00,-7554.945055,-290.5748098,47.6,46.9,0.014925373,,,#DIV/0!
9/1/2023,SPY,Manufacturing,-0.1,0,2023-09-01 10:08:00-04:00,2023-09-01 10:04:00-04:00,-4620.826885,0,47.6,46.9,0.014925373,,,#DIV/0!
9/1/2023,IWM,Manufacturing,-0.1,-0.1,2023-09-01 10:02:00-04:00,2023-09-01 10:02:00-04:00,-8661.872014,-4619.665074,47.6,46.9,0.014925373,,,#DIV/0!
9/1/2023,TNA,Manufacturing,-0.1,-0.1,2023-09-01 10:02:00-04:00,2023-09-01 10:02:00-04:00,-10400,-6500,47.6,46.9,0.014925373,,,#DIV/0!
9/1/2023,SPXL,Manufacturing,-0.1,-0.1,2023-09-01 10:08:00-04:00,2023-09-01 10:02:00-04:00,-18920.66222,-2365.082778,47.6,46.9,0.014925373,,,#DIV/0!
9/1/2023,TQQQ,Manufacturing,-0.1,-0.1,2023-09-01 10:08:00-04:00,2023-09-01 10:02:00-04:00,-9100,-1300,47.6,46.9,0.014925373,,,#DIV/0!
9/1/2023,SOXL,Manufacturing,-0.1,0.083402836,2023-09-01 10:08:00-04:00,2023-09-01 10:04:00-04:00,-6500,2600,47.6,46.9,0.014925373,,,#DIV/0!
8/3/2023,QQQ,Services,-0.1,-0.1,2023-08-03 10:06:00-04:00,2023-08-03 10:06:00-04:00,-10887.88422,-2059.869987,52.7,53.1,-0.007532957,,,#DIV/0!
8/3/2023,SPY,Services,0.022294059,0.033441088,2023-08-03 10:06:00-04:00,2023-08-03 10:06:00-04:00,2452.34645,3678.519675,52.7,53.1,-0.007532957,,,#DIV/0!
8/3/2023,IWM,Services,-0.1,0.072224515,2023-08-03 10:08:00-04:00,2023-08-03 10:06:00-04:00,-2837.391663,7944.696657,52.7,53.1,-0.007532957,,,#DIV/0!
8/3/2023,TNA,Services,0,0.23340249,2023-08-03 10:08:00-04:00,2023-08-03 10:06:00-04:00,0,11700,52.7,53.1,-0.007532957,,,#DIV/0!
8/3/2023,SPXL,Services,0.065203217,0.097804825,2023-08-03 10:06:00-04:00,2023-08-03 10:06:00-04:00,7172.353836,10758.53075,52.7,53.1,-0.007532957,,,#DIV/0!
8/3/2023,TQQQ,Services,-0.1,-0.1,2023-08-03 10:06:00-04:00,2023-08-03 10:02:00-04:00,-18200,-5200,52.7,53.1,-0.007532957,,,#DIV/0!
8/3/2023,SOXL,Services,-0.1,-0.1,2023-08-03 10:06:00-04:00,2023-08-03 10:02:00-04:00,-9100,-5200,52.7,53.1,-0.007532957,,,#DIV/0!
8/1/2023,QQQ,Manufacturing,0.073306105,0.049743429,2023-08-01 10:10:00-04:00,2023-08-01 10:06:00-04:00,8063.671589,5471.777149,46.4,46.8,-0.008547009,,,#DIV/0!
8/1/2023,SPY,Manufacturing,0,0.039404553,2023-08-01 10:06:00-04:00,2023-08-01 10:06:00-04:00,0,4334.500876,46.4,46.8,-0.008547009,,,#DIV/0!
8/1/2023,IWM,Manufacturing,-0.1,-0.1,2023-08-01 10:02:00-04:00,2023-08-01 10:02:00-04:00,-18955.90471,-18955.90471,46.4,46.8,-0.008547009,,,#DIV/0!
8/1/2023,TNA,Manufacturing,-0.1,-0.1,2023-08-01 10:02:00-04:00,2023-08-01 10:02:00-04:00,-12896,-11596,46.4,46.8,-0.008547009,,,#DIV/0!
8/1/2023,SPXL,Manufacturing,-0.1,0.092411952,2023-08-01 10:06:00-04:00,2023-08-01 10:06:00-04:00,-1129.479413,10165.31471,46.4,46.8,-0.008547009,,,#DIV/0!
8/1/2023,TQQQ,Manufacturing,0.246305419,0.13434841,2023-08-01 10:10:00-04:00,2023-08-01 10:06:00-04:00,14300,7800,46.4,46.8,-0.008547009,,,#DIV/0!
8/1/2023,SOXL,Manufacturing,0.649584987,1.1187297,2023-08-01 10:12:00-04:00,2023-08-01 10:12:00-04:00,23400,40300,46.4,46.8,-0.008547009,,,#DIV/0!
7/5/2023,QQQ,Services,0.026981814,0.035076359,2023-07-05 10:04:00-04:00,2023-07-05 10:04:00-04:00,2967.999568,3858.399439,53.9,51.2,0.052734375,,,#DIV/0!
7/5/2023,SPY,Services,-0.1,-0.1,2023-07-05 10:14:00-04:00,2023-07-05 10:02:00-04:00,-3722.672202,-1240.890734,53.9,51.2,0.052734375,,,#DIV/0!
7/5/2023,IWM,Services,0.037600043,0.145028737,2023-07-05 10:12:00-04:00,2023-07-05 10:10:00-04:00,4136.004727,15953.16109,53.9,51.2,0.052734375,,,#DIV/0!
7/5/2023,TNA,Services,0.144175317,0.432525952,2023-07-05 10:12:00-04:00,2023-07-05 10:10:00-04:00,6500,19500,53.9,51.2,0.052734375,,,#DIV/0!
7/5/2023,SPXL,Services,-0.1,-0.1,2023-07-05 10:02:00-04:00,2023-07-05 10:02:00-04:00,-1223.037581,-1223.037581,53.9,51.2,0.052734375,,,#DIV/0!
7/5/2023,TQQQ,Services,-0.1,-0.1,2023-07-05 10:14:00-04:00,2023-07-05 10:02:00-04:00,-19500,-9100,53.9,51.2,0.052734375,,,#DIV/0!
7/5/2023,SOXL,Services,-0.1,-0.1,2023-07-05 10:02:00-04:00,2023-07-05 10:02:00-04:00,-6500,-6500,53.9,51.2,0.052734375,,,#DIV/0!
7/3/2023,QQQ,Manufacturing,-0.1,0.013495277,2023-07-03 10:04:00-04:00,2023-07-03 10:04:00-04:00,-5937.921727,1484.480432,46,47.3,-0.027484144,,,#DIV/0!
7/3/2023,SPY,Manufacturing,0.020299989,0.020299989,2023-07-03 10:04:00-04:00,2023-07-03 10:04:00-04:00,2232.998759,2232.998759,46,47.3,-0.027484144,,,#DIV/0!
7/3/2023,IWM,Manufacturing,-0.1,-0.1,2023-07-03 10:02:00-04:00,2023-07-03 10:02:00-04:00,-6433.090542,-4678.611303,46,47.3,-0.027484144,,,#DIV/0!
7/3/2023,TNA,Manufacturing,-0.1,-0.1,2023-07-03 10:14:00-04:00,2023-07-03 10:02:00-04:00,-2600,-1300,46,47.3,-0.027484144,,,#DIV/0!
7/3/2023,SPXL,Manufacturing,-0.1,-0.1,2023-07-03 10:04:00-04:00,2023-07-03 10:04:00-04:00,-7325.194229,-6104.328524,46,47.3,-0.027484144,,,#DIV/0!
7/3/2023,TQQQ,Manufacturing,-0.1,0,2023-07-03 10:04:00-04:00,2023-07-03 10:04:00-04:00,-7800,0,46,47.3,-0.027484144,,,#DIV/0!
7/3/2023,SOXL,Manufacturing,-0.1,-0.1,2023-07-03 10:04:00-04:00,2023-07-03 10:04:00-04:00,-19500,-5200,46,47.3,-0.027484144,,,#DIV/0!
6/5/2023,QQQ,Services,-0.1,-0.1,2023-06-05 10:04:00-04:00,2023-06-05 10:04:00-04:00,-23845.04941,-19199.90991,50.3,52.4,-0.040076336,,,#DIV/0!
6/5/2023,SPY,Services,0.039695512,0.065380843,2023-06-05 10:06:00-04:00,2023-06-05 10:04:00-04:00,4366.506328,7191.892775,50.3,52.4,-0.040076336,,,#DIV/0!
6/5/2023,IWM,Services,-0.1,-0.1,2023-06-05 10:04:00-04:00,2023-06-05 10:04:00-04:00,-23195.1612,-3051.994895,50.3,52.4,-0.040076336,,,#DIV/0!
6/5/2023,TNA,Services,-0.1,-0.1,2023-06-05 10:04:00-04:00,2023-06-05 10:02:00-04:00,-37700,-14300,50.3,52.4,-0.040076336,,,#DIV/0!
6/5/2023,SPXL,Services,0.012271444,0.08590011,2023-06-05 10:06:00-04:00,2023-06-05 10:04:00-04:00,1349.858878,9449.012149,50.3,52.4,-0.040076336,,,#DIV/0!
6/5/2023,TQQQ,Services,-0.1,-0.1,2023-06-05 10:04:00-04:00,2023-06-05 10:04:00-04:00,-33800,-27300,50.3,52.4,-0.040076336,,,#DIV/0!
6/5/2023,SOXL,Services,0.238208671,0.428775607,2023-06-05 10:08:00-04:00,2023-06-05 10:06:00-04:00,6500,11700,50.3,52.4,-0.040076336,,,#DIV/0!
6/1/2023,QQQ,Manufacturing,0.066078662,0.109173442,2023-06-01 10:08:00-04:00,2023-06-01 10:08:00-04:00,7268.652857,12009.07863,46.9,47,-0.00212766,,,#DIV/0!
6/1/2023,SPY,Manufacturing,0.225273804,0.182136267,2023-06-01 10:16:00-04:00,2023-06-01 10:10:00-04:00,24780.11839,20034.98934,46.9,47,-0.00212766,,,#DIV/0!
6/1/2023,IWM,Manufacturing,0.210538459,0.181697574,2023-06-01 10:16:00-04:00,2023-06-01 10:08:00-04:00,23159.23053,19986.73319,46.9,47,-0.00212766,,,#DIV/0!
6/1/2023,TNA,Manufacturing,1.019690577,0.914205345,2023-06-01 10:16:00-04:00,2023-06-01 10:08:00-04:00,37700,33800,46.9,47,-0.00212766,,,#DIV/0!
6/1/2023,SPXL,Manufacturing,0.636098595,0.516830109,2023-06-01 10:16:00-04:00,2023-06-01 10:10:00-04:00,69970.84548,56851.31195,46.9,47,-0.00212766,,,#DIV/0!
6/1/2023,TQQQ,Manufacturing,0.200918485,0.315729047,2023-06-01 10:08:00-04:00,2023-06-01 10:08:00-04:00,9100,14300,46.9,47,-0.00212766,,,#DIV/0!
6/1/2023,SOXL,Manufacturing,0.278810409,-0.1,2023-06-01 10:06:00-04:00,2023-06-01 10:02:00-04:00,7800,-1300,46.9,47,-0.00212766,,,#DIV/0!
5/3/2023,QQQ,Services,0.015611828,0.049957848,2023-05-03 10:02:00-04:00,2023-05-03 10:02:00-04:00,1717.301027,5495.363287,51.9,51.8,0.001930502,,,#DIV/0!
5/3/2023,SPY,Services,-0.1,-0.1,2023-05-03 10:02:00-04:00,2023-05-03 10:02:00-04:00,-9070.404773,-6135.862052,51.9,51.8,0.001930502,,,#DIV/0!
5/3/2023,IWM,Services,-0.1,-0.1,2023-05-03 10:02:00-04:00,2023-05-03 10:02:00-04:00,-16473.70543,-10137.66488,51.9,51.8,0.001930502,,,#DIV/0!
5/3/2023,TNA,Services,-0.1,-0.1,2023-05-03 10:02:00-04:00,2023-05-03 10:02:00-04:00,-18200,-11700,51.9,51.8,0.001930502,,,#DIV/0!
5/3/2023,SPXL,Services,-0.1,-0.1,2023-05-03 10:02:00-04:00,2023-05-03 10:02:00-04:00,-20881.35593,-10440.67797,51.9,51.8,0.001930502,,,#DIV/0!
5/3/2023,TQQQ,Services,0,0.10853835,2023-05-03 10:02:00-04:00,2023-05-03 10:02:00-04:00,0,3900,51.9,51.8,0.001930502,,,#DIV/0!
5/3/2023,SOXL,Services,-0.1,-0.1,2023-05-03 10:02:00-04:00,2023-05-03 10:02:00-04:00,-8039.46,-9379.37,51.9,51.8,0.001930502,,,#DIV/0!
5/1/2023,QQQ,Manufacturing,0.037227772,0.034125458,2023-05-01 10:08:00-04:00,2023-05-01 10:04:00-04:00,4095.054911,3753.800335,47.1,46.8,0.006410256,,,#DIV/0!
5/1/2023,SPY,Manufacturing,0.060006721,0.115212904,2023-05-01 10:08:00-04:00,2023-05-01 10:08:00-04:00,6600.739283,12673.41942,47.1,46.8,0.006410256,,,#DIV/0!
5/1/2023,IWM,Manufacturing,0.085072595,0.130444646,2023-05-01 10:04:00-04:00,2023-05-01 10:04:00-04:00,9357.985481,14348.91107,47.1,46.8,0.006410256,,,#DIV/0!
5/1/2023,TNA,Manufacturing,0.163612565,0.294502618,2023-05-01 10:04:00-04:00,2023-05-01 10:04:00-04:00,6500,11700,47.1,46.8,0.006410256,,,#DIV/0!
