date,ticker,cap,setup_type,score,grade,recommendation,pct_from_9ema,prior_day_range_atr,rvol_score,consecutive_up_days,gap_pct,pct_change_3,pct_change_15,pct_change_30,pct_from_50mav,current_price,atr_pct,fade_day_return,fade_day_close_position
2021-01-13,PLUG,Medium,3DGapFade,5,A+,GO,0.3987211882945209,1.055129661857982,2.475984657296497,6,0.06482883974553168,0.22770804277080423,1.0395427865307383,1.5017051913603636,1.3026028969130052,66.02,0.07522287618470595,-0.011379800853485025,0.5496417604912998
2021-01-13,FCEL,Medium,3DGapFade,4,A,GO,0.32113131147236684,1.2874523712027086,1.4690267465283868,6,0.07821522309711294,0.2434725848563968,1.0309168443496803,0.8676470588235294,1.3775647745993709,571.5,0.10804874390701162,-0.06815968841285297,0.3835616438356166
2021-01-14,GME,Large,3DGapFade,5,A+,GO,0.47594001473659675,6.347273896020412,8.39821729819663,3,0.2130573248407645,0.5747241725175525,0.6135662898252825,0.9873417721518986,1.0302861798290421,7.85,0.09342493175614197,0.04778156996587012,0.6853146853146849
2021-01-14,EH,Medium,3DGapFade,5,A+,GO,0.35300646727885143,1.7944587698150705,2.4232094208926727,3,0.045286993154291896,0.4574059861857252,0.430508474576271,1.788546255506608,1.173838387307256,37.98,0.08744959753253592,0.11989924433249365,0.4736842105263158
2021-01-14,CCIV,Medium,3DGapFade,5,A+,GO,0.34509462094345683,3.583781143136297,5.5566740798123995,3,0.11901913875598098,0.26666666666666666,0.6719999999999999,0.6923076923076921,0.6461391538923511,16.72,0.04372436773752565,-0.07215392838054524,0.31188118811881144
2021-01-15,EH,Medium,3DGapFade,5,A+,GO,0.4182426461950782,2.593777029796654,2.7375656908647885,4,0.0946918578497526,0.41592356687898097,0.7462686567164178,2.3580060422960725,1.4429108332051255,44.46,0.08897034252297412,-0.1781384836655024,0.08064516129032259
2021-01-15,HEXO,Medium,3DGapFade,5,A+,GO,0.3152281659766962,1.6343555707127675,3.250853478274362,9,0.08695652173913052,0.3327102803738316,0.685579196217494,0.5235042735042735,0.8184396410660288,99.82,0.07637547585654177,-0.06967741935483873,0.4134615384615381
2021-01-15,TLRY,Medium,3DGapFade,5,A+,GO,0.41084459869259604,2.8025561698027075,2.8282091634794906,4,0.16271551724137942,0.39026217228464416,1.0877390326209222,1.148148148148148,1.0952101419008158,185.6,0.07588131157635469,-0.08711770157553295,0.27970297029702995
2021-01-19,ACTC,Medium,3DGapFade,5,A+,GO,0.3525488111040357,1.0296050572698245,1.5819199134626214,2,0.12433661865049285,0.1469565217391304,1.2919200695047783,1.6890927624872578,,26.38,0.08652117404960467,-0.018543492919757272,0.3060498220640569
2021-01-20,SENS,Medium,3DGapFade,5,A+,GO,1.01076613099819,5.404418477268578,8.23190816609872,5,0.16842105263157886,1.375,2.0,5.627906976744186,3.5857388349327097,57.0,0.09608771929824561,-0.19819819819819814,0.06106870229007638
2021-01-20,BB,Medium,3DGapFade,5,A+,GO,0.38130305793762737,2.443705096677757,3.9467157415097662,3,0.071255060728745,0.35565312843029645,0.7950581395348837,0.44953051643192493,0.7774899251583188,12.35,0.059973973395026046,-0.033257747543461925,0.32539682539682413
2021-01-21,SUNW,Medium,3DGapFade,4,A,GO,0.3577839711436866,1.8657482557035874,1.233789589954102,2,0.07098039215686265,0.3474240422721268,2.116089613034623,2.141683778234086,1.677305895322589,15.3,0.12050746965452848,0.16929085804955457,0.7117903930131004
2021-01-25,GME,Large,3DGapFade,5,A+,GO,0.6242215200518373,4.566541134037023,5.1287105993067374,2,0.4879249346254422,0.6618098159509205,2.4506369426751595,3.759150805270864,2.360766757307251,16.2525,0.11600061528995537,-0.2061408043006306,0.15971443141254463
2021-01-25,EH,Medium,3DGapFade,3,B,CAUTION,0.35922520238243455,0.9475627025600506,1.2838706248804286,4,0.1269430051813471,0.04465493910690117,2.657034580767409,2.883299798792757,2.2315317125443705,77.2,0.11113869356032567,0.029080459770114954,0.5070754716981132
2021-01-25,GSX,Medium,3DGapFade,5,A+,GO,0.34659491713278195,2.22743026902129,2.762277123408511,7,0.09989130434782606,0.31522516082916363,0.7791529684780506,0.4193150262264735,0.5081522184591275,92.0,0.07056288819875775,-0.03033896630101782,0.12982456140350893
2021-01-25,SUNW,Medium,3DGapFade,5,A+,GO,0.5413245537337431,2.613212992884233,1.759696415253815,4,0.1135371179039302,0.4967320261437907,3.4726562499999996,4.337995337995338,2.562926889984908,22.9,0.11563505926388024,-0.04431372549019604,0.4356708314992268
2021-01-26,EH,Medium,3DGapFade,5,A+,GO,0.4134013271709633,2.1033430256249264,1.8978905241362558,5,0.0457947056852451,0.18755803156917364,3.2151600753295675,3.5262891809909,2.511173162448135,89.53,0.11257894400919086,-0.03876962512015375,0.3685872138910814
2021-01-26,ATOS,Medium,3DGapFade,5,A+,GO,0.7063150945976796,3.5153574961320926,4.3136643038670295,5,0.12751677852348983,0.784431137724551,2.136842105263158,2.3737122155553045,1.3419755900128103,44.7,0.09450383509108341,-0.22321428571428573,0.27044025157232693
2021-01-26,AMC,Medium,3DGapFade,5,A+,GO,0.42067000846318664,2.5117575335307434,4.743557287334837,3,0.15158371040723972,0.4832214765100672,1.199004975124378,0.08068459657701722,0.43842749284040633,44.2,0.09277634130575305,-0.02554027504911586,0.7195121951219514
2021-01-26,VXRT,Medium,3DGapFade,5,A+,GO,0.3288814365469892,5.0071213799651835,5.012514404466219,2,0.06666666666666665,0.4439655172413794,0.5876777251184835,0.3471849865951744,0.46741034925826436,10.05,0.06736673773987206,-0.12499999999999999,0.3348837209302328
2021-01-26,BB,Large,3DGapFade,5,A+,GO,0.4459789473916432,3.4787108364332218,6.3097418690447284,7,0.05879090404880747,0.4031128404669262,1.7401215805471126,1.1541218637992834,1.3387034010428827,18.03,0.08115284050392203,-0.008905185961236153,0.7456896551724139
2021-01-27,GME,Large,3DGapFade,5,A+,GO,1.1923414331750815,3.565897582984115,3.2691576542878975,4,1.3978240302743614,1.2762651899707733,7.519286125503741,10.117956423741546,5.3287457980857225,36.995,0.13227675554611626,-0.02062959727193302,0.7519847328244275
2021-01-27,PBI,Medium,3DGapFade,5,A+,GO,0.6051270720360048,7.119879599711839,8.357381236088672,3,0.04475421863536313,0.8956884561891516,0.9956076134699855,1.3581314878892734,1.15038495519374,13.63,0.07347185829577611,-0.2408707865168539,0.18858131487889274
2021-01-27,AMC,Medium,3DGapFade,5,A+,GO,0.42489163822569964,1.782331936034777,3.9460324432985336,4,3.1008064516129035,0.4131054131054131,1.505050505050505,0.26530612244897955,0.5951630539653953,49.6,0.09275633640552992,-0.021632251720747325,0.9508021390374333
2021-01-27,GSX,Medium,3DGapFade,4,A,GO,0.3050242001664398,1.3324223293464308,1.3096316147225242,9,0.3365732799695063,0.14065217391304347,1.176275404396516,0.6868670631731232,0.6866230572654652,104.94,0.08099158702932288,0.017396264080992426,0.7987321711568932
2021-01-27,DDS,Medium,3DGapFade,5,A+,GO,0.3196660428530153,2.456818678726366,1.8744892046778707,6,0.0904317442083094,0.3090225563909774,0.7905382242029481,1.027562111801242,0.836368750439491,104.46,0.07130631000246165,-0.16510471307607555,0.055412001148435044
2021-01-27,BB,Large,3DGapFade,5,A+,GO,0.37507505290349263,1.4397418393943158,3.5010045169060158,8,0.07029598308668067,0.34757834757834777,1.7946824224519946,1.3186274509803924,1.3697394789579156,18.92,0.085169133192389,0.23950617283950623,0.5904017857142859
2021-01-28,CTRM,Medium,3DGapFade,5,A+,GO,0.3484341495289834,2.950402144772118,2.8056752060918577,2,0.3138287864534337,0.39464707425872475,1.4159090909090908,2.225121359223301,1.4155138250104533,53.15,0.14035747883349012,-0.1264499498782758,0.27409261576971217
2021-01-28,KOSS,Medium,3DGapFade,5,A+,GO,2.7036753482952025,10.424562540679096,5.759706989174168,3,0.27586206896551724,8.666666666666666,18.016393442622952,22.673469387755098,13.483785402242187,58.0,0.09195788177339903,-0.43297297297297294,0.16554416788677404
2021-01-29,CTRM,Medium,3DGapFade,5,A+,GO,0.3948318209467125,3.9557252988188703,2.111410673157982,3,0.19688524590163942,0.562099871959027,1.5501672240802673,2.7982565379825655,1.657118463924172,61.0,0.16556206088992972,-0.15093822764004933,0.19395973154362423
2021-02-01,CTRM,Medium,3DGapFade,4,A,GO,0.3082393167254757,1.3923374716326258,0.9357189514321149,4,0.19051459912889168,0.1663217309501412,2.178974358974359,2.886520376175549,1.5913601819261096,61.99,0.17263153043117552,-0.037940379403794,0.6856540084388183
2021-02-01,PSAC,Medium,3DGapFade,5,A+,GO,0.33645268920945853,2.5086842921926458,4.512934578628772,2,0.09320867208672085,0.4192307692307692,0.8267326732673267,0.845,0.7314514161301827,18.45,0.07734649632210605,-0.05006023887316117,0.09142857142857151
2021-02-02,API,Medium,3DGapFade,5,A+,GO,0.3324687875502805,2.1360028271625073,3.8721618209354176,3,0.08695652173913052,0.33733078949759243,0.7252695733708392,0.5972222222222222,0.7115602406416489,73.6,0.08568167701863355,-0.06412499999999995,0.16920312930731304
2021-02-02,INO,Medium,3DGapFade,5,A+,GO,0.40447455115852804,3.2901836459647296,4.926944946685274,2,0.11851415094339611,0.5488584474885845,0.8668134287286738,0.5820895522388062,0.5997132589441515,203.52,0.08781123652291105,-0.20453347390616752,0.24517374517374532
2021-02-04,ATOS,Medium,3DGapFade,3,B,CAUTION,0.3283498894327503,0.7247956403269757,1.3868136312143424,4,0.36307692307692313,0.37130801687763726,1.7542372881355934,2.7790697674418605,1.2980703280230232,48.75,0.16131868131868132,-0.022573363431151242,0.34437543133195314
2021-02-04,SAVA,Medium,3DGapFade,5,A+,GO,1.3254760138586354,3.455974817824684,5.187302468235874,4,0.14578790030148975,2.825581253729889,6.681192380113956,10.232348155697402,6.194624102438536,62.8214,0.10034444586444384,-0.37055987774381777,0.007702182284980672
2021-02-04,LIZI,Medium,3DGapFade,5,A+,GO,0.7586574651115224,5.275963631707006,11.350329598287846,3,0.2835294117647058,1.3287671232876712,1.1794871794871795,1.3876404494382022,1.3199956329493965,85.0,0.0918705882352941,0.3281393217231899,0.724137931034483
2021-02-04,XONE,Medium,3DGapFade,4,A,GO,0.308106665894701,1.032570289806365,1.0498717443683145,5,0.07321569660258102,0.2303953337653921,1.75544267053701,2.2452991452991453,1.4841347726529277,37.97,0.10355374543812783,-0.11607361963190177,0.24411400247831547
2021-02-05,LIZI,Medium,3DGapFade,5,A+,GO,1.1420380206674408,4.217005783759553,7.65628889835187,4,0.12146307798481708,1.808139534883721,2.696428571428571,3.0027624309392262,2.7111976231943444,144.9,0.09017351868283544,-0.29846153846153844,0.1096121416526138
2021-02-10,CLNE,Medium,3DGapFade,3,B,CAUTION,0.3252839957041805,0.6943904146891773,1.2338604685848313,3,0.048819742489270394,0.4371626831148805,0.758490566037736,1.1852286049237986,1.1943868901864758,18.64,0.07880441446965053,-0.13350383631713553,0.12576687116564428
2021-02-10,VERU,Medium,3DGapFade,5,A+,GO,0.5081350863907266,4.356636907189328,6.476906114753501,2,0.1619097042034251,0.7687012391005047,1.1578947368421053,1.1269315673289184,1.2893870810611727,192.7,0.11816220624212323,-0.14113443501563194,0.23326959847036358
2021-02-10,GSAT,Medium,3DGapFade,5,A+,GO,0.5903406549343273,5.081850533807828,4.234841917514466,5,0.3990384615384615,0.7777777777777777,0.5182481751824817,4.621621621621622,2.132058424936004,31.2,0.09649725274725277,-0.17525773195876285,0.1944444444444445
2021-02-10,ONTX,Medium,3DGapFade,5,A+,GO,0.32518620659862196,1.8517497933314975,1.5725561385749935,2,0.07500000000000008,0.38584132116872616,0.5987210231814548,1.6755852842809367,1.1130629551889784,18.0,0.10800595238095236,-0.10077519379844975,0.36363636363636337
2021-02-10,KALV,Medium,3DGapFade,5,A+,GO,0.761508848172124,5.664524347171559,18.458871085451882,3,0.10119402985074628,1.20249835634451,1.0628078817733992,0.9964243146603098,0.9068978471977142,33.5,0.09206289978678038,0.015451341827053409,0.4604200323101781
2021-02-10,APHA,Medium,3DGapFade,5,A+,GO,0.382908007178608,2.4692632647618074,2.2920643897201973,3,0.30652631578947376,0.4247150569886021,0.8171384850803366,2.4620991253644315,1.309457593496567,23.75,0.06991218045112782,-0.15243312922977764,0.3862704918032787
2021-02-10,CTRM,Medium,3DGapFade,4,A,GO,0.37440515543727854,1.4500128501670524,0.8753838325521145,3,0.10377358490566038,0.4043455219925807,2.2615384615384615,4.698924731182796,2.2318452616879996,106.0,0.13109838274932614,0.017094017094017096,0.43478260869565216
2021-02-10,OGI,Medium,3DGapFade,5,A+,GO,0.5954788803328684,4.031152306257884,4.957277571837289,2,0.3501144164759726,0.8675213675213677,1.4277777777777778,2.121428571428572,1.5787796530154612,17.48,0.08940666884602812,0.01694915254237282,0.8025477707006371
2021-02-10,TLRY,Medium,3DGapFade,5,A+,GO,0.5254604069474875,2.8619277327750963,2.883666026500354,2,0.5544273907910271,0.646578538102644,1.2538584353379456,4.05973715651135,2.053242493060812,423.5,0.09265474784955306,-0.02916603372322639,0.8455000000000001
2021-02-11,KALV,Medium,3DGapFade,5,A+,GO,0.6497675181972913,1.7722787463571752,2.1075254468509863,4,0.09183128670581948,1.3997437540038438,1.3515379786566228,1.3951406649616367,1.0895156072201524,37.46,0.0932375486232934,-0.011002444987774957,0.27777777777777846
2021-02-11,CTRM,Medium,3DGapFade,4,A,GO,0.3918223181788243,1.532968340871221,0.8544902169978675,4,0.33613445378151263,0.20323559150657222,1.8,6.0,2.4136937887984944,119.0,0.12608043217286916,0.0880503144654088,0.6
2021-02-11,OGI,Medium,3DGapFade,5,A+,GO,0.769289565328286,3.010958904109588,4.50621483379983,3,0.07500000000000002,0.8181818181818182,2.4482758620689653,3.4117647058823524,2.355704697986577,24.0,0.08690476190476189,-0.4310077519379845,0.03806228373702418
2021-02-11,SNDL,Medium,3DGapFade,5,A+,GO,0.9294872628344357,3.3165443059586814,3.3376378302054848,3,0.34237288135593225,1.3046874999999998,3.4615849969751964,5.385281385281385,3.0352365058955493,29.5,0.11345278450363196,-0.398989898989899,0.12707182320441993
2021-02-11,ITRM,Medium,3DGapFade,5,A+,GO,0.4878235591067756,2.094017094017094,3.503021404822367,4,0.07692307692307689,0.7727272727272727,0.4000000000000001,1.8384279475982535,1.27539819468407,40.95,0.12244897959183673,-0.20068027210884357,0.13422818791946312
2021-02-16,SHIP,Medium,3DGapFade,5,A+,GO,0.4356533306656706,3.2811474641417457,5.377570433891482,2,0.17910447761194018,0.534351145038168,0.6611570247933886,2.7388392857142856,1.5248020982235948,20.1,0.11372068230277185,-0.04641350210970455,0.512820512820513
2021-02-16,RIOT,Medium,3DGapFade,5,A+,GO,0.39374864882081445,1.8074775880180949,1.8005033013008491,2,0.11698457792207793,0.34792122538293213,1.5053380782918149,1.900529723366687,1.5379298979266018,49.28,0.10182716836734693,0.08093378145153962,0.7443810074438096
2021-02-17,SENS,Medium,3DGapFade,4,A,GO,0.36633374263936574,1.634163701067616,0.9710748524179162,2,0.055028462998102434,0.38320209973753283,0.8556338028169016,4.666666666666667,2.1820712325061558,105.4,0.09521550555706154,-0.14388489208633093,0.15789473684210525
2021-02-18,ONTX,Medium,3DGapFade,5,A+,GO,0.3059840183289692,2.5486346600035708,6.269237796488433,2,0.09271523178807954,0.30172413793103453,1.2170019086771398,0.8192771084337349,1.2844935837501399,22.65,0.1325212866603595,0.06666666666666661,0.6046511627906975
2021-02-19,EBON,Medium,3DGapFade,5,A+,GO,0.41536601163775416,3.2380610952741655,5.961169050965769,4,0.04340124003542955,0.432741116751269,1.1628352490421456,0.8477905073649753,1.0300278701789085,338.7,0.10941604454004808,-0.06112054329371808,0.17682926829268272
2021-02-25,AMC,Medium,3DGapFade,4,A,GO,0.3069708619950613,2.588541666666666,1.3635891750621538,4,0.198019801980198,0.3877862595419848,0.013377926421404713,2.9694323144104806,0.8843283582089553,90.9,0.1206977840641207,-0.23875114784205692,0.13968253968253985
2021-02-26,GME,Medium,3DGapFade,5,A+,GO,0.5582640608131155,4.162740290658423,3.560467988307258,2,0.08029062816150087,1.4178341116299757,1.032336448598131,2.4627388535031853,0.8147436025823335,27.1825,0.1848812917975063,-0.13383279414268687,0.2766256590509665
2021-02-26,CDXC,Medium,3DGapFade,5,A+,GO,0.8314291625565213,7.757939002185735,17.558736938255382,2,0.08591248665955192,0.9643605870020965,2.7706237424547284,3.082788671023965,2.2754793490989806,18.74,0.09399260558011893,-0.31547911547911556,0.025074855819579026
2021-03-09,EYES,Large,3DGapFade,5,A+,GO,1.6468520964826032,4.199744423447915,5.925783724772787,2,0.5921835174171622,7.230769230769231,3.8237704918032787,4.631578947368421,3.9593393165634345,11.77,0.12299975725209371,-0.17395944503735317,0.3223388305847077
2021-03-10,GME,Large,3DGapFade,4,A,GO,0.6255455034344817,1.2073346266975407,1.019433073357452,5,0.09125151883353584,0.7925076230579352,4.374401393121463,0.6684687119881066,2.051697158918149,61.725,0.13868252039576462,-0.016442118546561284,0.5269121813031161
2021-03-15,EBON,Medium,3DGapFade,5,A+,GO,0.3551997910517825,2.5833703868385953,3.3611851395021866,2,0.08076923076923073,0.5116279069767441,0.23662306777645653,1.0272904483430798,0.588246972404209,312.0,0.1544642857142857,0.004448398576512456,0.2565445026178008
2021-04-27,MVIS,Medium,3DGapFade,5,A+,GO,0.6499616852099878,3.1978435128041425,6.971460809683544,4,0.045007564296520336,1.0121765601217656,0.7258485639686685,0.4833099579242638,0.7038278128624825,26.44,0.09520882861465313,-0.27035830618892503,0.1101021566401815
2021-05-28,AMC,Medium,3DGapFade,5,A+,GO,0.5658696522655133,4.729213440052869,5.023474652690463,4,0.19947209653092018,0.6160877513711152,1.7886435331230284,1.8424437299035368,1.3492727176089148,265.2,0.09129417151475974,-0.17887456774599192,0.1553784860557769
2021-06-03,BB,Large,3DGapFade,5,A+,GO,0.41424968008068513,4.271239941941577,9.555059751688045,5,0.2419672131147542,0.5143992055610724,0.9182389937106917,0.7609699769053118,0.6838548682728619,15.25,0.06647587822014049,-0.16156282998944035,0.35098335854765506
2021-06-07,LEDS,Medium,3DGapFade,5,A+,GO,0.5281396609445351,3.001534830226938,3.5413998949783427,2,0.2757756097560976,0.673469387755102,1.4463007159904533,4.631868131868131,2.0940594059405937,20.5,0.1738947735191638,-0.07469009765460713,0.10506798516687242
2021-06-08,ATOS,Medium,3DGapFade,5,A+,GO,0.4146295741673006,3.1204655267842445,3.883503141627001,8,0.04825291181364386,0.3536036036036038,0.8606811145510836,2.0663265306122454,1.3274726976996363,90.15,0.07944972664606607,-0.03650793650793654,0.625
2021-06-08,CLOV,Medium,3DGapFade,5,A+,GO,0.335833603338581,3.1693148812574754,5.979753463603573,5,0.39555369127516793,0.3333333333333334,0.7478005865102638,0.2928416485900216,0.453339510839084,11.92,0.07014621284755512,0.3315299068229634,0.6771196283391404
2021-06-08,LEDS,Medium,3DGapFade,5,A+,GO,0.5540710733185622,1.9225513611140814,1.5297370985597525,3,0.07851239669421496,0.6026490066225165,1.8205128205128205,5.4190981432360745,2.44945549917327,24.2,0.1738822314049587,-0.010344827586207016,0.7804347826086954
2021-06-09,CLOV,Medium,3DGapFade,5,A+,GO,0.9146633004483562,4.998341350140985,12.80755372733298,6,0.2641083521444696,1.461111111111111,2.177905308464849,1.397186147186147,1.6080301424702694,22.15,0.07776846178652048,-0.39571428571428563,0.009958506224066473
2021-06-16,TRCH,Medium,3DGapFade,5,A+,GO,0.4633461163586996,4.147644487615346,13.361186965962228,3,0.1459566074950689,0.625,1.2139737991266377,1.5350000000000001,1.2702847931219774,10.14,0.08702451394759089,0.030981067125645544,0.4604064470918011
2021-06-28,ALF,Large,3DGapFade,5,A+,GO,0.5365956177252088,2.895348687844417,2.4069044120452205,2,0.1590526315789473,0.42381348875936736,3.8997134670487106,3.9854227405247817,,17.1,0.16259189640768587,-0.06204906204906209,0.17684210526315786
2021-07-01,CUEN,Medium,3DGapFade,5,A+,GO,0.912778724114523,4.83933992605729,19.52478072505927,7,0.12540192926045016,1.2700729927007302,1.2618181818181817,1.5491803278688525,1.3410107445618547,80.86,0.11461529627928341,-0.04857142857142859,0.4779874213836475
2021-07-01,S,Medium,3DGapFade,4,A,GO,1.809762984927298,1.6014227323081627,0.7983863687480008,3,0.041882352941176496,4.035545023696683,4.498059508408796,,,42.5,0.07919428571428572,-0.09575429087624214,0.020790020790021076
2021-07-06,MRIN,Medium,3DGapFade,5,A+,GO,0.8432511122527635,2.0288367398870855,1.8915189397622867,2,0.3385904386397241,0.8909599254426841,11.296969696969695,12.09032258064516,5.927751980333242,121.74,0.16324508906569035,-0.11119293078055967,0.45359019264448325
2021-07-07,S,Medium,3DGapFade,4,A,GO,0.6552999691785206,1.1691582522701545,0.2708878251851253,2,0.07030303030303024,0.23626373626373628,5.257901390644753,,,49.5,0.08743232323232324,-0.028123820309550678,0.3976470588235306
2021-07-09,CARV,Medium,3DGapFade,5,A+,GO,0.6808922688036582,6.3175435288966195,15.767728789779413,2,0.570580173595249,1.233673469387755,0.915135608048994,1.73625,1.1150167152988464,21.89,0.16096488938197479,-0.2292030250145434,0.13513513513513514
2021-07-12,CARV,Medium,3DGapFade,5,A+,GO,0.6859355047214177,3.7876959840185553,6.975574051952778,3,0.1407547169811321,1.5047258979206048,1.6473526473526476,2.212121212121212,1.4758025337269705,26.5,0.18431078167115902,-0.28217002977174993,0.0528523489932885
2021-07-21,NURO,Medium,3DGapFade,5,A+,GO,1.153191102855117,10.395059701356393,19.89959479039098,2,0.7340637450199204,2.1083591331269345,1.8685714285714283,1.9970149253731342,1.959207734024994,80.32,0.07799445076835516,0.19471568064330846,0.22033158813263526
2021-07-22,NURO,Medium,3DGapFade,5,A+,GO,1.6361557495151378,8.133242423243919,4.7876520811832775,3,0.8548076923076922,5.38036809815951,5.099706744868035,5.099706744868035,4.547850208044383,166.4,0.1354838598901099,-0.35899429756350437,0.19885714285714287
2021-08-09,BTBT,Large,3DGapFade,5,A+,GO,0.4777965899173888,1.8728393206072453,2.0227263967570517,3,0.08262108262108257,0.342769701606733,3.0813953488372094,1.6793893129770994,1.3254273221147477,17.55,0.1353886853886854,-0.1421052631578947,0.08829568788501059
2021-08-11,FULC,Medium,3DGapFade,5,A+,GO,0.8604619007860489,6.299673067595968,19.29665375558814,5,0.2599893446989877,1.317283950617284,1.0671806167400881,0.9737118822292324,1.081485095812633,18.77,0.08473856457873508,-0.14587737843551796,0.2034700315457412
2021-08-12,AHPI,Medium,3DGapFade,4,A,GO,0.32782959274518414,1.5184475887672066,1.3558641323546807,3,0.2765957446808511,0.2539525691699605,1.0533980582524272,2.043165467625899,1.2616692509223117,12.69,0.18163796014859843,-0.154320987654321,0.2773333333333331
2021-08-27,SPRT,Medium,3DGapFade,5,A+,GO,0.6213390837574237,2.7439024390243896,4.63105360373378,6,0.9614213197969544,0.68808911739503,1.7629733520336606,3.9373433583959896,2.065956983222834,19.7,0.10489340101522841,-0.31858178053830233,0.0
2021-08-30,SPRT,Medium,3DGapFade,5,A+,GO,0.7569309385834495,6.8854895207991795,5.380414309314055,7,0.397265476642613,0.8861031518624639,2.3886743886743886,4.997722095671982,2.8324939594189398,26.33,0.18400954912918452,-0.01087251970644193,0.509761388286334
2021-09-10,CEI,Medium,3DGapFade,5,A+,GO,0.5317723574891801,3.1670796078853822,3.436815563930814,6,0.06153846153846154,0.33662348344643217,2.7967289719626165,1.6677611327724198,1.4050735952520146,65.0,0.10201098901098901,0.10144927536231885,0.5333333333333333
2021-09-27,APOP,Medium,3DGapFade,4,A,GO,1.2050528870383388,2.2882889676494997,0.04307746227935808,2,0.40611814345991554,2.291666666666667,1.834080717488789,3.8615384615384616,2.7186678696112656,18.96,0.0899254068716094,-0.19842460615153784,0.04095563139931734
2021-09-28,CEI,Medium,3DGapFade,5,A+,GO,0.455923105670723,1.6788959125185472,1.681173670718172,3,0.058823529411764705,0.43157894736842106,1.7966275961340736,5.886075949367089,2.3439635311271374,136.0,0.12919905462184875,0.11805555555555555,0.7317073170731707
2021-09-30,CEI,Medium,3DGapFade,5,A+,GO,0.42805392828581557,3.848527349228611,3.3565299273885834,5,0.20760233918128654,0.25735294117647056,1.6307692307692307,8.117568648360438,2.6903634036804367,171.0,0.1489139515455305,-0.07506053268765134,0.40860215053763443
2021-10-01,PALT,Medium,3DGapFade,5,A+,GO,0.7511605364686368,2.944629541488181,7.286781107434859,2,0.1788079470198676,1.0171755725190839,2.02,2.0461095100864553,,10.57,0.14907757805108796,-0.19181380417335478,0.046321525885558566
2021-10-21,HX,Medium,3DGapFade,5,A+,GO,1.312201538310441,6.3199669284828435,12.105085749542415,8,0.1648118706942236,1.8290854572713644,7.424107142857143,9.601123595505618,5.9306610682694,18.87,0.09156635627223861,-0.5841674249317561,0.011194029850746294
