date,ticker,cap,setup_type,score,grade,recommendation,selloff_total_pct,consecutive_down_days,pct_off_30d_high,gap_pct,prior_day_range_atr,prior_day_rvol,pct_from_200mav,pct_from_50mav,pct_change_3,pct_change_15,pct_change_30,pct_off_52wk_high,current_price,atr_pct,bounce_day_return,bounce_low_to_close,bounce_day_close_position,review_status
2022-05-10,UNG,Medium,GapFade_strongstock,4,C,NO-GO,-0.1700238989416183,2,-0.1960978835978836,-0.04607157548334,1.2093549603923042,1.098186330475445,0.4275312107296792,0.1574647189898488,-0.192358803986711,-0.0272108843537414,0.2648283038501561,-0.1960978835978836,97.24,0.0778926955397543,0.0689952565761103,0.0699179974104444,0.6585365853658534,
2022-05-10,PTON,Medium,GapFade_weakstock,4,C,NO-GO,-0.2374527792768483,3,-0.5603609209707529,-0.1436659589525832,0.8919176640799681,1.5703042933750695,-0.7520129206006974,-0.3972794396788902,-0.1693121693121693,-0.4239706481858948,-0.496615603847524,-0.8910562837316885,14.13,0.1229885754726518,0.0661157024793389,0.1466666666666667,0.7401094464878444,
2022-05-10,ATER,Medium,GapFade_weakstock,4,C,NO-GO,-0.2745454545454545,5,-0.4504132231404958,-0.1854636591478697,0.6722408375870316,0.2586151879523511,-0.27639721984195,0.0879048969353255,-0.1906693711967544,-0.3179487179487179,0.5585937500000001,-0.7910994764397906,47.88,0.1714983888292158,0.0953846153846153,0.1159874608150469,0.6379310344827582,
2022-05-10,AR,Medium,GapFade_strongstock,4,C,NO-GO,-0.1564346262522475,3,-0.1630988786952089,-0.0009135200974421,1.418313733218239,1.3592641156334375,0.562935024450605,0.0709557073068921,-0.1289124668435013,-0.0777871384442571,0.0569681364660445,-0.1630988786952089,32.84,0.0783641465112232,-0.0030478512648583,0.0572621725751816,0.6533412007670752,
2022-05-11,U,Medium,GapFade_weakstock,6,A,GO,-0.2871741706161136,4,-0.5624147649786344,-0.3282775815499689,1.3713094929276384,4.063054556823511,-0.6018513539783842,-0.4360827375470711,-0.1606208580397628,-0.4254506386534558,-0.5368552732871439,-0.7708095238095238,48.13,0.1378764358434003,-0.0627899783482832,0.0341296928327645,0.1834862385321101,REJECT
2022-05-11,ILMN,Medium,GapFade_weakstock,4,C,NO-GO,-0.2811375089992801,4,-0.4081528181916155,-0.0190285428142212,1.0108246828763816,1.8705499741082512,-0.4312630803730875,-0.3259522646432858,-0.1179682794619555,-0.3617398378708197,-0.3852805372883728,-0.5823764258555134,219.67,0.0815589943356593,-0.0113230312311476,0.0225581953443725,0.2915632754342441,
2022-05-11,AMC,Medium,GapFade_weakstock,6,A,GO,-0.2448979591836735,4,-0.6551121468103699,-0.0236486486486487,1.8887294344023944,1.8445207381774285,-0.5873104948265676,-0.3351153440104226,-0.1395348837209301,-0.3171856978085351,-0.5978260869565217,-0.8059016393442623,118.4,0.1122411920849421,-0.1029411764705881,0.0458900655572364,0.2622478386167146,REJECT
2022-05-11,MNDY,Medium,GapFade_weakstock,5,B,CAUTION,-0.2011205704722404,4,-0.3797175141242938,-0.0521905455870298,1.170376737227481,1.332485088480724,-0.580997218224541,-0.2388021620542288,-0.1113719142047753,-0.1976174815464445,-0.344302436693741,-0.7560222222222222,109.79,0.1409386100737771,-0.0911973861233904,0.0863871338311314,0.3280977312390923,REJECT
2022-05-11,CAR,Medium,GapFade_strongstock,5,B,CAUTION,-0.2006339144215531,4,-0.3075655887736425,-4.405674508763285e-05,0.7690859876223339,0.7875292760020588,0.1839282444969869,-0.1062477605005454,-0.1128742280934887,-0.2893995366601967,-0.1589595375722543,-0.5836069784080277,226.98,0.114596597560515,-0.0156848922765123,0.023126946327166,0.281180400890868,REJECT
2022-05-11,TTD,Medium,GapFade_weakstock,5,B,CAUTION,-0.2858308847535096,4,-0.4241905764674915,-0.0374857142857142,1.3482137462561612,2.607412978005582,-0.4328431153311904,-0.3240445466231582,-0.1056827473426001,-0.346234309623431,-0.403381971907814,-0.6165308090104303,43.75,0.132408,0.0292092139634292,0.0595281750397262,0.6188055908513344,REJECT
2022-05-11,UPST,Medium,GapFade_weakstock,6,A,GO,-0.6286754064021177,4,-0.7319776714513557,-0.0586135078845581,0.8577274566144206,5.7317001156879455,-0.8133559349800048,-0.6634648600640629,-0.5993562999165574,-0.5779228933818912,-0.7203128900723974,-0.9162868107018384,33.61,0.3278037998894886,-0.1150442477876106,0.1010617381046008,0.3650568181818183,REJECT
2022-05-11,MTCH,Medium,GapFade_weakstock,3,F,NO-GO,-0.1378252331860579,4,-0.3856849285120896,-0.0093950177935942,1.058634602645684,1.501050983560147,-0.4491680084620339,-0.2488687589280367,-0.0515728365060077,-0.1698180099267313,-0.3680280676502339,-0.614010989010989,70.25,0.0911749872902897,0.0022991809167983,0.024529964747356,0.4206549118387915,
2022-05-11,COIN,Medium,GapFade_weakstock,7,A+,GO,-0.41608,4,-0.6470332221093864,-0.2485956980408274,1.3782744020902404,4.415743295217888,-0.6840497044918922,-0.5361343640611217,-0.2964141122035859,-0.5039081084754978,-0.6431330367183299,-0.8021415017619951,72.99,0.1907549957919872,-0.0205123529948035,0.0711864406779661,0.320754716981132,REJECT
2022-05-11,ATER,Medium,GapFade_weakstock,4,C,NO-GO,-0.3527272727272727,6,-0.509641873278237,-0.0168539325842696,0.8972474833976067,0.2660821990103886,-0.3506996849251983,-0.0323457461266649,-0.175925925925926,-0.2344086021505376,0.2992700729927006,-0.8136125654450261,42.72,0.1815790529695024,-0.1857142857142856,0.0961538461538462,0.2314814814814818,
2022-05-11,CTVA,Medium,GapFade_strongstock,3,F,NO-GO,-0.0626441881100266,4,-0.1486137975499677,-0.0003786444528588,1.03803987933191,0.9529458995543688,0.0891676074707577,-0.0692543814823561,-0.0523860782203086,-0.1386170906718851,-0.0897811476822333,-0.1486137975499677,52.82,0.0385961756910261,0.0151515151515152,0.0201751046821469,0.5463917525773214,
2022-05-11,CVNA,Medium,GapFade_weakstock,6,A,GO,-0.354225352112676,4,-0.7382243791036254,-0.0258996728462378,0.7098260794601936,1.4182368332520745,-0.8359828864150187,-0.645437374457958,-0.2108433734939758,-0.6034594594594594,-0.7355252721897757,-0.9026616776795904,36.68,0.2665496962143636,-0.160369437447523,0.0298661174047374,0.0914826498422713,REJECT
2022-05-11,SI,Medium,GapFade_weakstock,6,A,GO,-0.3336437718277066,4,-0.4721018168403578,-0.0811786629396692,1.114384739120101,1.5555642803202974,-0.3662715643703791,-0.3313677757582272,-0.2300242130750605,-0.3690012493569486,-0.4651133815100922,-0.6411435258714369,85.86,0.1504999833616185,-0.0935479781974901,0.0214240516725445,0.1007327114352688,REJECT
2022-05-12,APPS,Medium,GapFade_weakstock,6,A,GO,-0.3178984861976847,5,-0.5141649048625793,-0.0387293298520452,1.1555610866164132,1.91361862279256,-0.5800590165102776,-0.3869351559873866,-0.1178502879078694,-0.316884661117717,-0.4905785856794502,-0.755479889338157,22.98,0.122384682332463,0.0814848347668628,0.1060185185185184,0.7178683385579939,REJECT
2022-05-12,Z,Medium,GapFade_weakstock,3,F,NO-GO,-0.1768802228412255,5,-0.3633752244165171,-0.0109983079526226,0.7727609178386379,0.9378980788949222,-0.4805430712707798,-0.2549387099892002,-0.0462614308768154,-0.1833256563795486,-0.3248286367098248,-0.7156375300721732,35.46,0.0952481669486745,0.0821214713430283,0.0946062878569368,0.8058968058968061,
2022-05-12,TNA,Medium,GapFade_weakstock,4,C,NO-GO,-0.3030363563723532,5,-0.4959527417772686,-0.0154772141014617,1.0483750187209828,1.6989911834983749,-0.5402965212607918,-0.3759256476850758,-0.0742902626691429,-0.3750671681891456,-0.4646309651680221,-0.6947773598110402,34.89,0.1394288170986365,0.0521106259097525,0.0689145223306713,0.6996996996996996,
2022-05-12,BILL,Medium,GapFade_weakstock,5,B,CAUTION,-0.4275392116548199,5,-0.6020662338192658,-0.024217547460236,0.8894475704407395,1.2509423364639498,-0.5887829092353789,-0.4995732636039557,-0.0969326290427207,-0.4533879291002917,-0.5802283006676717,-0.7203690153373793,97.45,0.1939391629407022,0.0515301293511409,0.1126070991432067,0.6769230769230767,SKIP
