date,ticker,cap,setup_type,score,grade,recommendation,selloff_total_pct,consecutive_down_days,pct_off_30d_high,gap_pct,prior_day_range_atr,prior_day_rvol,pct_from_200mav,pct_from_50mav,pct_change_3,pct_change_15,pct_change_30,pct_off_52wk_high,current_price,atr_pct,bounce_day_return,bounce_low_to_close,bounce_day_close_position
2022-10-03,XPEV,Medium,GapFade_weakstock,3,F,NO-GO,-0.18038408779149526,4,-0.45082720588235303,-0.0066945606694560735,0.8435852372583471,0.967323600263321,-0.5814507372771531,-0.3797942681572365,-0.10352588147036765,-0.26955990220048903,-0.4373822975517891,-0.7883082373782108,11.95,0.09523012552301256,-0.011794439764111105,0.027145359019264494,0.6078431372549032
2022-10-03,UNG,Medium,GapFade_strongstock,3,F,NO-GO,0.0012847965738756995,2,-0.32231884057971016,-0.047476475620188176,0.7143237439437782,0.8162632514368857,0.04389679798721688,-0.18726318350888171,-0.02947281029472814,-0.194071009996553,-0.27051482059282367,-0.32231884057971016,93.52,0.06885860931198828,0.008531656937584252,0.03502304147465445,0.9156626506024095
2022-10-03,DOCU,Medium,GapFade_weakstock,3,F,NO-GO,-0.002797463632972745,2,-0.2158674292418243,-0.03927435945389941,1.128550917100756,0.6707971221419511,-0.405417847694896,-0.14181619747696858,-0.033267040318206535,-0.18565336582394149,-0.18886529126213597,-0.7923293523643072,53.47,0.05452109326992439,0.030367919018882663,0.031975043868200444,0.6963906581740967
2022-10-04,JDST,Medium,GapFade_strongstock,6,A,GO,-0.2801578354002255,5,-0.3239809422975119,-0.042286609240407246,0.738226403367518,1.3941680994206442,0.13843534231065815,-0.08055411554633951,-0.15765171503957778,-0.0923951670220326,-0.07864357864357858,-0.3239809422975119,127.7,0.1187951672446582,-0.022894521668029414,0.02660584349200617,0.3560998045302976
2022-10-05,MRTX,Medium,GapFade_weakstock,4,C,NO-GO,-0.02439374372219835,4,-0.22861356932153398,-0.021620826592145887,1.041728212703099,1.0761182947580454,-0.18227242632002752,-0.1121239030505643,-0.026489117983963466,-0.1694356217933057,-0.1090289608177173,-0.5589933190633716,67.99,0.056899123820729924,0.0539687312086591,0.06744823386114483,0.909650924024641
2022-10-07,ARRY,Medium,GapFade_strongstock,4,C,NO-GO,-0.06971556051310653,2,-0.28041415012942195,-0.022781774580335673,1.2000201684061902,0.5441048047357525,0.2758658275630618,-0.1379889509614938,-0.09691391445587436,-0.063973063973064,-0.24864864864864863,-0.305,16.68,0.07643756423432681,0.012269938650306704,0.03125,0.8064516129032245
2022-10-07,DRIP,Medium,GapFade_weakstock,3,F,NO-GO,-0.29030612244897963,5,-0.392841553906591,-0.0007189072609633204,0.4669046965119472,1.1426658952324433,-0.4669461590711604,-0.18504848112019218,-0.06013513513513517,-0.16355983162958504,-0.0252277505255781,-0.7840062111801243,13.91,0.13087706685837522,0.026618705035971166,0.06017830609212472,0.7941176470588226
2022-10-07,RUM,Medium,GapFade_strongstock,3,F,NO-GO,-0.04683840749414517,2,-0.2913522925130586,-0.014742014742014864,0.38665583920393415,0.32576371116066755,,,-0.09421364985163201,,,-0.2913522925130586,12.21,0.1419170469170469,0.019950124688279322,0.05051369863013697,0.9365079365079351
2022-10-07,CCL,Large,GapFade_weakstock,4,C,NO-GO,-0.06559571619812575,2,-0.3761897527101784,-0.011461318051575941,0.8232191912973975,1.209621475430338,-0.5313234405425367,-0.2765489935946602,-0.1005154639175257,-0.35130111524163565,-0.3377609108159392,-0.7074160393018225,6.98,0.1113804748260336,-0.02028985507246385,0.028919330289193225,0.45389393215480095
2022-10-07,CVNA,Medium,GapFade_weakstock,3,F,NO-GO,-0.039981826442526236,2,-0.5027065191809839,-0.03265499290108839,0.735493312201087,0.964452582203338,-0.7413377843310437,-0.3922432637658482,-0.09157351676698204,-0.3581409477521264,-0.4510262405819694,-0.928783282777216,21.13,0.1335180177134744,-0.057240704500978554,0.02445507708665608,0.2804878048780492
