ticker,date,node,px,short_pnl_pct,below_hod_pct,vs_vwap_pct,vwap_slope15,below_open,made_new_hod,mae_pct,dist_to_pm_high_pct,fwd_to_low_pct,fwd_30min_pct,eod_close_pct,setup,grade,cap
CODX,2020-02-28,13:00,372.75,42.66,-42.87,-25.47,-0.61,True,False,0.37,-52.21,9.86,-2.78,-6.24,3DGapFade,A,Micro
CODX,2020-02-28,14:00,393.9,39.41,-39.63,-19.29,-0.37,True,False,0.37,-49.5,6.7,-8.23,-0.53,3DGapFade,A,Micro
CODX,2020-02-28,15:00,404.1,37.84,-38.07,-16.05,-0.2,True,False,0.37,-48.19,9.06,7.38,2.0,3DGapFade,A,Micro
CODX,2020-02-28,15:45,384.6,40.84,-41.06,-19.39,-0.33,True,False,0.37,-50.69,0.16,-2.96,-2.96,3DGapFade,A,Micro
AHPI,2020-02-28,09:30,37.3,9.99,-10.12,-3.62,,True,False,0.14,-44.49,57.51,-1.82,33.86,2DGapFade,C,Micro
AHPI,2020-02-28,09:45,31.63,23.67,-23.78,-14.42,-4.5,True,False,0.14,-52.93,49.89,-42.08,22.0,2DGapFade,C,Micro
AHPI,2020-02-28,10:00,37.98,8.35,-8.48,8.08,-4.92,True,False,0.14,-43.48,58.27,1.4,35.04,2DGapFade,C,Micro
AHPI,2020-02-28,10:30,37.45,9.63,-16.78,0.1,1.42,True,True,8.59,-44.27,57.68,14.02,34.13,2DGapFade,C,Micro
AHPI,2020-02-28,11:00,32.2,22.3,-28.44,-11.39,-0.78,True,True,8.59,-52.08,50.78,5.28,23.39,2DGapFade,C,Micro
AHPI,2020-02-28,11:30,30.5,26.4,-32.22,-15.52,-0.41,True,True,8.59,-54.61,48.03,22.2,19.11,2DGapFade,C,Micro
AHPI,2020-02-28,12:00,23.73,42.74,-47.27,-32.18,-1.25,True,True,8.59,-64.69,33.21,18.96,-3.96,2DGapFade,C,Micro
AHPI,2020-02-28,13:00,19.2,53.67,-57.33,-38.4,-2.64,True,True,8.59,-71.43,1.51,-30.73,-28.49,2DGapFade,C,Micro
AHPI,2020-02-28,14:00,24.14,41.74,-46.35,-20.01,-0.62,True,True,8.59,-64.08,10.69,-12.05,-2.19,2DGapFade,C,Micro
AHPI,2020-02-28,15:00,24.85,40.04,-44.78,-16.54,-0.32,True,True,8.59,-63.02,13.23,0.28,0.72,2DGapFade,C,Micro
AHPI,2020-02-28,15:45,24.0,42.08,-46.67,-18.49,-0.65,True,True,8.59,-64.29,2.04,-2.79,-2.79,2DGapFade,C,Micro
APT,2020-02-28,09:30,32.29,13.27,-13.27,-4.85,,True,False,0.0,-34.1,48.56,-13.7,38.12,3DGapFade,B,Micro
APT,2020-02-28,09:45,35.48,4.71,-6.64,1.68,2.82,True,True,2.07,-27.6,53.18,-12.32,43.68,3DGapFade,B,Micro
APT,2020-02-28,10:00,36.72,1.38,-7.03,3.63,1.54,True,True,6.07,-25.07,54.76,-0.26,45.58,3DGapFade,B,Micro
APT,2020-02-28,10:30,36.81,1.13,-11.49,0.25,0.55,True,True,11.71,-24.88,54.88,5.0,45.72,3DGapFade,B,Micro
APT,2020-02-28,11:00,34.97,6.07,-15.92,-3.48,-0.63,True,True,11.71,-28.63,52.5,19.85,42.87,3DGapFade,B,Micro
APT,2020-02-28,11:30,28.03,24.71,-32.6,-21.61,-1.11,True,True,11.71,-42.8,40.74,22.26,28.72,3DGapFade,B,Micro
APT,2020-02-28,12:00,21.79,41.47,-47.61,-37.12,-1.13,True,True,11.71,-55.53,23.77,10.74,8.31,3DGapFade,B,Micro
APT,2020-02-28,13:00,20.02,46.23,-51.86,-33.7,-1.13,True,True,11.71,-59.14,7.54,-6.99,0.2,3DGapFade,B,Micro
APT,2020-02-28,14:00,22.21,40.34,-46.6,-24.63,-0.68,True,True,11.71,-54.67,10.04,-10.22,10.04,3DGapFade,B,Micro
APT,2020-02-28,15:00,24.79,33.41,-40.39,-14.46,-0.24,True,True,11.71,-49.41,19.4,13.47,19.4,3DGapFade,B,Micro
APT,2020-02-28,15:45,20.05,46.15,-51.79,-30.05,-0.4,True,True,11.71,-59.08,0.35,0.35,0.35,3DGapFade,B,Micro
NKLA,2020-06-09,09:30,2593.2,7.18,-8.03,-2.67,,True,False,0.92,-11.26,34.06,27.99,8.1,2DGapFade,A,Medium
NKLA,2020-06-09,09:45,2204.09,21.11,-21.83,-4.84,-13.06,True,False,0.92,-24.58,22.42,14.18,-8.13,2DGapFade,A,Medium
NKLA,2020-06-09,10:00,1867.33,33.16,-33.78,-14.78,-5.4,True,False,0.92,-36.1,8.43,-12.94,-27.63,2DGapFade,A,Medium
NKLA,2020-06-09,10:30,2109.0,24.51,-25.2,0.97,-0.52,True,False,0.92,-27.83,2.56,-13.51,-13.0,2DGapFade,A,Medium
NKLA,2020-06-09,11:00,2394.0,14.31,-15.1,11.19,2.4,True,False,0.92,-18.08,10.89,4.57,0.45,2DGapFade,A,Medium
NKLA,2020-06-09,11:30,2284.5,18.23,-18.98,4.93,0.46,True,False,0.92,-21.83,0.53,-4.07,-4.32,2DGapFade,A,Medium
NKLA,2020-06-09,12:00,2377.5,14.9,-15.68,8.65,0.29,True,False,0.92,-18.64,2.84,-2.37,-0.24,2DGapFade,A,Medium
NKLA,2020-06-09,13:00,2393.59,14.33,-15.11,8.06,0.2,True,False,0.92,-18.09,3.49,-9.3,0.43,2DGapFade,A,Medium
NKLA,2020-06-09,14:00,2490.0,10.88,-11.69,9.75,0.4,True,False,0.92,-14.79,7.23,0.29,4.29,2DGapFade,A,Medium
NKLA,2020-06-09,15:00,2457.0,12.06,-12.86,7.51,0.13,True,False,0.92,-15.92,4.46,-1.44,3.0,2DGapFade,A,Medium
NKLA,2020-06-09,15:45,2434.64,12.86,-13.66,5.98,0.19,True,False,0.92,-16.69,3.58,2.11,2.11,2DGapFade,A,Medium
WKHS,2020-07-06,09:30,64305.0,-1.2,-0.16,0.72,,False,False,1.37,-2.79,19.2,8.83,17.66,GapDownTrendBreak,B,Small
WKHS,2020-07-06,09:45,58950.3,7.22,-8.48,-2.8,-5.01,True,False,1.37,-10.88,11.86,1.88,10.18,GapDownTrendBreak,B,Small
WKHS,2020-07-06,10:00,58629.9,7.73,-8.97,-2.42,-0.93,True,False,1.37,-11.37,11.38,0.73,9.69,GapDownTrendBreak,B,Small
WKHS,2020-07-06,10:30,58200.0,8.4,-9.64,-2.1,-0.24,True,False,1.37,-12.02,10.72,-0.62,9.02,GapDownTrendBreak,B,Small
WKHS,2020-07-06,11:00,58560.0,7.84,-9.08,-1.5,-0.06,True,False,1.37,-11.47,11.27,7.43,9.58,GapDownTrendBreak,B,Small
WKHS,2020-07-06,11:30,54210.0,14.68,-15.84,-7.96,-0.85,True,False,1.37,-18.05,4.15,-4.72,2.32,GapDownTrendBreak,B,Small
WKHS,2020-07-06,12:00,56768.1,10.66,-11.86,-3.07,-0.11,True,False,1.37,-14.18,8.47,-3.0,6.73,GapDownTrendBreak,B,Small
WKHS,2020-07-06,13:00,57086.4,10.16,-11.37,-2.36,-0.03,True,False,1.37,-13.7,8.98,1.04,7.25,GapDownTrendBreak,B,Small
WKHS,2020-07-06,14:00,55710.0,12.32,-13.51,-4.28,-0.18,True,False,1.37,-15.78,6.73,2.69,4.95,GapDownTrendBreak,B,Small
WKHS,2020-07-06,15:00,52935.0,16.69,-17.82,-7.51,-0.26,True,False,1.37,-19.98,1.11,-2.76,-0.03,GapDownTrendBreak,B,Small
WKHS,2020-07-06,15:45,53760.0,15.39,-16.53,-5.68,-0.12,True,False,1.37,-18.73,2.62,1.51,1.51,GapDownTrendBreak,B,Small
LI,2020-11-13,09:30,38.42,0.88,-1.23,0.03,,True,False,0.36,-7.87,21.63,-1.3,18.93,2DGapFade,B,Medium
LI,2020-11-13,09:45,38.82,-0.16,-4.86,-1.26,2.36,False,True,5.28,-6.9,22.44,2.46,19.78,2DGapFade,B,Medium
LI,2020-11-13,10:00,38.92,-0.41,-4.62,-0.92,-0.09,False,True,5.28,-6.67,22.64,7.73,19.98,2DGapFade,B,Medium
LI,2020-11-13,10:30,35.91,7.35,-12.0,-7.1,-0.89,True,True,5.28,-13.88,16.15,11.19,13.27,2DGapFade,B,Medium
LI,2020-11-13,11:00,31.89,17.72,-21.85,-13.78,-2.3,True,True,5.28,-23.53,5.58,-2.92,2.33,2DGapFade,B,Medium
LI,2020-11-13,11:30,32.82,15.32,-19.57,-9.95,-0.4,True,True,5.28,-21.29,8.26,-1.46,5.1,2DGapFade,B,Medium
LI,2020-11-13,12:00,33.3,14.09,-18.39,-8.16,-0.22,True,True,5.28,-20.14,9.58,2.6,6.47,2DGapFade,B,Medium
LI,2020-11-13,13:00,33.56,13.42,-17.76,-6.51,-0.14,True,True,5.28,-19.52,10.28,0.89,7.19,2DGapFade,B,Medium
LI,2020-11-13,14:00,32.38,16.46,-20.65,-9.4,-0.15,True,True,5.28,-22.35,7.01,3.24,3.81,2DGapFade,B,Medium
LI,2020-11-13,15:00,30.74,20.69,-24.67,-12.95,-0.4,True,True,5.28,-26.28,1.66,-0.59,-1.32,2DGapFade,B,Medium
LI,2020-11-13,15:45,30.98,20.08,-24.08,-11.71,-0.15,True,True,5.28,-25.71,0.03,-0.54,-0.54,2DGapFade,B,Medium
XPEV,2020-11-24,09:30,71.75,0.58,-0.62,-0.12,,True,False,0.04,-8.01,12.52,7.06,1.52,2DGapFade,B,Medium
XPEV,2020-11-24,09:45,66.53,7.81,-7.85,0.0,-7.39,True,False,0.04,-14.71,4.25,0.06,-6.21,2DGapFade,B,Medium
XPEV,2020-11-24,10:00,66.69,7.6,-7.64,0.56,-0.32,True,False,0.04,-14.5,2.45,1.18,-5.96,2DGapFade,B,Medium
XPEV,2020-11-24,10:30,65.9,8.69,-8.73,-0.9,-0.04,True,False,0.04,-15.51,0.15,-5.24,-7.22,2DGapFade,B,Medium
XPEV,2020-11-24,11:00,69.35,3.91,-3.95,4.0,0.28,True,False,0.04,-11.09,4.83,-6.01,-1.89,2DGapFade,B,Medium
XPEV,2020-11-24,11:30,73.52,-1.86,-1.31,8.21,1.27,False,True,3.21,-5.75,10.22,5.91,3.88,2DGapFade,B,Medium
XPEV,2020-11-24,12:00,69.17,4.16,-7.14,1.2,0.08,True,True,3.21,-11.32,4.58,1.16,-2.15,2DGapFade,B,Medium
XPEV,2020-11-24,13:00,67.35,6.68,-9.59,-1.39,-0.06,True,True,3.21,-13.65,0.74,-1.21,-4.91,2DGapFade,B,Medium
XPEV,2020-11-24,14:00,68.21,5.49,-8.43,-0.16,-0.0,True,True,3.21,-12.55,1.99,1.04,-3.59,2DGapFade,B,Medium
XPEV,2020-11-24,15:00,69.69,3.44,-6.44,2.02,0.04,True,True,3.21,-10.65,1.59,-0.8,-1.39,2DGapFade,B,Medium
XPEV,2020-11-24,15:45,69.79,3.3,-6.31,2.04,0.03,True,True,3.21,-10.53,0.92,-1.25,-1.25,2DGapFade,B,Medium
LI,2020-11-24,09:30,46.7,1.84,-2.09,-0.7,,True,False,0.25,-5.19,11.14,5.25,5.9,3DGapFade,B,Medium
LI,2020-11-24,09:45,42.75,10.15,-10.38,-2.61,-6.68,True,False,0.25,-13.22,2.22,-4.51,-2.81,3DGapFade,B,Medium
LI,2020-11-24,10:00,44.25,7.0,-7.23,1.21,-0.39,True,False,0.25,-10.17,4.56,-0.14,0.68,3DGapFade,B,Medium
LI,2020-11-24,10:30,44.31,6.87,-7.11,0.3,0.11,True,False,0.25,-10.05,4.69,-2.74,0.81,3DGapFade,B,Medium
LI,2020-11-24,11:00,45.52,4.32,-4.56,2.82,0.19,True,False,0.25,-7.58,7.24,-1.02,3.46,3DGapFade,B,Medium
LI,2020-11-24,11:30,45.99,3.34,-3.58,3.38,0.32,True,False,0.25,-6.64,8.18,1.99,4.44,3DGapFade,B,Medium
LI,2020-11-24,12:00,45.08,5.26,-5.5,1.18,0.04,True,False,0.25,-8.5,6.31,1.66,2.5,3DGapFade,B,Medium
LI,2020-11-24,13:00,43.09,9.44,-9.66,-3.1,-0.08,True,False,0.25,-12.53,2.0,-0.05,-2.0,3DGapFade,B,Medium
LI,2020-11-24,14:00,42.7,10.26,-10.48,-3.75,-0.08,True,False,0.25,-13.32,1.1,0.33,-2.93,3DGapFade,B,Medium
LI,2020-11-24,15:00,43.93,7.67,-7.9,-0.73,-0.04,True,False,0.25,-10.82,1.39,0.39,-0.05,3DGapFade,B,Medium
LI,2020-11-24,15:45,43.87,7.8,-8.03,-0.82,-0.02,True,False,0.25,-10.94,0.46,-0.18,-0.18,3DGapFade,B,Medium
BLNK,2020-11-24,09:30,29.79,4.0,-4.47,-1.23,,True,False,0.48,-19.47,16.04,-0.44,5.6,GapDownTrendBreak,C,Small
BLNK,2020-11-24,09:45,26.33,15.15,-15.55,-5.79,-7.33,True,False,0.48,-28.82,2.54,-11.93,-6.8,GapDownTrendBreak,C,Small
BLNK,2020-11-24,10:00,29.92,3.58,-4.04,7.09,-0.03,True,False,0.48,-19.11,14.24,5.58,6.02,GapDownTrendBreak,C,Small
BLNK,2020-11-24,10:30,28.25,8.96,-11.72,-1.58,0.03,True,True,3.13,-23.63,9.17,-4.58,0.46,GapDownTrendBreak,C,Small
BLNK,2020-11-24,11:00,29.54,4.79,-7.67,2.61,0.1,True,True,3.13,-20.13,13.15,-1.49,4.82,GapDownTrendBreak,C,Small
BLNK,2020-11-24,11:30,29.98,3.37,-6.3,3.38,0.21,True,True,3.13,-18.94,14.42,3.99,6.22,GapDownTrendBreak,C,Small
BLNK,2020-11-24,12:00,28.79,7.22,-10.03,-0.71,-0.07,True,True,3.13,-22.17,10.87,0.14,2.33,GapDownTrendBreak,C,Small
BLNK,2020-11-24,13:00,27.4,11.7,-14.38,-5.22,-0.15,True,True,3.13,-25.93,6.35,3.07,-2.63,GapDownTrendBreak,C,Small
BLNK,2020-11-24,14:00,26.56,14.41,-17.01,-7.52,-0.15,True,True,3.13,-28.2,3.38,1.57,-5.88,GapDownTrendBreak,C,Small
BLNK,2020-11-24,15:00,27.8,10.43,-13.14,-2.41,-0.07,True,True,3.13,-24.86,0.49,-2.8,-1.17,GapDownTrendBreak,C,Small
BLNK,2020-11-24,15:45,28.14,9.3,-12.05,-1.26,-0.0,True,True,3.13,-23.92,0.58,0.08,0.08,GapDownTrendBreak,C,Small
PLTR,2020-11-27,09:30,31.84,-2.07,-0.26,0.63,,False,False,2.34,-0.17,17.96,1.72,13.12,3DGapFade,A,Medium
PLTR,2020-11-27,09:45,32.19,-3.19,-3.92,-0.85,2.61,False,True,7.41,0.93,18.85,6.32,14.06,3DGapFade,A,Medium
PLTR,2020-11-27,10:00,31.29,-0.32,-6.6,-2.94,-0.7,False,True,7.41,-1.88,16.52,1.34,11.6,3DGapFade,A,Medium
PLTR,2020-11-27,10:30,30.87,1.03,-7.85,-2.01,-0.57,True,True,7.41,-3.2,15.39,1.23,10.4,3DGapFade,A,Medium
PLTR,2020-11-27,11:00,30.49,2.24,-8.99,-2.58,-0.34,True,True,7.41,-4.39,14.33,6.27,9.28,3DGapFade,A,Medium
PLTR,2020-11-27,11:30,28.58,8.37,-14.69,-7.89,-0.66,True,True,7.41,-10.39,8.6,-0.99,3.21,3DGapFade,A,Medium
PLTR,2020-11-27,12:00,28.86,7.46,-13.85,-4.52,-1.26,True,True,7.41,-9.5,5.27,1.76,4.16,3DGapFade,A,Medium
PLTR,2020-11-27,13:00,27.66,11.32,-17.43,-7.45,-0.31,True,True,7.41,-13.26,-0.0,-0.0,-0.0,3DGapFade,A,Medium
PLTR,2020-11-27,14:00,27.66,11.32,-17.43,-7.45,0.0,True,True,7.41,-13.26,-0.0,-0.0,-0.0,3DGapFade,A,Medium
PLTR,2020-11-27,15:00,27.66,11.32,-17.43,-7.45,0.0,True,True,7.41,-13.26,-0.0,-0.0,-0.0,3DGapFade,A,Medium
PLTR,2020-11-27,15:45,27.66,11.32,-17.43,-7.45,0.0,True,True,7.41,-13.26,-0.0,-0.0,-0.0,3DGapFade,A,Medium
MRNA,2020-12-01,09:30,174.2,1.95,-2.14,-0.24,,True,False,0.19,-2.45,25.18,2.61,19.02,3DGapFade,A,Medium
MRNA,2020-12-01,09:45,169.1,4.82,-5.27,-2.07,-1.11,True,True,0.47,-5.3,22.93,-0.72,16.58,3DGapFade,A,Medium
MRNA,2020-12-01,10:00,169.65,4.51,-4.96,-1.36,-0.4,True,True,0.47,-5.0,23.18,2.19,16.85,3DGapFade,A,Medium
MRNA,2020-12-01,10:30,165.94,6.6,-7.04,-2.89,-0.56,True,True,0.47,-7.08,21.46,4.31,14.99,3DGapFade,A,Medium
MRNA,2020-12-01,11:00,158.79,10.62,-11.04,-5.34,-0.81,True,True,0.47,-11.08,17.92,-2.28,11.17,3DGapFade,A,Medium
MRNA,2020-12-01,11:30,162.41,8.58,-9.01,-2.73,-0.12,True,True,0.47,-9.05,19.75,3.23,13.15,3DGapFade,A,Medium
MRNA,2020-12-01,12:00,157.16,11.54,-11.95,-5.48,-0.21,True,True,0.47,-11.99,17.07,0.81,10.24,3DGapFade,A,Medium
MRNA,2020-12-01,13:00,140.08,21.15,-21.52,-13.55,-1.37,True,True,0.47,-21.55,6.96,-2.76,-0.7,3DGapFade,A,Medium
MRNA,2020-12-01,14:00,142.24,19.94,-20.31,-9.67,-0.31,True,True,0.47,-20.34,8.37,4.44,0.83,3DGapFade,A,Medium
MRNA,2020-12-01,15:00,132.71,25.3,-25.65,-14.06,-0.4,True,True,0.47,-25.68,1.79,-4.4,-6.29,3DGapFade,A,Medium
MRNA,2020-12-01,15:45,141.51,20.35,-20.72,-7.31,-0.28,True,True,0.47,-20.75,1.97,0.32,0.32,3DGapFade,A,Medium
QS,2020-12-23,09:30,119.42,2.13,-2.2,-0.04,,True,False,0.07,-13.46,13.67,8.18,7.13,GapDownTrendBreak,B,Medium
QS,2020-12-23,09:45,110.86,9.15,-10.23,-5.91,-1.39,True,True,1.21,-19.67,7.0,-4.95,-0.04,GapDownTrendBreak,B,Medium
QS,2020-12-23,10:00,109.66,10.13,-11.21,-3.76,-3.29,True,True,1.21,-20.54,2.09,-7.31,-1.13,GapDownTrendBreak,B,Medium
QS,2020-12-23,10:30,117.68,3.56,-4.72,2.68,0.4,True,True,1.21,-14.73,8.76,1.39,5.76,GapDownTrendBreak,B,Medium
QS,2020-12-23,11:00,116.03,4.91,-6.05,0.94,0.1,True,True,1.21,-15.92,7.47,-1.92,4.42,GapDownTrendBreak,B,Medium
QS,2020-12-23,11:30,118.26,3.08,-4.24,2.5,0.24,True,True,1.21,-14.3,9.21,-0.18,6.22,GapDownTrendBreak,B,Medium
QS,2020-12-23,12:00,118.47,2.91,-4.07,2.39,0.1,True,True,1.21,-14.15,9.37,0.58,6.39,GapDownTrendBreak,B,Medium
QS,2020-12-23,13:00,117.09,4.04,-5.19,1.07,0.03,True,True,1.21,-15.15,8.3,3.15,5.29,GapDownTrendBreak,B,Medium
QS,2020-12-23,14:00,115.29,5.52,-6.65,-0.32,-0.01,True,True,1.21,-16.46,6.87,-1.52,3.81,GapDownTrendBreak,B,Medium
QS,2020-12-23,15:00,114.78,5.93,-7.06,-0.78,-0.01,True,True,1.21,-16.82,6.46,4.54,3.38,GapDownTrendBreak,B,Medium
QS,2020-12-23,15:45,111.9,8.29,-9.39,-2.84,-0.14,True,True,1.21,-18.91,1.61,0.89,0.89,GapDownTrendBreak,B,Medium
BBBY,2021-01-25,09:30,32.86,-3.75,-0.26,1.42,,False,False,4.02,1.82,16.14,-8.23,15.12,3DGapFade,A,Medium
BBBY,2021-01-25,09:45,35.34,-11.57,-6.9,-0.26,9.36,False,True,19.83,9.49,22.02,-13.27,21.07,3DGapFade,A,Medium
BBBY,2021-01-25,10:00,35.56,-12.28,-6.3,0.09,0.29,False,True,19.83,10.2,22.52,-10.76,21.57,3DGapFade,A,Medium
BBBY,2021-01-25,10:30,39.39,-24.36,-2.5,7.13,1.05,False,True,27.55,22.05,30.05,5.14,29.19,3DGapFade,A,Medium
BBBY,2021-01-25,11:00,37.36,-17.97,-13.89,-1.46,0.64,False,True,37.0,15.77,26.25,15.62,25.35,3DGapFade,A,Medium
BBBY,2021-01-25,11:30,31.53,0.46,-27.34,-15.1,-0.95,True,True,37.0,-2.31,12.6,0.55,11.53,3DGapFade,A,Medium
BBBY,2021-01-25,12:00,31.35,1.0,-27.74,-14.47,-0.52,True,True,37.0,-2.85,12.12,7.57,11.05,3DGapFade,A,Medium
BBBY,2021-01-25,13:00,29.38,7.24,-32.29,-17.12,-0.42,True,True,37.0,-8.97,5.44,3.74,5.07,3DGapFade,A,Medium
BBBY,2021-01-25,14:00,30.07,5.07,-30.71,-13.83,-0.39,True,True,37.0,-6.84,7.6,1.67,7.23,3DGapFade,A,Medium
BBBY,2021-01-25,15:00,29.21,7.78,-32.68,-15.63,-0.22,True,True,37.0,-9.49,4.89,1.37,4.51,3DGapFade,A,Medium
BBBY,2021-01-25,15:45,28.67,9.49,-33.93,-16.52,-0.3,True,True,37.0,-11.17,3.09,2.71,2.71,3DGapFade,A,Medium
PLTR,2021-01-28,09:30,39.35,0.48,-1.06,-0.14,,True,False,0.58,-10.16,15.88,-1.81,9.2,GapDownTrendBreak,B,Medium
PLTR,2021-01-28,09:45,41.84,-5.82,-0.38,4.44,1.67,False,True,6.22,-4.47,20.89,5.14,14.6,GapDownTrendBreak,B,Medium
