ticker,date,trade_grade,intraday_setup,atr_pct,d0_in_atr,d0_move_pct,d0_ge_1atr,d-1_in_atr,d-1_move_pct,d-1_ge_1atr,d-2_in_atr,d-2_move_pct,d-2_ge_1atr,d-3_in_atr,d-3_move_pct,d-3_ge_1atr,ctl_n,ctl_mean_in_atr,ctl_max_in_atr,ctl_hit_rate
USEG,2022-03-08,C,,0.0476,3.76999254337827,0.17945164506480568,True,2.0588235294117654,0.09800000000000005,True,0.4848093083387217,0.023076923076923155,False,0.05278493306870609,0.00251256281407041,False,4.0,0.11481090396323912,0.39763539485194743,0.0
CVNA,2023-01-31,B,,0.0898,0.10050412870960704,0.009025270758122712,False,0.8668631556486142,0.07784431137724555,False,0.2870963251670379,0.025781250000000006,False,0.5559752623712684,0.049926578560939905,False,5.0,0.12289372741359587,0.14518718984386517,0.0
AVGO,2023-05-30,A,,0.0357382926282769,1.637083297172618,0.05850656193121941,True,0.4602853076649852,0.016449811017827706,False,0.0,0.0,False,0.1178475270145211,0.004211669405963722,False,5.0,0.060289429936031515,0.12324930706015756,0.0
AI,2023-06-16,B,,0.098,0.09696090789135338,0.009502168973352631,False,0.671000107360017,0.06575801052128168,False,0.09153803164325282,0.008970727101038776,False,0.0664328231292517,0.006510416666666667,False,5.0,0.12016967109256962,0.4217643481615649,0.0
PLTR,2023-06-07,A,,0.0508,0.5901823171541369,0.029981261711430156,False,0.05146415521589104,0.0026143790849672646,False,0.711837306845684,0.03616133518776075,False,0.3867136061917161,0.019645051194539177,False,5.0,0.09272990213151713,0.18905199875225698,0.0
SMH,2023-05-30,A,,0.0253706258622852,0.16744788140718198,0.004248257550613916,False,0.2974452201249705,0.00754637139431569,False,0.07144142220576248,0.0018125135938519537,False,0.26026032968585167,0.0066029674512547406,False,5.0,0.22972248119535754,0.41887695120197294,0.0
UAL,2023-01-18,B,,0.0331,0.09103270919031901,0.003013182674199559,False,0.28969912676406195,0.00958904109589045,False,0.7782389789504603,0.025759710203260237,False,1.0068421762458568,0.03332647603373786,True,5.0,0.3832003838609438,0.6684635787234938,0.0
TSLA,2023-06-21,A,,0.0344,0.1965244336926575,0.006760440519027419,False,0.5046911823558207,0.017361376673040232,False,0.2110735470056293,0.007260930016993648,False,0.6389731490843735,0.02198067632850245,False,5.0,0.23604403491428155,0.4247986738901158,0.0
JOBY,2023-06-29,A,,0.0431,1.705066637889169,0.07348837209302318,True,2.9830957905203856,0.12857142857142861,True,0.10858903033615633,0.004680187207488338,False,0.5506769655496471,0.023734177215189788,False,5.0,0.21675876168968627,0.3803582975162619,0.0
RIVN,2023-07-10,B,,0.0535,0.014648580552544145,0.0007836990595611118,False,0.8982414881411691,0.04805591961555255,False,0.7364765655953566,0.039401496259351576,False,0.3114512499802544,0.01666264187394361,False,5.0,0.20066921125708084,0.43359798435531716,0.0
MULN,2023-07-06,B,,0.3384,0.39888396027032225,0.13498233215547703,False,0.12898033307881215,0.04364694471387003,False,0.12256103539562703,0.041474654377880185,False,0.05013086795001689,0.016964285714285713,False,5.0,0.023576432725450423,0.045001260035280995,0.0
MARA,2023-07-14,B,,0.0654,0.5954750292142456,0.03894406691061166,False,0.3335628245566283,0.02181500872600349,False,0.051138862467142186,0.003344481605351099,False,0.29176901376602704,0.019081693500298168,False,5.0,0.2425920999329695,0.5367284528490291,0.0
MSTR,2023-12-29,B,,0.0418,0.1832820273643952,0.007661188743831719,False,1.0710354095049668,0.04476928011730761,True,0.4168479048861816,0.01742424242424239,False,0.10676429528774528,0.0044627475430277525,False,5.0,0.292625682988901,0.6112013360702463,0.0
RIOT,2023-07-14,B,,0.0628,0.2634269088621537,0.01654320987654325,False,0.632665499948315,0.03973139339675418,False,0.21184346180462563,0.013303769401330488,False,0.2676675765847732,0.016809523809523753,False,5.0,0.19671017274557143,0.32687673945121987,0.0
NKLA,2023-07-14,A,,0.0926,0.8489266014111928,0.07861060329067646,False,0.23307487918952055,0.021582733812949603,False,0.22498200143988442,0.020833333333333297,False,0.0734635106742474,0.00680272108843531,False,5.0,0.10043654338180533,0.17559570844088612,0.0
COIN,2023-07-12,B,,0.0562,0.0,0.0,False,0.8533143747217332,0.047956267859361405,False,0.10125338186295486,0.0056904400606980635,False,0.5122915827077683,0.02879078694817658,False,5.0,0.20409610191232427,0.3841009954231813,0.0
BITO,2023-12-29,B,,0.037,0.1805240354858683,0.006679389312977126,False,0.025776849811184027,0.000953743443013809,False,0.15421984038246192,0.00570613409415109,False,0.025863183757924645,0.0009569377990432118,False,5.0,0.07910779005527621,0.15209125475285137,0.0
COIN,2023-12-29,B,,0.0413,0.15486165388602516,0.00639578630549284,False,0.7143336516101596,0.029501979811499594,False,0.7525388573713677,0.03107985480943749,False,0.21608922822901053,0.008924485125858136,False,5.0,0.216142872215691,0.4625002705330114,0.0
AMD,2024-01-18,C,,0.0245,0.5304157764188753,0.012995186522262446,False,0.17774228656435692,0.004354686020826745,False,0.722076540113251,0.01769087523277465,False,0.17094111354350028,0.004188057281815757,False,5.0,0.5171341347644753,0.7518106835794967,0.0
