ticker,date,exp,dte,strike,spot,open_iv,close_iv,open_ts,close_ts
AFRM,2022-05-04,2022-05-13,9,30.0,30.0,1.86505,1.8678,2022-05-04 10:30:00-04:00,2022-05-04 15:30:00-04:00
AFRM,2022-05-05,2022-05-13,8,30.0,30.0,1.92615,2.0966,2022-05-05 10:30:00-04:00,2022-05-05 15:30:00-04:00
AFRM,2022-05-06,2022-05-13,7,26.5,26.5,2.2775499999999997,2.2424,2022-05-06 10:30:00-04:00,2022-05-06 15:30:00-04:00
AFRM,2022-05-09,2022-05-20,11,24.0,24.0,2.23725,2.1816,2022-05-09 10:30:00-04:00,2022-05-09 15:30:00-04:00
AFRM,2022-05-10,2022-05-20,10,20.0,20.0,2.6423,2.7287,2022-05-10 10:30:00-04:00,2022-05-10 15:30:00-04:00
AFRM,2022-05-11,2022-05-20,9,17.0,17.0,2.87225,2.8276000000000003,2022-05-11 10:30:00-04:00,2022-05-11 15:30:00-04:00
AMC,2021-01-14,2021-01-22,8,2.0,2.0,1.46245,1.4843000000000002,2021-01-14 10:30:00-05:00,2021-01-14 15:30:00-05:00
AMC,2021-01-15,2021-01-22,7,2.0,2.0,1.6703000000000001,2.3046,2021-01-15 10:30:00-05:00,2021-01-15 15:30:00-05:00
AMC,2021-01-19,2021-01-29,10,2.5,2.5,2.4218,2.1464,2021-01-19 10:30:00-05:00,2021-01-19 15:30:00-05:00
AMC,2021-01-20,2021-01-29,9,3.0,3.0,2.1054000000000004,2.0937,2021-01-20 10:30:00-05:00,2021-01-20 15:30:00-05:00
AMC,2021-01-21,2021-01-29,8,3.0,3.0,1.8117,1.58825,2021-01-21 10:30:00-05:00,2021-01-21 15:30:00-05:00
AMC,2021-01-22,2021-01-29,7,3.0,3.0,1.64295,2.6035,2021-01-22 10:30:00-05:00,2021-01-22 15:30:00-05:00
AMC,2021-01-25,2021-02-05,11,4.5,4.5,4.302300000000001,3.8482,2021-01-25 10:30:00-05:00,2021-01-25 15:30:00-05:00
AMC,2021-01-26,2021-02-05,10,5.0,5.0,3.66655,3.8148999999999997,2021-01-26 10:30:00-05:00,2021-01-26 15:30:00-05:00
AMC,2022-05-02,2022-05-13,11,15.0,15.0,1.3701500000000002,1.29155,2022-05-02 10:30:00-04:00,2022-05-02 15:30:00-04:00
AMC,2022-05-03,2022-05-13,10,15.0,15.0,1.3189,1.30795,2022-05-03 10:30:00-04:00,2022-05-03 15:30:00-04:00
AMC,2022-05-04,2022-05-13,9,15.5,15.5,1.40775,1.3066,2022-05-04 10:30:00-04:00,2022-05-04 15:30:00-04:00
AMC,2022-05-05,2022-05-13,8,15.5,15.5,1.34555,1.3872499999999999,2022-05-05 10:30:00-04:00,2022-05-05 15:30:00-04:00
AMC,2022-05-06,2022-05-13,7,14.5,14.5,1.4529,1.45285,2022-05-06 10:30:00-04:00,2022-05-06 15:30:00-04:00
AMC,2022-05-09,2022-05-20,11,13.0,13.0,1.5185,1.59575,2022-05-09 10:30:00-04:00,2022-05-09 15:30:00-04:00
AMC,2022-05-10,2022-05-20,10,13.5,13.5,1.3558,1.3435,2022-05-10 10:30:00-04:00,2022-05-10 15:30:00-04:00
AMC,2022-05-11,2022-05-20,9,11.5,11.5,1.35035,1.5144000000000002,2022-05-11 10:30:00-04:00,2022-05-11 15:30:00-04:00
AR,2025-03-26,2025-04-04,9,42.5,42.5,0.34225,0.36275,2025-03-26 10:30:00-04:00,2025-03-26 15:30:00-04:00
AR,2025-03-27,2025-04-04,8,41.0,41.0,0.3842,0.3701,2025-03-27 10:30:00-04:00,2025-03-27 15:30:00-04:00
AR,2025-03-28,2025-04-04,7,39.5,39.5,0.4155,0.4382,2025-03-28 10:30:00-04:00,2025-03-28 15:30:00-04:00
AR,2025-03-31,2025-04-11,11,40.0,40.0,0.44889999999999997,0.4355,2025-03-31 10:30:00-04:00,2025-03-31 15:30:00-04:00
AR,2025-04-01,2025-04-11,10,40.5,40.5,0.45725,0.43720000000000003,2025-04-01 10:30:00-04:00,2025-04-01 15:30:00-04:00
AR,2025-04-02,2025-04-11,9,40.5,40.5,0.43135,0.4421,2025-04-02 10:30:00-04:00,2025-04-02 15:30:00-04:00
AR,2025-04-03,2025-04-11,8,40.0,40.0,0.50485,0.52025,2025-04-03 10:30:00-04:00,2025-04-03 15:30:00-04:00
AR,2025-04-04,2025-04-11,7,36.0,36.0,0.85505,0.91015,2025-04-04 10:30:00-04:00,2025-04-04 15:30:00-04:00
ARKK,2022-05-02,2022-05-13,11,47.0,47.0,0.855,0.8747,2022-05-02 10:30:00-04:00,2022-05-02 15:30:00-04:00
ARKK,2022-05-03,2022-05-13,10,50.0,50.0,0.89635,0.87995,2022-05-03 10:30:00-04:00,2022-05-03 15:30:00-04:00
ARKK,2022-05-04,2022-05-13,9,49.0,49.0,0.8503499999999999,0.78,2022-05-04 10:30:00-04:00,2022-05-04 15:30:00-04:00
ARKK,2022-05-05,2022-05-13,8,51.0,51.0,0.7572000000000001,0.8146,2022-05-05 10:30:00-04:00,2022-05-05 15:30:00-04:00
ARKK,2022-05-06,2022-05-13,7,47.0,47.0,0.9022,0.8240000000000001,2022-05-06 10:30:00-04:00,2022-05-06 15:30:00-04:00
ARKK,2022-05-09,2022-05-20,11,44.0,44.0,0.93885,0.9645999999999999,2022-05-09 10:30:00-04:00,2022-05-09 15:30:00-04:00
ARKK,2022-05-10,2022-05-20,10,43.0,43.0,1.0138500000000001,0.9573,2022-05-10 10:30:00-04:00,2022-05-10 15:30:00-04:00
ARKK,2022-05-11,2022-05-20,9,39.0,39.0,0.9901,1.0472000000000001,2022-05-11 10:30:00-04:00,2022-05-11 15:30:00-04:00
ARKK,2025-03-26,2025-04-04,9,54.0,54.0,0.4587,0.4897,2025-03-26 10:30:00-04:00,2025-03-26 15:30:00-04:00
ARKK,2025-03-27,2025-04-04,8,51.5,51.5,0.5191,0.50485,2025-03-27 10:30:00-04:00,2025-03-27 15:30:00-04:00
ARKK,2025-03-28,2025-04-04,7,50.5,50.5,0.5566,0.54135,2025-03-28 10:30:00-04:00,2025-03-28 15:30:00-04:00
ARKK,2025-03-31,2025-04-11,11,46.5,46.5,0.58395,0.57355,2025-03-31 10:30:00-04:00,2025-03-31 15:30:00-04:00
ARKK,2025-04-01,2025-04-11,10,47.5,47.5,0.5991500000000001,0.5980000000000001,2025-04-01 10:30:00-04:00,2025-04-01 15:30:00-04:00
ARKK,2025-04-02,2025-04-11,9,47.0,47.0,0.6179,0.61205,2025-04-02 10:30:00-04:00,2025-04-02 15:30:00-04:00
ARKK,2025-04-03,2025-04-11,8,46.0,46.0,0.64525,0.6456500000000001,2025-04-03 10:30:00-04:00,2025-04-03 15:30:00-04:00
ARKK,2025-04-04,2025-04-11,7,43.0,43.0,0.8471,0.9318,2025-04-04 10:30:00-04:00,2025-04-04 15:30:00-04:00
ARM,2024-07-24,2024-08-02,9,165.0,165.0,1.0666,1.0985,2024-07-24 10:30:00-04:00,2024-07-24 15:30:00-04:00
ARM,2024-07-25,2024-08-02,8,150.0,150.0,1.1879,1.11535,2024-07-25 10:30:00-04:00,2024-07-25 15:30:00-04:00
ARM,2024-07-26,2024-08-02,7,152.5,152.5,1.1379000000000001,1.09325,2024-07-26 10:30:00-04:00,2024-07-26 15:30:00-04:00
ARM,2024-07-29,2024-08-09,11,148.0,148.0,0.9986,0.98195,2024-07-29 10:30:00-04:00,2024-07-29 15:30:00-04:00
ARM,2024-07-30,2024-08-09,10,140.0,140.0,1.04575,1.0655000000000001,2024-07-30 10:30:00-04:00,2024-07-30 15:30:00-04:00
ARM,2024-07-31,2024-08-09,9,142.0,142.0,1.1022,1.0287,2024-07-31 10:30:00-04:00,2024-07-31 15:30:00-04:00
ARM,2024-08-01,2024-08-09,8,132.0,132.0,0.75465,0.80915,2024-08-01 10:30:00-04:00,2024-08-01 15:30:00-04:00
ARM,2024-08-02,2024-08-09,7,112.0,112.0,0.9351499999999999,0.80155,2024-08-02 10:30:00-04:00,2024-08-02 15:30:00-04:00
ATER,2022-05-02,2022-05-13,11,5.0,5.0,2.2929,2.14935,2022-05-02 10:30:00-04:00,2022-05-02 15:30:00-04:00
ATER,2022-05-03,2022-05-13,10,5.5,5.5,2.2226,2.10835,2022-05-03 10:30:00-04:00,2022-05-03 15:30:00-04:00
ATER,2022-05-04,2022-05-13,9,5.5,5.5,2.1728,2.0204999999999997,2022-05-04 10:30:00-04:00,2022-05-04 15:30:00-04:00
ATER,2022-05-05,2022-05-13,8,5.0,5.0,2.0322,2.0175,2022-05-05 10:30:00-04:00,2022-05-05 15:30:00-04:00
ATER,2022-05-06,2022-05-13,7,4.5,4.5,2.11715,1.97375,2022-05-06 10:30:00-04:00,2022-05-06 15:30:00-04:00
ATER,2022-05-09,2022-05-20,11,4.0,4.0,1.9021,1.9774500000000002,2022-05-09 10:30:00-04:00,2022-05-09 15:30:00-04:00
ATER,2022-05-10,2022-05-20,10,3.5,3.5,1.8663500000000002,1.7058,2022-05-10 10:30:00-04:00,2022-05-10 15:30:00-04:00
ATER,2022-05-11,2022-05-20,9,3.5,3.5,1.70855,2.25195,2022-05-11 10:30:00-04:00,2022-05-11 15:30:00-04:00
AXSM,2025-03-26,2025-04-17,22,120.0,120.0,0.40795000000000003,0.40155,2025-03-26 10:30:00-04:00,2025-03-26 15:30:00-04:00
AXSM,2025-03-27,2025-04-17,21,120.0,120.0,0.4615,0.45515,2025-03-27 10:30:00-04:00,2025-03-27 15:30:00-04:00
AXSM,2025-03-28,2025-04-17,20,120.0,120.0,0.46345000000000003,0.44794999999999996,2025-03-28 10:30:00-04:00,2025-03-28 15:30:00-04:00
AXSM,2025-03-31,2025-04-17,17,115.0,115.0,0.50815,0.50585,2025-03-31 10:30:00-04:00,2025-03-31 15:30:00-04:00
AXSM,2025-04-01,2025-04-17,16,110.0,110.0,0.4869,0.44215000000000004,2025-04-01 10:30:00-04:00,2025-04-01 15:30:00-04:00
AXSM,2025-04-02,2025-04-17,15,110.0,110.0,0.48265,0.4393,2025-04-02 10:30:00-04:00,2025-04-02 15:30:00-04:00
AXSM,2025-04-03,2025-04-17,14,110.0,110.0,0.47385,0.5108,2025-04-03 10:30:00-04:00,2025-04-03 15:30:00-04:00
AXSM,2025-04-04,2025-04-17,13,105.0,105.0,0.6375500000000001,0.62355,2025-04-04 10:30:00-04:00,2025-04-04 15:30:00-04:00
AXTI,2026-06-23,2026-07-02,9,87.0,87.0,1.5665499999999999,1.51525,2026-06-23 10:30:00-04:00,2026-06-23 15:30:00-04:00
AXTI,2026-06-24,2026-07-02,8,76.0,76.0,1.6111499999999999,1.5045000000000002,2026-06-24 10:30:00-04:00,2026-06-24 15:30:00-04:00
AXTI,2026-06-25,2026-07-02,7,70.0,70.0,1.55815,1.48515,2026-06-25 10:30:00-04:00,2026-06-25 15:30:00-04:00
AXTI,2026-06-26,2026-07-02,6,67.0,67.0,1.51645,1.51045,2026-06-26 10:30:00-04:00,2026-06-26 15:30:00-04:00
AXTI,2026-06-29,2026-07-10,11,71.0,71.0,1.5885500000000001,1.5484,2026-06-29 10:30:00-04:00,2026-06-29 15:30:00-04:00
AXTI,2026-06-30,2026-07-10,10,71.5,71.5,1.46295,1.40895,2026-06-30 10:30:00-04:00,2026-06-30 15:30:00-04:00
AXTI,2026-07-01,2026-07-10,9,67.0,67.0,1.49865,1.3568500000000001,2026-07-01 10:30:00-04:00,2026-07-01 15:30:00-04:00
AXTI,2026-07-02,2026-07-10,8,66.0,66.0,1.30895,1.5527,2026-07-02 10:30:00-04:00,2026-07-02 15:30:00-04:00
BE,2025-11-04,2025-11-14,10,132.0,132.0,1.5282499999999999,1.49145,2025-11-04 10:30:00-05:00,2025-11-04 15:30:00-05:00
BE,2025-11-05,2025-11-14,9,136.0,136.0,1.5761,1.4985,2025-11-05 10:30:00-05:00,2025-11-05 15:30:00-05:00
BE,2025-11-06,2025-11-14,8,141.0,141.0,1.51355,1.3794,2025-11-06 10:30:00-05:00,2025-11-06 15:30:00-05:00
BE,2025-11-07,2025-11-14,7,129.0,129.0,1.3771499999999999,1.33635,2025-11-07 10:30:00-05:00,2025-11-07 15:30:00-05:00
BE,2025-11-10,2025-11-21,11,142.0,142.0,1.454,1.3335,2025-11-10 10:30:00-05:00,2025-11-10 15:30:00-05:00
BE,2025-11-11,2025-11-21,10,135.0,135.0,1.34195,1.2736,2025-11-11 10:30:00-05:00,2025-11-11 15:30:00-05:00
BE,2025-11-12,2025-11-21,9,125.0,125.0,1.2902,1.27995,2025-11-12 10:30:00-05:00,2025-11-12 15:30:00-05:00
BE,2025-11-13,2025-11-21,8,118.0,118.0,1.33105,1.4711500000000002,2025-11-13 10:30:00-05:00,2025-11-13 15:30:00-05:00
BHC,2022-04-28,2022-05-06,8,21.0,21.0,0.8673500000000001,0.9183,2022-04-28 10:30:00-04:00,2022-04-28 15:30:00-04:00
BHC,2022-04-29,2022-05-06,7,19.5,19.5,0.8064,0.6933499999999999,2022-04-29 10:30:00-04:00,2022-04-29 15:30:00-04:00
BHC,2022-05-02,2022-05-13,11,19.0,19.0,0.8514999999999999,0.831,2022-05-02 10:30:00-04:00,2022-05-02 15:30:00-04:00
BHC,2022-05-03,2022-05-13,10,18.5,18.5,0.8351,0.84685,2022-05-03 10:30:00-04:00,2022-05-03 15:30:00-04:00
BHC,2022-05-04,2022-05-13,9,18.5,18.5,0.9324,0.9154,2022-05-04 10:30:00-04:00,2022-05-04 15:30:00-04:00
BHC,2022-05-05,2022-05-13,8,17.5,17.5,1.032,1.074,2022-05-05 10:30:00-04:00,2022-05-05 15:30:00-04:00
BHC,2022-05-06,2022-05-13,7,16.5,16.5,1.25325,1.21155,2022-05-06 10:30:00-04:00,2022-05-06 15:30:00-04:00
BHC,2022-05-09,2022-05-20,11,15.5,15.5,1.1249500000000001,1.13235,2022-05-09 10:30:00-04:00,2022-05-09 15:30:00-04:00
BROS,2022-05-02,2022-05-20,18,45.0,45.0,0.90335,0.8963000000000001,2022-05-02 10:30:00-04:00,2022-05-02 15:30:00-04:00
BROS,2022-05-03,2022-05-20,17,50.0,50.0,0.8874,0.8819999999999999,2022-05-03 10:30:00-04:00,2022-05-03 15:30:00-04:00
BROS,2022-05-04,2022-05-20,16,45.0,45.0,0.90715,0.88225,2022-05-04 10:30:00-04:00,2022-05-04 15:30:00-04:00
BROS,2022-05-05,2022-05-20,15,50.0,50.0,0.8656,0.8925000000000001,2022-05-05 10:30:00-04:00,2022-05-05 15:30:00-04:00
BROS,2022-05-06,2022-05-20,14,45.0,45.0,0.9447000000000001,0.91215,2022-05-06 10:30:00-04:00,2022-05-06 15:30:00-04:00
BROS,2022-05-09,2022-05-20,11,45.0,45.0,1.02875,1.0270000000000001,2022-05-09 10:30:00-04:00,2022-05-09 15:30:00-04:00
BROS,2022-05-10,2022-05-20,10,40.0,40.0,1.0522,1.0244,2022-05-10 10:30:00-04:00,2022-05-10 15:30:00-04:00
BROS,2022-05-11,2022-05-20,9,40.0,40.0,1.161,1.3305,2022-05-11 10:30:00-04:00,2022-05-11 15:30:00-04:00
BYND,2022-05-02,2022-05-13,11,36.0,36.0,1.39375,1.35955,2022-05-02 10:30:00-04:00,2022-05-02 15:30:00-04:00
BYND,2022-05-03,2022-05-13,10,38.0,38.0,1.35955,1.3548,2022-05-03 10:30:00-04:00,2022-05-03 15:30:00-04:00
BYND,2022-05-04,2022-05-13,9,38.5,38.5,1.3729,1.40265,2022-05-04 10:30:00-04:00,2022-05-04 15:30:00-04:00
BYND,2022-05-05,2022-05-13,8,40.5,40.5,1.4576500000000001,1.46585,2022-05-05 10:30:00-04:00,2022-05-05 15:30:00-04:00
BYND,2022-05-06,2022-05-13,7,38.0,38.0,1.59745,1.5243000000000002,2022-05-06 10:30:00-04:00,2022-05-06 15:30:00-04:00
BYND,2022-05-09,2022-05-20,11,34.5,34.5,1.54585,1.48635,2022-05-09 10:30:00-04:00,2022-05-09 15:30:00-04:00
BYND,2022-05-10,2022-05-20,10,32.0,32.0,1.5431,1.65765,2022-05-10 10:30:00-04:00,2022-05-10 15:30:00-04:00
BYND,2022-05-11,2022-05-20,9,30.0,30.0,1.89355,2.1179,2022-05-11 10:30:00-04:00,2022-05-11 15:30:00-04:00
CAT,2018-01-24,2018-02-02,9,172.5,172.5,0.40865,0.43975,2018-01-24 09:30:00-05:00,2018-01-24 15:30:00-05:00
CAT,2018-01-25,2018-02-02,8,170.0,170.0,0.3173,0.24855,2018-01-25 10:30:00-05:00,2018-01-25 15:30:00-05:00
CAT,2018-01-26,2018-02-02,7,167.5,167.5,0.25715,0.26755,2018-01-26 09:30:00-05:00,2018-01-26 15:30:00-05:00
CAT,2018-01-29,2018-02-09,11,165.0,165.0,0.28265,0.33685,2018-01-29 10:30:00-05:00,2018-01-29 15:30:00-05:00
CAT,2018-01-30,2018-02-09,10,160.0,160.0,0.3578,0.32889999999999997,2018-01-30 10:30:00-05:00,2018-01-30 15:30:00-05:00
CAT,2018-01-31,2018-02-09,9,165.0,165.0,0.30545,0.27805,2018-01-31 10:30:00-05:00,2018-01-31 15:30:00-05:00
CAT,2018-02-01,2018-02-09,8,162.5,162.5,0.28855,0.24425000000000002,2018-02-01 09:30:00-05:00,2018-02-01 15:30:00-05:00
CAT,2018-02-02,2018-02-09,7,160.0,160.0,0.41535,0.2928,2018-02-02 09:30:00-05:00,2018-02-02 15:30:00-05:00
CLSK,2024-07-24,2024-08-02,9,17.5,17.5,1.2061,1.1848999999999998,2024-07-24 10:30:00-04:00,2024-07-24 15:30:00-04:00
CLSK,2024-07-25,2024-08-02,8,16.0,16.0,1.1602999999999999,1.0126499999999998,2024-07-25 10:30:00-04:00,2024-07-25 15:30:00-04:00
CLSK,2024-07-26,2024-08-02,7,17.0,17.0,1.1602999999999999,1.1056,2024-07-26 10:30:00-04:00,2024-07-26 15:30:00-04:00
CLSK,2024-07-29,2024-08-09,11,18.0,18.0,1.28065,1.23685,2024-07-29 10:30:00-04:00,2024-07-29 15:30:00-04:00
CLSK,2024-07-30,2024-08-09,10,16.5,16.5,1.05775,1.0308,2024-07-30 10:30:00-04:00,2024-07-30 15:30:00-04:00
CLSK,2024-07-31,2024-08-09,9,16.5,16.5,0.97575,0.9511000000000001,2024-07-31 10:30:00-04:00,2024-07-31 15:30:00-04:00
CLSK,2024-08-01,2024-08-09,8,16.0,16.0,1.00975,1.0436999999999999,2024-08-01 10:30:00-04:00,2024-08-01 15:30:00-04:00
CLSK,2024-08-02,2024-08-09,7,15.0,15.0,1.2061000000000002,1.3982,2024-08-02 10:30:00-04:00,2024-08-02 15:30:00-04:00
COIN,2022-05-02,2022-05-13,11,113.0,113.0,1.46275,1.3918,2022-05-02 10:30:00-04:00,2022-05-02 15:30:00-04:00
COIN,2022-05-03,2022-05-13,10,124.0,124.0,1.3644500000000002,1.3326,2022-05-03 10:30:00-04:00,2022-05-03 15:30:00-04:00
COIN,2022-05-04,2022-05-13,9,123.0,123.0,1.4016,1.3165,2022-05-04 10:30:00-04:00,2022-05-04 15:30:00-04:00
COIN,2022-05-05,2022-05-13,8,125.0,125.0,1.41785,1.4927000000000001,2022-05-05 10:30:00-04:00,2022-05-05 15:30:00-04:00
COIN,2022-05-06,2022-05-13,7,110.0,110.0,1.70235,1.65235,2022-05-06 10:30:00-04:00,2022-05-06 15:30:00-04:00
COIN,2022-05-09,2022-05-20,11,95.0,95.0,1.6766,1.827,2022-05-09 10:30:00-04:00,2022-05-09 15:30:00-04:00
COIN,2022-05-10,2022-05-20,10,85.0,85.0,2.0942499999999997,1.9945,2022-05-10 10:30:00-04:00,2022-05-10 15:30:00-04:00
COIN,2022-05-11,2022-05-20,9,55.0,55.0,1.7967499999999998,1.7777500000000002,2022-05-11 10:30:00-04:00,2022-05-11 15:30:00-04:00
COIN,2024-07-24,2024-08-02,9,262.5,262.5,0.9777,0.9659,2024-07-24 10:30:00-04:00,2024-07-24 15:30:00-04:00
COIN,2024-07-25,2024-08-02,8,237.5,237.5,0.98675,0.94695,2024-07-25 10:30:00-04:00,2024-07-25 15:30:00-04:00
COIN,2024-07-26,2024-08-02,7,242.5,242.5,1.0714000000000001,1.0471,2024-07-26 10:30:00-04:00,2024-07-26 15:30:00-04:00
COIN,2024-07-29,2024-08-09,11,252.5,252.5,0.88905,0.86895,2024-07-29 10:30:00-04:00,2024-07-29 15:30:00-04:00
COIN,2024-07-30,2024-08-09,10,235.0,235.0,0.8714999999999999,0.86765,2024-07-30 10:30:00-04:00,2024-07-30 15:30:00-04:00
COIN,2024-07-31,2024-08-09,9,232.5,232.5,0.86425,0.8585,2024-07-31 10:30:00-04:00,2024-07-31 15:30:00-04:00
COIN,2024-08-01,2024-08-09,8,225.0,225.0,0.87165,0.90655,2024-08-01 10:30:00-04:00,2024-08-01 15:30:00-04:00
COIN,2024-08-02,2024-08-09,7,212.5,212.5,0.84765,0.7596499999999999,2024-08-02 10:30:00-04:00,2024-08-02 15:30:00-04:00
CVNA,2022-05-02,2022-05-13,11,57.0,57.0,1.6197,1.49165,2022-05-02 10:30:00-04:00,2022-05-02 15:30:00-04:00
CVNA,2022-05-03,2022-05-13,10,58.0,58.0,1.47305,1.32695,2022-05-03 10:30:00-04:00,2022-05-03 15:30:00-04:00
CVNA,2022-05-04,2022-05-13,9,54.0,54.0,1.36265,1.3206,2022-05-04 10:30:00-04:00,2022-05-04 15:30:00-04:00
CVNA,2022-05-05,2022-05-13,8,56.0,56.0,1.29875,1.55745,2022-05-05 10:30:00-04:00,2022-05-05 15:30:00-04:00
CVNA,2022-05-06,2022-05-13,7,44.0,44.0,1.98165,1.78715,2022-05-06 10:30:00-04:00,2022-05-06 15:30:00-04:00
CVNA,2022-05-09,2022-05-20,11,45.0,45.0,1.81895,1.68805,2022-05-09 10:30:00-04:00,2022-05-09 15:30:00-04:00
CVNA,2022-05-10,2022-05-20,10,42.0,42.0,1.85275,1.9245,2022-05-10 10:30:00-04:00,2022-05-10 15:30:00-04:00
CVNA,2022-05-11,2022-05-20,9,34.0,34.0,2.1699,2.2453000000000003,2022-05-11 10:30:00-04:00,2022-05-11 15:30:00-04:00
DPST,2024-01-23,2024-02-02,10,95.0,95.0,0.86905,0.841,2024-01-23 10:30:00-05:00,2024-01-23 15:30:00-05:00
DPST,2024-01-24,2024-02-02,9,95.0,95.0,0.87275,0.86485,2024-01-24 10:30:00-05:00,2024-01-24 15:30:00-05:00
DPST,2024-01-25,2024-02-02,8,96.5,96.5,0.91625,0.9145000000000001,2024-01-25 10:30:00-05:00,2024-01-25 15:30:00-05:00
