cik,company_name,tickers,close_date,super8k_date,super8k_adsh,items,sic_at_filing,form
1641991,"SPX FLOW, Inc.",,2022-04-04,2022-04-05,0001641991-22-000044,"1.02,2.01,2.04,3.01,3.03,5.01,5.02,5.03,8.01,9.01",3540,8-K
714256,Sanara MedTech Inc.,SMTI,2022-04-04,2022-04-08,0001493152-22-009477,"1.01,2.01,3.02,7.01,9.01",3842,8-K
1821586,MoonLake Immunotherapeutics,MLTX,2022-04-05,2022-04-11,0001213900-22-019217,"1.01,2.01,3.02,3.03,5.01,5.02,5.03,5.05,5.06,7.01,9.01",2834,8-K
1529274,"ALKAMI TECHNOLOGY, INC.",ALKT,2022-04-25,2022-04-25,0001529274-22-000067,"2.01,9.01",7372,8-K
1840856,Archimedes Tech Spac Partners Co,"SOUN, SOUNW",2022-04-26,2022-05-02,0001213900-22-023274,"1.01,2.01,3.02,3.03,4.01,5.01,5.02,5.03,5.04,5.06,8.01,9.01",7372,8-K
1822966,NUSCALE POWER Corp,"SMR, SMR-WT",2022-04-29,2022-05-05,0001104659-22-056493,"1.01,2.01,3.02,3.03,4.01,5.01,5.02,5.03,5.05,5.06,7.01,9.01",3433,8-K
1823652,"Eve Holding, Inc.","EVEX, EVEX-WT",2022-05-09,2022-05-13,0001193125-22-150258,"1.01,2.01,3.02,3.03,4.01,5.01,5.02,5.06,7.01,9.01",3721,8-K
1821318,OTR Acquisition Corp.,,2022-05-19,2022-05-24,0001104659-22-064268,"1.01,1.02,2.01,3.01,3.03,5.01,5.02,5.03,7.01,9.01",2834,8-K
1907685,"Comera Life Sciences Holdings, Inc.",CMRA,2022-05-19,2022-05-25,0001193125-22-159833,"1.01,2.01,3.02,3.03,5.02,5.03,9.01",2834,8-K
1802450,"MSP Recovery, Inc.","LIFW, LIFWW, LIFWZ",2022-05-23,2022-05-27,0001193125-22-162422,"1.01,2.01,3.02,4.01,5.01,5.02,5.03,8.01,9.01",7389,8-K
42682,GORMAN RUPP CO,GRC,2022-05-31,2022-06-01,0001193125-22-164599,"1.01,2.01,2.03,8.01,9.01",3561,8-K
1819253,biote Corp.,BTMD,2022-05-26,2022-06-02,0001193125-22-166249,"1.01,2.01,2.03,3.02,3.03,4.01,5.01,5.02,5.03,5.05,5.06,9.01",2833,8-K
1820872,"Global Business Travel Group, Inc.",GBTG,2022-05-27,2022-06-03,0001104659-22-068074,"1.01,2.01,3.02,3.03,5.01,5.02,5.03,5.06,9.01",4700,8-K
1823383,Globis Acquisition Corp.,,2022-06-09,2022-06-10,0001493152-22-016381,"1.01,2.01,3.01,3.03,5.01,5.02,5.03,5.07,7.01,9.01",6770,8-K
1703785,Sitio Royalties Corp.,,2022-06-07,2022-06-10,0001193125-22-171941,"1.01,1.02,2.01,2.03,3.02,4.01,5.01,5.02,7.01,8.01,9.01",1311,8-K
1837240,Symbotic Inc.,SYM,2022-06-07,2022-06-13,0001193125-22-172211,"1.01,2.01,3.02,3.03,4.01,5.01,5.02,5.03,5.05,5.06,8.01,9.01",7372,8-K
1854270,"Senti Biosciences, Inc.\",SNTI,2022-06-08,2022-06-15,0001193125-22-174498,"1.01,2.01,3.02,3.03,4.01,5.01,5.02,5.03,5.05,5.06,9.01",2836,8-K
1903870,Forafric Global PLC,"AFRI, AFRIW",2022-06-09,2022-06-15,0001493152-22-016864,"1.01,1.02,2.01,3.01,3.02,3.03,4.01,5.01,5.02,5.03,5.05,5.06,9.01",2040,8-K
1801602,"SpringBig Holdings, Inc.","SBIG, SBIGW",2022-06-14,2022-06-21,0001140361-22-023538,"1.01,2.01,2.03,3.02,3.03,4.01,5.01,5.02,5.03,5.05,5.06,8.01,9.01",7371,8-K
1429764,Blink Charging Co.,BLNK,2022-06-15,2022-06-21,0001493152-22-017292,"2.01,3.02,7.01,9.01",3790,8-K
1758009,Quantum Computing Inc.,QUBT,2022-06-14,2022-06-21,0001213900-22-034003,"1.01,2.01,3.02,5.02,5.03,8.01,9.01",7372,8-K
1841761,"Grove Collaborative Holdings, Inc.","GROV, GROVW",2022-06-16,2022-06-23,0001193125-22-180310,"1.01,2.01,3.02,3.03,4.01,5.01,5.02,5.03,5.05,5.06,9.01",5961,8-K
1847127,"Gores Guggenheim, Inc.",,2022-06-23,2022-06-27,0001193125-22-182018,"1.01,2.01,3.01,3.03,5.01,5.02,5.03,9.01",6770,8-K
1839434,EJF Acquisition Corp.,,2022-06-22,2022-06-28,0001140361-22-024209,"1.01,1.02,2.01,3.01,3.03,5.01,5.02,5.03,9.01",6770,8-K
866829,HELIX ENERGY SOLUTIONS GROUP INC,HLX,2022-07-01,2022-07-01,0000866829-22-000014,"1.01,2.01,2.03,9.01",1389,8-K
1601548,"V2X, Inc.",VVX,2022-07-05,2022-07-05,0001104659-22-077110,"1.01,1.02,2.01,2.03,3.02,3.03,5.01,5.02,5.03,8.01,9.01",8744,8-K
1062128,"Artemis Therapeutics, Inc.",MNKA,2022-06-30,2022-07-05,0001178913-22-002584,"1.01,2.01,2.02,3.02,5.01,5.02,5.03,5.06,9.01",2890,8-K
1909152,Kalera Public Ltd Co,KALRQ,2022-06-27,2022-07-05,0001628280-22-018407,"1.01,2.01,3.03,5.01,5.02,5.03,5.05,5.06,7.01,9.01",0100,8-K
1582244,Corning Natural Gas Holding Corp,,2022-07-06,2022-07-06,0001174947-22-000776,"2.01,3.03,5.01,5.02,5.03,8.01,9.01",4923,8-K
1255474,Whiting Holdings LLC,,2022-07-01,2022-07-07,0001193125-22-189511,"1.01,1.02,2.01,2.02,3.01,3.03,5.01,5.02,5.03,7.01,9.01",1311,8-K
1682325,GTY Technology Holdings Inc.,,2022-07-07,2022-07-07,0001104659-22-077924,"1.02,2.01,3.01,3.03,5.01,5.02,5.03,8.01,9.01",7374,8-K
926282,ADTRAN INC,ADTN,2022-07-08,2022-07-08,0001193125-22-190213,"2.01,3.01,3.03,5.01,5.02,5.03,7.01,9.01",3661,8-K
1441693,MARRONE BIO INNOVATIONS INC,,2022-07-12,2022-07-13,0001104659-22-079258,"2.01,3.01,3.03,5.01,5.02,5.03,9.01",2870,8-K
1711291,CURO Group Holdings Corp.,,2022-07-08,2022-07-14,0001711291-22-000041,"1.01,2.01,2.03,5.02,7.01,8.01,9.01",6199,8-K
1850270,PROKIDNEY CORP.,PROK,2022-07-11,2022-07-15,0001193125-22-195148,"1.01,2.01,3.02,3.03,4.01,5.01,5.02,5.03,5.06,8.01,9.01",2836,8-K
1821169,"Global SPAC Partners Co,",,2022-07-13,2022-07-18,0001213900-22-039974,"1.01,2.01,3.01,3.02,3.03,4.01,5.01,5.02,5.03,5.07,8.01,9.01",7372,8-K
1828852,"Mondee Holdings, Inc.",MOND,2022-07-18,2022-07-20,0001104659-22-080993,"1.01,2.01,3.02,3.03,4.01,5.01,5.02,5.03,5.05,5.06,7.01,8.01,9.01",4700,8-K
1272830,VONAGE HOLDINGS CORP,,2022-07-21,2022-07-21,0001272830-22-000105,"1.01,1.02,2.01,3.01,3.03,5.01,5.02,5.03,8.01",4813,8-K
866368,"PS BUSINESS PARKS, INC./MD",,2022-07-20,2022-07-22,0001193125-22-200063,"1.01,1.02,2.01,2.03,3.01,3.02,3.03,4.01,5.01,5.02,5.03,8.01,9.01",6798,8-K
1839360,FaZe Holdings Inc.,,2022-07-19,2022-07-22,0001193125-22-200145,"1.01,2.01,3.02,3.03,5.01,5.02,5.03,5.05,5.06,7.01,9.01",7310,8-K
1842279,OPAL Fuels Inc.,OPAL,2022-07-21,2022-07-27,0001213900-22-042020,"1.01,2.01,3.02,3.03,4.01,5.01,5.02,5.03,5.06,9.01",4932,8-K
1898496,"Getty Images Holdings, Inc.",GETY,2022-07-22,2022-07-28,0001104659-22-083743,"1.01,2.01,3.01,3.02,3.03,4.01,5.01,5.02,5.03,5.05,5.06,8.01,9.01",7389,8-K
1823466,"FiscalNote Holdings, Inc.","NOTE, NOTE-WT",2022-07-29,2022-08-02,0001193125-22-210160,"1.01,2.01,3.01,3.02,3.03,5.01,5.02,5.03,5.06,8.01,9.01",7389,8-K
1814140,"Apexigen, Inc.",,2022-07-29,2022-08-04,0001193125-22-212570,"1.01,2.01,3.01,3.02,3.03,5.01,5.02,5.03,5.05,5.06,5.07,9.01",2834,8-K
1823575,"ZeroFox Holdings, Inc.",,2022-08-03,2022-08-09,0001193125-22-216315,"1.01,2.01,2.03,3.02,3.03,4.01,5.01,5.02,5.03,5.05,5.06,7.01,9.01",7389,8-K
1907982,D-Wave Quantum Inc.,"QBTS, QBTS-WT",2022-08-05,2022-08-11,0001193125-22-217611,"1.01,2.01,3.02,4.01,5.01,5.02,5.05,5.06,7.01,9.01",7374,8-K
1842356,Wag! Group Co.,"PET, PETWW",2022-08-09,2022-08-15,0001104659-22-091417,"1.01,2.01,3.02,3.03,4.01,5.01,5.02,5.03,5.05,5.06,7.01,9.01",7200,8-K
1862068,"Rubicon Technologies, Inc.","RBTC, RBTCW",2022-08-15,2022-08-19,0001829126-22-016045,"1.01,2.01,3.01,3.02,3.03,5.01,5.02,5.03,5.05,5.06,7.01,9.01",7372,8-K
1850266,"Akili, Inc.",,2022-08-19,2022-08-23,0001193125-22-227561,"1.01,2.01,3.02,3.03,4.01,5.01,5.02,5.03,5.05,5.06,9.01",3841,8-K
1748773,RATTLER MIDSTREAM LP,,2022-08-24,2022-08-24,0001193125-22-228618,"1.02,2.01,2.03,3.01,3.03,5.02,5.03,7.01,9.01",4922,8-K
1806347,Westrock Coffee Co,"WEST, WESTW",2022-08-26,2022-08-30,0001104659-22-096079,"1.01,2.01,2.03,3.02,3.03,5.02,5.03,5.05,8.01,9.01",2080,8-K/A
711377,NEOGEN CORP,NEOG,2022-09-01,2022-09-01,0001140361-22-032001,"1.01,1.02,2.01,2.03,5.03,8.01,9.01",2835,8-K
1841800,"Nogin, Inc.",,2022-08-26,2022-09-01,0001193125-22-236634,"1.01,2.01,2.03,3.02,3.03,4.01,5.01,5.02,5.03,5.05,5.06,8.01,9.01",7389,8-K
1508381,Bionik Laboratories Corp.,,2022-08-31,2022-09-07,0001104659-22-098261,"1.01,2.01,2.03,9.01",3842,8-K
1658566,Permian Resources Corp,PR,2022-09-01,2022-09-08,0001193125-22-241104,"1.01,2.01,2.03,3.01,3.02,5.02,5.03,7.01,9.01",1311,8-K
1338749,POTLATCHDELTIC CORP,PCH,2022-09-14,2022-09-14,0001193125-22-244731,"1.01,2.01,2.03,5.02,8.01,9.01",6798,8-K
1849820,"Nauticus Robotics, Inc.","KITT, KITTW",2022-06-30,2022-09-15,0001213900-22-056286,"1.01,2.01,3.01,3.02,3.03,4.01,5.01,5.02,5.03,5.05,5.06,7.01,9.01",3569,8-K
1899287,"Amprius Technologies, Inc.","AMPX, AMPX-WT",2022-09-14,2022-09-16,0001193125-22-246477,"1.01,2.01,3.01,3.02,3.03,4.01,5.01,5.02,5.03,5.05,5.06,7.01,9.01",3690,8-K
1812360,FOXO TECHNOLOGIES INC.,"FOXO, FOXOW",2022-09-15,2022-09-21,0001213900-22-057723,"1.01,2.01,2.03,3.02,3.03,4.01,5.01,5.02,5.03,5.05,5.06,9.01",6311,8-K
1830081,Rumble Inc.,"RUM, RUMBW",2022-09-16,2022-09-22,0001213900-22-058065,"1.01,2.01,2.02,3.02,3.03,4.01,5.01,5.02,5.03,5.05,5.06,8.01,9.01",7370,8-K
1841209,MicroCloud Hologram Inc.,"HOLO, HOLOW",2022-09-16,2022-09-22,0001829126-22-017079,"1.01,2.01,3.01,3.02,3.03,5.01,5.02,5.03,5.06,7.01,9.01",7370,8-K
1822145,Presto Automation Inc.,"PRST, PRSTW",2022-09-21,2022-09-27,0001213900-22-059478,"1.01,1.02,2.01,2.03,3.02,3.03,5.01,5.02,5.03,5.05,5.06,7.01,9.01",7372,8-K
1826553,Silver Crest Acquisition Corp,,2022-09-28,2022-09-29,0001104659-22-103782,"2.01,3.01,3.03,5.01,5.02,9.01",6770,8-K
1898795,"LiveWire Group, Inc.","LVWR, LVWR-WT",2022-09-26,2022-09-30,0001193125-22-255710,"1.01,2.01,3.02,3.03,5.01,5.02,5.06,7.01,9.01",3751,8-K
1895262,Noble Corp plc,"NE, NBLWF, NE-WT, NE-WTA",2022-10-03,2022-10-03,0001193125-22-256802,"1.01,2.01,2.03,5.02,7.01,9.01",1381,8-K
1674356,"Terra Property Trust, Inc.",TPTA,2022-09-27,2022-10-03,0001193125-22-256629,"1.01,2.01,2.03,3.03,5.02,5.03,7.01,9.01",6798,8-K
877890,CITRIX SYSTEMS INC,,2022-09-30,2022-10-03,0001193125-22-256805,"1.01,1.02,2.01,2.03,3.01,3.03,5.01,5.02,5.03,8.01,9.01",7372,8-K
1473844,"CBTX, Inc.",STEL,2022-10-01,2022-10-03,0001104659-22-104952,"2.01,2.03,3.03,5.01,5.02,5.03,5.05,9.01",6021,8-K
1854963,"SHF Holdings, Inc.","SHFS, SHFSW",2022-09-28,2022-10-04,0001493152-22-027592,"1.01,2.01,3.02,3.03,5.01,5.02,5.03,5.06,9.01",6199,8-K
1629137,"Global Blood Therapeutics, Inc.",,2022-10-05,2022-10-05,0000950157-22-001085,"1.01,1.02,2.01,2.04,3.01,3.03,5.01,5.02,5.03,9.01",2834,8-K
1690334,SEACOR Marine Holdings Inc.,SMHI,2022-09-29,2022-10-05,0001193125-22-258312,"1.01,1.02,2.01,2.03,3.02,7.01,9.01",4412,8-K
1667161,"Randolph Bancorp, Inc.",,2022-10-07,2022-10-07,0001104659-22-107194,"2.01,3.01,3.03,5.01,5.02,5.03,9.01",6022,8-K
1847986,Dragonfly Energy Holdings Corp.,"DFLI, DFLIW",2022-10-07,2022-10-11,0001104659-22-107212,"1.01,2.01,3.02,3.03,4.01,5.01,5.02,5.03,5.05,5.06,9.01",3690,8-K
894627,VAALCO ENERGY INC /DE/,EGY,2022-10-13,2022-10-14,0001140361-22-037165,"2.01,5.02,5.03,7.01,9.01",1311,8-K
1679826,Ping Identity Holding Corp.,,2022-10-18,2022-10-18,0001104659-22-109533,"1.02,2.01,3.01,3.03,5.01,5.02,5.03,8.01,9.01",7372,8-K
1825452,"Onfolio Holdings, Inc","ONFO, ONFOW",2022-10-13,2022-10-19,0001654954-22-013917,"1.01,2.01,2.03,7.01",7374,8-K
1348036,"AVALARA, INC.",,2022-10-19,2022-10-19,0001193125-22-265324,"1.01,1.02,2.01,2.03,3.01,3.03,5.01,5.02,5.03,8.01,9.01",7372,8-K
1838544,BOA Acquisition Corp.,,2022-10-27,2022-10-27,0001193125-22-271114,"2.01,3.01,3.03,5.01,5.02,5.07",6770,8-K
1864891,Endurance Acquisition Corp.,,2022-10-23,2022-10-27,0001104659-22-112062,"1.02,2.01,3.01,3.03,5.01,5.02,7.01,8.01,9.01",6770,8-K
1830531,Provident Acquisition Corp.,,2022-10-28,2022-10-28,0001104659-22-112478,"1.01,1.02,2.01,3.01,3.03,5.01,5.02,8.01,9.01",7372,8-K
1928446,"Granite Ridge Resources, Inc.",GRNT,2022-10-24,2022-10-28,0001104659-22-112452,"1.01,2.01,2.03,3.02,3.03,4.01,5.01,5.02,5.03,5.06,8.01,9.01",1311,8-K
1870144,"Cardio Diagnostics Holdings, Inc.","CDIO, CDIOW",2022-10-25,2022-10-31,0001079973-22-001382,"1.01,2.01,3.01,3.03,5.01,5.02,5.03,5.06,5.07,7.01,9.01",2835,8-K
1881487,ProFrac Holding Corp.,ACDC,2022-11-01,2022-11-01,0001193125-22-274562,"1.01,2.01,2.03,7.01,9.01",1389,8-K
1759186,"Coeptis Therapeutics Holdings, Inc.","COEP, COEPW",2022-10-28,2022-11-03,0001683168-22-007257,"2.01,5.01,5.02,5.03,5.06,7.01,8.01,9.01",2836,8-K
1831868,SeaStar Medical Holding Corp,"ICU, ICUCW",2022-10-28,2022-11-04,0001193125-22-277072,"1.01,2.01,3.02,3.03,5.01,5.02,5.03,5.05,5.06,7.01,8.01,9.01",3841,8-K
1834645,"Peak Bio, Inc.","PKBO, PKBOW",2022-11-01,2022-11-07,0001193125-22-279204,"1.01,2.01,3.02,3.03,5.01,5.02,5.03,5.05,5.06,9.01",2836,8-K
1846253,"OmniAb, Inc.","OABI, OABIW",2022-11-01,2022-11-07,0001193125-22-279194,"1.01,2.01,3.02,3.03,5.01,5.02,5.06,9.01",8731,8-K
1671858,"Silverback Therapeutics, Inc.",SPRY,2022-11-04,2022-11-08,0001193125-22-280241,"1.01,2.01,3.02,5.01,5.02,5.03,5.07,8.01,9.01",2834,8-K
1760683,East Stone Acquisition Corp,,2022-11-10,2022-11-15,0001213900-22-072648,"1.01,2.01,3.01,3.02,3.03,5.01,5.02,5.03,5.07,8.01,9.01",3711,8-K
1820190,Scilex Holding Company/DE,"SCLX, SCLXW",2022-11-10,2022-11-17,0001193125-22-287783,"1.01,2.01,3.03,4.01,5.01,5.02,5.03,5.05,5.06,7.01,8.01,9.01",2836,8-K
1769624,AGBA Group Holding Ltd.,"AGBA, AGBAW",2022-11-14,2022-11-18,0001213900-22-073874,"1.01,2.01,3.02,3.03,5.01,5.02,5.03,5.05,5.06,7.01,9.01",6282,8-K
732834,"CONTINENTAL RESOURCES, INC",,2022-11-22,2022-11-22,0001193125-22-291094,"2.01,3.01,3.03,5.02,8.01,9.01",1311,8-K
1847846,EUDA Health Holdings Ltd,"EUDA, EUDAW",2022-11-17,2022-11-23,0001493152-22-033558,"1.01,2.01,3.01,3.03,4.01,5.01,5.02,5.03,5.05,5.06,8.01,9.01",8000,8-K
1820144,Grindr Inc.,"GRND, GRND-WT",2022-11-18,2022-11-23,0001140361-22-042994,"1.01,2.01,3.02,3.03,4.01,5.01,5.02,5.06,7.01,9.01",7370,8-K
1828326,Frazier Lifesciences Acquisition Corp,,2022-11-22,2022-11-23,0001193125-22-292061,"1.01,1.02,2.01,3.01,3.03,5.01,5.02,5.03,7.01,9.01",6770,8-K
836147,MIDDLEFIELD BANC CORP,MBCN,2022-12-01,2022-12-01,0001193125-22-296213,"2.01,5.02,5.03,8.01,9.01",6022,8-K
1648365,"TINGO, INC.",TMNA,2022-12-01,2022-12-05,0001104659-22-124518,"2.01,8.01,9.01",7310,8-K
1821075,"Appreciate Holdings, Inc.",SFRT,2022-11-29,2022-12-05,0001213900-22-077647,"1.01,2.01,2.03,3.02,3.03,4.01,5.01,5.02,5.03,5.05,5.06,5.07,7.01,8.01,9.01",6531,8-K
854800,"MICT, Inc.",TIOG,2022-12-06,2022-12-06,0001213900-22-077988,"2.01,3.02,5.02,5.03,8.01,9.01",3670,8-K
1710583,"Switch, Inc.",,2022-12-06,2022-12-06,0001193125-22-298966,"1.01,1.02,2.01,2.03,3.01,3.03,5.01,5.02,5.03,8.01,9.01",7370,8-K
1813658,"Tempo Automation Holdings, Inc.",TMPOQ,2022-11-22,2022-12-06,0001104659-22-124887,"1.01,2.01,2.03,3.02,3.03,4.01,5.01,5.02,5.05,5.06,9.01",3672,8-K
1934064,"ProSomnus, Inc.",,2022-12-06,2022-12-13,0001104659-22-126408,"1.01,2.01,2.03,3.02,3.03,4.01,5.01,5.02,5.03,5.05,5.06,9.01",3841,8-K
1859007,"ZyVersa Therapeutics, Inc.",ZVSA,2022-12-12,2022-12-13,0001493152-22-035258,"1.01,2.01,3.01,3.02,3.03,4.01,5.01,5.02,5.03,5.05,5.06,8.01,9.01",2834,8-K
1839608,"Getaround, Inc","GETR, GETRW",2022-12-08,2022-12-14,0001193125-22-304902,"1.01,2.01,2.03,3.02,3.03,4.01,5.01,5.02,5.03,5.05,5.06,7.01,9.01",7510,8-K
1800392,MicroAlgo Inc.,"MLGO, VENAF",2022-12-09,2022-12-16,0001829126-22-020336,"1.01,2.01,3.01,3.02,5.01,5.02,5.03,5.06,7.01,9.01",7371,8-K
1818787,Primavera Capital Acquisition Corp.,,2022-12-14,2022-12-20,0001193125-22-309191,"1.02,2.01,3.01,3.03,5.01,5.02,5.03,7.01,8.01,9.01",6770,8-K
1837160,COVA Acquisition Corp.,,2022-12-20,2022-12-21,0001104659-22-129098,"1.01,2.01,3.01,3.03,5.01,5.02,9.01",6770,8-K
1929589,MariaDB plc,MRDB,2022-12-16,2022-12-22,0001193125-22-311179,"1.01,2.01,3.02,3.03,4.01,5.01,5.02,5.03,5.05,5.06,7.01,9.01",7372,8-K
1745797,"Brigham Minerals, Inc.",,2022-12-28,2022-12-29,0001193125-22-314817,"1.01,2.01,2.03,3.01,3.03,5.01,5.02,5.03,5.07,7.01,9.01",1311,8-K
1678848,BITMIS CORP.,BIMT,2022-12-30,2022-12-30,0001213900-22-084079,"1.01,2.01,3.02,5.01,5.02,9.01",8742,8-K
1538495,"Earth Science Tech, Inc.","ETST, UNOV",2022-12-29,2022-12-30,0001493152-22-036860,"2.01,9.01",2834,8-K
884624,Orthofix Medical Inc.,OFIX,2023-01-03,2023-01-05,0001193125-23-001900,"1.02,2.01,2.03,5.02,8.01,9.01",3841,8-K
1637761,SeaSpine Holdings Corp,,2023-01-04,2023-01-05,0001193125-23-001942,"1.02,2.01,3.01,3.03,5.01,5.02,5.03,8.01,9.01",3841,8-K
1825437,LIGHTJUMP ACQUISITION CORP,,2022-12-30,2023-01-06,0001213900-23-001451,"1.01,2.01,3.01,3.03,5.01,5.02,5.03,9.01",6770,8-K
1838615,"Alvarium Tiedemann Holdings, Inc.",ALTI,2023-01-03,2023-01-09,0001193125-23-004775,"1.01,2.01,2.03,3.02,3.03,4.01,5.01,5.02,5.03,5.05,5.06,7.01,9.01",6282,8-K
1715611,BODY & MIND INC.,BMMJ,2022-12-12,2023-01-17,0001640334-23-000057,"1.01,2.01,2.03,3.02,8.01,9.01",2834,8-K/A
1586495,Leet Technology Inc.,LTES,2023-01-17,2023-01-18,0001683168-23-000213,"1.01,2.01,3.03,5.01,5.02,9.01",7372,8-K
1744179,"Oaktree Strategic Income II, Inc.",,2023-01-20,2023-01-23,0001193125-23-012731,"2.01,3.03,5.01,5.02,5.03,7.01,9.01",,8-K
1853314,Gesher I Acquisition Corp.,,2023-01-25,2023-01-25,0001104659-23-006598,"1.01,1.02,2.01,3.01,3.02,3.03,5.01,5.02,5.03,5.07,8.01,9.01",6770,8-K
1483510,"EXPRESS, INC.",EXPRQ,2023-01-20,2023-01-26,0001193125-23-015631,"1.01,2.01,2.03,3.02,5.02,7.01,8.01,9.01",5600,8-K
1941536,"Bridger Aerospace Group Holdings, Inc.","BAER, BAERW",2023-01-24,2023-01-27,0001193125-23-016927,"1.01,2.01,3.02,3.03,4.01,5.01,5.02,5.03,5.06,9.01",7389,8-K
1814114,"Orchestra BioMed Holdings, Inc.",OBIO,2023-01-25,2023-01-31,0001213900-23-006448,"1.01,2.01,3.02,3.03,4.01,5.01,5.02,5.03,5.05,5.06,7.01,8.01,9.01",3841,8-K
1113313,ARVANA INC,AVNI,2023-02-03,2023-02-03,0001607062-23-000065,"1.01,2.01,5.06,7.01,9.01",6770,8-K
1538990,STORE CAPITAL Corp,,2023-02-03,2023-02-03,0001193125-23-024224,"1.01,1.02,2.01,2.03,3.01,3.02,3.03,5.01,5.02,5.03,8.01,9.01",6798,8-K
1814215,"Nuburu, Inc.","BURU, BURUW",2023-02-06,2023-02-06,0001193125-23-025555,"1.01,2.01,3.01,3.02,3.03,5.01,5.02,5.03,5.05,5.06,9.01",3690,8-K
1664998,"KnowBe4, Inc.",,2023-02-06,2023-02-06,0001193125-23-025770,"1.01,1.02,2.01,2.03,3.01,3.03,5.01,5.02,5.03,5.07,9.01",7370,8-K
1463208,"Transportation & Logistics Systems, Inc.",TLSS,2023-02-03,2023-02-06,0001493152-23-003641,"2.01,9.01",4700,8-K
1855631,AERWINS Technologies Inc.,"AWIN, AWINW",2023-02-03,2023-02-09,0001193125-23-030266,"1.01,2.01,3.02,3.03,5.01,5.02,5.03,5.05,5.06,7.01,8.01,9.01",3721,8-K
1630212,Avalon GloboCare Corp.,ALBT,2023-02-09,2023-02-13,0001213900-23-010503,"1.01,2.01,3.02,5.03,7.01,9.01",2836,8-K
1538263,"HomeTrust Bancshares, Inc.",HTBI,2023-02-12,2023-02-13,0001538263-23-000013,"2.01,5.02,8.01,9.01",6035,8-K
1823584,ALLIANCE ENTERTAINMENT HOLDING CORP,"AENT, AENTW",2023-02-10,2023-02-13,0001104659-23-019800,"1.01,2.01,3.02,3.03,4.01,5.01,5.02,5.03,5.05,5.06,7.01,9.01",5099,8-K
1843724,"LanzaTech Global, Inc.","LNZA, LNZAW",2023-02-08,2023-02-13,0001628280-23-003310,"1.01,2.01,3.02,3.03,4.01,5.01,5.02,5.03,5.05,5.06,7.01,9.01",2860,8-K
1839132,Movella Holdings Inc.,MVLA,2023-02-10,2023-02-13,0001193125-23-035948,"1.01,2.01,2.03,3.02,3.03,4.01,5.01,5.02,5.03,5.05,5.06,7.01,9.01",7372,8-K
1883814,"Southland Holdings, Inc.","SLND, SLND-WT",2023-02-14,2023-02-14,0001829126-23-001536,"1.01,1.02,2.01,3.02,3.03,5.01,5.02,5.03,5.06,5.07,8.01,9.01",1600,8-K
1844452,"Intuitive Machines, Inc.","LUNR, LUNRW",2023-02-13,2023-02-14,0001213900-23-011495,"1.01,2.01,3.02,3.03,4.01,5.01,5.02,5.03,5.06,9.01",3812,8-K
1869974,"Ocean Biomedical, Inc./DE","OCEA, OCEAW",2023-02-14,2023-02-15,0001493152-23-005097,"1.01,2.01,2.03,3.02,3.03,4.01,5.01,5.02,5.03,5.05,5.06,9.01",2834,8-K/A
1841425,"Verde Clean Fuels, Inc.","VGAS, VGASW",2023-02-15,2023-02-21,0001213900-23-013297,"1.01,2.01,3.02,3.03,4.01,5.01,5.02,5.03,5.06,8.01,9.01",2860,8-K
1848959,Decarbonization Plus Acquisition Corp IV,,2023-02-21,2023-02-27,0001193125-23-049537,"1.01,2.01,3.01,3.03,8.01,9.01",6770,8-K
1672619,"Enliven Therapeutics, Inc.",ELVN,2023-02-23,2023-03-01,0001193125-23-056303,"1.01,2.01,3.03,4.01,5.01,5.02,5.03,5.05,8.01,9.01",2834,8-K
1077771,UMPQUA HOLDINGS CORP,,2023-02-28,2023-03-01,0001193125-23-056482,"2.01,3.01,3.03,5.01,5.02,5.03,8.01,9.01",6035,8-K
887343,"COLUMBIA BANKING SYSTEM, INC.",COLB,2023-02-28,2023-03-01,0001193125-23-056342,"2.01,2.03,5.02,5.03,8.01,9.01",6022,8-K
1011060,EKIMAS Corp,NORD,2023-03-01,2023-03-01,0001493152-23-006431,"1.01,2.01,3.02,5.01,5.02,5.06,8.01,9.01",3841,8-K
1466538,COWEN INC.,,2023-03-01,2023-03-01,0000950157-23-000197,"1.01,1.02,2.01,2.03,2.04,3.01,3.03,5.01,5.02,5.03,8.01,9.01",6211,8-K
896493,"Ault Alliance, Inc.","AULT, AULT-PD",2023-03-03,2023-03-06,0001214659-23-003550,"2.01,9.01",3679,8-K/A
1485003,Carisma Therapeutics Inc.,CARM,2023-03-07,2023-03-08,0001104659-23-029687,"1.01,2.01,3.02,3.03,4.01,5.01,5.02,5.03,5.05,7.01,8.01,9.01",2834,8-K
1746278,"GoLogiq, Inc.",GOLQ,2023-03-06,2023-03-09,0001575872-23-000338,"2.01,5.07,7.01,9.01",7370,8-K
1633336,"Crescent Capital BDC, Inc.","CCAP, FCRX",2023-03-09,2023-03-10,0001193125-23-066479,"1.01,2.01,2.03,7.01,9.01",,8-K
1740742,Unicoin Inc.,,2020-11-19,2023-03-13,0001829126-23-001980,"2.01,9.01",7372,8-K
1845991,Lionheart III Corp,,2023-03-07,2023-03-13,0001193125-23-069163,"1.01,2.01,3.01,3.03,5.01,5.03,9.01",6770,8-K
1820875,"KINS Technology Group, Inc.","CXAI, CXAIW",2023-03-14,2023-03-15,0001104659-23-032375,"2.01,7.01,9.01",7372,8-K
