cik,company_name,tickers,close_date,super8k_date,super8k_adsh,items,sic_at_filing,form,ticker_current,exchange,sic_current,sic_desc,entity_name,former_names,ann_date,ann_source,n_vote_8ks,vote_8k_date,vote_date,has_425,sic_6770_at_close,name_change_near_close,target_name,old_ticker_edgar,new_ticker_edgar,redeemed_shares,remaining_shares,redemption_pct_stated,trust_per_share,redemption_source,mentions_trust,is_spac,redemption_pct
1757932,"Romeo Power, Inc.",,2020-12-29,2021-01-05,0001104659-21-001031,"1.01,2.01,3.02,3.03,4.01,5.01,5.02,9.01",3690.0,8-K,,,3714.0,Motor Vehicle Parts & Accessories,"Romeo Power, Inc.",RMG Acquisition Corp.,2020-10-05,425,1,2020-12-28,2020-12-28,True,False,True,"Merger, dated as of October 5, 2020",RMG,RMO,0.0,,,,llm,False,True,
1518832,"WPX ENERGY, INC.",,2021-01-07,2021-01-07,0001104659-21-002045,"1.02,2.01,3.01,5.01,5.02,7.01,9.01",1311.0,8-K,,,1311.0,Crude Petroleum & Natural Gas,"WPX ENERGY, INC.",,2020-09-28,425,11,2020-12-31,2020-12-30,True,False,False,,WPX,WPX,,,,,,False,False,
1090012,DEVON ENERGY CORP/DE,DVN,2021-01-07,2021-01-07,0001193125-21-004318,"1.01,2.01,5.02,7.01,9.01",1311.0,8-K,DVN,NYSE,1311.0,Crude Petroleum & Natural Gas,DEVON ENERGY CORP/DE,DEVON ENERGY CORP; DEVON DELAWARE CORP,2020-09-28,425,12,2020-12-31,2020-12-30,True,False,False,,DVN,DVN,,,,,,False,False,
1725872,"BM Technologies, Inc.","BMTX, BMTX-WT",2021-01-04,2021-01-08,0001213900-21-001260,"1.01,2.01,2.03,3.02,3.03,5.01,5.02,5.06,9.01",6022.0,8-K,,,6022.0,State Commercial Banks,"BM Technologies, Inc.",Megalith Financial Acquisition Corp,2020-11-03,425,3,2020-12-22,2020-12-21,True,False,True,Merger Sub continuing as the surviving corporation,MFAC,BMTX,500.0,,,10.42,llm,True,True,
1488813,"Customers Bancorp, Inc.","CUBB, CUBI, CUBI-PE, CUBI-PF",2021-01-04,2021-01-08,0001488813-21-000008,"2.01,9.01",6022.0,8-K,"CUBI,CUBB","NYSE,NYSE",6022.0,State Commercial Banks,"Customers Bancorp, Inc.","Customers 1st Bancorp, Inc.",,,9,2020-05-28,2020-05-27,False,False,False,BankMobile with and into Merger Sub,CUBI,CUBI,,,,,,True,False,
832428,E.W. SCRIPPS Co,SSP,2021-01-04,2021-01-08,0000832428-21-000004,"1.01,2.01,2.03,3.02,5.02,5.03,9.01",4833.0,8-K,SSP,Nasdaq,4833.0,Television Broadcasting Stations,E.W. SCRIPPS Co,SCRIPPS E W CO /DE,1994-07-15,S-4,8,2018-06-05,2018-06-05,False,False,False,ION Media,SSP,SSP,,,5.0,,super8k,False,False,5.0
1555039,Front Yard Residential Corp,,2021-01-11,2021-01-11,0001193125-21-006316,"2.01,3.01,3.03,5.01,5.02,7.01,9.01",6500.0,8-K,,,6500.0,Real Estate,Front Yard Residential Corp,Altisource Residential Corp,2020-03-11,PREM14A,12,2021-01-08,2021-01-06,False,False,False,Midway AcquisitionCo REIT,RESI,RESI,,,,,,False,False,
1801170,"CLOVER HEALTH INVESTMENTS, CORP. /DE",CLOV,2021-01-07,2021-01-12,0001193125-21-007348,"1.01,2.01,3.02,3.03,4.01,5.02,5.03,5.06,9.01",6324.0,8-K,CLOV,Nasdaq,6324.0,Hospital & Medical Service Plans,"CLOVER HEALTH INVESTMENTS, CORP. /DE",Social Capital Hedosophia Holdings Corp. III,2020-10-06,425,1,2021-01-06,2021-01-06,True,False,True,,IPOC,CLOV,24895.0,,,,super8k,True,True,
1721386,Landsea Homes Corp,"LSEA, LSEAW",2021-01-07,2021-01-13,0001731122-21-000062,"1.01,2.01,3.02,3.03,5.01,5.02,5.03,5.06,9.01",1531.0,8-K,,,1531.0,Operative Builders,Landsea Homes Corp,LF Capital Acquisition Corp.,2020-09-25,PREM14A,5,2020-12-23,2020-12-23,False,False,True,"Merger dated August 31, 2020",LFAC,LSEA,1826891.0,,,,vote8k,True,True,
1774155,BTRS Holdings Inc.,,2021-01-12,2021-01-14,0001140361-21-001212,"1.01,2.01,3.02,3.03,4.01,5.01,5.02,5.03,9.01",7371.0,8-K,,,7371.0,Services-Computer Programming Services,BTRS Holdings Inc.,South Mountain Merger Corp.,2020-10-19,425,1,2021-01-12,2021-01-12,True,False,True,Legacy Billtrust surviving as,SMMC,,,,,,,False,False,
1783398,UWM Holdings Corp,"UWMC, UWMC-WT",2021-01-21,2021-01-22,0001193125-21-014912,"1.01,2.01,2.03,3.01,3.02,4.01,5.01,5.02,9.01",6162.0,8-K,UWMC,NYSE,6162.0,Mortgage Bankers & Loan Correspondents,UWM Holdings Corp,"Gores Holdings IV, Inc.",2020-10-02,PREM14A,1,2021-01-21,2021-01-21,False,False,True,,GHIV,UWMC,20795.0,,,10.01,super8k,True,True,
1773751,"Hims & Hers Health, Inc.",HIMS,2021-01-20,2021-01-26,0001193125-21-017838,"1.01,2.01,3.02,3.03,4.01,5.01,5.02,5.06,9.01",8011.0,8-K,HIMS,NYSE,8011.0,Services-Offices & Clinics of  Doctors of  Medicine,"Hims & Hers Health, Inc.",Oaktree Acquisition Corp.,2020-10-01,425,1,2021-01-19,2021-01-19,True,False,True,New Hims Class A Common Stock,OAC,HIMS,6193.0,,,,llm,False,True,
1759008,"CarLotz, Inc.",,2021-01-21,2021-01-27,0001104659-21-008177,"1.01,2.01,3.02,3.03,5.01,5.02,5.03,5.06,9.01",5500.0,8-K,,,5500.0,Retail-Auto Dealers & Gasoline Stations,"CarLotz, Inc.",Acamar Partners Acquisition Corp.,2020-10-22,425,1,2021-01-20,2021-01-20,True,False,True,Merger Sub with and into CarLotz,ACAM,LOTZ,2493.0,,,10.174,llm,True,True,0.01
846617,"Dime Community Bancshares, Inc. /NY/","DCOM, DCOMG, DCOMP",2021-02-01,2021-02-01,0001104659-21-009751,"2.01,2.03,3.01,5.02,5.03,8.01,9.01",6021.0,8-K,"DCOM,DCBG,DCOM-P","NYSE,NYSE,NYSE",6021.0,National Commercial Banks,"Dime Commercial Bancshares, Inc. /NY/","Dime Community Bancshares, Inc. /NY/; BRIDGE BANCORP, INC.; BRIDGE BANCORP INC",2020-07-02,425,14,2020-12-03,2020-12-03,True,False,True,"Dime Community Bancshares, Inc",BDGE,DCOM,,,,,,False,False,
1725255,AdaptHealth Corp.,AHCO,2021-01-28,2021-02-02,0001104659-21-010572,"1.01,2.01,3.02,3.03,5.02,5.03,7.01,9.01",8082.0,8-K,AHCO,Nasdaq,8082.0,Services-Home Health Care Services,AdaptHealth Corp.,DFB Healthcare Acquisitions Corp.,2019-08-19,PREM14A,2,2020-08-28,2020-08-27,False,False,False,,AHCO,AHCO,,,40.0,,near8k,False,False,40.0
1807707,"AppHarvest, Inc.",,2021-01-29,2021-02-02,0001104659-21-010348,"1.01,2.01,3.02,3.03,4.01,5.02,5.03,5.06,9.01",100.0,8-K,,,100.0,Agricultural Production-Crops,"AppHarvest, Inc.",Novus Capital Corp,2020-09-29,425,1,2021-02-01,2021-01-29,True,False,True,Legacy AppHarvest surviving as,NOVS,APPH,31510.0,,,10.0,super8k,False,True,
1606698,Alpine 4 Technologies Ltd.,ALPP,2021-02-08,2021-02-09,0001096906-21-000295,2.01,3669.0,8-K,,,3669.0,"Communications Equipment, NEC","ALPINE 4 HOLDINGS, INC.",Alpine 4 Technologies Ltd.; Alpine 4 Automotive Technologies Ltd.; ALPINE 4 Inc.,2014-11-04,S-4,8,2021-02-12,2021-02-05,False,False,True,,,,,,,,,False,False,
1744494,"ADVENT TECHNOLOGIES HOLDINGS, INC.","ADN, ADNWW",2021-02-04,2021-02-09,0001140361-21-003946,"2.01,3.02,3.03,4.01,5.01,5.02,5.03,5.06,9.01",3690.0,8-K,ADNH,OTC,3690.0,"Miscellaneous Electrical Machinery, Equipment & Supplies","ADVENT TECHNOLOGIES HOLDINGS, INC.",AMCI Acquisition Corp.,2020-10-13,425,4,2021-02-03,2021-02-02,True,False,True,"Merger dated as of October 12, 2020",AMCI,ADN,1606.0,,,10.3,llm,False,True,
1237746,"Endurance International Group Holdings, Inc.",,2021-02-10,2021-02-10,0001193125-21-036258,"2.01,3.01,3.03,5.01,5.02,5.03,9.01",7372.0,8-K,,,7372.0,Services-Prepackaged Software,"Endurance International Group Holdings, Inc.",ENDURANCE INTERNATIONAL GROUP INC; BIZLAND INC,2016-11-17,S-4,8,2021-01-14,2021-01-14,False,False,False,"Merger, dated as of November 1, 2020",EIGI,EIGI,,,2.719,,near8k,False,False,2.719
1800347,"E2open Parent Holdings, Inc.","ETWO, ETWO-WT",2021-02-04,2021-02-10,0001104659-21-019902,"1.01,2.01,3.02,3.03,4.01,5.01,5.02,5.03,9.01",7374.0,8-K,,,7374.0,Services-Computer Processing & Data Preparation,"E2open Parent Holdings, Inc.",CC Neuberger Principal Holdings I,2020-10-14,425,1,2021-02-02,2021-02-02,True,False,True,"October 14, 2020",PCPL,ETWO,0.0,,,,llm,False,True,
1816736,"Gemini Therapeutics, Inc. /DE",IRON,2021-02-05,2021-02-11,0001213900-21-008478,"1.01,2.01,3.02,3.03,4.01,5.01,5.02,5.03,9.01",2834.0,8-K,IRON,Nasdaq,2834.0,Pharmaceutical Preparations,"Disc Medicine, Inc.","Gemini Therapeutics, Inc. /DE; FS Development Corp.",2020-10-15,425,1,2021-02-03,2021-02-03,True,False,True,"Merger, dated as of October 15, 2020",FSDC,GMTX,100.0,,,10.73,llm,False,True,
1819035,"Metromile, Inc.",,2021-02-09,2021-02-11,0001213900-21-008472,"1.01,2.01,2.03,3.02,4.01,5.01,5.02,5.06,9.01",6331.0,8-K,,,6331.0,"Fire, Marine & Casualty Insurance","Metromile, LLC","Metromile, Inc.; INSU Acquisition Corp. II",2020-11-24,425,1,2021-02-09,2021-02-09,True,False,True,Legacy Metromile surviving as the surviving company and as,INAQ,,8372.0,,,,llm,False,True,
1811063,Nuvation Bio Inc.,"NUVB, NUVB-WT",2021-02-10,2021-02-12,0001193125-21-041929,"1.01,2.01,3.01,3.03,4.01,5.02,5.03,5.06,9.01",2834.0,8-K,NUVB,NYSE,2834.0,Pharmaceutical Preparations,Nuvation Bio Inc.,Panacea Acquisition Corp,2020-10-21,425,1,2021-02-09,2021-02-09,True,False,True,Legacy Nuvation Bio surviving as,PANA,NUVB,3350.0,,,10.0,llm,False,True,0.02
1803914,"PLBY Group, Inc.",PLBY,2021-02-10,2021-02-16,0001104659-21-024317,"1.01,2.01,3.02,3.03,4.01,5.01,5.02,5.06,9.01",5900.0,8-K,PLBY,Nasdaq,5900.0,Retail-Miscellaneous Retail,"Playboy, Inc.","PLBY Group, Inc.; Mountain Crest Acquisition Corp.",2020-11-09,PREM14A,1,2021-02-09,2021-02-09,False,False,True,State of the State of Delaware,MCAC,PLBY,8824.0,,,,llm,False,True,
1804176,"Butterfly Network, Inc.","BFLY, BFLY-WT",2021-02-12,2021-02-16,0001104659-21-023964,"1.01,2.01,3.02,3.03,4.01,5.01,5.02,5.06,9.01",3844.0,8-K,BFLY,NYSE,3844.0,X-Ray Apparatus & Tubes & Related Irradiation Apparatus,"Butterfly Network, Inc.",Longview Acquisition Corp.,2020-11-20,425,1,2021-02-16,2021-02-12,True,False,True,"November 19, 2020",LGVW,BFLY,21189.0,,,10.0,vote8k,True,True,
1681459,TechnipFMC plc,FTI,2021-02-15,2021-02-16,0001140361-21-004982,"1.01,2.01,2.03,5.02,8.01,9.01",3533.0,8-K,FTI,NYSE,3533.0,Oil & Gas Field Machinery & Equipment,TechnipFMC plc,TechnipFMC Ltd,2016-08-10,S-4,3,2020-04-24,2020-04-24,False,False,False,,FTI,FTI,,,40.0,,near8k,False,False,40.0
1817760,"SmartKem, Inc.",SMTK,2021-02-23,2021-02-24,0001104659-21-027574,"1.01,2.01,3.02,4.01,5.01,5.02,5.03,5.06,9.01",6770.0,8-K,SMTK,Nasdaq,3674.0,Semiconductors & Related Devices,"SmartKem, Inc.",Parasol Investments Corp,,,0,,,False,True,True,,,,0.0,,,,llm,False,True,
1425203,Astro Aerospace Ltd.,,2021-02-10,2021-02-25,0001014897-21-000002,"1.01,2.01,9.01",3728.0,8-K,,,3728.0,"Aircraft Parts & Auxiliary Equipment, NEC",Astro Aerospace Ltd.,"CPSM, Inc.; LUX ENERGY CORP; Lux Energy Corp.; Onyx China, Inc.",,,0,,,False,False,False,,,,,,,,,False,False,
1576018,Third Point Reinsurance Ltd.,"SPNT, SSPFF, SPNT-PB",2021-02-25,2021-02-26,0001576018-21-000031,"1.01,2.01,2.03,3.02,3.03,4.01,5.02,5.03,9.01",6331.0,8-K,SPNT,NYSE,6331.0,"Fire, Marine & Casualty Insurance",SiriusPoint Ltd,Third Point Reinsurance Ltd.,2020-08-07,425,9,2020-11-24,2020-11-23,True,False,True,,,,0.0,,,,llm,False,True,
1600626,"Griffin Capital Essential Asset REIT, Inc.",PKST,2021-02-25,2021-03-01,0001600626-21-000073,"2.01,2.03,5.02,7.01,9.01",6798.0,8-K,PKST,NYSE,6798.0,Real Estate Investment Trusts,Peakstone Realty Trust,"Griffin Realty Trust; Griffin Realty Trust, Inc.; Griffin Capital Essential Asset REIT, Inc.; Griffin Capital Essential Asset REIT II, Inc.",2019-03-29,425,7,2020-06-17,2020-06-15,True,False,True,Cole Office & Industrial REIT,,,,,,,,False,False,
1777393,"ChargePoint Holdings, Inc.",CHPT,2021-02-26,2021-03-01,0001193125-21-063743,"1.01,2.01,3.02,3.03,4.01,5.01,5.02,5.06,9.01",3790.0,8-K,CHPT,NYSE,3690.0,"Miscellaneous Electrical Machinery, Equipment & Supplies","ChargePoint Holdings, Inc.",Switchback Energy Acquisition Corp,2020-09-24,425,1,2021-02-25,2021-02-25,True,False,True,Reorganization,SBE,CHPT,33009.0,,,10.09,super8k,True,True,
1236997,COUNTERPATH CORP,,2021-03-01,2021-03-02,0001062993-21-002128,"2.01,3.01,3.03,5.01,5.02,5.03,8.01,9.01",7372.0,8-K,,,7372.0,Services-Prepackaged Software,COUNTERPATH CORP,"COUNTERPATH SOLUTIONS, INC.; XTEN NETWORKS, INC; BROAD SCOPE ENTERPRISES INC",2020-12-29,PREM14A,12,2021-02-23,2021-02-22,False,False,False,"December 6, 2020",CPAH,CPAH,,,,,,False,False,
1075607,TC PIPELINES LP,,2021-03-03,2021-03-03,0001104659-21-031578,"2.01,3.01,3.03,5.01,5.02,7.01,9.01",4922.0,8-K,,,4922.0,Natural Gas Transmission,TC PIPELINES LP,,2020-10-05,425,1,2021-02-26,2021-02-26,True,False,False,,TCP,TCP,,,,,,False,False,
837465,CALLAWAY GOLF CO,MODG,2021-03-08,2021-03-08,0001193125-21-073248,"2.01,5.02,7.01,9.01",3949.0,8-K,CALY,NYSE,3949.0,"Sporting & Athletic Goods, NEC",Callaway Golf Co,Topgolf Callaway Brands Corp.; CALLAWAY GOLF; CALLAWAY GOLF CO /CA; CALLAWAY GOLF COMPANY,2020-10-27,425,12,2021-03-03,2021-03-03,True,False,False,"Topgolf International, Inc",ELY,ELY,,,,,,False,False,
1803498,Blackstone Private Credit Fund,,2021-03-05,2021-03-11,0001193125-21-077914,"1.01,2.01,2.03,9.01",,8-K,,,,,Blackstone Private Credit Fund,,,,0,,,False,False,False,,,,,,,,,False,False,
1811856,"View, Inc.",,2021-03-08,2021-03-12,0001193125-21-079857,"1.01,2.01,3.01,3.02,4.01,5.01,5.02,5.06,9.01",3211.0,8-K,,,3211.0,Flat Glass,"View, Inc.",CF Finance Acquisition Corp II,2020-11-30,425,1,2021-03-08,2021-03-05,True,False,True,"Merger, dated November 30, 2020",CFII,VIEW,12587893.0,,,10.0,super8k,True,True,
1816581,Colonnade Acquisition Corp.,"OUST, OUST-WT, OUST-WTA",2021-03-10,2021-03-15,0001193125-21-080038,"1.01,2.01,3.02,3.03,5.01,5.02,5.06,8.01,9.01",3569.0,8-K,OUST,Nasdaq,3569.0,"General Industrial Machinery & Equipment, NEC","Ouster, Inc.","Ouster, Inc.; Colonnade Acquisition Corp.",2020-12-22,425,1,2021-03-09,2021-03-09,True,False,True,,CLA,OUST,52343.0,,,,super8k,True,True,
1539838,"Diamondback Energy, Inc.",FANG,2021-03-17,2021-03-17,0001193125-21-084144,"2.01,2.03,8.01,9.01",1311.0,8-K,FANG,Nasdaq,1311.0,Crude Petroleum & Natural Gas,"Diamondback Energy, Inc.","Diamondback Energy, Inc.",2018-11-07,425,10,2020-06-09,2020-06-03,True,False,False,"QEP Resources, Inc",FANG,FANG,,,,,,False,False,
1534248,Anchiano Therapeutics Ltd.,CMMB,2021-03-15,2021-03-17,0001104659-21-037294,"1.01,2.01,3.02,3.03,5.01,5.02,5.03,5.07,9.01",2834.0,8-K,CMMB,Nasdaq,2834.0,Pharmaceutical Preparations,Chemomab Therapeutics Ltd.,Anchiano Therapeutics Ltd.; BioCancell Ltd.,2021-01-05,425,2,2021-03-17,2021-03-15,True,False,True,Chemomab surviving such merger as,ANCN,CMMB,,,,,,False,False,
1585389,"SmartStop Self Storage REIT, Inc.","SSST, STSFF",2021-03-17,2021-03-17,0001193125-21-083929,"1.01,2.01,2.03,7.01,9.01",6798.0,8-K,SMA,NYSE,6798.0,Real Estate Investment Trusts,"SmartStop Self Storage REIT, Inc.","Strategic Storage Trust II, Inc.",2020-11-12,425,6,2020-06-26,2020-06-26,True,False,False,Merger Sub being the surviving entity,,,,,,,,False,False,
1680232,"Strategic Storage Trust IV, Inc.",,2021-03-15,2021-03-17,0001193125-21-083932,"1.02,2.01,3.03,5.01,5.02,5.03,7.01,9.01",6798.0,8-K,,,6798.0,Real Estate Investment Trusts,"Strategic Storage Trust IV, Inc.",,2020-11-10,425,4,2021-03-11,2021-03-10,True,False,False,Merger Sub being the surviving entity,,,0.0,,,,llm,False,True,
1108827,"QEP RESOURCES, INC.",,2021-03-17,2021-03-17,0001193125-21-084161,"1.02,2.01,3.01,3.03,5.01,5.02,5.03,9.01",1311.0,8-K,,,1311.0,Crude Petroleum & Natural Gas,"QEP RESOURCES, INC.",QUESTAR MARKET RESOURCES INC,2020-12-21,425,11,2021-03-16,2021-03-16,True,False,False,"QEP Resources, Inc",,,,,,,,False,False,
1789029,"Aeva Technologies, Inc.","AEVA, AEVA-WT",2021-03-12,2021-03-18,0001193125-21-085979,"1.01,2.01,3.02,3.03,5.01,5.02,5.03,5.06,9.01",3714.0,8-K,AEVA,Nasdaq,3714.0,Motor Vehicle Parts & Accessories,"Aeva Technologies, Inc.",InterPrivate Acquisition Corp.,2020-11-02,425,1,2021-03-11,2021-03-11,True,False,True,InterPrivate,IPV,AEVA,30874.0,,,10.07,super8k,True,True,
1047884,ANWORTH MORTGAGE ASSET CORP,,2021-03-19,2021-03-19,0001157523-21-000370,"2.01,3.01,3.03,5.01,5.02,7.01,8.01,9.01",6798.0,8-K,,,6798.0,Real Estate Investment Trusts,ANWORTH MORTGAGE ASSET CORP,,2020-12-07,425,13,2021-03-17,2021-03-17,True,False,False,,ANH,ANH,0.0,,,,llm,False,True,
1577791,Oaktree Strategic Income Corp,,2021-03-19,2021-03-19,0001193125-21-086898,"2.01,3.01,3.03,5.01,5.02,5.03,7.01,9.01",,8-K,,,,,Oaktree Strategic Income Corp,Fifth Street Senior Floating Rate Corp.,2020-10-29,425,12,2021-03-15,2021-03-15,True,False,False,,OCSI,OCSI,,,,,,False,False,
1414932,Oaktree Specialty Lending Corp,OCSL,2021-03-19,2021-03-19,0001193125-21-086896,"1.01,1.02,2.01,7.01,9.01",,8-K,OCSL,Nasdaq,,,Oaktree Specialty Lending Corp,Fifth Street Finance Corp.; Fifth Street Finance Corp,2020-10-29,425,15,2021-03-15,2021-03-15,True,False,False,,OCSL,OCSL,,,,,,False,False,
1527590,Ready Capital Corp,"RC, RCB, RCC, RC-PC, RC-PE",2021-03-19,2021-03-19,0001104659-21-039200,"2.01,3.03,5.02,5.03,7.01,9.01",6798.0,8-K,"RC,RCD,RC-PC,RC-PE","NYSE,NYSE,NYSE,NYSE",6798.0,Real Estate Investment Trusts,Ready Capital Corp,Sutherland Asset Management Corp; ZAIS Financial Corp.,2018-11-08,425,10,2021-03-17,2021-03-17,True,False,False,,RC,RC,0.0,,,,llm,False,True,
1467652,"Neos Therapeutics, Inc.",,2021-03-18,2021-03-22,0001213900-21-016770,"1.01,2.01,3.01,3.03,5.01,5.02,5.03,5.07,9.01",2834.0,8-K,,,2834.0,Pharmaceutical Preparations,"Neos Therapeutics, Inc.",,2020-12-10,425,6,2021-03-22,2021-03-18,True,False,False,"Aytu BioScience, Inc",NEOS,,,,,,,False,False,
1830033,"PureCycle Technologies, Inc.","PCT, PCTTU, PCTTW",2021-03-17,2021-03-22,0001104659-21-039237,"1.01,2.01,3.02,3.03,4.01,5.01,5.02,5.03,5.06",2821.0,8-K,"PCT,PCTBP,PCTTU,PCTTW","Nasdaq,OTC,Nasdaq,Nasdaq",2821.0,"Plastic Materials, Synth Resins & Nonvulcan Elastomers","PureCycle Technologies, Inc.",Roth CH Acquisition I Co. Parent Corp.,2020-11-20,S-4,0,,,False,False,True,PureCycle Technologies LLC,,PCT,7650000.0,,,10.0,llm,True,True,
1836875,Nuvve Holding Corp.,"NVVE, NVVEW",2021-03-19,2021-03-25,0001213900-21-017736,"2.01,3.02,3.03,4.01,5.01,5.02,5.03,5.05,5.06",3612.0,8-K,NVVE,Nasdaq,3690.0,"Miscellaneous Electrical Machinery, Equipment & Supplies",Nuvve Holding Corp.,NB Merger Corp.,2020-12-21,S-4,0,,,False,False,True,"February 20, 2021, by and among Newborn Acquisition Corp",,,,,12.5,10.0688,super8k,True,True,12.5
1740547,Urovant Sciences Ltd.,,2021-03-29,2021-03-29,0001193125-21-097522,"2.01,3.01,3.03,5.02,5.03,8.01,9.01",2834.0,8-K,,,2834.0,Pharmaceutical Preparations,Urovant Sciences Ltd.,,2020-12-29,PREM14A,3,2021-03-24,2021-03-23,False,False,False,,UROV,UROV,,,,,,False,False,
1789760,"Arrival Vault US, Inc.",,2021-03-24,2021-03-29,0001193125-21-097571,"1.01,2.01,3.01,3.03,5.01,5.02,5.03,9.01",6770.0,8-K,,,6770.0,Blank Checks,"Arrival Vault US, Inc.",CIIG Merger Corp.,2020-11-18,425,2,2021-03-19,2021-03-19,True,True,True,"Arrival Vault US, Inc",CIIC,,21483.0,,,,vote8k,False,True,
1818355,Foley Trasimene Acquisition II,,2021-03-30,2021-03-30,0001193125-21-100484,"1.01,2.01,3.01,3.02,3.03,5.01,5.02,5.03,9.01",6770.0,8-K,,,6770.0,Blank Checks,Foley Trasimene Acquisition II,,2020-12-07,425,1,2021-03-25,2021-03-25,True,True,False,FTAC,BFT,BFT,98846.0,,,10.0,vote8k,True,True,
1704720,"Cannae Holdings, Inc.",CNNE,2021-03-30,2021-03-30,0001193125-21-100588,"2.01,7.01,9.01",5810.0,8-K,CNNE,NYSE,5810.0,Retail-Eating & Drinking Places,"Cannae Holdings, Inc.",,2017-05-11,S-4,3,2020-06-17,2020-06-17,False,False,False,,CNNE,CNNE,,,,,,False,False,
1772695,Sunnova Energy International Inc.,NOVA,2021-04-01,2021-04-01,0001193125-21-103960,"1.01,2.01,3.02,9.01",4931.0,8-K,,,4931.0,Electric & Other Services Combined,Sunnova Energy International Inc.,,,,1,2020-05-20,2020-05-20,False,False,False,Merger,NOVA,NOVA,,,,,,False,False,
1083643,"FAUQUIER BANKSHARES, INC.",,2021-04-01,2021-04-01,0001193125-21-103627,"2.01,3.01,3.03,5.01,5.02,5.03,9.01",6022.0,8-K,,,6022.0,State Commercial Banks,"FAUQUIER BANKSHARES, INC.",FAUQUIER BANKSHARES INC,2020-10-01,425,12,2021-03-29,2021-03-25,True,False,False,Virginia National Bankshares Corporation,FBSS,FBSS,,,,,,False,False,
1709682,"Custom Truck One Source, Inc.","CTOS, CTOSW",2021-04-01,2021-04-02,0001213900-21-019985,"1.01,2.01,2.03,3.02,3.03,5.01,5.02,5.03,9.01",7359.0,8-K,CTOS,NYSE,7359.0,"Services-Equipment Rental & Leasing, NEC","Custom Truck One Source, Inc.","NESCO HOLDINGS, INC.; Capitol Investment Corp. IV",2019-04-08,425,3,2021-02-22,2021-02-16,True,False,True,,NSCO,CTOS,,,40.0,,super8k,False,True,40.0
1001171,BROADWAY FINANCIAL CORP \DE\,BYFC,2021-04-01,2021-04-05,0001140361-21-011567,"2.01,5.01,5.02,9.01",6035.0,8-K,BYFC,Nasdaq,6035.0,"Savings Institution, Federally Chartered",BROADWAY FINANCIAL CORP \DE\,,2020-08-26,425,10,2021-03-19,2021-03-17,True,False,False,CFBanc Corporation,BYFC,BYFC,0.0,,,,llm,False,True,
1684682,"CNL Strategic Capital, LLC",,2021-04-01,2021-04-05,0001387131-21-004149,"1.01,2.01,9.01",3990.0,8-K,,,6282.0,Investment Advice,"CNL Strategic Capital, LLC",,,,2,2020-06-15,2020-06-11,False,False,False,,NOTE,,,,,,,False,False,
1641398,Code Chain New Continent Ltd,GDC,2021-03-31,2021-04-06,0001213900-21-020446,"2.01,9.01",5050.0,8-K,GDC,Nasdaq,5050.0,Wholesale-Metals & Minerals (No Petroleum),GD Culture Group Ltd,Code Chain New Continent Ltd; TMSR HOLDING Co Ltd; JM Global Holding Co,2017-10-11,PREM14A,9,2021-01-29,2020-12-15,False,False,True,,CCNC,CCNC,,,,,,False,False,
1799611,Collective Growth Corp,,2021-04-05,2021-04-07,0001193125-21-108884,"1.01,1.02,2.01,3.01,3.03,5.01,5.02,8.01,9.01",6770.0,8-K,,,6770.0,Blank Checks,Collective Growth Corp,,2020-12-11,425,1,2021-04-01,2021-03-31,True,True,False,,CGRO,CGRO,891046.0,,65.0,10.01,super8k,True,True,65.0
1763731,Replay Acquisition LLC,,2021-04-01,2021-04-07,0001193125-21-108986,"2.01,3.01,3.03,5.01,5.02,5.03,5.06,9.01",6770.0,8-K,,,6770.0,Blank Checks,Replay Acquisition LLC,Replay Acquisition Corp.,2020-10-13,425,1,2021-03-25,2021-03-25,True,True,True,Replay with Finance of America Equity Capital LLC,RPLA,,19753406.0,,,10.2,super8k,True,True,
1780312,"AST SpaceMobile, Inc.","ASTS, ASTSW",2021-04-06,2021-04-12,0001493152-21-008574,"1.01,2.01,3.01,3.02,3.03,5.01,5.02,5.06,9.01",4899.0,8-K,ASTS,Nasdaq,4899.0,"Communications Services, NEC","AST SpaceMobile, Inc.","AST SpaceMobile, Inc.; New Providence Acquisition Corp.",2020-12-23,PREM14A,2,2021-04-01,2021-04-01,False,False,True,"December 15, 2020",NPA,ASTS,11836.0,,,10.09,super8k,True,True,
1458891,Noble Corp,,2021-04-15,2021-04-16,0001193125-21-118586,"1.01,2.01,3.02,3.03,7.01,9.01",1381.0,8-K,,,1381.0,Drilling Oil & Gas Wells,Noble Corp,Noble Holding Corp plc; Noble Corp plc; Noble Corp / Switzerland,2013-09-05,DEFM14A,14,2020-05-26,2020-05-21,False,False,True,"Pacific Drilling Company, LLC",,,,,,,,False,False,
1357459,"PALISADE BIO, INC.",PALI,2021-04-27,2021-04-27,0001171843-21-002819,"1.01,2.01,3.03,5.01,5.02,5.03,8.01,9.01",2836.0,8-K,PALI,Nasdaq,2836.0,"Biological Products, (No Diagnostic Substances)","PALISADE BIO, INC.","PALISADE BIO, INC.; Seneca Biopharma, Inc.; Neuralstem, Inc.",2020-12-17,425,18,2021-04-23,2021-04-09,True,False,True,LBS surviving such merger as,SNCA,PALI,,,,,,False,False,
