cik,company_name,tickers,close_date,super8k_date,super8k_adsh,items,sic_at_filing,form,ticker_current,exchange,sic_current,sic_desc,entity_name,former_names,ann_date,ann_source,n_vote_8ks,vote_8k_date,vote_date,has_425,sic_6770_at_close,name_change_near_close,target_name,old_ticker_edgar,new_ticker_edgar,redeemed_shares,remaining_shares,redemption_pct_stated,trust_per_share,redemption_source,mentions_trust,is_spac,redemption_pct
1478454,"Eagle Bancorp Montana, Inc.",EBMT,2020-01-01,2020-01-02,0001171843-20-000007,"2.01,7.01,9.01",6022.0,8-K,EBMT,Nasdaq,6022.0,State Commercial Banks,"Eagle Bancorp Montana, Inc.",,2017-09-06,425,13,2019-05-20,2019-05-16,True,False,False,Western Holding Company of Wolf Point,EBMT,EBMT,,,,,,False,False,
1412707,Level One Bancorp Inc,,2020-01-02,2020-01-02,0001412707-20-000004,"2.01,5.02,7.01,9.01",6022.0,8-K,,,6022.0,State Commercial Banks,Level One Bancorp Inc,,,,1,2019-05-17,2019-05-15,False,False,False,"Merger, dated as of August 12, 2019",,,,,,,,False,False,
859070,FIRST COMMUNITY BANKSHARES INC /VA/,FCBC,2019-12-31,2020-01-02,0001437749-20-000056,"2.01,8.01,9.01",6022.0,8-K,FCBC,Nasdaq,6022.0,State Commercial Banks,FIRST COMMUNITY BANKSHARES INC /VA/,FIRST COMMUNITY BANCSHARES INC /NV/; FCFT INC,2019-09-11,425,10,2019-05-28,2019-05-21,True,False,False,"Highlands Bankshares, Inc",FCBC,FCBC,,,,,,False,False,
8868,AVON PRODUCTS INC,,2020-01-03,2020-01-03,0000950157-20-000022,"1.02,2.01,3.01,3.03,5.01,5.02,5.03,9.01",2844.0,8-K,,,2844.0,"Perfumes, Cosmetics & Other Toilet Preparations",AVON PRODUCTS INC,,2019-05-22,425,16,2019-11-13,2019-11-13,True,False,False,"Mergers, dated as of May 22, 2019",AVP,AVP,,,,,,False,False,
870385,CAROLINA FINANCIAL CORP,,2019-12-31,2020-01-03,0001552781-20-000048,"2.01,5.02,9.01",6022.0,8-K,,,6022.0,State Commercial Banks,CAROLINA FINANCIAL CORP,,2017-10-24,425,6,2019-04-26,2019-04-24,True,False,False,"Carolina Trust BancShares, Inc",CARO,CARO,,,,,,False,False,
1113481,MEDICINES CO /DE,,2020-01-06,2020-01-06,0001104659-20-001367,"1.01,2.01,2.04,3.03,5.01,5.02,5.03,8.01,9.01",2834.0,8-K,,,2834.0,Pharmaceutical Preparations,MEDICINES CO /DE,MEDICINES CO/ MA,,,11,2019-06-05,2019-05-30,False,False,False,,MDCO,MDCO,,,,,,False,False,
764897,"Broad Street Realty, Inc.",BRST,2019-12-31,2020-01-06,0001437749-20-000232,"2.01,3.02,9.01",6500.0,8-K,BRST,OTC,6500.0,Real Estate,"Broad Street Realty, Inc.",MedAmerica Properties Inc.; Banyan Rail Services Inc.; BHIT INC; BANYAN HOTEL INVESTMENT FUND,,,2,2019-05-17,2019-05-16,False,False,True,"May 28, 2019",,,4700000.0,,0.25,,near8k,False,True,0.25
1359931,"ArTara Therapeutics, Inc.",TARA,2020-01-06,2020-01-10,0001104659-20-003115,"2.01,5.01,5.02,5.03,5.05,5.07,5.08,8.01,9.01",2836.0,8-K,TARA,Nasdaq,2836.0,"Biological Products, (No Diagnostic Substances)","Protara Therapeutics, Inc.","Protara Therapeutics, Inc.; ArTara Therapeutics, Inc.; PROTEON THERAPEUTICS INC",2019-09-23,425,6,2020-01-10,2020-01-06,True,False,True,"ArTara Subsidiary, Inc",PRTO,TARA,,,,,,False,False,
1413507,SRC Energy Inc.,,2020-01-13,2020-01-14,0001104659-20-003821,"1.02,2.01,3.01,3.03,5.01,5.02,5.03,9.01",1311.0,8-K,,,1311.0,Crude Petroleum & Natural Gas,SRC Energy Inc.,"SYNERGY RESOURCES CORP; SYNERGY RESOURCES Corp; Brishlin Resources, Inc.; Blue Star Energy Inc",2019-08-26,425,10,2020-01-13,2020-01-13,True,False,False,"PDC Energy, Inc",SRCI,SRCI,,,,,,False,False,
1713952,"Vivint Smart Home, Inc.",,2020-01-17,2020-01-24,0001193125-20-014373,"2.01,3.02,3.03,4.01,5.01,5.02,5.03,5.06,9.01",6770.0,8-K,,,7381.0,"Services-Detective, Guard & Armored Car Services","Vivint Smart Home, Inc.",Mosaic Acquisition Corp.,2019-09-16,425,4,2020-01-24,2020-01-17,True,True,True,Legacy Vivint Smart Home surviving as the surviving company,MOSC,VVNT,31074592.0,,,10.0,super8k,True,True,
707886,UNITED COMMUNITY FINANCIAL CORP,,2020-01-31,2020-02-03,0001193125-20-022208,"2.01,3.01,3.03,5.01,5.02,8.01,9.01",6036.0,8-K,,,6036.0,"Savings Institutions, Not Federally Chartered",UNITED COMMUNITY FINANCIAL CORP,,2019-09-09,425,12,2019-12-10,2019-12-10,True,False,False,UCFC with and into FDEF,UCFC,UCFC,,,,,,False,False,
946647,FIRST DEFIANCE FINANCIAL CORP,PFC,2020-01-31,2020-02-03,0001193125-20-022210,"2.01,3.03,5.03,8.01,9.01",6035.0,8-K,,,6022.0,State Commercial Banks,PREMIER FINANCIAL CORP,FIRST DEFIANCE FINANCIAL CORP,2019-09-09,425,13,2019-12-10,2019-12-10,True,False,True,United Community Financial Corp,FDEF,FDEF,,,,,,False,False,
1642380,OncoCyte Corp,OCX,2020-01-31,2020-02-05,0001493152-20-001618,"2.01,3.02,7.01,9.01",2835.0,8-K,IMDX,Nasdaq,2835.0,In Vitro & In Vivo Diagnostic Substances,Insight Molecular Diagnostics Inc.,OncoCyte Corp; Oncocyte Corp,,,4,2019-07-23,2019-07-17,False,False,False,,OCX,OCX,,,,,,False,False,
1674101,Vertiv Holdings Co,VRT,2020-02-07,2020-02-07,0001193125-20-028315,"1.01,2.01,3.02,3.03,5.01,5.02,5.03,5.06,9.01",3679.0,8-K,VRT,NYSE,3679.0,"Electronic Components, NEC",Vertiv Holdings Co,GS Acquisition Holdings Corp,2019-12-10,PREM14A,1,2020-02-06,2020-02-06,False,False,True,"Merger, dated as of December 10, 2019",GSAH,VRT,250.0,,,,llm,False,True,0.0
1643988,"Interlink Plus, Inc.",LPTV,2020-01-31,2020-02-07,0001393905-20-000041,"1.01,2.01,3.02,5.01,5.02,5.03,7.01,8.01,9.01",7363.0,8-K,,,7363.0,Services-Help Supply Services,"Loop Media, Inc.","Interlink Plus, Inc.",,,0,,,False,False,True,"Mesa Energy, Inc",,,,,,,,False,False,
1720592,Repay Holdings Corp,RPAY,2020-02-10,2020-02-10,0001193125-20-029800,"1.01,2.01,2.03,7.01,9.01",7389.0,8-K,RPAY,Nasdaq,7389.0,"Services-Business Services, NEC",Repay Holdings Corp,Thunder Bridge Acquisition Ltd,2019-01-22,425,1,2019-07-10,2019-07-10,True,False,True,,RPAY,RPAY,0.0,,,11.5,llm,False,True,
1610114,New Senior Investment Group Inc.,,2020-02-10,2020-02-11,0001193125-20-031374,"1.01,1.02,2.01,2.03,8.01,9.01",6798.0,8-K,,,6798.0,Real Estate Investment Trusts,New Senior Investment Group Inc.,,,,5,2019-06-13,2019-06-12,False,False,False,,SNR,SNR,,,,,,False,False,
1358633,"Intelligent Buying, Inc.",SNBH,2020-02-12,2020-02-14,0001553350-20-000166,"1.01,1.02,2.01,3.02,4.01,5.01,5.02,5.06,9.01",5734.0,8-K,SNBH,OTC,5734.0,Retail-Computer & Computer Software Stores,SENTIENT BRANDS HOLDINGS INC.,"Intelligent Buying, Inc.",,,0,,,False,False,True,,,,,,,,,False,False,
1751143,"ATLAS TECHNICAL CONSULTANTS, INC.",,2020-02-14,2020-02-14,0001213900-20-004006,"1.01,2.01,3.02,3.03,5.01,5.02,5.03,5.06,9.01",6770.0,8-K,,,8742.0,Services-Management Consulting Services,"ATLAS TECHNICAL CONSULTANTS, INC.",Boxwood Merger Corp.,2019-08-20,PREM14A,5,2020-02-10,2020-02-10,False,True,True,,BWMC,ATCX,,,3.0,10.26,super8k,False,True,3.0
1720821,PAE Inc,,2020-02-10,2020-02-14,0001193125-20-038383,"1.01,2.01,2.03,3.02,3.03,4.01,5.02,5.06,9.01",8700.0,8-K,,,8700.0,"Services-Engineering, Accounting, Research, Management",PAE Inc,"Gores Holdings III, Inc.",2019-11-22,PREM14A,1,2020-02-13,2020-02-07,False,False,True,Shay continuing as the surviving corporation,GRSH,PAE,0.0,,,,llm,True,True,
1451512,Terra Tech Corp.,,2020-02-14,2020-02-18,0001477932-20-000778,"1.01,2.01,3.02,3.03,5.02,8.01,9.01",3510.0,8-K,,,5900.0,Retail-Miscellaneous Retail,"Unrivaled Brands, Inc.","Terra Tech Corp.; PRIVATE SECRETARY, INC.",,,4,2019-09-24,2019-09-23,False,False,False,OneQor as the surviving company in the proposed merger,,,,,,,,False,False,
789570,MGM Resorts International,MGM,2020-02-14,2020-02-18,0001193125-20-040601,"1.01,2.01,2.03,9.01",7011.0,8-K,MGM,NYSE,7011.0,Hotels & Motels,MGM Resorts International,MGM MIRAGE; MGM GRAND INC,1999-01-21,S-4,10,2019-05-03,2019-05-01,False,False,False,,MGM,MGM,,,,,,False,False,
1029730,LADENBURG THALMANN FINANCIAL SERVICES INC.,,2020-02-14,2020-02-18,0001493152-20-002589,"1.01,2.01,2.03,3.01,3.03,5.01,5.02,7.01,9.01",6211.0,8-K,,,6211.0,"Security Brokers, Dealers & Flotation Companies",LADENBURG THALMANN FINANCIAL SERVICES INC.,LADENBURG THALMANN FINANCIAL SERVICES INC; THALMANN FINANCIAL SERVICES INC; GBI CAPITAL MANAGEMENT CORP; FROST HANNA CAPITAL GROUP INC,1999-07-02,PREM14A,12,2020-01-31,2020-01-31,False,False,False,,LTS,LTS,,,10.75,25.0,super8k,False,False,10.75
1656936,MGM Growth Properties LLC,,2020-02-14,2020-02-18,0001193125-20-040600,"1.01,2.01,2.03,3.02,9.01",6798.0,8-K,,,6798.0,Real Estate Investment Trusts,MGM Growth Properties LLC,,2018-01-16,425,3,2019-05-03,2019-05-01,True,False,False,,MGP,MGP,,,3.0,,near8k,False,True,3.0
1738758,GLORY STAR NEW MEDIA GROUP HOLDINGS Ltd,"CHR, GSMGW",2020-02-14,2020-02-21,0001213900-20-004520,"1.01,2.01,3.02,4.01,5.01,5.02,5.03,5.06,9.01",6770.0,8-K,CHR,Nasdaq,7374.0,Services-Computer Processing & Data Preparation,"Cheer Holding, Inc.",GLORY STAR NEW MEDIA GROUP HOLDINGS Ltd; TKK SYMPHONY ACQUISITION Corp,,,1,2019-12-26,2019-12-23,False,True,True,,TKKS,GSMG,,,,,,False,True,
1108645,FRONTIER OILFIELD SERVICES INC,CIPI,2020-02-28,2020-03-06,0001387131-20-002634,"1.01,2.01,3.03,5.01,5.03,8.01,9.01",1382.0,8-K,,,8711.0,Services-Engineering Services,Correlate Energy Corp.,"Correlate Infrastructure Partners, Inc.; TRICCAR INC.; FRONTIER OILFIELD SERVICES INC; TBX RESOURCES INC",,,0,,,False,False,False,,,,,,56.0,,super8k,False,False,56.0
1743725,"GRID DYNAMICS HOLDINGS, INC.",GDYN,2020-03-05,2020-03-09,0001213900-20-005742,"2.01,3.01,3.03,5.01,5.02,5.06,9.01",7372.0,8-K,GDYN,Nasdaq,7372.0,Services-Prepackaged Software,"GRID DYNAMICS HOLDINGS, INC.",ChaSerg Technology Acquisition Corp,2019-11-27,PREM14A,2,2020-03-05,2020-03-04,False,False,True,"Merger, dated as of November 13, 2019",CTAC,GDYN,51715.0,,,10.21,super8k,False,True,
730708,SEACOAST BANKING CORP OF FLORIDA,SBCF,2020-03-13,2020-03-13,0000730708-20-000018,"2.01,8.01,9.01",6022.0,8-K,SBCF,Nasdaq,6022.0,State Commercial Banks,SEACOAST BANKING CORP OF FLORIDA,,2018-06-12,425,12,2019-05-29,2019-05-24,True,False,False,First Bank of the Palm Beaches,SBCF,SBCF,,,,,,False,False,
1561660,Pattern Energy Group Inc.,,2020-03-16,2020-03-16,0001193125-20-075014,"2.01,3.01,3.03,5.01,5.02,5.03,8.01,9.01",4911.0,8-K,,,4911.0,Electric Services,Pattern Energy Group Inc.,,2019-12-13,PREM14A,7,2020-03-12,2020-03-10,False,False,False,Company Common Stock,,,,,,,,False,False,
18498,GENESCO INC,GCO,2020-03-24,2020-03-24,0000018498-20-000012,"1.01,2.01,8.01,9.01",5661.0,8-K,GCO,NYSE,5661.0,Retail-Shoe Stores,GENESCO INC,,2007-07-11,PREM14A,12,2019-07-02,2019-07-02,False,False,False,,GCO,GCO,,,,,,False,False,
1630856,Professional Holding Corp.,,2020-03-26,2020-03-27,0001104659-20-039271,"2.01,5.02,8.01,9.01",6021.0,8-K,,,6021.0,National Commercial Banks,Professional Holding Corp.,,2019-08-13,425,1,2020-03-17,2020-03-17,True,False,False,"Marquis Bancorp, Inc",PFHD,PFHD,,,,,,False,False,
1362988,Aircastle LTD,AYR,2020-03-27,2020-03-27,0001140361-20-007240,"2.01,3.01,3.03,5.01,5.02,5.03,8.01,9.01",7359.0,8-K,AYR,,7359.0,"Services-Equipment Rental & Leasing, NEC",Aircastle LTD,,2010-09-14,S-4,12,2020-03-06,2020-03-06,False,False,False,MM Air Merger Sub Limited,AYR,AYR,,,,,,False,False,
1422841,AquaVenture Holdings Ltd,,2020-03-30,2020-03-30,0001104659-20-040378,"1.02,2.01,3.01,3.03,5.01,5.02,5.03,8.01,9.01",4941.0,8-K,,,4941.0,Water Supply,AquaVenture Holdings Ltd,AQUAVENTURE HOLDINGS LLC,2020-01-27,PREM14A,4,2020-03-17,2020-03-16,False,False,False,Amberjack Merger Sub Limited,WAAS,WAAS,,,,,,False,False,
1595974,"RUBICON PROJECT, INC.",MGNI,2020-03-30,2020-04-01,0001387131-20-003516,"2.01,5.02,5.03,5.07,8.01,9.01",7370.0,8-K,MGNI,Nasdaq,7370.0,"Services-Computer Programming, Data Processing, Etc.","MAGNITE, INC.","RUBICON PROJECT, INC.",2019-12-19,425,6,2020-04-01,2020-03-30,True,False,True,,RUBI,RUBI,,,,,,False,False,
1740695,"Lux Amber, Corp.",,2020-03-26,2020-04-01,0001477932-20-001756,"2.01,5.06,9.01",3960.0,8-K,,,2860.0,Industrial Organic Chemicals,"Lux Amber, Corp.",,,,0,,,False,False,False,State,LUX,,,,,,,False,False,
1283699,"T-Mobile US, Inc.",TMUS,2020-03-26,2020-04-01,0001193125-20-093622,"1.01,1.02,2.01,2.03,3.03,5.02,5.03,7.01,9.01",4812.0,8-K,"TMUS,TMUSI,TMUSL,TMUSZ","Nasdaq,Nasdaq,Nasdaq,Nasdaq",4812.0,Radiotelephone Communications,"T-Mobile US, Inc.",METROPCS COMMUNICATIONS INC,2018-04-30,425,13,2019-06-14,2019-06-14,True,False,False,"T-Mobile US, Inc",TMUS,,,,10.0,,super8k,False,True,10.0
1375796,"Telaria, Inc.",,2020-03-30,2020-04-01,0001104659-20-041467,"2.01,3.01,3.03,5.01,5.02,5.03,5.07,8.01,9.01",7311.0,8-K,,,7311.0,Services-Advertising Agencies,"Telaria, Inc.",TREMOR VIDEO INC.; TREMOR MEDIA INC,2019-12-19,425,8,2020-04-01,2020-03-30,True,False,False,,,TLRA,,,,,,False,False,
101830,SPRINT Corp,,2020-04-01,2020-04-01,0001193125-20-093630,"1.01,1.02,2.01,2.03,3.01,5.01,5.02,5.03,9.01",4813.0,8-K,,,4813.0,Telephone Communications (No Radiotelephone),SPRINT LLC,SPRINT CORP; SPRINT Corp; SPRINT NEXTEL CORP,2018-04-30,425,12,2018-10-31,2018-10-30,True,False,True,"T-Mobile US, Inc",,,,,4.0,,super8k,False,True,4.0
1293818,OPGEN INC,OPGN,2020-04-01,2020-04-02,0001079973-20-000254,"2.01,5.02,8.01,9.01",8071.0,8-K,CFOR,OTC,8071.0,Services-Medical Laboratories,CapForce Inc.,OPGEN INC,2020-02-20,425,6,2020-03-30,2020-03-30,True,False,False,Curetis N,OPGN,OPGN,,,,,,False,False,
947559,FIRST BANCSHARES INC /MS/,FBMS,2020-04-03,2020-04-03,0001157523-20-000464,"2.01,8.01,9.01",6021.0,8-K,,,6021.0,National Commercial Banks,FIRST BANCSHARES INC /MS/,,2017-10-24,425,11,2019-05-21,2019-05-16,True,False,False,Southwest Georgia Financial Corporation,FBMS,FBMS,,,,,,False,False,
315849,SOUTHWEST GEORGIA FINANCIAL CORP,,2020-04-03,2020-04-03,0001104659-20-042749,"2.01,3.01,3.03,5.01,5.02,5.03,9.01",6022.0,8-K,,,6022.0,State Commercial Banks,SOUTHWEST GEORGIA FINANCIAL CORP,,2019-12-18,425,11,2020-03-27,2020-03-27,True,False,False,"The First Bancshares, Inc",SGB,SGB,,,,,,False,False,
1118004,BANCPLUS CORP,,2020-04-01,2020-04-06,0001118004-20-000019,"2.01,5.02,7.01,9.01",6022.0,8-K,,,6022.0,State Commercial Banks,BANCPLUS CORP,,2020-01-22,S-4,1,2020-03-19,2020-03-17,False,False,False,State Capital Corp,,,,,,,,False,False,
1484769,"FaceBank Group, Inc.",FUBO,2020-04-01,2020-04-07,0001493152-20-006005,"2.01,3.02,4.01,5.02,8.01,9.01",7812.0,8-K,FUBO,NYSE,7812.0,Services-Motion Picture & Video Tape Production,FuboTV Inc.,"fuboTV Inc. /FL; FaceBank Group, Inc.; Pulse Evolution Group, Inc.; Recall Studios, Inc.; CAROLCO PICTURES, INC.; Brick Top Productions, Inc.; York Entertainment, Inc.",,,0,,,False,False,True,,,,,,,,,False,False,
101829,RAYTHEON TECHNOLOGIES CORP,RTX,2020-04-02,2020-04-08,0001140361-20-008397,"1.01,2.01,5.02,5.03,9.01",3724.0,8-K,RTX,NYSE,3724.0,Aircraft Engines & Engine Parts,RTX Corp,RAYTHEON TECHNOLOGIES CORP; UNITED TECHNOLOGIES CORP /DE/,2017-10-26,425,12,2019-10-11,2019-10-11,True,False,True,,UTX,RTX,,,,,,False,False,
1609471,Carey Watermark Investors 2 Inc,,2020-04-09,2020-04-13,0001104659-20-045999,"1.01,1.02,2.01,3.02,5.02,5.03,9.01",6798.0,8-K,,,6798.0,Real Estate Investment Trusts,"Watermark Lodging Trust, Inc.",Carey Watermark Investors 2 Inc,2019-10-22,425,5,2020-04-10,2020-04-08,True,False,True,Assessments and Taxation,,,0.0,,,,llm,False,True,
1430259,Carey Watermark Investors Inc,,2020-04-09,2020-04-13,0001104659-20-045996,"1.02,2.01,3.03,5.01,5.02,5.03,9.01",6500.0,8-K,,,6500.0,Real Estate,Carey Watermark Investors Inc,,2019-10-22,425,9,2020-04-10,2020-04-08,True,False,False,Assessments and Taxation,,,0.0,,,,llm,False,True,
1704760,"American Virtual Cloud Technologies, Inc.",,2020-04-07,2020-04-14,0001213900-20-009113,"1.01,2.01,2.03,3.02,3.03,5.01,5.02,5.06,9.01",6770.0,8-K,,,7373.0,Services-Computer Integrated Systems Design,"American Virtual Cloud Technologies, Inc.",PENSARE ACQUISITION Corp,2019-10-08,PREM14A,5,2020-02-28,2020-02-27,False,True,True,,WRLS,AVCT,,,,,,False,True,
1772757,DraftKings Inc.,,2020-04-23,2020-04-29,0001104659-20-052633,"1.01,2.01,3.02,4.01,5.01,5.02,5.06,9.01",7990.0,8-K,,,7990.0,Services-Miscellaneous Amusement & Recreation,DraftKings Holdings Inc.,DraftKings Inc.; Diamond Eagle Acquisition Corp. \ DE,2019-12-23,425,1,2020-04-23,2020-04-23,True,False,True,"March 12, 2020, by and among DEAC and DEAC NV",DEAC,DKNG,8928.0,,,10.12,llm,False,True,
794172,MERIDIAN BIOSCIENCE INC,,2020-04-30,2020-04-30,0001193125-20-128802,"2.01,7.01,9.01",2835.0,8-K,,,2835.0,In Vitro & In Vivo Diagnostic Substances,MERIDIAN BIOSCIENCE INC,MERIDIAN DIAGNOSTICS INC,,,10,2020-01-30,2020-01-29,False,False,False,"Merger dated as of February 19, 2020",VIVO,VIVO,,,,,,False,False,
1560327,"Rapid7, Inc.",RPD,2020-04-28,2020-05-04,0001193125-20-132385,"1.01,2.01,2.03,3.02,7.01,9.01",7372.0,8-K,RPD,Nasdaq,7372.0,Services-Prepackaged Software,"Rapid7, Inc.",Rapid7 Inc,,,4,2019-06-14,2019-06-12,False,False,False,,,,,,30.0,,super8k,False,False,30.0
1551986,"INNOVATE BIOPHARMACEUTICALS, INC.",NMTRQ,2020-04-29,2020-05-04,0001551986-20-000103,"1.01,2.01,3.02,5.01,5.02,5.03,8.01,9.01",2834.0,8-K,,,2834.0,Pharmaceutical Preparations,"9 METERS BIOPHARMA, INC.","INNOVATE BIOPHARMACEUTICALS, INC.; Monster Digital, Inc.; Tandon Digital, Inc.",2017-08-25,PREM14A,4,2020-02-14,2020-02-14,False,False,True,RDD Pharma Ltd,INNT,NMTR,,,,,,False,False,
1694187,"Neon Therapeutics, Inc.",,2020-05-06,2020-05-06,0001694187-20-000050,"2.01,3.01,3.03,5.01,5.02,5.03,8.01,9.01",2836.0,8-K,,,2836.0,"Biological Products, (No Diagnostic Substances)","Neon Therapeutics, Inc.",,2020-01-16,425,2,2020-05-05,2020-05-05,True,False,False,BioNTech SE,,,,,,,,False,False,
784011,POPE RESOURCES LTD PARTNERSHIP,,2020-05-08,2020-05-08,0001193125-20-137386,"2.01,9.01",800.0,8-K,,,800.0,Forestry,POPE RESOURCES LTD PARTNERSHIP,,2020-01-15,425,1,2020-05-06,2020-05-05,True,False,False,Rayonier Inc,POPE,POPE,,,,,,False,False,
1753673,Scienjoy Holding Corp,SJ,2020-05-07,2020-05-13,0001213900-20-011974,"1.01,2.01,3.02,4.01,5.01,5.02,5.03,5.06,9.01",7374.0,8-K,SJ,Nasdaq,7374.0,Services-Computer Processing & Data Preparation,Scienjoy Holding Corp,Wealthbridge Acquisition Ltd,2019-12-06,PREM14A,1,2020-05-05,2020-05-05,False,False,True,,HHHH,SJ,5208150.0,,,,llm,False,True,
52827,RAYONIER INC,RYN,2020-05-07,2020-05-13,0000052827-20-000138,"1.01,2.01,2.03,3.03,5.03,9.01",6798.0,8-K,RYN,NYSE,6798.0,Real Estate Investment Trusts,RAYONIER INC,ITT RAYONIER INC,2020-01-15,425,13,2020-05-14,2020-05-14,True,False,False,"January 14, 2020, as amended by Amendment No",RYN,RYN,0.0,,,,llm,False,True,
1746109,Bank First Corp,BFC,2020-05-15,2020-05-18,0001104659-20-063225,"2.01,8.01,9.01",6021.0,8-K,BFC,Nasdaq,6021.0,National Commercial Banks,Bank First Corp,Bank First National Corp,2019-01-23,425,1,2019-06-12,2019-06-10,True,False,True,"Tomah Bancshares, Inc",,,,,,,,False,False,
886136,SAGA COMMUNICATIONS INC,SGA,2020-05-20,2020-05-20,0001104659-20-064224,"2.01,3.03,5.03,9.01",4832.0,8-K,SGA,Nasdaq,4832.0,Radio Broadcasting Stations,SAGA COMMUNICATIONS INC,SAGA COMMUNICATIONS INC /DE/,,,14,2020-05-12,2020-05-11,False,False,False,,,,,,,,,False,False,
1586105,Zyla Life Sciences,,2020-05-19,2020-05-20,0001104659-20-064288,"1.02,2.01,3.01,3.03,5.01,5.02,5.03,5.07,9.01",2834.0,8-K,,,2834.0,Pharmaceutical Preparations,Zyla Life Sciences,Egalet Corp,2020-03-17,425,8,2020-05-20,2020-05-19,True,False,True,,ZCOR,,,,,,,False,False,
1808665,"Assertio Holdings, Inc.",ASRT,2020-05-20,2020-05-27,0001104659-20-066365,"1.01,2.01,2.03,5.02,5.05,9.01",2834.0,8-K,,,2834.0,Pharmaceutical Preparations,"Assertio Holdings, Inc.","Assertio Therapeutics, Inc; DEPOMED INC; DEPOMED INC",2020-04-08,S-4,0,,,False,False,True,Merger,ASRT,ASRT,0.0,,,,llm,False,True,
1460702,"Qualigen Therapeutics, Inc.",QLGN,2020-05-22,2020-05-29,0001493152-20-010166,"1.01,2.01,3.02,3.03,5.01,5.02,5.03,8.01,9.01",2834.0,8-K,AIXC,Nasdaq,6199.0,Finance Services,"AIxCrypto Holdings, Inc.","Qualigen Therapeutics, Inc.; RITTER PHARMACEUTICALS INC",2020-01-21,425,8,2020-05-19,2020-05-18,True,False,True,"Qualigen, Inc",RTTR,QLGN,,,,,,False,False,
1675820,TiVo Corp,,2020-06-01,2020-06-01,0001193125-20-156719,"2.01,3.01,8.01,9.01",6794.0,8-K,,,6794.0,Patent Owners & Lessors,TiVo Corp,Titan Technologies Corp,2019-12-19,425,4,2020-05-29,2020-05-29,True,False,False,"December 18, 2019, as amended on January 31, 2020",TIVO,TIVO,,,,,,False,False,
1690666,Xperi Corp,,2020-06-01,2020-06-01,0001193125-20-156671,"2.01,3.01,8.01,9.01",3674.0,8-K,,,3674.0,Semiconductors & Related Devices,Xperi Corp,Tessera Holding Corp; Tempe Holdco Corp,2019-12-19,425,5,2020-05-29,2020-05-29,True,False,False,"December 18, 2019, as amended on January 31, 2020",XPER,XPER,,,,,,False,False,
1479681,"Clinigence Holdings, Inc.",NUTX,2020-06-03,2020-06-03,0001607062-20-000142,"1.01,2.01,7.01,9.01",7389.0,8-K,NUTX,Nasdaq,7389.0,"Services-Business Services, NEC",Nutex Health Inc.,"Nutex Health, Inc.; Clinigence Holdings, Inc.; iGambit, Inc.",,,2,2019-11-04,2019-11-01,False,False,True,Purchaser equal to twelve,CLNH,CLNH,,,,,,False,False,
1731289,Nikola Corp,NKLA,2020-06-03,2020-06-08,0001104659-20-070923,"1.01,2.01,3.02,3.03,4.01,5.01,5.02,5.06,9.01",3711.0,8-K,,,3711.0,Motor Vehicles & Passenger Car Bodies,Nikola Corp,Nikola Corp; VectoIQ Acquisition Corp.,2020-03-03,425,2,2020-06-02,2020-06-02,True,False,True,Legacy Nikola surviving as the surviving company and as,VTIQ,,7000000.0,,5.0,10.0,super8k,False,True,5.0
764038,SOUTH STATE Corp,SSB,2020-06-03,2020-06-08,0001104659-20-070646,"1.01,2.01,2.03,5.02,5.03,9.01",6022.0,8-K,SSB,NYSE,6022.0,State Commercial Banks,SouthState Bank Corp,"SouthState Corp; SOUTH STATE Corp; FIRST FINANCIAL HOLDINGS, INC.; SCBT FINANCIAL CORP; FIRST NATIONAL CORP /SC/",2020-01-27,425,15,2020-05-21,2020-05-21,True,False,False,South State Corporation,SSB,SSB,,,,,,False,False,
1102266,CenterState Bank Corp,,2020-06-07,2020-06-08,0001564590-20-028550,"1.02,2.01,3.01,3.03,5.01,5.02,9.01",6021.0,8-K,,,6021.0,National Commercial Banks,CenterState Bank Corp,"CenterState Banks, Inc.; CENTERSTATE BANKS OF FLORIDA INC",2017-12-13,425,15,2020-05-21,2020-05-21,True,False,False,CenterState Bank Corporation,CSFL,CSFL,,,,,,False,False,
1322505,"ALBIREO PHARMA, INC.",,2020-06-08,2020-06-09,0001104659-20-071096,"1.01,2.01,2.03,3.02,8.01,9.01",2834.0,8-K,,,2834.0,Pharmaceutical Preparations,"ALBIREO PHARMA, INC.",Biodel Inc,2016-07-13,PREM14A,14,2020-06-15,2020-06-12,False,False,False,,ALBO,ALBO,,,,,,False,False,
1419041,Tocagen Inc,FBRX,2020-06-10,2020-06-15,0001193125-20-169584,"1.02,2.01,3.03,5.01,5.02,5.03,8.01,9.01",2834.0,8-K,FBRX,Nasdaq,2834.0,Pharmaceutical Preparations,"Forte Biosciences, Inc.",Tocagen Inc,2020-02-20,425,3,2020-06-12,2020-06-12,True,False,True,"Forte Biosciences, Inc",TOCA,FBRX,,,,,,False,False,
1806201,Open Lending Corp,LPRO,2020-06-10,2020-06-16,0001193125-20-169633,"1.01,2.01,3.02,3.03,4.01,5.01,5.02,5.06,9.01",6141.0,8-K,LPRO,Nasdaq,6141.0,Personal Credit Institutions,Open Lending Corp,Nebula Parent Corp.,2020-03-18,S-4,0,,,False,False,True,"January 5, 2020",,LPRO,,,,,,True,True,
