cik,company_name,tickers,close_date,super8k_date,super8k_adsh,items,sic_at_filing,form,ticker_current,exchange,sic_current,sic_desc,entity_name,former_names,ann_date,ann_source,n_vote_8ks,vote_8k_date,vote_date,has_425,sic_6770_at_close,name_change_near_close,target_name,old_ticker_edgar,new_ticker_edgar,redeemed_shares,remaining_shares,redemption_pct_stated,trust_per_share,redemption_source,mentions_trust,is_spac,redemption_pct,new_ticker,flip_date,flip_ticker,old_ticker,n_ticker_events,polygon_active,list_date,sic_code,sic_description,polygon_name,market_cap_now,delisted_utc,public_shares_pre_vote,enrich_status,flip_source,redemption_pct_final,post_redeem_float_est,redemption_pct_best,sector,sector_margin,is_hightech,ann_day0_date,ann_prev_close,ann_gap_pct,ann_day0_ret_pct,ann_2d_high_ret_pct,ann_day0_vol_mult,ann_to_vote_ret_pct,vote_day_close,last_old_date,last_old_close,vote_to_lastold_ret_pct,flip_day0_date,flip_open,flip_close,flip_high,flip_volume,flip_gap_pct,flip_day_ret_pct,flip_high_ret_pct,post_flip_ret_1d_pct,post_flip_ret_3d_pct,post_flip_ret_5d_pct,post_flip_ret_10d_pct,max_runup_10d_pct,max_drawdown_10d_pct,untraded_gap_days,flip_lag_cal_days,split_at_flip,theme,year,era,premium_entry,high_redemption,ann_popped
1811764,POINT Biopharma Global Inc.,,2021-06-30,2021-07-01,0001104659-21-087795,"1.01,2.01,3.02,3.03,4.01,5.02,5.03,5.06,9.01",2834.0,8-K,,,2834.0,Pharmaceutical Preparations,POINT Biopharma Global Inc.,Therapeutics Acquisition Corp.,2021-03-15,425,1,2021-06-30,2021-06-29,True,False,True,"March 15, 2021",RACA,PNT,1394131.0,,,,super8k,False,True,,PNT,2021-07-01,PNT,RACA,0.0,True,2020-07-01,2834.0,PHARMACEUTICAL PREPARATIONS,POINT Biopharma Global Inc. Common Stock,860663132.7,,14040000.0,ok,first_aggs_bar,9.9,12645869.0,9.9,biotech_health,5,False,2021-03-15,13.36,4.12,-0.52,4.72,5.1,-24.35,10.0544,2021-06-30,10.2743,2.19,2021-07-01,10.3,10.05,10.65,95461.0,0.25,-2.18,3.66,-13.47,-17.27,-14.35,-14.54,3.66,-19.61,0.0,1.0,False,biotech,2021,2020-21,False,False,False
1814329,Holicity Inc.,,2021-06-30,2021-07-01,0001193125-21-205288,"2.01,3.02,3.03,4.01,5.01,5.02,5.03,5.06,9.01",4700.0,8-K,,,4700.0,Transportation Services,"Astra Space, Inc.",Holicity Inc.,2021-02-02,425,1,2021-06-30,2021-06-30,True,False,True,"Merger dated as of February 2, 2021",HOL,ASTR,10981.0,,,10.0,super8k,False,True,,ASTR,2021-07-01,ASTR,HOL,0.0,True,2021-07-01,4700.0,TRANSPORTATION SERVICES,"Astra Space, Inc. Class A Common Stock",3014539107.54,,30000000.0,ok,first_aggs_bar,0.0,29989019.0,0.0,space_defense,1,True,2021-02-02,10.34,45.07,57.54,70.21,463.2,-24.19,12.35,2021-06-30,12.35,0.0,2021-07-01,12.3,12.9,14.98,9557953.0,-0.4,4.45,21.3,25.26,10.12,9.96,-18.62,37.25,-18.95,0.0,1.0,False,space,2021,2020-21,True,False,True
1777921,Apex Technology Acquisition Corp,"AVPT, AVPTW",2021-07-01,2021-07-07,0001193125-21-209872,"1.01,2.01,3.02,4.01,5.01,5.02,5.03,5.06,9.01",7372.0,8-K,AVPT,Nasdaq,7372.0,Services-Prepackaged Software,"AvePoint, Inc.",Apex Technology Acquisition Corp,2020-11-23,425,2,2021-07-01,2021-06-30,True,False,True,Merger Sub 1 with and into Legacy AvePoint,APXT,AVPT,17458.0,,,,super8k,False,True,,AVPT,2021-07-02,AVPT,APXT,1.0,True,2021-07-02,7372.0,SERVICES-PREPACKAGED SOFTWARE,"AvePoint, Inc. Class A Common Stock",2637493918.24,,35810000.0,ok,ticker_event,0.0,35792542.0,0.0,software_ai,6,True,2020-11-23,10.15,5.02,2.56,7.88,443.9,17.68,12.25,2021-07-01,12.11,-1.14,2021-07-02,12.05,11.95,12.17,1848509.0,-0.5,-1.32,0.5,-5.78,-8.59,-13.46,-16.18,0.5,-23.04,0.0,1.0,False,ai,2021,2020-21,True,False,True
1821159,EVgo Inc,"EVGO, EVGOW",2021-07-01,2021-07-08,0001104659-21-090210,"1.01,2.01,3.02,3.03,4.01,5.01,5.02,5.06,9.01",5990.0,8-K,"EVGO,EVGOW","Nasdaq,Nasdaq",7500.0,"Services-Automotive Repair, Services & Parking",EVgo Inc.,EVgo Inc; Climate Change Crisis Real Impact I Acquisition Corp,2021-02-12,PREM14A,1,2021-06-29,2021-06-29,False,False,True,,CLII,EVGO,13230.0,,,10.0,super8k,True,True,,EVGO,2021-07-02,EVGO,CLII,1.0,True,2021-07-02,7500.0,"SERVICES-AUTOMOTIVE REPAIR, SERVICES & PARKING",EVgo Inc. Class A Common Stock,255317450.65,,23000000.0,ok,ticker_event,0.1,22986770.0,0.1,ev_mobility,4,True,2021-02-12,19.37,2.79,3.41,6.35,0.8,-23.32,15.36,2021-07-01,14.36,-6.51,2021-07-02,15.0,15.1,16.1,4022069.0,4.46,5.15,12.12,1.53,-12.81,-17.62,-20.13,13.09,-27.58,0.0,1.0,False,other,2021,2020-21,True,False,True
1816233,"Sharecare, Inc.","SHCR, SHCRW",2021-07-01,2021-07-08,0001213900-21-036180,"1.01,2.01,3.02,4.01,5.01,5.02,5.06,9.01",8000.0,8-K,,,8000.0,Services-Health Services,"Sharecare, Inc.",Falcon Capital Acquisition Corp.,2021-02-12,425,1,2021-06-29,2021-06-29,True,False,True,"Merger, dated February 12, 2021",FCAC,SHCR,19864030.0,,,10.0,super8k,False,True,,SHCR,2021-07-02,SHCR,FCAC,0.0,True,2021-07-02,8000.0,SERVICES-HEALTH SERVICES,"Sharecare, Inc. Class A Common Stock",2508854634.0,,34500000.0,ok,first_aggs_bar,57.6,14635970.0,57.6,biotech_health,1,False,2021-02-12,11.77,0.0,-3.91,8.84,21.1,-11.58,10.0,2021-07-01,9.0,-10.0,2021-07-02,9.37,9.33,9.65,560391.0,4.11,3.67,7.22,-8.0,-17.44,-18.33,-25.44,7.22,-29.44,0.0,1.0,False,other,2021,2020-21,False,False,True
1809104,"Alight Group, Inc.",ALIT,2021-07-02,2021-07-09,0001193125-21-211067,"1.01,2.01,3.01,3.02,3.03,5.01,5.02,5.03,9.01",6770.0,8-K,ALIT,NYSE,7389.0,"Services-Business Services, NEC","Alight, Inc. / Delaware","Alight Group, Inc.; Foley Trasimene Acquisition Corp.",2021-01-25,425,1,2021-06-30,2021-06-30,True,True,True,Alight,WPF,WPF,0.0,,,,llm,False,True,,ALIT,2021-07-06,ALIT,WPF,1.0,True,2021-07-06,7389.0,"SERVICES-BUSINESS SERVICES, NEC","Alight, Inc.",516836926.62,,103500000.0,ok,first_aggs_bar,0.0,103500000.0,0.0,software_ai,1,True,2021-01-25,12.79,11.02,0.7,13.45,28.0,-24.15,9.77,2021-07-02,9.75,-0.2,2021-07-06,10.0,9.03,10.0,4086785.0,2.56,-7.38,2.56,-6.15,-5.44,-0.72,-8.41,2.56,-13.23,1.0,4.0,False,other,2021,2020-21,False,False,True
1821850,Sunlight Financial Holdings Inc.,,2021-07-09,2021-07-15,0001104659-21-092678,"1.01,2.01,3.02,3.03,5.01,5.02,5.03,5.05,9.01",6199.0,8-K,,,6199.0,Finance Services,Sunlight Financial Holdings Inc.,Spartan Acquisition Corp. II,2021-01-25,425,1,2021-07-09,2021-07-09,True,False,True,,SPRQ,SUNL,19227063.0,,25.0,10.0,super8k,True,True,25.0,SUNL,2021-07-12,SUNL,SPRQ,0.0,True,2021-01-15,6199.0,FINANCE SERVICES,"Sunlight Financial Holdings, Inc.",463939674.59,,34500000.0,ok,first_aggs_bar,55.7,15272937.0,55.7,fintech,1,True,2021-01-25,11.81,39.46,21.34,41.07,61.1,-33.98,9.46,2021-07-09,9.46,0.0,2021-07-12,9.5,9.92,9.97,393920.0,0.42,4.86,5.39,1.27,-10.89,-19.03,-7.72,5.39,-20.08,0.0,3.0,False,other,2021,2020-21,False,False,True
1828318,Enovix Corp,ENVX,2021-07-13,2021-07-19,0001193125-21-218701,"1.01,2.01,3.02,3.03,4.01,5.02,5.03,5.06,9.01",3690.0,8-K,ENVX,Nasdaq,3690.0,"Miscellaneous Electrical Machinery, Equipment & Supplies",Enovix Corp,Rodgers Silicon Valley Acquisition Corp,2021-02-22,425,1,2021-07-16,2021-07-12,True,False,True,Legacy Enovix surviving as,RSVA,ENVX,15.0,,,10.0,llm,False,True,0.0,ENVX,2021-07-15,ENVX,RSVA,1.0,True,2021-07-15,3690.0,"MISCELLANEOUS ELECTRICAL MACHINERY, EQUIPMENT & SUPPLIES",Enovix Corporation Common Stock,1134397888.0,,28750000.0,ok,ticker_event,0.0,28749985.0,0.0,ev_mobility,2,True,2021-02-22,15.75,26.98,32.06,80.95,258.7,5.0,21.84,2021-07-14,20.36,-6.78,2021-07-15,21.5,17.73,22.0,877766.0,5.6,-12.92,8.06,-13.06,-6.29,-12.92,-18.61,8.06,-26.13,0.0,2.0,False,ev,2021,2020-21,True,False,True
1819516,Wheels Up Experience Inc.,"UP, WSUPW",2021-07-13,2021-07-19,0001628280-21-014018,"1.01,2.01,3.02,3.03,4.01,5.01,5.02,5.03,9.01",4522.0,8-K,"UP,WSUPW","NYSE,OTC",4522.0,"Air Transportation, Nonscheduled",Wheels Up Experience Inc.,Aspirational Consumer Lifestyle Corp.,2021-02-01,425,1,2021-07-12,2021-07-12,True,False,True,Aspirational,ASPL,UP,13366429.0,,2.0,,vote8k,True,True,2.0,UP,2021-07-14,UP,ASPL,1.0,True,2021-07-14,4522.0,"AIR TRANSPORTATION, NONSCHEDULED",Wheels Up Experience Inc.,280654582.68,,23980000.0,ok,first_aggs_bar,55.7,10613571.0,55.7,other,0,False,2021-02-01,10.53,7.5,5.41,11.59,185.7,-10.81,9.9,2021-07-13,9.93,0.3,2021-07-14,11.08,11.55,15.0,7042540.0,11.58,16.31,51.06,5.04,5.54,2.92,-24.37,51.06,-28.5,0.0,1.0,False,other,2021,2020-21,False,False,True
1822492,Hillman Solutions Corp.,HLMN,2021-07-14,2021-07-20,0001104659-21-094006,"1.01,2.01,3.02,3.03,5.01,5.02,5.03,5.06,9.01",3420.0,8-K,HLMN,Nasdaq,3420.0,"Cutlery, Handtools & General Hardware",Hillman Solutions Corp.,"Landcadia Holdings III, Inc.",2021-01-25,425,1,2021-07-13,2021-07-13,True,False,True,"Merger, dated as of January 24, 2021",LCY,HLMN,,,11.6,,super8k,False,True,11.6,HLMN,2021-07-15,HLMN,LCY,1.0,True,2021-07-15,3420.0,"CUTLERY, HANDTOOLS & GENERAL HARDWARE",Hillman Solutions Corp. Common Stock,1516700254.38,,50000000.0,ok,ticker_event,,,11.6,industrial,1,False,2021-01-25,10.52,1.71,-0.38,2.23,26.7,13.84,11.93,2021-07-14,12.17,2.01,2021-07-15,11.99,12.05,12.47,2418839.0,-1.48,-0.99,2.47,0.0,-0.16,-0.33,-1.31,2.79,-6.9,0.0,1.0,False,other,2021,2020-21,True,False,False
1816613,Markforged Holding Corp,"MKFG, MKFG-WT",2021-07-14,2021-07-20,0001104659-21-094003,"1.01,2.01,3.02,3.03,4.01,5.01,5.02,5.03,9.01",3577.0,8-K,,,3577.0,"Computer Peripheral Equipment, NEC",Markforged Holding Corp,one,2021-02-24,425,1,2021-07-15,2021-07-13,True,False,True,,AONE,MKFG,6418667.0,,,10.005,super8k,True,True,,MKFG,2021-07-15,MKFG,AONE,0.0,True,2021-07-15,3577.0,"COMPUTER PERIPHERAL EQUIPMENT, NEC",Markforged Holding Corporation,1496101185.95,,21500000.0,ok,first_aggs_bar,29.9,15081333.0,29.9,industrial,1,False,2021-02-24,11.3,9.03,20.88,33.63,55.5,-34.33,8.97,2021-07-14,8.56,-4.57,2021-07-15,8.16,7.76,8.8901,598462.0,-4.67,-9.35,3.86,-3.27,0.47,14.02,17.52,23.31,-11.21,0.0,1.0,False,other,2021,2020-21,False,False,True
1816708,"Owlet, Inc.","OWLT, OWLTW",2021-07-15,2021-07-21,0001140361-21-025216,"1.01,2.01,3.03,5.01,5.02,5.06,7.01,9.01",3829.0,8-K,OWLT,NYSE,3829.0,"Measuring & Controlling Devices, NEC","Owlet, Inc.",Sandbridge Acquisition Corp,2021-02-16,425,1,2021-07-14,2021-07-14,True,False,True,"Project Olympus Merger Sub, Inc",SBG,OWLT,19758773.0,,,10.0,super8k,True,True,,OWLT,2021-07-16,OWLT,SBG,1.0,True,2021-07-16,3829.0,"MEASURING & CONTROLLING DEVICES, NEC","Owlet, Inc.",176999479.85999998,,23000000.0,ok,first_aggs_bar,85.9,3241227.0,85.9,biotech_health,1,False,2021-02-16,10.59,0.94,-2.08,1.23,28.0,-19.77,8.32,2021-07-15,8.84,6.25,2021-07-16,8.95,9.1,9.83,428677.0,1.24,2.94,11.2,4.64,-9.5,-2.49,12.1,29.24,-12.22,0.0,1.0,False,other,2021,2020-21,False,False,False
1822928,Holley Inc.,"HLLY, HLLY-WT",2021-07-16,2021-07-21,0001193125-21-220722,"1.01,2.01,3.02,3.03,5.01,5.02,5.03,5.06,9.01",3714.0,8-K,"HLLY,HLLY-WT","NYSE,NYSE",3714.0,Motor Vehicle Parts & Accessories,Holley Inc.,Empower Ltd.,2021-03-12,425,1,2021-07-16,2021-07-14,True,False,True,"Merger dated March 11, 2021",EMPW,HLLY,,,50.0,18.0,super8k,False,True,50.0,HLLY,2021-07-19,HLLY,EMPW,1.0,True,2021-07-16,3714.0,MOTOR VEHICLE PARTS & ACCESSORIES,Holley Inc.,303332016.96,,25000000.0,ok,ticker_event,,,50.0,ev_mobility,2,True,2021-03-12,9.98,0.3,3.21,6.63,125.5,0.78,10.38,2021-07-16,9.8,-5.59,2021-07-19,9.75,9.5857,9.94,257817.0,-0.51,-2.19,1.43,-4.08,11.63,23.16,18.16,30.1,-5.71,0.0,3.0,False,other,2021,2020-21,False,False,True
1716583,Hyzon Motors Inc.,"HYZN, HYZNW",2021-07-16,2021-07-22,0001193125-21-221839,"1.01,2.01,3.02,4.01,5.01,5.02,5.03,5.06,9.01",3620.0,8-K,,,3620.0,Electrical Industrial Apparatus,Hyzon Motors Inc.,Decarbonization Plus Acquisition Corp; Decarbonization Plus Acquistion Corp,2021-03-17,PREM14A,1,2021-07-15,2021-07-15,False,False,True,"Reorganization, dated as of February 8, 2021",DCRB,HYZN,2089323.0,,,10.0,super8k,True,True,,HYZN,2021-07-19,HYZN,DCRB,0.0,True,2021-07-19,3620.0,ELECTRICAL INDUSTRIAL APPARATUS,Hyzon Motors Inc. Class A Common Stock,2404630124.3900003,,22570000.0,ok,first_aggs_bar,9.3,20480677.0,9.3,ev_mobility,1,True,2021-03-17,11.6,-1.47,-3.79,2.5,0.6,-10.39,10.0,2021-07-16,10.33,3.3,2021-07-19,9.7,8.26,9.99,1238691.0,-6.1,-20.04,-3.29,-27.35,-25.46,-21.59,-34.37,-3.29,-37.08,0.0,3.0,False,other,2021,2020-21,False,False,False
1805385,"Evolv Technologies Holdings, Inc.","EVLV, EVLVW",2021-07-16,2021-07-22,0001104659-21-094890,"1.01,2.01,3.02,3.03,4.01,5.01,5.03,8.01,9.01",3577.0,8-K,"EVLV,EVLVW","Nasdaq,Nasdaq",3577.0,"Computer Peripheral Equipment, NEC","Evolv Technologies Holdings, Inc.",NewHold Investment Corp.,2021-03-08,425,1,2021-07-21,2021-07-15,True,False,True,NHIC,NHIC,EVLV,8755987.0,85033803.0,,10.0,super8k,True,True,9.3,EVLV,2021-07-19,EVLV,NHIC,1.0,True,2021-07-19,3577.0,"COMPUTER PERIPHERAL EQUIPMENT, NEC","Evolv Technologies Holdings, Inc. Class A Common Stock",1064838747.2,,17250000.0,ok,ticker_event,50.8,8494013.0,50.8,industrial,2,False,2021-03-08,10.03,4.49,3.49,6.58,88.5,-9.73,9.37,2021-07-16,9.55,1.92,2021-07-19,10.5,10.4,12.9,365371.0,9.95,8.9,35.08,7.85,-7.75,4.92,-17.07,35.08,-17.96,0.0,3.0,False,ai,2021,2020-21,False,False,True
1805521,FARADAY FUTURE INTELLIGENT ELECTRIC INC.,"FFIE, FFIEW",2021-07-21,2021-07-22,0001213900-21-038096,"1.01,2.01,3.02,4.01,5.01,5.02,9.01",3711.0,8-K,"FFAI,FFAIW","Nasdaq,Nasdaq",3711.0,Motor Vehicles & Passenger Car Bodies,FARADAY FUTURE INTELLIGENT ELECTRIC INC.,Property Solutions Acquisition Corp.,2021-01-28,425,1,2021-07-20,2021-07-20,True,False,True,"Merger, dated as of January 27, 2021",PSAC,FFIE,20600.0,,,10.0,super8k,True,True,,FFAI,2021-07-22,FFIE,PSAC,2.0,True,2021-07-22,3711.0,MOTOR VEHICLES & PASSENGER CAR BODIES,Faraday Future Intelligent Electric Inc. Common Stock,66387332.3456,,29520000.0,ok,first_aggs_bar,0.1,29499400.0,0.1,ev_mobility,2,True,2021-01-28,13.0,23.0,18.69,58.85,19.2,-10.37,13.83,2021-07-21,13.78,-0.36,2021-07-22,16.84,13.98,17.0,9268187.0,22.21,1.45,23.37,7.55,-16.91,-15.09,-11.03,23.37,-25.69,0.0,1.0,False,crypto,2021,2020-21,True,False,True
1752828,Celularity Inc,"CELU, CELUW",2021-07-16,2021-07-22,0001213900-21-038102,"1.01,2.01,3.02,4.01,5.01,5.02,5.06,7.01,9.01",2834.0,8-K,"CELU,CELUW","Nasdaq,Nasdaq",2834.0,Pharmaceutical Preparations,Celularity Inc,GX Acquisition Corp.,2021-01-08,425,3,2021-07-15,2021-07-14,True,False,True,"Reorganization, dated January 8, 2021",GXGX,,9174705.0,,,10.2,llm,True,True,,CELU,2021-07-19,CELU,GXGX,1.0,True,2021-07-19,2834.0,PHARMACEUTICAL PREPARATIONS,Celularity Inc. Class A Common Stock,21431589.5244,,28750000.0,ok,first_aggs_bar,31.9,19575295.0,31.9,biotech_health,3,False,2021-01-08,11.49,-7.05,-9.05,-6.53,8.7,-12.25,9.17,2021-07-16,10.2,11.23,2021-07-19,10.7191,12.15,12.39,1084778.0,5.09,19.12,21.47,8.28,-6.86,-16.23,-10.39,31.37,-19.51,0.0,3.0,False,biotech,2021,2020-21,False,False,False
1818502,OppFi Inc.,"OPFI, OPFI-WT",2021-07-20,2021-07-26,0001193125-21-224403,"1.01,2.01,2.03,3.02,3.03,5.01,5.02,5.06,9.01",6199.0,8-K,"OPFI,OPFI-WT","NYSE,NYSE",6199.0,Finance Services,OppFi Inc.,FG New America Acquisition Corp.,2021-03-18,PREM14A,1,2021-07-21,2021-07-16,False,False,True,,FGNA,OPFI,14822435.0,91646050.0,5.0,,super8k,True,True,5.0,OPFI,2021-07-21,OPFI,FGNA,1.0,True,2021-07-21,6199.0,FINANCE SERVICES,OppFi Inc.,806112261.12,,24360000.0,ok,ticker_event,60.8,9537565.0,60.8,fintech,1,True,2021-03-18,10.15,0.3,-0.1,0.79,1.1,10.45,11.2,2021-07-20,9.97,-10.98,2021-07-21,10.47,10.45,10.5228,346883.0,5.02,4.81,5.54,1.0,8.83,3.71,-9.73,10.93,-13.14,0.0,1.0,False,other,2021,2020-21,False,False,False
1691936,"STRYVE FOODS, INC.","SNAX, SNAXW",2021-07-20,2021-07-26,0001493152-21-017760,"1.01,2.01,3.01,3.02,3.03,5.01,5.02,5.06,9.01",2000.0,8-K,,,2000.0,Food and Kindred Products,"STRYVE FOODS, INC.",Andina Acquisition Corp. III,2021-02-03,425,4,2021-07-20,2021-07-19,True,False,True,,ANDA,SNAX,756896.0,,,10.24,super8k,False,True,,SNAX,2021-07-21,SNAX,ANDA,1.0,True,,,,STRYVE FOODS INC A,,,4420000.0,ok,first_aggs_bar,17.1,3663104.0,17.1,consumer,4,False,2021-02-03,11.58,1.38,1.9,11.23,2.6,-24.58,8.9,2021-07-20,9.2,3.37,2021-07-21,8.53,9.3,9.73,113033.0,-7.28,1.09,5.76,-11.3,-15.22,-8.59,-13.97,5.76,-18.48,0.0,1.0,False,other,2021,2020-21,False,False,True
1811210,"Lucid Group, Inc.",LCID,2021-07-22,2021-07-26,0001104659-21-095842,"1.01,2.01,3.02,4.01,5.01,5.02,5.07,8.01,9.01",3711.0,8-K,LCID,Nasdaq,3711.0,Motor Vehicles & Passenger Car Bodies,"Lucid Group, Inc.",Churchill Capital Corp IV; Annetta Acquisition Corp,2021-02-23,425,1,2021-07-26,2021-07-22,True,False,True,,CCIV,LCID,21644.0,,,10.0,super8k,True,True,,LCID,2021-07-26,LCID,CCIV,1.0,True,2021-07-26,3711.0,MOTOR VEHICLES & PASSENGER CAR BODIES,"Lucid Group, Inc. Common Stock",2165925284.4,,207000000.0,ok,first_aggs_bar,0.0,206978356.0,0.0,ev_mobility,1,True,2021-02-23,57.37,-38.96,-38.63,-23.41,3.6,-34.96,22.9,2021-07-23,24.25,5.9,2021-07-26,25.24,26.83,29.03,31573182.0,4.08,10.64,19.71,3.84,-3.71,-1.98,-3.09,19.71,-7.05,0.0,4.0,False,space,2021,2020-21,True,False,False
1819394,"Matterport, Inc./DE",MTTR,2021-07-22,2021-07-28,0001193125-21-227538,"1.01,2.01,3.02,3.03,4.01,5.01,5.02,5.06,9.01",7372.0,8-K,,,7372.0,Services-Prepackaged Software,"Matterport, Inc./DE","Gores Holdings VI, Inc.",2021-02-08,425,1,2021-07-23,2021-07-20,True,False,True,"Merger, dated February 7, 2021",GHVI,MTTR,93917.0,,,10.0009,super8k,True,True,,MTTR,2021-07-23,MTTR,GHVI,0.0,True,2021-07-23,7372.0,SERVICES-PREPACKAGED SOFTWARE,"Matterport, Inc. Class A Common Stock",4842810072.2,,34500000.0,ok,first_aggs_bar,0.3,34406083.0,0.3,software_ai,3,True,2021-02-08,12.26,8.08,9.95,43.31,304.2,-0.52,13.41,2021-07-22,14.47,7.9,2021-07-23,14.2279,14.2,14.6497,843487.0,-1.67,-1.87,1.24,-5.53,-4.22,6.77,5.18,13.48,-10.85,0.0,1.0,False,other,2021,2020-21,True,False,True
1818331,Sema4 Holdings Corp.,"WGS, WGSWW",2021-07-22,2021-07-28,0001628280-21-014760,"1.01,2.01,3.02,4.01,5.01,5.02,5.03,5.06,9.01",8000.0,8-K,"WGS,WGSWW","Nasdaq,Nasdaq",8000.0,Services-Health Services,GeneDx Holdings Corp.,"Sema4 Holdings Corp.; CM Life Sciences, Inc.",2021-05-05,425,1,2021-07-22,2021-07-21,True,False,True,,CMLF,SMFR,10188.0,442686205.0,,10.0,super8k,True,True,0.0,WGS,2021-07-23,SMFR,CMLF,1.0,True,2021-07-23,8000.0,SERVICES-HEALTH SERVICES,GeneDx Holdings Corp. Class A Common Stock,1948722092.28,,44280000.0,ok,first_aggs_bar,0.0,44269812.0,0.0,biotech_health,6,False,2021-05-05,12.94,0.46,-2.7,2.78,0.9,-0.87,12.48,2021-07-22,11.6,-7.05,2021-07-23,11.4,11.86,12.4,308712.0,-1.72,2.24,6.9,-1.55,-3.53,-2.76,-0.09,6.9,-15.17,0.0,1.0,False,other,2021,2020-21,True,False,False
1760689,"Microvast Holdings, Inc.","MVST, MVSTW",2021-07-23,2021-07-28,0001213900-21-039093,"1.01,2.01,3.02,5.01,5.02,5.03,5.06,9.01",3690.0,8-K,"MVST,MVSTW","Nasdaq,Nasdaq",3690.0,"Miscellaneous Electrical Machinery, Equipment & Supplies","Microvast Holdings, Inc.",Tuscan Holdings Corp.,2021-02-16,PREM14A,4,2021-07-21,2021-07-21,False,False,True,,THCB,MVST,80234.0,,,11.5,super8k,True,True,,MVST,2021-07-26,MVST,THCB,1.0,True,2021-07-26,3690.0,"MISCELLANEOUS ELECTRICAL MACHINERY, EQUIPMENT & SUPPLIES","Microvast Holdings, Inc. Common Stock",356478400.88,,35470000.0,ok,ticker_event,0.2,35389766.0,0.2,ev_mobility,2,True,2021-02-16,19.64,1.88,3.31,5.19,1.0,-46.03,10.95,2021-07-23,10.0,-8.68,2021-07-26,9.95,8.74,10.0066,3893786.0,-0.5,-12.6,0.07,-19.8,-18.0,-11.0,37.0,38.2,-21.7,0.0,3.0,False,ev,2021,2020-21,False,False,True
1805651,"MARKETWISE, INC.",MKTW,2021-07-21,2021-07-28,0001628280-21-014543,"1.01,2.01,3.01,3.03,4.01,5.01,5.02,5.06,9.01",7372.0,8-K,MKTW,Nasdaq,7372.0,Services-Prepackaged Software,"MARKETWISE, INC.",Ascendant Digital Acquisition Corp.,2021-03-02,425,1,2021-07-21,2021-07-20,True,False,True,,ACND,MKTW,38746904.0,,,,llm,True,True,,MKTW,2021-07-22,MKTW,ACND,1.0,True,2021-07-22,7372.0,SERVICES-PREPACKAGED SOFTWARE,"MarketWise, Inc. Class A Common Stock",53717146.56,,41400000.0,ok,first_aggs_bar,93.6,2653096.0,93.6,software_ai,3,True,2021-03-02,10.59,-4.25,-6.33,-3.68,128.9,-11.59,8.77,2021-07-21,9.52,8.55,2021-07-22,9.0,10.05,11.5,411079.0,-5.46,5.57,20.8,14.76,17.23,44.85,34.77,78.24,-5.46,0.0,1.0,False,other,2021,2020-21,False,True,False
1824403,"Reservoir Media, Inc.","RSVR, RSVRW",2021-07-28,2021-07-28,0001104659-21-097058,"1.01,2.01,2.03,3.02,3.03,5.01,5.02,5.06,9.01",7900.0,8-K,"RSVR,RSVRW","Nasdaq,Nasdaq",7900.0,Services-Amusement & Recreation Services,"Reservoir Media, Inc.",Roth CH Acquisition II Co,2021-05-14,PREM14A,1,2021-07-27,2021-07-27,False,False,True,"April 14, 2021",ROCC,RSVR,10295452.0,,,,vote8k,False,True,,RSVR,2021-07-29,RSVR,ROCC,1.0,True,2021-07-29,7900.0,SERVICES-AMUSEMENT & RECREATION SERVICES,"Reservoir Media, Inc. Common Stock",671306145.5999999,,14650000.0,ok,ticker_event,70.3,4354548.0,70.3,media_gaming,13,False,2021-05-14,10.09,-0.2,-0.3,0.59,0.2,-7.16,9.34,2021-07-28,9.49,1.61,2021-07-29,9.49,9.03,9.49,79210.0,0.0,-4.85,0.0,-5.16,-24.24,-20.65,-16.97,0.0,-24.24,0.0,1.0,False,media,2021,2020-21,False,False,False
876883,Stagwell Inc,STGW,2021-08-02,2021-08-02,0001104659-21-098992,"1.01,1.02,2.01,3.02,5.02,5.03,8.01,9.01",7311.0,8-K,STGW,Nasdaq,7311.0,Services-Advertising Agencies,Stagwell Inc,MDC Stagwell Holdings Inc; MDC PARTNERS INC; MDC CORP INC; MDC COMMUNICATIONS CORP,2020-08-31,425,14,2021-07-27,2021-07-26,True,False,True,MDC Partners Inc,,,,,7.5,,vote8k,False,True,7.5,STGW,2021-08-03,STGW,MDCA,1.0,True,2021-08-03,7311.0,SERVICES-ADVERTISING AGENCIES,Stagwell Inc. Class A Common Stock,1935742598.46,,78600000.0,ok,ticker_event,,,7.5,media_gaming,2,False,2020-08-31,2.14,-1.87,2.34,4.21,0.8,181.28,6.16,2021-08-02,5.42,-12.01,2021-08-03,6.53,5.55,6.53,56437.0,20.48,2.4,20.48,5.54,10.7,18.08,22.69,28.6,-0.37,0.0,1.0,False,ai,2021,2020-21,False,False,False
