cik,ticker_current,exchange,sic_current,sic_desc,entity_name,former_names,ann_date,ann_source,n_vote_8ks,vote_8k_date,vote_date,has_425,sic_6770_at_close,name_change_near_close,target_name,old_ticker_edgar,new_ticker_edgar,redeemed_shares,remaining_shares,redemption_pct_stated,trust_per_share,redemption_source,mentions_trust,is_spac,redemption_pct
1851484,CTOR,Nasdaq,2834,Pharmaceutical Preparations,"CITIUS ONCOLOGY, INC.",TenX Keane Acquisition,2023-10-24,425,2,2024-08-05,2024-08-02,True,False,True,"Merger and Reorganization, dated as of October 23, 2023",TENK,CTOR,4297828.0,,,11.47,super8k,True,True,
1288750,,,1040,Gold and Silver Ores,Timberline Resources Corp,,2024-04-18,425,14,2024-08-19,2024-08-16,True,False,False,,TBR,,,,,,,False,False,
1841125,"BSLK,BSLKW","OTC,OTC",2860,Industrial Organic Chemicals,"Bolt Projects Holdings, Inc.",Golden Arrow Merger Corp.,2023-10-04,425,3,2024-08-12,2024-08-09,True,False,True,"Beam Merger Sub, Inc",GAMC,BSLK,492278.0,,,10.71,super8k,True,True,
314203,MUX,NYSE,1040,Gold and Silver Ores,McEwen Inc.,McEwen Mining Inc.; U S GOLD CORP,2024-04-18,425,18,2024-07-03,2024-06-27,True,False,True,,MUX,MUX,,,,,,False,False,
2022416,"SLXN,SLXNW","Nasdaq,Nasdaq",2836,"Biological Products, (No Diagnostic Substances)",Silexion Therapeutics Corp,Biomotion Sciences,2024-07-25,425,0,,,True,False,True,,,SLXN,427297.0,,,11.575,super8k,True,True,
1835416,,,6770,Blank Checks,Moringa Acquisition Corp,,2022-06-13,425,3,2024-08-12,2024-08-06,True,True,False,Moringa and Merger Sub 2,MACA,MACA,,,,,,True,True,
1651721,"GIPR,GIPRW","Nasdaq,Nasdaq",6798,Real Estate Investment Trusts,"GENERATION INCOME PROPERTIES, INC.",,2023-09-13,PREM14A,3,2023-11-09,2023-11-09,False,False,False,,GIPR,GIPR,,,,,,False,False,
1657642,SLBK,OTC,6022,State Commercial Banks,"Skyline Bankshares, Inc.",Parkway Acquisition Corp.,2016-01-20,S-4,9,2024-05-23,2024-05-21,False,False,False,Johnson County Bank,,,,,,,,False,False,
907654,ORKA,Nasdaq,2834,Pharmaceutical Preparations,"Oruka Therapeutics, Inc.","ARCA biopharma, Inc.; NUVELO INC; HYSEQ INC",2024-04-03,425,18,2024-08-23,2024-08-22,True,False,True,"Merger and Reorganization, dated as of April 3, 2024",ABIO,ORKA,,,,,,False,False,
1042893,INVX,NYSE,3533,Oil & Gas Field Machinery & Equipment,"Innovex International, Inc.","Innovex International, Inc.; DRIL-QUIP INC",2024-03-18,425,17,2024-09-05,2024-09-05,True,False,True,Merger Sub Inc,,,,,,,,False,False,
1862935,CURR,Nasdaq,7389,"Services-Business Services, NEC",Currenc Group Inc.,InFinT Acquisition Corp,2022-08-09,425,4,2024-08-09,2024-08-06,True,False,True,INFINT with Seamless Group Inc,IFIN,CURR,4652105.0,,,11.79,super8k,True,True,
1502292,"PRHI,PRHIZ","Nasdaq,Nasdaq",6331,"Fire, Marine & Casualty Insurance","Presurance Holdings, Inc.","Conifer Holdings, Inc.",2023-07-26,425,10,2024-05-29,2024-05-22,True,False,True,,CNFR,CNFR,,,,,,False,False,
1930313,"SBC,SBCWW","Nasdaq,Nasdaq",8011,Services-Offices & Clinics of  Doctors of  Medicine,SBC Medical Group Holdings Inc,"Pono Capital Two, Inc.",2023-11-09,PREM14A,3,2024-08-29,2024-08-23,False,False,True,,PTWO,SBC,135471.0,,,11.05,super8k,True,True,
1840317,"VEEA,VEEAW","Nasdaq,Nasdaq",7373,Services-Computer Integrated Systems Design,VEEA INC.,Plum Acquisition Corp. I,2023-03-03,425,5,2024-06-21,2024-06-14,True,False,True,Veea Inc,PLMI,VEEA,,,,11.5,,True,True,
1835681,,,7372,Services-Prepackaged Software,"POWERSCHOOL HOLDINGS, INC.",,,,4,2024-06-10,2024-06-06,False,False,False,"BCPE Polymath Merger Sub, Inc",PWSC,PWSC,,,,,,False,False,
7332,,,1311,Crude Petroleum & Natural Gas,SOUTHWESTERN ENERGY CO,,2024-01-11,425,16,2024-06-18,2024-06-18,True,False,False,Chesapeake Energy Corporation,SWN,SWN,,,,,,False,False,
895126,EXE,Nasdaq,1311,Crude Petroleum & Natural Gas,EXPAND ENERGY Corp,CHESAPEAKE ENERGY CORP,2022-08-18,425,16,2024-06-18,2024-06-18,True,False,True,Southwestern Energy Company,CHK,EXE,,,,,,False,False,
1419536,CBNK,Nasdaq,6021,National Commercial Banks,Capital Bancorp Inc,,2024-03-28,425,7,2024-08-16,2024-08-15,True,False,False,"Integrated Financial Holdings, Inc",CBNK,CBNK,,,,,,False,False,
1308208,ULH,Nasdaq,4213,Trucking (No Local),"UNIVERSAL LOGISTICS HOLDINGS, INC.","Universal Truckload Services, Inc.",,,15,2024-04-25,2024-04-24,False,False,False,,ULH,ULH,,,,,,False,False,
1085869,,,7371,Services-Computer Programming Services,PERFICIENT INC,,2000-03-16,PREM14A,17,2024-07-30,2024-07-30,False,False,False,,PRFT,PRFT,,,,,,False,False,
2013807,"FOXX,FOXXW","Nasdaq,Nasdaq",3576,Computer Communications Equipment,Foxx Development Holdings Inc.,Acri Capital Merger Sub I Inc.,2024-06-28,S-4,0,,,False,False,True,,,FOXX,1744663.0,,68.8,11.75,super8k,True,True,68.8
1637715,OKUR,Nasdaq,2834,Pharmaceutical Preparations,"OnKure Therapeutics, Inc.","Reneo Pharmaceuticals, Inc.",2024-05-13,425,3,2024-10-02,2024-09-26,True,False,True,"Merger, dated as of May 10, 2024",RPHM,OKUR,,,,,,False,False,
2001557,"INV,INVLW","Nasdaq,OTC",6770,Blank Checks,"Innventure, Inc.","Learn SPAC HoldCo, Inc.",2024-01-29,425,0,,,True,True,True,Learn CW as the surviving company of the LCW Merger,,INV,8310747.0,,,11.04,super8k,True,True,
61398,,,1311,Crude Petroleum & Natural Gas,TELLURIAN INC. /DE/,MAGELLAN PETROLEUM CORP /DE/,2005-10-31,S-4,30,2024-10-04,2024-10-03,False,False,False,Merger,,,,,,,,False,False,
766421,ALK,NYSE,4512,"Air Transportation, Scheduled","ALASKA AIR GROUP, INC.",ALASKA AIR GROUP INC,,,14,2024-05-13,2024-05-09,False,False,False,,,,,,5.75,,near8k,False,False,5.75
1668673,,,5122,"Wholesale-Drugs, Proprietaries & Druggists' Sundries","PetIQ, Inc.",,2024-09-06,PREM14A,8,2024-10-22,2024-10-22,False,False,False,,PETQ,PETQ,,,,,,False,False,
41719,MAGN,NYSE,2621,Paper Mills,Magnera Corp,Glatfelter Corp; GLATFELTER P H CO,2024-02-07,425,19,2024-10-23,2024-10-23,True,False,True,,GLT,GLT,,,40.0,,super8k,False,True,40.0
1854480,DEVSF,OTC,6799,"Investors, NEC",DevvStream Corp.,Focus Impact Acquisition Corp.,2023-09-13,425,5,2024-11-01,2024-10-28,True,False,True,DevvStream Holdings Inc,FIAC,DEVS,1569414.0,,,11.5,super8k,False,True,
1866550,,,7371,Services-Computer Programming Services,"Thoughtworks Holding, Inc.",Turing Holding Corp.,,,5,2024-08-05,2024-08-02,False,False,False,"Tasmania Merger Sub, Inc",TWKS,TWKS,,,,,,False,False,
2000640,DMNIF,OTC,3751,"Motorcycles, Bicycles & Parts",Damon Inc.,Grafiti Holding Inc.,,,0,,,False,False,True,,,DMN,,,,,,False,False,
1910851,,,8741,Services-Management Services,R1 RCM Inc. /DE,PROJECT ROADRUNNER PARENT INC.,2022-04-07,S-4,3,2024-11-14,2024-11-14,False,False,False,"Project Raven Merger Sub, Inc",RCM,RCM,,,,,,False,False,
858655,,,3310,"Steel Works, Blast Furnaces & Rolling & Finishing Mills",HAYNES INTERNATIONAL INC,,2024-03-05,PREM14A,19,2024-04-16,2024-04-16,False,False,False,"Merger, dated as of February 4, 2024",HAYN,HAYN,,,,,,False,False,
1337619,,,7389,"Services-Business Services, NEC","ENVESTNET, INC.",ENVESTNET ASSET MANAGEMENT GROUP INC,2015-09-10,S-4,16,2024-09-24,2024-09-24,False,False,False,"BCPE Pequod Merger Sub, Inc",ENV,ENV,,,,,,False,False,
1893219,"ABPO,ABPWW","OTC,OTC",2836,"Biological Products, (No Diagnostic Substances)","Abpro Holdings, Inc.",Atlantic Coastal Acquisition Corp. II,2023-09-21,425,4,2024-11-08,2024-11-07,True,False,True,ACAB with Abpro Corporation,ACAB,ABP,330276.0,,80.55,11.5,super8k,True,True,80.55
1835591,,,3651,Household Audio & Video Equipment,Vizio Holding Corp.,,,,4,2024-06-14,2024-06-12,False,False,False,,VZIO,VZIO,,,,,,False,False,
1843993,,,6770,Blank Checks,"Thunder Bridge Capital Partners IV, Inc.",,2022-07-05,425,4,2024-12-06,2024-12-04,True,True,False,,THCP,THCP,,,,10.68,,True,True,
1131903,FCCN,OTC,7374,Services-Computer Processing & Data Preparation,SPECTRAL CAPITAL Corp,SPECTRA CAPITAL Corp; FUSA CAPITAL CORP; GALAXY CHAMPIONSHIP WRESTLING INC,,,0,,,False,False,False,,,,,,,,,False,False,
2028336,"NUAI,NUAIW","Nasdaq,Nasdaq",1311,Crude Petroleum & Natural Gas,"New ERA Energy & Digital, Inc.","NEW ERA HELIUM INC.; Roth CH V Holdings, Inc.",2024-06-28,S-4,0,,,False,False,True,"Organization dated January 3, 2024",,NEHC,8989488.0,,10.0,,super8k,True,True,10.0
1583648,PVLA,Nasdaq,2834,Pharmaceutical Preparations,"PALVELLA THERAPEUTICS, INC.","PIERIS PHARMACEUTICALS, INC.; Marika Inc.",2024-07-24,425,12,2024-12-12,2024-12-11,True,False,True,"Merger, dated as of July 23, 2024",PIRS,PIRS,,,,,,False,False,
1781870,,,,,"New Mountain Guardian III BDC, L.L.C.",,2024-10-16,425,5,2024-11-06,2024-10-31,True,False,False,NEWCRED continuing as the surviving company in the Merger,,,,,,,,False,False,
1862463,"AMOD,AMODW","Nasdaq,Nasdaq",6794,Patent Owners & Lessors,"ALPHA MODUS HOLDINGS, INC.",Insight Acquisition Corp. /DE,2023-04-04,425,6,2024-12-06,2024-12-06,True,False,True,,INAQ,AMOD,426136.0,,,11.29,super8k,True,True,
1845123,"ANNA,ANNAW","Nasdaq,Nasdaq",1311,Crude Petroleum & Natural Gas,"AleAnna, Inc.",Swiftmerge Acquisition Corp.,2023-08-11,425,4,2024-12-13,2024-12-12,True,False,True,Merger,IVCP,ANNA,1158556.0,,5.0,11.39,super8k,True,True,5.0
65759,,,3674,Semiconductors & Related Devices,MICROPAC INDUSTRIES INC,,,,7,2024-11-04,2024-11-01,False,False,False,,MPAD,,,,,,,False,False,
1564618,,,6022,State Commercial Banks,"Independent Bank Group, Inc.",Independent Bank Group Inc,2024-05-20,425,15,2024-08-14,2024-08-14,True,False,False,"Independent Bank Group, Inc",IBTX,IBTX,,,,,,False,False,
1656634,,,2836,"Biological Products, (No Diagnostic Substances)","Gritstone bio, Inc.","Gritstone Oncology, Inc.",,,6,2024-06-24,2024-06-17,False,False,False,,GRTSQ,GRTSQ,,,,,,False,False,
2028293,"RAIN,RAINW","Nasdaq,Nasdaq",3590,Misc Industrial & Commercial Machinery & Equipment,"Rain Enhancement Technologies Holdco, Inc.",,2024-06-26,425,0,,,True,False,False,"June 25, 2024",,RAIN,207712.0,,,11.41,super8k,True,True,
1994624,STAI,OTC,3825,Instruments For Meas & Testing of  Electricity & Elec Signals,ScanTech AI Systems Inc.,,2024-06-28,S-4,0,,,False,False,False,Pubco Common Stock equal to the quotient obtained by dividing,,STAI,1434626.0,,75.8,11.15,super8k,True,False,75.8
1563190,COMP,NYSE,6531,Real Estate Agents & Managers (For Others),"Compass, Inc.","Urban Compass, Inc.",,,3,2024-06-07,2024-06-05,False,False,False,Merger,COMP,COMP,,,,,,False,False,
1868269,,,6770,Blank Checks,Chenghe Acquisition I Co.,LatAmGrowth SPAC,2023-12-15,425,4,2024-12-23,2024-12-23,True,True,False,"December 22, 2023",LATG,LATG,1754618.0,,,11.81,super8k,True,True,
1037676,,,1221,Bituminous Coal & Lignite Surface Mining,"ARCH RESOURCES, INC.",ARCH COAL INC; ARCH MINERAL CORP,2024-08-21,425,15,2025-01-10,2025-01-09,True,False,False,CONSOL Energy Inc,ARCH,ARCH,,,,,,False,False,
1517006,,,1040,Gold and Silver Ores,"Gatos Silver, Inc.",Sunshine Silver Mining & Refining Corp; SUNSHINE SILVER MINES Corp,2024-09-05,425,5,2025-01-15,2025-01-14,True,False,False,Ocelot Transaction Corporation,GATO,GATO,,,,,,False,False,
1871638,"BZAI,BZAIW","Nasdaq,Nasdaq",3674,Semiconductors & Related Devices,"Blaize Holdings, Inc.","Blaize Holdings, Inc.; BurTech Acquisition Corp.",2023-12-22,425,4,2024-12-30,2024-12-23,True,False,True,BurTech,BRKH,BZAI,937844.0,,,11.58,super8k,True,True,
1366561,,,7372,Services-Prepackaged Software,SMARTSHEET INC,SMARTSHEET.COM INC,2024-10-23,PREM14A,7,2024-12-09,2024-12-09,False,False,False,,SMAR,SMAR,,,,,,False,False,
1454938,TEAD,Nasdaq,7370,"Services-Computer Programming, Data Processing, Etc.",Teads Holding Co.,Outbrain Inc.,2024-10-04,PREM14A,4,2024-12-05,2024-12-05,False,False,True,,OB,OB,,,,,,False,False,
101382,"UMBF,UMBFO","Nasdaq,Nasdaq",6021,National Commercial Banks,UMB FINANCIAL CORP,UNITED MISSOURI BANCSHARES INC,2024-04-29,425,20,2024-08-06,2024-08-06,True,False,False,UMB Financial Corporation,UMBF,UMBF,,,,,,False,False,
704562,,,2834,Pharmaceutical Preparations,"Avid Bioservices, Inc.",PEREGRINE PHARMACEUTICALS INC; TECHNICLONE CORP/DE/; TECHNICLONE INTERNATIONAL CORP,2024-12-03,PREM14A,19,2025-01-30,2025-01-30,False,False,False,,CDMO,CDMO,,,,,,False,False,
1889123,"FLD,FLDDW","Nasdaq,Nasdaq",6199,Finance Services,"Fold Holdings, Inc.",FTAC Emerald Acquisition Corp.; Emerald ESG Acquisition Corp,2024-07-24,425,4,2025-02-13,2025-02-13,True,False,True,,FLDD,FLDD,3304183.0,,,11.07,super8k,True,True,
1847607,,,6770,Blank Checks,RF Acquisition Corp.,,2023-10-18,425,5,2025-01-23,2025-01-21,True,True,False,"PubCo, and",RFAC,RFAC,,,,,,True,True,
1840425,"OSRH,OSRHW","Nasdaq,Nasdaq",3841,Surgical & Medical Instruments & Apparatus,"OSR Health, Inc.","OSR Holdings, Inc.; Bellevue Life Sciences Acquisition Corp.",2023-07-11,425,4,2025-02-13,2025-02-13,True,False,True,OSR Holdings Co,BLAC,OSRH,57821.0,,,,vote8k,False,True,
1847345,"ASBP,ASBPW","Nasdaq,Nasdaq",2834,Pharmaceutical Preparations,"Aspire Biopharma Holdings, Inc.",PowerUp Acquisition Corp.,2023-12-28,425,4,2025-02-10,2025-02-04,True,False,True,,PWUP,ASBP,507631.0,,,,vote8k,True,True,
1458412,,,6022,State Commercial Banks,"CROSSFIRST BANKSHARES, INC.",CROSSFIRST HOLDINGS LLC,2024-08-27,425,5,2024-12-23,2024-12-20,True,False,False,"CrossFirst Bankshares, Inc",CFB,CFB,,,,,,False,False,
314489,"BUSE,BUSEP","Nasdaq,Nasdaq",6022,State Commercial Banks,FIRST BUSEY CORP /NV/,,2023-11-27,425,19,2024-12-23,2024-12-20,True,False,False,"CrossFirst Bankshares, Inc",BUSE,,,,,,,False,False,
203596,"WSBC,WSBCO","Nasdaq,Nasdaq",6021,National Commercial Banks,WESBANCO INC,,2024-07-26,425,19,2024-12-11,2024-12-11,True,False,False,Premier Financial Corp,WSBC,WSBC,,,,,,False,False,
1880343,AMZE,NYSE,5961,Retail-Catalog & Mail-Order Houses,"AMAZE HOLDINGS, INC.","Fresh Vine Wine, Inc.; FRESH GRAPES, LLC",2024-01-29,425,2,2023-12-13,2023-12-13,True,False,True,,VINE,VINE,,,,,,False,False,
1163739,"NBR,NBRWF","NYSE,OTC",1381,Drilling Oil & Gas Wells,NABORS INDUSTRIES LTD,,2023-02-14,425,18,2025-01-17,2025-01-17,True,False,False,Parker Drilling Company,NBR,NBR,,,,,,False,False,
1754068,KLRS,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)","Kalaris Therapeutics, Inc.","Allovir, Inc.; ViraCyte, Inc.",2024-11-08,425,6,2025-03-12,2025-03-12,True,False,True,"Merger, dated as of November 7, 2024",ALVR,KLRS,,,,,,False,False,
1970622,USAR,Nasdaq,1000,Metal Mining,"USA Rare Earth, Inc.",Inflection Point Acquisition Corp. II,2024-08-22,425,2,2025-03-10,2025-03-10,True,False,True,New USARE,IPXX,USAR,128140.0,,,11.0,super8k,True,True,
1713863,RFL,NYSE,2834,Pharmaceutical Preparations,"Rafael Holdings, Inc.",,2024-08-22,425,8,2025-03-25,2025-03-20,True,False,False,"Cyclo Therapeutics, Inc",RFL,RFL,,,,,,False,False,
1851277,,,,,Carlyle Secured Lending III,,2024-08-05,425,0,,,True,False,False,,,,,,,,,False,False,
1544206,CGBD,Nasdaq,,,"Carlyle Secured Lending, Inc.","TCG BDC, INC.; Carlyle GMS Finance, Inc.",2024-08-05,425,17,2025-03-28,2025-03-26,True,False,False,,CGBD,CGBD,,,,,,False,False,
824410,,,6021,National Commercial Banks,SANDY SPRING BANCORP INC,,2024-10-21,425,20,2025-02-05,2025-02-05,True,False,False,Atlantic Union Bankshares Corporation,SASR,SASR,,,,,,False,False,
1290476,,,6022,State Commercial Banks,Village Bank & Trust Financial Corp.,Southern Community Financial Corp.,2008-07-15,S-4,17,2024-12-19,2024-12-19,False,False,False,TowneBank,VBFC,VBFC,,,,,,False,False,
1444380,,,3841,Surgical & Medical Instruments & Apparatus,NEVRO CORP,,2025-02-21,PREM14A,12,2025-04-02,2025-04-02,False,False,False,"Palmer Merger Sub, Inc",NVRO,NVRO,,,,,,False,False,
1481646,,,7389,"Services-Business Services, NEC","Accolade, Inc.",Accolade LLC,2025-02-10,PREM14A,5,2025-03-27,2025-03-27,False,False,False,,ACCD,ACCD,,,,,,False,False,
2022308,"KIDZ,KIDZW","Nasdaq,Nasdaq",8200,Services-Educational Services,KIDZ AI Inc.,"Classover Holdings, Inc.",2024-05-14,425,0,,,True,False,False,,,KIDZ,3514769.0,,,,super8k,True,True,
1965052,"MGTE,MGTEW","OTC,OTC",6199,Finance Services,Marblegate Capital Corp,,2025-03-25,425,0,,,True,False,False,"February 14, 2023",,,322274.0,,,11.05,super8k,True,True,
1912461,,,6770,Blank Checks,SK Growth Opportunities Corp,,2024-02-28,425,4,2025-04-01,2025-03-28,True,True,False,,SKGR,SKGR,,,,10.0,,True,True,
1346830,TVRD,Nasdaq,2834,Pharmaceutical Preparations,"Tvardi Therapeutics, Inc.","Cara Therapeutics, Inc.; Cara Therapeutics Inc",2024-12-18,425,12,2025-04-01,2025-04-01,True,False,True,"Tvardi Therapeutics, Inc",CARA,TVRD,,,,,,False,False,
849399,"GEN,GENVR","Nasdaq,Nasdaq",7372,Services-Prepackaged Software,Gen Digital Inc.,NortonLifeLock Inc.; SYMANTEC CORP,2024-12-10,425,16,2024-09-13,2024-09-10,True,False,False,"Merger, dated as of December 10, 2024",GEN,GEN,,,40.0,,near8k,False,True,40.0
1531978,,,3841,Surgical & Medical Instruments & Apparatus,"Paragon 28, Inc.",,2025-02-27,PREM14A,4,2025-04-17,2025-04-17,False,False,False,"Gazelle Merger Sub I, Inc",,,,,,,,False,False,
1378992,,,3089,"Plastics Products, NEC","BERRY GLOBAL GROUP, INC.",BERRY GLOBAL GROUP INC; BERRY PLASTICS GROUP INC,2024-02-07,425,14,2025-02-26,2025-02-25,True,False,False,Amcor plc,BERY,BERY,,,4.5,,super8k,False,True,4.5
1471727,SRXH,NYSE,2080,Beverages,SRX Global Inc.,"SRx Health Solutions, Inc.; Better Choice Co Inc.; Sport Endurance, Inc.",2025-01-06,PREM14A,7,2025-03-31,2025-03-21,False,False,True,,BTTR,SXRH,,,,,,False,False,
1748790,"AMCR,AMCCF","NYSE,OTC",3990,Miscellaneous Manufacturing Industries,Amcor plc,ARCTIC JERSEY Ltd,2024-11-19,425,7,2025-02-26,2025-02-25,True,False,False,"Berry Global Group, Inc",,,,,,,,False,False,
1798749,JBIO,Nasdaq,2834,Pharmaceutical Preparations,"Jade Biosciences, Inc.","Aerovate Therapeutics, Inc.",2024-10-31,425,4,2025-04-21,2025-04-16,True,False,True,"Merger, dated as of October 30, 2024",AVTE,JBIO,,,,,,False,False,
1389050,AROC,NYSE,4922,Natural Gas Transmission,"Archrock, Inc.","EXTERRAN HOLDINGS INC.; Iliad Holdings, INC",2007-03-30,S-4,15,2025-04-28,2025-04-24,False,False,False,NGCSI continuing as the surviving company and,AROC,AROC,,,,,,False,False,
1971387,"LIMN,LIMNW","Nasdaq,Nasdaq",2836,"Biological Products, (No Diagnostic Substances)","Liminatus Pharma, Inc.",Iris Parent Holding Corp.,2023-11-08,S-4,0,,,False,False,True,"November 30, 2022",,LIMN,59844.0,,,11.5,super8k,True,True,
1956055,,,6770,Blank Checks,Bukit Jalil Global Acquisition 1 Ltd.,,2024-08-09,425,2,2025-04-03,2025-03-31,True,True,False,GIBO HOLDINGS LIMITED,BUJA,BUJA,,,,,,True,True,
1393612,,,6141,Personal Credit Institutions,Discover Financial Services,,2024-02-20,425,17,2025-02-18,2025-02-18,True,False,False,Discover Financial Services,,DFS,,,,,,False,False,
1494650,,,2834,Pharmaceutical Preparations,"OptiNose, Inc.",,2025-04-03,PREM14A,9,2025-05-16,2025-05-16,False,False,False,"Orca Merger Sub, Inc",OPTN,OPTN,,,,,,False,False,
712771,"CNOB,CNOBP","Nasdaq,Nasdaq",6022,State Commercial Banks,"ConnectOne Bancorp, Inc.",CENTER BANCORP INC,2024-09-05,425,19,2025-05-21,2025-05-20,True,False,False,The First of Long Island Corporation,CNOB,CNOB,,,,,,False,False,
1842937,,,6770,Blank Checks,Red Rock Acquisition Corp.,Hennessy Capital Investment Corp. VI,2024-06-18,425,4,2025-05-07,2025-05-06,True,True,True,,OTC,HCVI,3450000.0,,,,super8k,True,True,
2025065,,,6770,Blank Checks,Black Spade Acquisition II Co,,2025-01-27,425,1,2025-05-30,2025-05-30,True,True,False,The Generation Essentials Group,BSII,BSII,13120874.0,,,10.3,vote8k,True,True,
2019793,SAFX,Nasdaq,2860,Industrial Organic Chemicals,"XCF Global, Inc.","Focus Impact BH3 NewCo, Inc.",2025-02-21,425,0,,,True,False,True,XCF in,,SAFX,,,,,,False,False,
1253689,CBIO,Nasdaq,2834,Pharmaceutical Preparations,"CRESCENT BIOPHARMA, INC.",GLYCOMIMETICS INC,2025-02-14,425,11,2025-06-06,2025-06-05,True,False,True,Second Merger Sub being the surviving entity of the merger,GLYC,CBIO,,,,,,False,False,
2033770,"DAIC,DAICW","Nasdaq,Nasdaq",7373,Services-Computer Integrated Systems Design,"CID Holdco, Inc.",,2024-11-14,425,0,,,True,False,False,,,DAIC,,,,11.0,,True,True,
1760903,BNKK,Nasdaq,2844,"Perfumes, Cosmetics & Other Toilet Preparations","BONK, INC.","Safety Shot, Inc.; Jupiter Wellness, Inc.; CBD Brands, Inc.",2025-04-10,PREM14A,6,2025-06-16,2025-06-12,False,False,True,,SHOT,SHOT,,,,,,False,False,
1593548,,,3990,Miscellaneous Manufacturing Industries,"PlayAGS, Inc.","AP Gaming Holdco, Inc.",2024-06-11,PREM14A,9,2024-08-07,2024-08-06,False,False,False,,AGS,AGS,,,,,,False,False,
776901,INDB,Nasdaq,6022,State Commercial Banks,INDEPENDENT BANK CORP,INDEPENDENT BANK CORP /MA/,2024-12-09,425,19,2025-05-15,2025-05-15,True,False,False,"Enterprise Bancorp, Inc",INDB,INDB,,,,,,False,False,
1919246,PTHS,NYSE,2836,"Biological Products, (No Diagnostic Substances)",Pelthos Therapeutics Inc.,Channel Therapeutics Corp; Chromocell Therapeutics Corp,,,2,2025-04-17,2025-04-17,False,False,True,"Merger, dated as of April 16, 2025",CHRO,PTHS,,,,,,False,False,
1996862,BG,NYSE,2070,Fats & Oils,Bunge Global SA,,,,2,2025-05-19,2025-05-15,False,False,False,,BG,BG,,,,,,False,False,
1794669,"FOUR,FOUR-PA","NYSE,NYSE",7389,"Services-Business Services, NEC","Shift4 Payments, Inc.","Shift4 Payments, Inc.",,,6,2025-06-17,2025-06-04,False,False,True,,FOUR,FOUR,,,,,,False,False,
1866001,,,6770,Blank Checks,JVSPAC Acquisition Corp.,,2024-04-08,425,1,2025-06-25,2025-06-24,True,True,False,"April 8, 2024",JVSA,JVSA,5135530.0,,,,vote8k,False,True,
1818605,,,6770,Blank Checks,Distoken Acquisition Corp,,2024-05-20,425,3,2025-06-05,2025-05-30,True,True,False,,DIST,,,,,11.86,,True,True,
2038439,"VWAV,VWAVW","Nasdaq,Nasdaq",7372,Services-Prepackaged Software,"VisionWave Holdings, Inc.",,2025-01-24,S-4,0,,,False,False,False,,,VWAV,,,,,,False,False,
1571329,,,,,Logan Ridge Finance Corp.,Capitala Finance Corp.,2025-01-30,425,13,2025-06-23,2025-06-20,True,False,False,,LRFC,LRFC,,,,,,False,False,
4447,,,2911,Petroleum Refining,HESS CORP,AMERADA HESS CORP,2023-10-23,425,19,2025-05-16,2025-05-14,True,False,False,,HES,HES,,,,,,False,False,
1859807,"PFSA,NVACW","Nasdaq,OTC",3841,Surgical & Medical Instruments & Apparatus,"Profusa, Inc.",NorthView Acquisition Corp,2023-01-26,425,6,2025-06-13,2025-06-09,True,False,True,"Profusa, Inc",NVAC,PFSA,52784.0,,,,vote8k,False,True,
2051380,"PEW,PEW-WT","NYSE,NYSE",5940,Retail-Miscellaneous Shopping Goods Stores,GrabAGun Digital Holdings Inc.,,2025-03-24,425,1,2025-07-18,2025-07-15,True,False,False,Colombier continuing as the surviving corporation and as,,PEW,0.0,,,,super8k,True,True,
1471265,NWBI,Nasdaq,6021,National Commercial Banks,"Northwest Bancshares, Inc.",,2015-03-09,S-4,17,2025-04-18,2025-04-17,False,False,False,"Penns Woods Bancorp, Inc",,,,,,,,False,False,
716605,,,6022,State Commercial Banks,PENNS WOODS BANCORP INC,,1998-10-16,S-4,19,2025-04-23,2025-04-22,False,False,False,"Northwest Bancshares, Inc",PWOD,PWOD,,,,,,False,False,
1835579,IMA,Nasdaq,2836,"Biological Products, (No Diagnostic Substances)","ImageneBio, Inc.","Ikena Oncology, Inc.",2024-12-23,425,5,2025-07-15,2025-07-15,True,False,True,Inmagene Biopharmaceuticals,IKNA,IMA,,,,,,False,False,
1620280,,,6798,Real Estate Investment Trusts,Uniti Group LLC,"Uniti Group Inc.; COMMUNICATIONS SALES & LEASING, INC.",2024-05-03,425,11,2025-05-30,2025-05-29,True,False,True,,UNIT,UNIT,,,10.5,,near8k,False,True,10.5
779227,STLE,OTC,6022,State Commercial Banks,STEELE BANCORP INC,MIFFLINBURG BANCORP INC,2024-09-25,425,1,2025-04-23,2025-04-23,True,False,True,Northumberland Bancorp,,,,,,,,False,False,
1869105,BBOT,Nasdaq,2834,Pharmaceutical Preparations,"BridgeBio Oncology Therapeutics, Inc.",Helix Acquisition Corp. II,2025-02-28,425,1,2025-08-04,2025-08-04,True,False,True,"Helix II Merger Sub, Inc",HLXB,BBOT,7119750.0,,,10.7173,super8k,True,True,
96793,,,8062,"Services-General Medical & Surgical Hospitals, NEC",SUNLINK HEALTH SYSTEMS INC,KRUG INTERNATIONAL CORP,2025-01-08,425,17,2025-08-05,2025-08-04,True,False,False,"Regional Health Properties, Inc",SSY,SSY,,,,,,False,False,
