ticker,date,low_bucket,t_low,has_series,open_iv,prior_close_iv,iv_gap_open,n_controls,ctrl_gap_mean,ctrl_gap_std,iv_gap_z,open_iv_pctile,iv_runup_chg,iv_ramp_slope,iv_ramp_final2d,iv_ramp_final2d_pctile,iv_lead,iv_lead_pre,t_vel_zero_cross,accel_sign_pre,iv_base,iv_at_top,iv_runup_slope,iv_divergence,win_bars,prior_close_iv_pctile,selloff_total_pct,consecutive_down_days,gap_pct,rvol_score,atr_pct_move,pct_off_30d_high,closed_outside_lower_band,uvxy_close,bounce_open_low_pct,bounce_open_close_pct,bounce_duration,trade_grade,cap,Setup
SOFI,2025-04-07,open30,2025-04-07 09:30:00-04:00,True,1.433088,1.21225,0.18217199422561348,8.0,0.14177853416719846,0.1718521269983214,0.23504777487455578,100.0,1.0128684101286844,0.08294560565603437,0.6829793141746496,100.0,,,,,,,,,28.0,100.0,-0.2225832656376929,2.0,-0.0867293625914315,1.6495857800934064,2.172255920755029,-0.4136195907413619,True,198.95,-0.0160183066361556,0.1281464530892447,0 days 00:25:00,A,Large,GapFade_weakstock
ARKK,2025-04-07,open30,2025-04-07 09:44:00-04:00,True,1.075893,0.9318,0.15463940759819716,8.0,0.09791451192513485,0.09711376962107217,0.5841076491459136,100.0,0.902797631202777,0.07847936446349739,0.5224246385099256,100.0,4.0,-1.0,0.0,-0.06724707574775417,1.0739515714285714,1.0821326666666666,0.5611621675343724,False,42.0,100.0,-0.1466937945066124,2.0,-0.0648569384835478,1.4600277823173722,1.7537638457110745,-0.3513083030102547,True,198.95,-0.0166063656460113,0.0780241663033306,0 days 00:21:00,A,ETF,GapFade_weakstock
TSLA,2025-04-07,open30,2025-04-07 09:44:00-04:00,True,1.2629858714285715,0.9535,0.32457878492771,8.0,0.056531972296102344,0.0969009090750286,2.766195025312548,100.0,0.18934763627291984,0.014701096744544192,0.12853592141081793,100.0,2.0,0.0,-9.0,-0.03845695273087172,1.2489481714285715,1.3384960000000001,0.47379418611464214,False,42.0,100.0,-0.1532394963927004,2.0,-0.0653635718163972,1.2121790205611778,0.6427510299396061,-0.3464317621663488,False,198.95,-0.0425864688533381,0.0424970953615157,0 days 00:06:00,A,Large,GapFade_weakstock
PLTR,2025-04-07,open30,2025-04-07 09:30:00-04:00,True,1.423794,1.14065,0.2482303949502478,8.0,0.11495758010973979,0.12063722063327242,1.1047404287077103,100.0,0.6879763226045132,0.06146788990825685,0.4435866607606149,100.0,,,,,,,,,28.0,100.0,-0.1536878216123499,2.0,-0.0994460208079989,1.5504946185109505,2.5663012740836573,-0.3268356731643268,False,198.95,-0.0079519879969992,0.1678919729932482,0 days 00:20:00,A,Large,GapFade_strongstock
SMH,2025-04-07,open30,2025-04-07 09:44:00-04:00,True,0.9028603124999999,0.7403500000000001,0.21950471060984644,8.0,0.15535381531371342,0.22898051174302025,0.28015875590376943,100.0,0.9485458612975393,0.07726139495720934,0.7743559017375674,100.0,2.0,0.0,,0.016300455308695883,0.8954186785714287,0.9573043750000001,0.8214009010367967,False,42.0,100.0,-0.1554953524218786,2.0,-0.0404314159292035,2.90710994489379,2.255752474288909,-0.3117114972625565,True,198.95,-0.0194823909159029,0.0657674793936249,0 days 00:25:00,A,ETF,GapFade_weakstock
AR,2025-04-07,open30,2025-04-07 09:45:00-04:00,True,1.0612986666666666,0.91015,0.16607006171143945,8.0,0.1468934602343847,0.22548301672686002,0.08504676651671915,100.0,1.5090282563749136,0.11176751326128918,1.058697127346754,100.0,-6.0,-6.0,,-0.00803112533230938,1.0536406875,1.0660986666666665,0.17207881209772705,True,43.0,100.0,-0.2033333333333333,2.0,-0.0358637178720861,1.4666918044115071,1.47813949077966,-0.24316715542522,True,198.95,-0.0117792932424054,0.0585864848109113,0 days 00:07:00,A,Medium,GapFade_strongstock
AAOI,2025-04-07,open30,2025-04-07 09:30:00-04:00,True,1.9548555000000003,1.7906,0.09173210097174156,8.0,0.08860431673408921,0.05715461360096104,0.05472496515311509,100.0,0.7003940933478945,0.06492697758716111,0.5341644175984237,100.0,,,,,,,,,28.0,100.0,-0.3233082706766917,2.0,-0.0657407407407408,1.3044093219950046,1.1196746179278383,-0.6745161290322581,True,198.95,-0.0143706640237858,0.1129831516352825,0 days 00:30:00,A,Medium,GapFade_weakstock
AXSM,2025-04-07,open30,2025-04-07 09:41:00-04:00,True,0.8509061000000001,0.62355,0.36461566835057346,8.0,0.09754948835970474,0.09275766982351788,2.8791816407095263,100.0,0.5528576765035489,0.04337399178368262,0.4194172547234236,100.0,,,,,,,,,39.0,100.0,-0.1881415783854808,6.0,-0.0444062310337851,1.4751589338327034,1.1880754467809425,-0.3142421602787456,True,198.95,-0.020558907589711,0.0426590451995342,0 days 00:05:00,A,Medium,GapFade_strongstock
VFC,2025-04-07,open30,2025-04-07 09:45:00-04:00,True,1.6216765000000002,1.3517,0.1997310793815199,8.0,0.08609597726388114,0.17620453156239846,0.644904538549837,100.0,1.522298936368725,0.15488150300186884,1.1204800376500113,80.0,-6.0,-6.0,,0.011019518473208135,1.6255741875,1.55869,-0.016032229316661407,True,43.0,85.71428571428571,-0.2946918852959121,2.0,-0.0614186851211073,1.1367526736213729,0.5564304391090612,-0.5796203022084463,True,198.95,-0.0198156682027649,0.0377880184331797,0 days 00:17:00,A,Medium,GapFade_weakstock
UPST,2025-04-07,open30,2025-04-07 09:30:00-04:00,True,1.42568625,1.3418,0.06251770010433733,8.0,0.1318376740609681,0.14311050222071045,-0.4843807608872959,87.5,0.6866318898874995,0.06375516090942944,0.46309017555337495,100.0,,,,,,,,,28.0,100.0,-0.2693680453495697,2.0,-0.086206896551724,2.0907994006302486,2.508955873380049,-0.5628865979381443,True,198.95,-0.0066037735849056,0.1880503144654088,0 days 00:44:00,A,Medium,GapFade_weakstock
ENTG,2025-04-07,open30,2025-04-07 09:33:00-04:00,True,1.1494085,0.8801,0.3059976139075107,8.0,0.06775733135584742,0.08423598679427974,2.8282482537242806,100.0,1.048411497730711,0.08734868001883705,0.8097881965864697,100.0,,,,,,,,,31.0,100.0,-0.2933866436135725,6.0,-0.0316562165468726,1.781716591506333,1.257705781566852,-0.397124631057793,True,198.95,-0.0405859128237523,0.0555906506632975,0 days 00:47:00,A,Medium,GapFade_weakstock
ROOT,2025-04-07,open30,2025-04-07 09:44:00-04:00,True,1.5456253,1.2419,0.24456502133827196,8.0,0.058806679544214306,0.051127085034451174,3.633266822641802,100.0,0.3980637172126533,0.04193389905121855,0.30815821351451,100.0,-11.0,-11.0,0.0,0.0197470179123173,1.5445528964285713,1.5452194000000001,-0.08480902616842573,False,42.0,100.0,-0.3676065057121954,9.0,-0.0478775473880929,1.1789940220547035,0.5717274644731776,-0.4093518825218063,False,198.95,-0.0465464062061874,0.0539302738573699,0 days 00:20:00,A,Medium,GapFade_strongstock
LINE,2025-04-09,open30,2025-04-09 09:37:00-04:00,True,0.8068046999999999,0.6859,0.1762716139378917,8.0,0.21135518248364016,0.21042755916106373,-0.16672516036217042,100.0,1.0331999407143915,0.11355878936940622,0.2869875222816398,60.0,,,,,,,,,35.0,100.0,-0.1628224841961387,4.0,-0.0010204081632652,1.203146106925884,3.0329330368636884,-0.2142857142857142,True,238.45,-0.0474463738508683,0.1178753830439222,0 days 06:25:00,A,Medium,GapFade_strongstock
MLGO,2025-04-15,open30,2025-04-15 09:37:00-04:00,True,3.2890544999999998,2.8448,0.15616370219347564,8.0,0.0911638793917664,0.14697039521546462,0.44226473438012354,12.5,-0.4671361942045815,-0.09070980728921395,-0.0922058236936577,80.0,,,,,,,,,35.0,14.285714285714285,-0.4216255442670537,5.0,-0.0673358427436218,0.0996623881295398,0.2331282907890546,-0.6558641975308642,False,166.65,-0.0663677130044842,0.0860986547085202,0 days 00:28:00,A,Medium,GapFade_weakstock
VERU,2022-05-04,post10,2022-05-04 10:30:00-04:00,True,2.140499,2.1552,-0.006821176688938224,8.0,0.06554765538956596,0.10297845935752602,-0.7027569894714609,75.0,0.46816989679484977,0.03450735261582969,0.23570896164210753,80.0,-56.0,-56.0,-55.0,-0.15884700989306788,2.129882392857143,2.11945,0.08393956026417071,True,88.0,100.0,-0.3293051359516616,4.0,-0.0123873873873873,0.3260247077872775,0.3302611027382221,-0.4988571428571428,False,4077.5,-0.0262257696693272,0.0741163055872291,0 days 00:14:00,A,Medium,GapFade_weakstock
S,2022-05-12,open30,2022-05-12 09:30:00-04:00,True,1.257175,1.0777,0.166535213881414,8.0,0.043171979497200606,0.07612501746227622,1.6205347269095354,100.0,0.23462023141253296,0.04164700025266469,-0.014989489077780749,0.0,,,,,,,,,28.0,71.42857142857143,-0.4012195121951218,5.0,-0.0392057026476578,1.701965208616562,1.539669355159244,-0.5472648752399232,True,4575.0,-0.0121886592474828,0.1399046104928458,0 days 01:41:00,B,Medium,GapFade_weakstock
BROS,2022-05-12,open30,2022-05-12 09:46:00-04:00,True,1.6752905999999999,1.3305,0.25914363021420517,8.0,0.049130558693297646,0.061258673704979,3.428299354509826,100.0,0.48443601472721176,0.05103856990541235,0.29552093476144115,100.0,-13.0,-13.0,-3.0,0.03851058842796721,1.6896689555555555,1.6481896,-0.2155310371002268,True,44.0,100.0,-0.3008543531326281,5.0,-0.3383764911259819,9.248167690050431,1.4635797216065651,-0.6554545454545455,True,4575.0,-0.1182937554969216,0.104221635883905,0 days 00:17:00,A,Medium,GapFade_weakstock
AAOI,2026-07-06,open30,2026-07-06 09:31:00-04:00,True,1.4290269999999998,1.242,0.1505853462157809,8.0,-0.004982705743758682,0.016401818908911164,9.48480487581892,100.0,-0.08017033882614333,-0.01598692925328152,0.007340119226245889,100.0,,,,,,,,,29.0,28.57142857142857,-0.1942038640906062,3.0,-0.006159570070277,0.5256782558870713,,-0.4266122877313489,False,24.8,-0.0308198494239008,0.0262468283349278,0 days 00:54:00,B,Medium,GapFade_strongstock
AXTI,2026-07-06,open30,2026-07-06 09:30:00-04:00,True,1.6327958571428574,1.5527,0.051584888995206635,8.0,0.020701058415568685,0.047854156851276634,0.6453740408721472,100.0,0.024715393499422422,-0.005344105703886095,0.10202633166542463,100.0,,,,,,,,,28.0,100.0,-0.2144839067702552,2.0,0.0844224655598728,1.062860010841433,,-0.5711092483934059,False,24.8,-0.0184039087947882,0.034527687296417,0 days 02:41:00,B,Medium,GapFade_strongstock
