expiration,symbol,strike,right,ask_size,bid_size,ask_exchange,ask_condition,bid_exchange,ask,bid,bid_condition,timestamp,mid,spread,spread_pct,is_primary,exp_date,dte,moneyness,moneyness_label,atm_dist,entry_mid,entry_ask,max_mid,max_bid,raw_return_pct,realistic_return_pct,spread_cost_pct,time_to_max_min,time_to_max_bid_min,volume_during_window,avg_spread_pct_window,delta,theta,vega,rho,implied_vol,return_score,spread_score,volume_score,oi_score,composite_score,rank,trade_date,entry_time,side,net_pnl,news_type,tags,setup_type,underlying_price,hold_window,trade_idx
2025-11-07,SMR,32.0,put,97,15,42,50,47,1.3,1.19,50,2025-11-06T11:30:00.000,1.245,0.1100000000000001,0.08835341365461855,True,2025-11-07,1,-0.006828057107386681,ATM,0.21999999999999886,1.245,1.3,1.4,1.27,0.12449799196787131,-0.023076923076923096,0.14757491504479442,15.0,5.0,14,0.19809950018676487,-0.2906,-0.8905,0.679,-0.0368,3.1191,40.0,18.75,15.0,7.5,81.25,1,2025-11-06,2025-11-06 11:30:00,-1,5307,,"news,[VPN],[US]",news,32.22,15,746
2025-11-07,SMR,31.5,put,145,126,65,50,11,1.26,0.87,50,2025-11-06T11:30:00.000,1.065,0.39,0.36619718309859156,True,2025-11-07,1,-0.022346368715083765,OTM,0.7199999999999989,1.065,1.26,1.1,1.14,0.03286384976525835,-0.09523809523809532,0.12810194500335367,7.0,6.0,15,0.2554415914545725,-0.2602,-0.8386,0.643,-0.0328,3.1015,30.0,6.25,20.0,7.5,63.75,2,2025-11-06,2025-11-06 11:30:00,-1,5307,,"news,[VPN],[US]",news,32.22,15,746
2025-11-07,SMR,32.5,put,238,222,65,50,4,1.55,1.19,50,2025-11-06T11:30:00.000,1.37,0.3600000000000001,0.2627737226277373,True,2025-11-07,1,0.008690254500310402,ATM,0.28000000000000114,1.37,1.55,0.0,1.35,-1.0,-0.1290322580645161,-0.8709677419354839,0.0,11.0,0,0.19655252768846165,-0.3185,-0.9039,0.7072,-0.0404,3.04,20.0,25.0,5.0,7.5,57.5,3,2025-11-06,2025-11-06 11:30:00,-1,5307,,"news,[VPN],[US]",news,32.22,15,746
2025-11-07,SMR,33.0,put,532,255,65,50,65,1.83,1.45,50,2025-11-06T11:30:00.000,1.6400000000000001,0.3800000000000001,0.23170731707317077,True,2025-11-07,1,0.024208566108007486,ITM,0.7800000000000011,1.6400000000000001,1.83,1.45,1.49,-0.11585365853658545,-0.185792349726776,0.06993869119019054,4.0,5.0,3,0.20814122300948895,-0.3529,-0.9703,0.7361,-0.0452,3.1352,10.0,12.5,10.0,7.5,40.0,4,2025-11-06,2025-11-06 11:30:00,-1,5307,,"news,[VPN],[US]",news,32.22,15,746
2025-11-07,SMR,32.0,put,97,15,42,50,47,1.3,1.19,50,2025-11-06T11:30:00.000,1.245,0.1100000000000001,0.08835341365461855,True,2025-11-07,1,-0.006828057107386681,ATM,0.21999999999999886,1.245,1.3,1.4,1.27,0.12449799196787131,-0.023076923076923096,0.14757491504479442,15.0,5.0,20,0.20125699932522978,-0.2906,-0.8905,0.679,-0.0368,3.1191,40.0,12.5,20.0,7.5,80.0,1,2025-11-06,2025-11-06 11:30:00,-1,5307,,"news,[VPN],[US]",news,32.22,30,746
2025-11-07,SMR,31.5,put,145,126,65,50,11,1.26,0.87,50,2025-11-06T11:30:00.000,1.065,0.39,0.36619718309859156,True,2025-11-07,1,-0.022346368715083765,OTM,0.7199999999999989,1.065,1.26,1.1,1.14,0.03286384976525835,-0.09523809523809532,0.12810194500335367,7.0,6.0,16,0.29695752609459375,-0.2602,-0.8386,0.643,-0.0328,3.1015,30.0,6.25,15.0,7.5,58.75,2,2025-11-06,2025-11-06 11:30:00,-1,5307,,"news,[VPN],[US]",news,32.22,30,746
2025-11-07,SMR,32.5,put,238,222,65,50,4,1.55,1.19,50,2025-11-06T11:30:00.000,1.37,0.3600000000000001,0.2627737226277373,True,2025-11-07,1,0.008690254500310402,ATM,0.28000000000000114,1.37,1.55,1.43,1.35,0.043795620437956075,-0.1290322580645161,0.17282787850247217,20.0,11.0,2,0.16818728904054087,-0.3185,-0.9039,0.7072,-0.0404,3.04,20.0,25.0,5.0,7.5,57.5,3,2025-11-06,2025-11-06 11:30:00,-1,5307,,"news,[VPN],[US]",news,32.22,30,746
2025-11-07,SMR,33.0,put,532,255,65,50,65,1.83,1.45,50,2025-11-06T11:30:00.000,1.6400000000000001,0.3800000000000001,0.23170731707317077,True,2025-11-07,1,0.024208566108007486,ITM,0.7800000000000011,1.6400000000000001,1.83,1.64,1.49,-1.3539305178355567e-16,-0.185792349726776,0.18579234972677586,26.0,5.0,4,0.20056925803282988,-0.3529,-0.9703,0.7361,-0.0452,3.1352,10.0,18.75,10.0,7.5,46.25,4,2025-11-06,2025-11-06 11:30:00,-1,5307,,"news,[VPN],[US]",news,32.22,30,746
2025-11-07,TTWO,257.5,put,12,8,11,50,73,11.5,10.3,50,2025-11-06T11:05:00.000,10.9,1.1999999999999993,0.11009174311926599,True,2025-11-07,1,0.025732950924155545,ITM,6.460000000000008,10.9,11.5,0.0,10.3,-1.0,-0.10434782608695646,-0.8956521739130435,0.0,0.0,0,0.1480680942026834,-0.5086,-4.1178,5.8595,-0.4653,1.6997,40.0,25.0,10.0,7.5,82.5,1,2025-11-06,2025-11-06 11:05:00,-1,6634,,"news,[VPN],[US]",news,251.04,5,748
2025-11-07,TTWO,255.0,put,8,24,73,50,4,10.8,8.9,50,2025-11-06T11:05:00.000,9.850000000000001,1.9000000000000004,0.19289340101522842,True,2025-11-07,1,0.015774378585086075,ATM,3.960000000000008,9.850000000000001,10.8,0.0,8.9,-1.0,-0.17592592592592596,-0.8240740740740741,0.0,0.0,0,0.22705994150881756,-0.4686,-4.2191,5.8427,-0.428,1.7458,33.333333333333336,20.833333333333336,10.0,7.5,71.66666666666667,2,2025-11-06,2025-11-06 11:05:00,-1,6634,,"news,[VPN],[US]",news,251.04,5,748
2025-11-07,TTWO,247.5,put,10,32,4,50,1,6.7,5.5,50,2025-11-06T11:05:00.000,6.1,1.2000000000000002,0.1967213114754099,True,2025-11-07,1,-0.01410133843212234,ATM,3.539999999999992,6.1,6.7,0.0,5.5,-1.0,-0.17910447761194032,-0.8208955223880596,0.0,0.0,0,0.2399007332597769,-0.349,-3.7717,5.4361,-0.3147,1.6764,26.666666666666664,16.666666666666664,10.0,7.5,60.83333333333333,3,2025-11-06,2025-11-06 11:05:00,-1,6634,,"news,[VPN],[US]",news,251.04,5,748
2025-11-07,TTWO,250.0,put,7,5,65,50,46,8.3,6.6,50,2025-11-06T11:05:00.000,7.45,1.700000000000001,0.2281879194630874,True,2025-11-07,1,-0.004142766093052868,ATM,1.039999999999992,7.45,8.3,0.0,6.6,-1.0,-0.20481927710843384,-0.7951807228915662,0.0,0.0,0,0.2853980102490654,-0.3908,-4.0522,5.64,-0.3544,1.7362,20.0,12.5,10.0,7.5,50.0,4,2025-11-06,2025-11-06 11:05:00,-1,6634,,"news,[VPN],[US]",news,251.04,5,748
2025-11-07,TTWO,252.5,put,33,36,4,50,1,9.8,7.2,50,2025-11-06T11:05:00.000,8.5,2.6000000000000005,0.30588235294117655,True,2025-11-07,1,0.005815806246016603,ATM,1.460000000000008,8.5,9.8,0.0,7.2,-1.0,-0.2653061224489796,-0.7346938775510203,0.0,0.0,0,0.3008701705534285,-0.4293,-4.1135,5.7687,-0.3904,1.7236,13.333333333333332,8.333333333333332,10.0,7.5,39.166666666666664,5,2025-11-06,2025-11-06 11:05:00,-1,6634,,"news,[VPN],[US]",news,251.04,5,748
2025-11-07,TTWO,245.0,put,14,34,4,50,1,6.9,4.5,50,2025-11-06T11:05:00.000,5.7,2.4000000000000004,0.4210526315789474,True,2025-11-07,1,-0.024059910771191812,OTM,6.039999999999992,5.7,6.9,0.0,4.5,-1.0,-0.3478260869565218,-0.6521739130434783,0.0,0.0,0,0.4357515410146989,-0.3186,-3.8534,5.2444,-0.2877,1.7749,6.666666666666666,4.166666666666666,10.0,7.5,28.333333333333332,6,2025-11-06,2025-11-06 11:05:00,-1,6634,,"news,[VPN],[US]",news,251.04,5,748
2025-11-07,TTWO,257.5,put,12,8,11,50,73,11.5,10.3,50,2025-11-06T11:05:00.000,10.9,1.1999999999999993,0.11009174311926599,True,2025-11-07,1,0.025732950924155545,ITM,6.460000000000008,10.9,11.5,0.0,10.3,-1.0,-0.10434782608695646,-0.8956521739130435,0.0,0.0,0,0.16165761079770444,-0.5086,-4.1178,5.8595,-0.4653,1.6997,40.0,25.0,10.0,7.5,82.5,1,2025-11-06,2025-11-06 11:05:00,-1,6634,,"news,[VPN],[US]",news,251.04,15,748
2025-11-07,TTWO,255.0,put,8,24,73,50,4,10.8,8.9,50,2025-11-06T11:05:00.000,9.850000000000001,1.9000000000000004,0.19289340101522842,True,2025-11-07,1,0.015774378585086075,ATM,3.960000000000008,9.850000000000001,10.8,9.0,8.9,-0.08629441624365496,-0.17592592592592596,0.089631509682271,11.0,0.0,1,0.23782831562925835,-0.4686,-4.2191,5.8427,-0.428,1.7458,33.333333333333336,20.833333333333336,20.0,7.5,81.66666666666667,2,2025-11-06,2025-11-06 11:05:00,-1,6634,,"news,[VPN],[US]",news,251.04,15,748
2025-11-07,TTWO,247.5,put,10,32,4,50,1,6.7,5.5,50,2025-11-06T11:05:00.000,6.1,1.2000000000000002,0.1967213114754099,True,2025-11-07,1,-0.01410133843212234,ATM,3.539999999999992,6.1,6.7,0.0,5.5,-1.0,-0.17910447761194032,-0.8208955223880596,0.0,0.0,0,0.25945430039614514,-0.349,-3.7717,5.4361,-0.3147,1.6764,26.666666666666664,16.666666666666664,10.0,7.5,60.83333333333333,3,2025-11-06,2025-11-06 11:05:00,-1,6634,,"news,[VPN],[US]",news,251.04,15,748
2025-11-07,TTWO,250.0,put,7,5,65,50,46,8.3,6.6,50,2025-11-06T11:05:00.000,7.45,1.700000000000001,0.2281879194630874,True,2025-11-07,1,-0.004142766093052868,ATM,1.039999999999992,7.45,8.3,0.0,6.6,-1.0,-0.20481927710843384,-0.7951807228915662,0.0,0.0,0,0.30091793200431916,-0.3908,-4.0522,5.64,-0.3544,1.7362,20.0,8.333333333333332,10.0,7.5,45.83333333333333,4,2025-11-06,2025-11-06 11:05:00,-1,6634,,"news,[VPN],[US]",news,251.04,15,748
2025-11-07,TTWO,252.5,put,33,36,4,50,1,9.8,7.2,50,2025-11-06T11:05:00.000,8.5,2.6000000000000005,0.30588235294117655,True,2025-11-07,1,0.005815806246016603,ATM,1.460000000000008,8.5,9.8,0.0,7.2,-1.0,-0.2653061224489796,-0.7346938775510203,0.0,0.0,0,0.2977375565610859,-0.4293,-4.1135,5.7687,-0.3904,1.7236,13.333333333333332,12.5,10.0,7.5,43.33333333333333,5,2025-11-06,2025-11-06 11:05:00,-1,6634,,"news,[VPN],[US]",news,251.04,15,748
2025-11-07,TTWO,245.0,put,14,34,4,50,1,6.9,4.5,50,2025-11-06T11:05:00.000,5.7,2.4000000000000004,0.4210526315789474,True,2025-11-07,1,-0.024059910771191812,OTM,6.039999999999992,5.7,6.9,0.0,4.5,-1.0,-0.3478260869565218,-0.6521739130434783,0.0,0.0,0,0.4449383594120436,-0.3186,-3.8534,5.2444,-0.2877,1.7749,6.666666666666666,4.166666666666666,10.0,7.5,28.333333333333332,6,2025-11-06,2025-11-06 11:05:00,-1,6634,,"news,[VPN],[US]",news,251.04,15,748
2025-11-07,TTWO,257.5,put,12,8,11,50,73,11.5,10.3,50,2025-11-06T11:05:00.000,10.9,1.1999999999999993,0.11009174311926599,True,2025-11-07,1,0.025732950924155545,ITM,6.460000000000008,10.9,11.5,0.0,10.3,-1.0,-0.10434782608695646,-0.8956521739130435,0.0,0.0,0,0.1558394765197459,-0.5086,-4.1178,5.8595,-0.4653,1.6997,40.0,25.0,8.333333333333334,7.5,80.83333333333333,1,2025-11-06,2025-11-06 11:05:00,-1,6634,,"news,[VPN],[US]",news,251.04,30,748
2025-11-07,TTWO,255.0,put,8,24,73,50,4,10.8,8.9,50,2025-11-06T11:05:00.000,9.850000000000001,1.9000000000000004,0.19289340101522842,True,2025-11-07,1,0.015774378585086075,ATM,3.960000000000008,9.850000000000001,10.8,9.08,8.9,-0.07817258883248744,-0.17592592592592596,0.09775333709343852,28.0,0.0,4,0.22198733544296945,-0.4686,-4.2191,5.8427,-0.428,1.7458,33.333333333333336,20.833333333333336,16.666666666666668,7.5,78.33333333333334,2,2025-11-06,2025-11-06 11:05:00,-1,6634,,"news,[VPN],[US]",news,251.04,30,748
2025-11-07,TTWO,247.5,put,10,32,4,50,1,6.7,5.5,50,2025-11-06T11:05:00.000,6.1,1.2000000000000002,0.1967213114754099,True,2025-11-07,1,-0.01410133843212234,ATM,3.539999999999992,6.1,6.7,0.0,5.5,-1.0,-0.17910447761194032,-0.8208955223880596,0.0,0.0,0,0.2505383667334237,-0.349,-3.7717,5.4361,-0.3147,1.6764,26.666666666666664,16.666666666666664,8.333333333333334,7.5,59.166666666666664,3,2025-11-06,2025-11-06 11:05:00,-1,6634,,"news,[VPN],[US]",news,251.04,30,748
2025-11-07,TTWO,250.0,put,7,5,65,50,46,8.3,6.6,50,2025-11-06T11:05:00.000,7.45,1.700000000000001,0.2281879194630874,True,2025-11-07,1,-0.004142766093052868,ATM,1.039999999999992,7.45,8.3,0.0,6.6,-1.0,-0.20481927710843384,-0.7951807228915662,0.0,0.0,0,0.28898184213582867,-0.3908,-4.0522,5.64,-0.3544,1.7362,20.0,8.333333333333332,8.333333333333334,7.5,44.166666666666664,4,2025-11-06,2025-11-06 11:05:00,-1,6634,,"news,[VPN],[US]",news,251.04,30,748
2025-11-07,TTWO,252.5,put,33,36,4,50,1,9.8,7.2,50,2025-11-06T11:05:00.000,8.5,2.6000000000000005,0.30588235294117655,True,2025-11-07,1,0.005815806246016603,ATM,1.460000000000008,8.5,9.8,0.0,7.2,-1.0,-0.2653061224489796,-0.7346938775510203,0.0,0.0,0,0.2868450189425229,-0.4293,-4.1135,5.7687,-0.3904,1.7236,13.333333333333332,12.5,8.333333333333334,7.5,41.666666666666664,5,2025-11-06,2025-11-06 11:05:00,-1,6634,,"news,[VPN],[US]",news,251.04,30,748
2025-11-07,TTWO,245.0,put,14,34,4,50,1,6.9,4.5,50,2025-11-06T11:05:00.000,5.7,2.4000000000000004,0.4210526315789474,True,2025-11-07,1,-0.024059910771191812,OTM,6.039999999999992,5.7,6.9,5.44,4.5,-0.04561403508771926,-0.3478260869565218,0.3022120518688025,20.0,0.0,20,0.441210361791038,-0.3186,-3.8534,5.2444,-0.2877,1.7749,6.666666666666666,4.166666666666666,20.0,7.5,38.33333333333333,6,2025-11-06,2025-11-06 11:05:00,-1,6634,,"news,[VPN],[US]",news,251.04,30,748
2025-11-07,HIMS,47.0,put,191,190,11,50,76,2.09,1.81,50,2025-11-04T10:21:18.784,1.95,0.2799999999999998,0.1435897435897435,True,2025-11-07,3,0.0012782275244994095,ATM,0.060000000000002274,1.95,2.09,2.42,2.34,0.24102564102564103,0.11961722488038279,0.12140841614525824,2.0,3.0,55,0.0695027542115491,-0.4205,-0.3011,1.7567,-0.1924,1.1179,24.0,25.0,10.0,7.5,66.5,1,2025-11-04,2025-11-04 10:21:19,-1,5926,,"news,[VPN],[US]",news,46.94,5,782
2025-11-07,HIMS,46.5,put,164,285,76,50,65,1.83,1.58,50,2025-11-04T10:21:18.958,1.705,0.25,0.14662756598240467,True,2025-11-07,3,-0.009373668512995266,ATM,0.4399999999999977,1.705,1.83,2.14,2.11,0.25513196480938416,0.1530054644808742,0.10212650032850995,2.0,3.0,43,0.08042210172980976,-0.3828,-0.3002,1.7145,-0.1748,1.1412,40.0,15.0,4.0,7.5,66.5,2,2025-11-04,2025-11-04 10:21:19,-1,5926,,"news,[VPN],[US]",news,46.94,5,782
2025-11-07,HIMS,46.0,put,173,141,76,50,4,1.59,1.39,50,2025-11-04T10:21:19.000,1.49,0.20000000000000018,0.1342281879194632,True,2025-11-07,3,-0.02002556455048994,OTM,0.9399999999999977,1.49,1.59,1.88,1.81,0.261744966442953,0.1383647798742138,0.12338018656873917,2.0,3.0,919,0.10915005396290611,-0.3446,-0.2888,1.6547,-0.1568,1.1371,32.0,5.0,20.0,7.5,64.5,3,2025-11-04,2025-11-04 10:21:19,-1,5926,,"news,[VPN],[US]",news,46.94,5,782
2025-11-07,HIMS,48.0,put,178,174,76,50,76,2.7,2.32,50,2025-11-04T10:21:18.809,2.51,0.38000000000000034,0.15139442231075712,True,2025-11-07,3,0.02258201959948876,ITM,1.0600000000000023,2.51,2.7,3.1,2.97,0.23505976095617545,0.1,0.13505976095617545,2.0,3.0,74,0.07851051629155001,-0.4996,-0.3079,1.7923,-0.2304,1.122,16.0,20.0,16.0,7.5,59.5,4,2025-11-04,2025-11-04 10:21:19,-1,5926,,"news,[VPN],[US]",news,46.94,5,782
2025-11-07,HIMS,47.5,put,192,105,11,50,4,2.5,2.07,50,2025-11-04T10:21:18.949,2.285,0.43000000000000016,0.188183807439825,True,2025-11-07,3,0.011930123561994084,ATM,0.5600000000000023,2.285,2.5,2.75,2.61,0.20350109409190364,0.04399999999999995,0.1595010940919037,2.0,3.0,55,0.08280867080834033,-0.4601,-0.3083,1.7834,-0.2115,1.1282,8.0,10.0,10.0,7.5,35.5,5,2025-11-04,2025-11-04 10:21:19,-1,5926,,"news,[VPN],[US]",news,46.94,5,782
2025-11-07,HIMS,46.5,put,164,285,76,50,65,1.83,1.58,50,2025-11-04T10:21:18.958,1.705,0.25,0.14662756598240467,True,2025-11-07,3,-0.009373668512995266,ATM,0.4399999999999977,1.705,1.83,2.14,2.11,0.25513196480938416,0.1530054644808742,0.10212650032850995,2.0,3.0,258,0.08517547282800687,-0.3828,-0.3002,1.7145,-0.1748,1.1412,40.0,10.0,16.0,7.5,73.5,1,2025-11-04,2025-11-04 10:21:19,-1,5926,,"news,[VPN],[US]",news,46.94,15,782
2025-11-07,HIMS,47.0,put,191,190,11,50,76,2.09,1.81,50,2025-11-04T10:21:18.784,1.95,0.2799999999999998,0.1435897435897435,True,2025-11-07,3,0.0012782275244994095,ATM,0.060000000000002274,1.95,2.09,2.42,2.34,0.24102564102564103,0.11961722488038279,0.12140841614525824,2.0,3.0,104,0.07506394261716016,-0.4205,-0.3011,1.7567,-0.1924,1.1179,24.0,25.0,8.0,7.5,64.5,2,2025-11-04,2025-11-04 10:21:19,-1,5926,,"news,[VPN],[US]",news,46.94,15,782
2025-11-07,HIMS,46.0,put,173,141,76,50,4,1.59,1.39,50,2025-11-04T10:21:19.000,1.49,0.20000000000000018,0.1342281879194632,True,2025-11-07,3,-0.02002556455048994,OTM,0.9399999999999977,1.49,1.59,1.9,1.81,0.27516778523489926,0.1383647798742138,0.13680300536068546,5.0,3.0,1153,0.10287595534017648,-0.3446,-0.2888,1.6547,-0.1568,1.1371,32.0,5.0,20.0,7.5,64.5,3,2025-11-04,2025-11-04 10:21:19,-1,5926,,"news,[VPN],[US]",news,46.94,15,782
2025-11-07,HIMS,48.0,put,178,174,76,50,76,2.7,2.32,50,2025-11-04T10:21:18.809,2.51,0.38000000000000034,0.15139442231075712,True,2025-11-07,3,0.02258201959948876,ITM,1.0600000000000023,2.51,2.7,3.1,2.97,0.23505976095617545,0.1,0.13505976095617545,2.0,3.0,193,0.08321119006169893,-0.4996,-0.3079,1.7923,-0.2304,1.122,16.0,15.0,12.0,7.5,50.5,4,2025-11-04,2025-11-04 10:21:19,-1,5926,,"news,[VPN],[US]",news,46.94,15,782
2025-11-07,HIMS,47.5,put,192,105,11,50,4,2.5,2.07,50,2025-11-04T10:21:18.949,2.285,0.43000000000000016,0.188183807439825,True,2025-11-07,3,0.011930123561994084,ATM,0.5600000000000023,2.285,2.5,2.75,2.61,0.20350109409190364,0.04399999999999995,0.1595010940919037,2.0,3.0,61,0.08291937834031413,-0.4601,-0.3083,1.7834,-0.2115,1.1282,8.0,20.0,4.0,7.5,39.5,5,2025-11-04,2025-11-04 10:21:19,-1,5926,,"news,[VPN],[US]",news,46.94,15,782
2025-11-07,HIMS,47.0,put,191,190,11,50,76,2.09,1.81,50,2025-11-04T10:21:18.784,1.95,0.2799999999999998,0.1435897435897435,True,2025-11-07,3,0.0012782275244994095,ATM,0.060000000000002274,1.95,2.09,2.42,2.57,0.24102564102564103,0.22966507177033493,0.011360569255306097,2.0,27.0,118,0.0761661198728609,-0.4205,-0.3011,1.7567,-0.1924,1.1179,32.0,25.0,8.0,7.5,72.5,1,2025-11-04,2025-11-04 10:21:19,-1,5926,,"news,[VPN],[US]",news,46.94,30,782
2025-11-07,HIMS,46.0,put,173,141,76,50,4,1.59,1.39,50,2025-11-04T10:21:19.000,1.49,0.20000000000000018,0.1342281879194632,True,2025-11-07,3,-0.02002556455048994,OTM,0.9399999999999977,1.49,1.59,2.05,2.0,0.37583892617449655,0.25786163522012573,0.11797729095437082,26.0,27.0,2474,0.08743470634989367,-0.3446,-0.2888,1.6547,-0.1568,1.1371,40.0,5.0,20.0,7.5,72.5,2,2025-11-04,2025-11-04 10:21:19,-1,5926,,"news,[VPN],[US]",news,46.94,30,782
2025-11-07,HIMS,46.5,put,164,285,76,50,65,1.83,1.58,50,2025-11-04T10:21:18.958,1.705,0.25,0.14662756598240467,True,2025-11-07,3,-0.009373668512995266,ATM,0.4399999999999977,1.705,1.83,2.26,2.22,0.32551319648093824,0.21311475409836073,0.11239844238257751,29.0,28.0,275,0.08225797098392373,-0.3828,-0.3002,1.7145,-0.1748,1.1412,24.0,15.0,16.0,7.5,62.5,3,2025-11-04,2025-11-04 10:21:19,-1,5926,,"news,[VPN],[US]",news,46.94,30,782
2025-11-07,HIMS,47.5,put,192,105,11,50,4,2.5,2.07,50,2025-11-04T10:21:18.949,2.285,0.43000000000000016,0.188183807439825,True,2025-11-07,3,0.011930123561994084,ATM,0.5600000000000023,2.285,2.5,3.0,2.88,0.3129102844638949,0.15199999999999997,0.16091028446389494,26.0,28.0,64,0.08088422699008038,-0.4601,-0.3083,1.7834,-0.2115,1.1282,16.0,20.0,4.0,7.5,47.5,4,2025-11-04,2025-11-04 10:21:19,-1,5926,,"news,[VPN],[US]",news,46.94,30,782
2025-11-07,HIMS,48.0,put,178,174,76,50,76,2.7,2.32,50,2025-11-04T10:21:18.809,2.51,0.38000000000000034,0.15139442231075712,True,2025-11-07,3,0.02258201959948876,ITM,1.0600000000000023,2.51,2.7,3.2,3.05,0.2749003984063747,0.12962962962962948,0.14527076877674522,24.0,27.0,198,0.0849867999742522,-0.4996,-0.3079,1.7923,-0.2304,1.122,8.0,10.0,12.0,7.5,37.5,5,2025-11-04,2025-11-04 10:21:19,-1,5926,,"news,[VPN],[US]",news,46.94,30,782
2025-11-07,LLY,900.0,call,1,121,7,50,43,12.1,11.0,50,2025-11-04T10:20:00.711,11.55,1.0999999999999996,0.0952380952380952,True,2025-11-07,3,0.005800113990679647,ATM,5.190000000000055,11.55,12.1,16.9,14.55,0.463203463203463,0.2024793388429753,0.2607241243604877,1.0,1.0,232,0.11480369814304625,0.4374,-2.2566,33.139,3.3619,0.4326,40.0,25.0,20.0,7.5,92.5,1,2025-11-04,2025-11-04 10:20:01,1,12714,,"news,[VPN],[US]",news,894.81,5,783
2025-11-07,LLY,890.0,call,3,142,7,50,43,16.5,15.25,50,2025-11-04T10:20:00.754,15.875,1.25,0.07874015748031496,True,2025-11-07,3,-0.005375442831439016,ATM,4.809999999999945,15.875,16.5,21.4,18.95,0.34803149606299205,0.14848484848484844,0.1995466475781436,0.0,1.0,13,0.15892346572643226,0.5474,-2.2114,33.3141,4.1948,0.4195,32.72727272727273,15.909090909090908,9.09090909090909,7.5,65.22727272727272,2,2025-11-04,2025-11-04 10:20:01,1,12714,,"news,[VPN],[US]",news,894.81,5,783
2025-11-07,LLY,915.0,call,99,189,76,50,43,7.3,6.2,50,2025-11-04T10:20:00.724,6.75,1.0999999999999996,0.16296296296296292,True,2025-11-07,3,0.02256344922385764,OTM,20.190000000000055,6.75,7.3,10.05,8.4,0.488888888888889,0.1506849315068494,0.33820395738203957,1.0,1.0,15,0.23313871397686317,0.2926,-2.0182,28.9119,2.2578,0.4455,36.36363636363636,2.272727272727273,10.909090909090908,7.5,57.04545454545454,3,2025-11-04,2025-11-04 10:20:01,1,12714,,"news,[VPN],[US]",news,894.81,5,783
2025-11-07,LLY,910.0,call,126,48,4,50,76,9.0,7.7,50,2025-11-04T10:20:00.997,8.35,1.2999999999999998,0.155688622754491,True,2025-11-07,3,0.01697567081279831,ATM,15.190000000000055,8.35,9.0,12.0,10.1,0.43712574850299407,0.12222222222222218,0.3149035262807719,4.0,3.0,21,0.2032090390612158,0.341,-2.182,30.8529,2.6262,0.4509,29.090909090909093,6.8181818181818175,12.727272727272727,7.5,56.13636363636364,4,2025-11-04,2025-11-04 10:20:01,1,12714,,"news,[VPN],[US]",news,894.81,5,783
2025-11-07,LLY,920.0,call,121,170,5,50,43,6.15,5.15,50,2025-11-04T10:20:00.978,5.65,1.0,0.17699115044247787,True,2025-11-07,3,0.028151227634916974,OTM,25.190000000000055,5.65,6.15,8.57,6.85,0.5168141592920353,0.113821138211382,0.4029930210806533,4.0,3.0,164,0.22286174616122395,0.2541,-1.9165,26.9566,1.9617,0.4543,25.454545454545453,4.545454545454546,18.18181818181818,7.5,55.68181818181818,5,2025-11-04,2025-11-04 10:20:01,1,12714,,"news,[VPN],[US]",news,894.81,5,783
2025-11-07,LLY,905.0,call,54,105,11,50,5,10.4,9.2,50,2025-11-04T10:20:00.972,9.8,1.200000000000001,0.12244897959183683,True,2025-11-07,3,0.011387892401738979,ATM,10.190000000000055,9.8,10.4,14.7,11.25,0.49999999999999983,0.08173076923076919,0.4182692307692306,1.0,3.0,68,0.19630876532111569,0.3866,-2.2229,32.1881,2.9749,0.4395,21.818181818181817,9.090909090909092,16.363636363636363,7.5,54.772727272727266,6,2025-11-04,2025-11-04 10:20:01,1,12714,,"news,[VPN],[US]",news,894.81,5,783
2025-11-07,LLY,870.0,call,75,74,5,50,43,31.05,27.35,50,2025-11-04T10:20:00.964,29.200000000000003,3.6999999999999993,0.12671232876712324,True,2025-11-07,3,-0.02772655647567634,ITM,24.809999999999945,29.200000000000003,31.05,35.58,31.75,0.21849315068493133,0.022544283413848606,0.19594886727108274,0.0,3.0,1,0.12905982747121303,0.7472,-1.8922,26.8791,5.6588,0.4387,10.909090909090908,22.727272727272727,7.272727272727273,7.5,48.40909090909091,7,2025-11-04,2025-11-04 10:20:01,1,12714,,"news,[VPN],[US]",news,894.81,5,783
2025-11-07,LLY,895.0,call,196,184,5,50,43,15.3,13.1,50,2025-11-04T10:20:00.972,14.2,2.200000000000001,0.1549295774647888,True,2025-11-07,3,0.00021233557962031558,ATM,0.19000000000005457,14.2,15.3,18.0,16.05,0.267605633802817,0.049019607843137254,0.21858602595967974,0.0,1.0,42,0.16998510165643924,0.4924,-2.3518,33.546,3.7738,0.4447,14.545454545454547,11.363636363636363,14.545454545454547,7.5,47.95454545454545,8,2025-11-04,2025-11-04 10:20:01,1,12714,,"news,[VPN],[US]",news,894.81,5,783
2025-11-07,LLY,885.0,call,121,92,65,50,5,20.9,17.75,50,2025-11-04T10:20:00.975,19.325,3.1499999999999986,0.16300129366106073,True,2025-11-07,3,-0.010963221242498346,ATM,9.809999999999945,19.325,20.9,0.0,22.05,-1.0,0.05502392344497618,-1.055023923444976,0.0,1.0,0,0.15850076368063643,0.5994,-2.2641,32.5049,4.5754,0.4395,18.18181818181818,18.181818181818183,3.6363636363636367,7.5,47.5,9,2025-11-04,2025-11-04 10:20:01,1,12714,,"news,[VPN],[US]",news,894.81,5,783
