expiration,symbol,strike,right,ask_size,bid_size,ask_exchange,ask_condition,bid_exchange,ask,bid,bid_condition,timestamp,mid,spread,spread_pct,is_primary,exp_date,dte,moneyness,moneyness_label,atm_dist,entry_mid,entry_ask,max_mid,max_bid,raw_return_pct,realistic_return_pct,spread_cost_pct,time_to_max_min,time_to_max_bid_min,volume_during_window,avg_spread_pct_window,delta,theta,vega,rho,implied_vol,return_score,spread_score,volume_score,oi_score,composite_score,rank,trade_date,entry_time,side,net_pnl,news_type,tags,setup_type,underlying_price,hold_window,trade_idx
2026-03-06,USO,99.0,put,24,22,47,50,47,2.24,2.0,50,2026-03-05T15:04:32.948,2.12,0.2400000000000002,0.11320754716981142,True,2026-03-06,1,0.01455216232834599,ATM,1.4200000000000017,2.12,2.24,3.2,3.25,0.5094339622641509,0.450892857142857,0.05854110512129396,10.0,7.0,1,0.1260070035659718,,,,,,13.333333333333332,8.333333333333332,3.333333333333333,7.5,32.5,5,2026-03-05,2026-03-05 15:04:33,-1,26681,,"news,[VPN],[US]",news,97.58,15,7
2026-03-06,USO,100.0,put,19,76,4,50,76,2.81,2.6,50,2026-03-05T15:04:32.981,2.705,0.20999999999999996,0.077634011090573,True,2026-03-06,1,0.024800163968026253,ITM,2.4200000000000017,2.705,2.81,4.25,4.0,0.5711645101663586,0.42348754448398573,0.14767696568237287,9.0,4.0,152,0.13695946968386036,-0.7175,-0.7045,1.755,-0.2083,0.8421,6.666666666666666,4.166666666666666,10.0,7.5,28.333333333333332,6,2026-03-05,2026-03-05 15:04:33,-1,26681,,"news,[VPN],[US]",news,97.58,15,7
2026-03-06,USO,97.0,put,44,1,76,50,7,1.29,1.2,50,2026-03-05T15:04:32.841,1.245,0.09000000000000008,0.07228915662650608,True,2026-03-06,1,-0.005943840951014535,ATM,0.5799999999999983,1.245,1.29,2.5,2.31,1.008032128514056,0.7906976744186046,0.2173344540954515,22.0,22.0,958,0.08085570877487565,-0.4615,-0.9367,2.0614,-0.1328,0.9482,33.333333333333336,25.0,13.333333333333332,7.5,79.16666666666667,1,2026-03-05,2026-03-05 15:04:33,-1,26681,,"news,[VPN],[US]",news,97.58,30,7
2026-03-06,USO,95.0,put,24,1,1,50,60,0.74,0.62,50,2026-03-05T15:04:32.929,0.6799999999999999,0.12,0.17647058823529413,True,2026-03-06,1,-0.02643984423037506,OTM,2.5799999999999983,0.6799999999999999,0.74,1.52,1.37,1.235294117647059,0.8513513513513515,0.38394276629570756,22.0,23.0,1868,0.0883341448225752,-0.3009,-0.7995,1.8076,-0.086,0.9218,40.0,12.5,16.666666666666668,7.5,76.66666666666667,2,2026-03-05,2026-03-05 15:04:33,-1,26681,,"news,[VPN],[US]",news,97.58,30,7
2026-03-06,USO,96.0,put,188,3,22,50,60,1.04,0.84,50,2026-03-05T15:04:32.999,0.94,0.20000000000000007,0.2127659574468086,True,2026-03-06,1,-0.016191842590694797,ATM,1.5799999999999983,0.94,1.04,1.94,1.86,1.0638297872340425,0.7884615384615385,0.275368248772504,22.0,23.0,3449,0.08814321313056364,,,,,,26.666666666666664,16.666666666666664,20.0,7.5,70.83333333333333,3,2026-03-05,2026-03-05 15:04:33,-1,26681,,"news,[VPN],[US]",news,97.58,30,7
2026-03-06,USO,98.0,put,1,2,1,50,7,1.76,1.6,50,2026-03-05T15:04:32.930,1.6800000000000002,0.15999999999999992,0.09523809523809518,True,2026-03-06,1,0.004304160688665727,ATM,0.4200000000000017,1.6800000000000002,1.76,3.1,2.96,0.8452380952380951,0.6818181818181818,0.16341991341991335,22.0,23.0,80,0.0848830269224723,-0.5482,-0.8503,2.0558,-0.1578,0.8644,20.0,20.833333333333336,6.666666666666666,7.5,55.0,4,2026-03-05,2026-03-05 15:04:33,-1,26681,,"news,[VPN],[US]",news,97.58,30,7
2026-03-06,USO,100.0,put,19,76,4,50,76,2.81,2.6,50,2026-03-05T15:04:32.981,2.705,0.20999999999999996,0.077634011090573,True,2026-03-06,1,0.024800163968026253,ITM,2.4200000000000017,2.705,2.81,4.65,4.35,0.7190388170055454,0.5480427046263343,0.17099611237921108,24.0,23.0,182,0.09611463684102331,-0.7175,-0.7045,1.755,-0.2083,0.8421,6.666666666666666,8.333333333333332,10.0,7.5,32.5,5,2026-03-05,2026-03-05 15:04:33,-1,26681,,"news,[VPN],[US]",news,97.58,30,7
2026-03-06,USO,99.0,put,24,22,47,50,47,2.24,2.0,50,2026-03-05T15:04:32.948,2.12,0.2400000000000002,0.11320754716981142,True,2026-03-06,1,0.01455216232834599,ATM,1.4200000000000017,2.12,2.24,3.65,3.6,0.7216981132075471,0.607142857142857,0.11455525606469008,23.0,23.0,2,0.10113076198766081,,,,,,13.333333333333332,4.166666666666666,3.333333333333333,7.5,28.333333333333332,6,2026-03-05,2026-03-05 15:04:33,-1,26681,,"news,[VPN],[US]",news,97.58,30,7
2026-03-06,AMD,195.0,put,3,8,22,50,7,1.28,1.25,50,2026-03-05T12:29:00.995,1.2650000000000001,0.030000000000000027,0.023715415019762865,True,2026-03-06,1,-0.02451225612806406,OTM,4.900000000000006,1.2650000000000001,1.28,2.15,2.04,0.6996047430830037,0.59375,0.10585474308300369,2.0,3.0,1142,0.034140629728538444,-0.2524,-1.1146,3.5823,-0.1625,0.7167,40.0,20.0,20.0,7.5,87.5,1,2026-03-05,2026-03-05 12:29:01,-1,19645,,"news,[VPN],[US]",news,199.9,5,10
2026-03-06,AMD,197.5,put,13,10,73,50,60,2.03,1.93,50,2026-03-05T12:29:01.000,1.98,0.09999999999999987,0.050505050505050435,True,2026-03-06,1,-0.012006003001500778,ATM,2.4000000000000057,1.98,2.03,3.1,2.99,0.5656565656565657,0.47290640394088695,0.09275016171567879,2.0,3.0,891,0.03198120802974077,-0.3583,-1.2493,4.1893,-0.2313,0.6878,32.0,25.0,12.0,7.5,76.5,2,2026-03-05,2026-03-05 12:29:01,-1,19645,,"news,[VPN],[US]",news,199.9,5,10
2026-03-06,AMD,200.0,put,1,5,42,50,73,2.99,2.9,50,2026-03-05T12:29:00.997,2.9450000000000003,0.0900000000000003,0.030560271646859184,True,2026-03-06,1,0.0005002501250625028,ATM,0.09999999999999432,2.9450000000000003,2.99,4.4,4.25,0.4940577249575552,0.4214046822742474,0.0726530426833078,2.0,3.0,988,0.03473922034401257,-0.4854,-1.2787,4.4713,-0.3142,0.6609,24.0,15.0,16.0,7.5,62.5,3,2026-03-05,2026-03-05 12:29:01,-1,19645,,"news,[VPN],[US]",news,199.9,5,10
2026-03-06,AMD,202.5,put,17,137,5,50,42,4.35,4.05,50,2026-03-05T12:29:00.999,4.199999999999999,0.2999999999999998,0.0714285714285714,True,2026-03-06,1,0.013006503251625784,ATM,2.5999999999999943,4.199999999999999,4.35,6.0,5.75,0.4285714285714288,0.3218390804597702,0.1067323481116586,2.0,3.0,69,0.05917869283095937,-0.6225,-1.1689,4.2616,-0.4044,0.6359,16.0,5.0,8.0,7.5,36.5,4,2026-03-05,2026-03-05 12:29:01,-1,19645,,"news,[VPN],[US]",news,199.9,5,10
