expiration,symbol,strike,right,ask_size,bid_size,ask_exchange,ask_condition,bid_exchange,ask,bid,bid_condition,timestamp,mid,spread,spread_pct,is_primary,exp_date,dte,moneyness,moneyness_label,atm_dist,entry_mid,entry_ask,max_mid,max_bid,raw_return_pct,realistic_return_pct,spread_cost_pct,time_to_max_min,time_to_max_bid_min,volume_during_window,avg_spread_pct_window,delta,theta,vega,rho,implied_vol,target_0.5x_hit,target_0.5x_time_min,target_0.5x_option_bid,target_0.5x_option_return,target_1.0x_hit,target_1.0x_time_min,target_1.0x_option_bid,target_1.0x_option_return,target_1.5x_hit,target_1.5x_time_min,target_1.5x_option_bid,target_1.5x_option_return,return_score,spread_score,volume_score,oi_score,composite_score,rank,trade_date,entry_time,side,source,setup_type,trade_grade,cap,atr_pct,entry_offset,underlying_price,hold_window,target_0.5x_level,target_1.0x_level,target_1.5x_level,trade_idx
2023-12-29,MARA,29.0,put,134,665,65,50,65,0.58,0.5,50,2023-12-29T09:44:00.000,0.54,0.07999999999999996,0.14814814814814806,True,2023-12-29,0,-0.015447292480054263,ATM,0.4549999999999983,0.54,0.58,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0,0.14814814814814806,,,,,,True,11.0,,,True,26.0,,,True,30.0,,,20.0,8.333333333333332,10.0,7.5,45.83333333333333,3,2023-12-29,2023-12-29 09:44:00,-1,reversal,PriorDayLowBreak,B,Medium,0.0563,high+0,29.455,30,28.62584175,27.796683499999997,26.967525249999998,85
2023-12-29,MARA,30.0,put,42,318,69,50,65,1.12,1.04,50,2023-12-29T09:44:00.000,1.08,0.08000000000000007,0.07407407407407414,True,2023-12-29,0,0.018502800882702487,ATM,0.5450000000000017,1.08,1.12,1.08,0.0,0.0,0.0,0.0,0.0,0.0,0,0.07407407407407414,,,,,,True,11.0,,,True,26.0,,,True,30.0,,,20.0,25.0,10.0,7.5,62.5,1,2023-12-29,2023-12-29 09:44:00,-1,reversal,PriorDayLowBreak,B,Medium,0.0563,high+0,29.455,60,28.62584175,27.796683499999997,26.967525249999998,85
2023-12-29,MARA,29.5,put,174,217,42,50,5,0.83,0.76,50,2023-12-29T09:44:00.000,0.7949999999999999,0.06999999999999995,0.08805031446540876,True,2023-12-29,0,0.0015277542013241116,ATM,0.045000000000001705,0.7949999999999999,0.83,0.7949999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0,0.08805031446540876,,,,,,True,11.0,,,True,26.0,,,True,30.0,,,20.0,16.666666666666664,10.0,7.5,54.166666666666664,2,2023-12-29,2023-12-29 09:44:00,-1,reversal,PriorDayLowBreak,B,Medium,0.0563,high+0,29.455,60,28.62584175,27.796683499999997,26.967525249999998,85
2023-12-29,MARA,29.0,put,134,665,65,50,65,0.58,0.5,50,2023-12-29T09:44:00.000,0.54,0.07999999999999996,0.14814814814814806,True,2023-12-29,0,-0.015447292480054263,ATM,0.4549999999999983,0.54,0.58,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0,0.14814814814814806,,,,,,True,11.0,,,True,26.0,,,True,30.0,,,20.0,8.333333333333332,10.0,7.5,45.83333333333333,3,2023-12-29,2023-12-29 09:44:00,-1,reversal,PriorDayLowBreak,B,Medium,0.0563,high+0,29.455,60,28.62584175,27.796683499999997,26.967525249999998,85
2023-12-29,MARA,30.0,put,42,318,69,50,65,1.12,1.04,50,2023-12-29T09:44:00.000,1.08,0.08000000000000007,0.07407407407407414,True,2023-12-29,0,0.018502800882702487,ATM,0.5450000000000017,1.08,1.12,1.08,0.0,0.0,0.0,0.0,0.0,0.0,0,0.07407407407407414,,,,,,True,11.0,,,True,26.0,,,True,30.0,,,20.0,25.0,10.0,7.5,62.5,1,2023-12-29,2023-12-29 09:44:00,-1,reversal,PriorDayLowBreak,B,Medium,0.0563,high+0,29.455,120,28.62584175,27.796683499999997,26.967525249999998,85
2023-12-29,MARA,29.5,put,174,217,42,50,5,0.83,0.76,50,2023-12-29T09:44:00.000,0.7949999999999999,0.06999999999999995,0.08805031446540876,True,2023-12-29,0,0.0015277542013241116,ATM,0.045000000000001705,0.7949999999999999,0.83,0.7949999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0,0.08805031446540876,,,,,,True,11.0,,,True,26.0,,,True,30.0,,,20.0,16.666666666666664,10.0,7.5,54.166666666666664,2,2023-12-29,2023-12-29 09:44:00,-1,reversal,PriorDayLowBreak,B,Medium,0.0563,high+0,29.455,120,28.62584175,27.796683499999997,26.967525249999998,85
2023-12-29,MARA,29.0,put,134,665,65,50,65,0.58,0.5,50,2023-12-29T09:44:00.000,0.54,0.07999999999999996,0.14814814814814806,True,2023-12-29,0,-0.015447292480054263,ATM,0.4549999999999983,0.54,0.58,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0,0.14814814814814806,,,,,,True,11.0,,,True,26.0,,,True,30.0,,,20.0,8.333333333333332,10.0,7.5,45.83333333333333,3,2023-12-29,2023-12-29 09:44:00,-1,reversal,PriorDayLowBreak,B,Medium,0.0563,high+0,29.455,120,28.62584175,27.796683499999997,26.967525249999998,85
2023-12-29,BITO,21.0,put,12,35,60,50,9,0.14,0.07,50,2023-12-29T09:43:00.000,0.10500000000000001,0.07,0.6666666666666666,True,2023-12-29,0,-0.0024274265952848877,ATM,0.0511000000000017,0.10500000000000001,0.14,0.14,0.11,0.3333333333333333,-0.21428571428571436,0.5476190476190477,7.0,27.0,56,0.32056416701577994,-0.395,-0.2583,0.2174,-0.006,0.625,False,,,,False,,,,False,,,,20.0,12.5,10.0,7.5,50.0,1,2023-12-29,2023-12-29 09:43:00,-1,reversal,ConsolidationBreakdown,B,ETF,0.037,high+0,21.0511,30,20.661654650000003,20.2722093,19.88276395,86
2023-12-29,BITO,21.0,put,12,35,60,50,9,0.14,0.07,50,2023-12-29T09:43:00.000,0.10500000000000001,0.07,0.6666666666666666,True,2023-12-29,0,-0.0024274265952848877,ATM,0.0511000000000017,0.10500000000000001,0.14,0.3,0.26,1.8571428571428568,0.857142857142857,0.9999999999999998,59.0,60.0,189,0.28090235889582155,-0.395,-0.2583,0.2174,-0.006,0.625,False,,,,False,,,,False,,,,20.0,12.5,10.0,7.5,50.0,1,2023-12-29,2023-12-29 09:43:00,-1,reversal,ConsolidationBreakdown,B,ETF,0.037,high+0,21.0511,60,20.661654650000003,20.2722093,19.88276395,86
2023-12-29,BITO,21.0,put,12,35,60,50,9,0.14,0.07,50,2023-12-29T09:43:00.000,0.10500000000000001,0.07,0.6666666666666666,True,2023-12-29,0,-0.0024274265952848877,ATM,0.0511000000000017,0.10500000000000001,0.14,0.55,0.5,4.238095238095238,2.571428571428571,1.666666666666667,99.0,100.0,322,0.2571395372139856,-0.395,-0.2583,0.2174,-0.006,0.625,True,68.0,0.32,1.2857142857142856,False,,,,False,,,,20.0,12.5,10.0,7.5,50.0,1,2023-12-29,2023-12-29 09:43:00,-1,reversal,ConsolidationBreakdown,B,ETF,0.037,high+0,21.0511,120,20.661654650000003,20.2722093,19.88276395,86
2023-07-14,MARA,19.5,put,101,2,7,50,7,0.37,0.35,50,2023-07-14T09:37:00.000,0.36,0.020000000000000018,0.05555555555555561,True,2023-07-14,0,-0.005685439665502358,ATM,0.11149999999999949,0.36,0.37,0.76,0.68,1.1111111111111112,0.8378378378378379,0.2732732732732732,30.0,29.0,835,0.08355009569015286,-0.3971,-0.8908,0.2058,-0.0059,2.3046,True,30.0,0.62,0.6756756756756757,False,,,,False,,,,40.0,25.0,20.0,7.5,92.5,1,2023-07-14,2023-07-14 09:37:00,-1,reversal,2DGapFade,B,Medium,0.0654,high+0,19.6115,30,18.97020395,18.3289079,17.68761185,90
2023-07-14,MARA,20.0,put,637,5,65,50,7,0.66,0.6,50,2023-07-14T09:37:00.000,0.63,0.06000000000000005,0.09523809523809532,True,2023-07-14,0,0.019809805471279633,ATM,0.3885000000000005,0.63,0.66,1.03,1.06,0.634920634920635,0.6060606060606061,0.02886002886002892,28.0,29.0,276,0.10024215307016385,-0.5548,-0.9497,0.2109,-0.0084,2.3984,True,30.0,1.0,0.515151515151515,False,,,,False,,,,20.0,12.5,10.0,7.5,50.0,2,2023-07-14,2023-07-14 09:37:00,-1,reversal,2DGapFade,B,Medium,0.0654,high+0,19.6115,30,18.97020395,18.3289079,17.68761185,90
2023-07-14,MARA,19.5,put,101,2,7,50,7,0.37,0.35,50,2023-07-14T09:37:00.000,0.36,0.020000000000000018,0.05555555555555561,True,2023-07-14,0,-0.005685439665502358,ATM,0.11149999999999949,0.36,0.37,0.95,0.87,1.6388888888888888,1.3513513513513513,0.2875375375375375,31.0,32.0,1438,0.08014862762349495,-0.3971,-0.8908,0.2058,-0.0059,2.3046,True,30.0,0.62,0.6756756756756757,False,,,,False,,,,40.0,25.0,20.0,7.5,92.5,1,2023-07-14,2023-07-14 09:37:00,-1,reversal,2DGapFade,B,Medium,0.0654,high+0,19.6115,60,18.97020395,18.3289079,17.68761185,90
2023-07-14,MARA,20.0,put,637,5,65,50,7,0.66,0.6,50,2023-07-14T09:37:00.000,0.63,0.06000000000000005,0.09523809523809532,True,2023-07-14,0,0.019809805471279633,ATM,0.3885000000000005,0.63,0.66,1.36,1.21,1.1587301587301588,0.8333333333333331,0.3253968253968257,31.0,32.0,382,0.08538732735395627,-0.5548,-0.9497,0.2109,-0.0084,2.3984,True,30.0,1.0,0.515151515151515,False,,,,False,,,,20.0,12.5,10.0,7.5,50.0,2,2023-07-14,2023-07-14 09:37:00,-1,reversal,2DGapFade,B,Medium,0.0654,high+0,19.6115,60,18.97020395,18.3289079,17.68761185,90
2023-07-14,MARA,19.5,put,101,2,7,50,7,0.37,0.35,50,2023-07-14T09:37:00.000,0.36,0.020000000000000018,0.05555555555555561,True,2023-07-14,0,-0.005685439665502358,ATM,0.11149999999999949,0.36,0.37,0.95,0.87,1.6388888888888888,1.3513513513513513,0.2875375375375375,31.0,32.0,1696,0.06434243958045212,-0.3971,-0.8908,0.2058,-0.0059,2.3046,True,30.0,0.62,0.6756756756756757,False,,,,False,,,,40.0,25.0,20.0,7.5,92.5,1,2023-07-14,2023-07-14 09:37:00,-1,reversal,2DGapFade,B,Medium,0.0654,high+0,19.6115,120,18.97020395,18.3289079,17.68761185,90
2023-07-14,MARA,20.0,put,637,5,65,50,7,0.66,0.6,50,2023-07-14T09:37:00.000,0.63,0.06000000000000005,0.09523809523809532,True,2023-07-14,0,0.019809805471279633,ATM,0.3885000000000005,0.63,0.66,1.36,1.29,1.1587301587301588,0.9545454545454545,0.20418470418470436,31.0,74.0,456,0.06703721701011438,-0.5548,-0.9497,0.2109,-0.0084,2.3984,True,30.0,1.0,0.515151515151515,False,,,,False,,,,20.0,12.5,10.0,7.5,50.0,2,2023-07-14,2023-07-14 09:37:00,-1,reversal,2DGapFade,B,Medium,0.0654,high+0,19.6115,120,18.97020395,18.3289079,17.68761185,90
2023-07-14,RIVN,26.0,put,36,101,60,50,1,1.33,1.31,50,2023-07-10T11:38:00.000,1.32,0.020000000000000018,0.015151515151515164,True,2023-07-14,4,-0.015893322836195385,ATM,0.4198999999999984,1.32,1.33,1.76,1.76,0.33333333333333326,0.32330827067669166,0.010025062656641603,25.0,30.0,2240,0.02059901284459705,-0.4279,-0.1783,1.1088,-0.1445,1.3585,True,13.0,1.52,0.14285714285714282,False,,,,False,,,,40.0,25.0,20.0,7.5,92.5,1,2023-07-10,2023-07-10 11:38:00,-1,reversal,2DGapFade,B,Medium,0.0535,high+0,26.4199,30,25.713167674999998,25.006435349999997,24.299703025,93
2023-07-14,RIVN,27.0,put,756,164,5,50,11,1.94,1.88,50,2023-07-10T11:38:00.000,1.91,0.06000000000000005,0.03141361256544505,True,2023-07-14,4,0.0219569339777971,ITM,0.5801000000000016,1.91,1.94,2.48,2.48,0.2984293193717278,0.27835051546391754,0.02007880390781025,30.0,30.0,292,0.02673804590554893,-0.528,-0.1867,1.1245,-0.1815,1.405,True,13.0,2.14,0.10309278350515473,False,,,,False,,,,26.666666666666664,16.666666666666664,13.333333333333332,7.5,64.16666666666666,2,2023-07-10,2023-07-10 11:38:00,-1,reversal,2DGapFade,B,Medium,0.0535,high+0,26.4199,30,25.713167674999998,25.006435349999997,24.299703025,93
2023-07-14,RIVN,26.5,put,1163,412,5,50,9,1.63,1.57,50,2023-07-10T11:38:00.000,1.6,0.05999999999999983,0.037499999999999895,True,2023-07-14,4,0.003031805570800859,ATM,0.08010000000000161,1.6,1.63,2.09,2.07,0.30624999999999986,0.26993865030674846,0.036311349693251394,24.0,30.0,124,0.026974534118843433,-0.4791,-0.1838,1.1258,-0.1632,1.3804,True,13.0,1.8,0.10429447852760747,False,,,,False,,,,13.333333333333332,8.333333333333332,6.666666666666666,7.5,35.83333333333333,3,2023-07-10,2023-07-10 11:38:00,-1,reversal,2DGapFade,B,Medium,0.0535,high+0,26.4199,30,25.713167674999998,25.006435349999997,24.299703025,93
2023-07-14,RIVN,26.0,put,36,101,60,50,1,1.33,1.31,50,2023-07-10T11:38:00.000,1.32,0.020000000000000018,0.015151515151515164,True,2023-07-14,4,-0.015893322836195385,ATM,0.4198999999999984,1.32,1.33,1.95,1.95,0.4772727272727272,0.46616541353383445,0.011107313738892732,41.0,42.0,2696,0.02051869696606198,-0.4279,-0.1783,1.1088,-0.1445,1.3585,True,13.0,1.52,0.14285714285714282,True,36.0,1.8,0.3533834586466165,False,,,,40.0,25.0,20.0,7.5,92.5,1,2023-07-10,2023-07-10 11:38:00,-1,reversal,2DGapFade,B,Medium,0.0535,high+0,26.4199,60,25.713167674999998,25.006435349999997,24.299703025,93
2023-07-14,RIVN,26.5,put,1163,412,5,50,9,1.63,1.57,50,2023-07-10T11:38:00.000,1.6,0.05999999999999983,0.037499999999999895,True,2023-07-14,4,0.003031805570800859,ATM,0.08010000000000161,1.6,1.63,2.21,2.27,0.3812499999999999,0.39263803680981607,-0.011388036809816149,38.0,42.0,171,0.027092614209863333,-0.4791,-0.1838,1.1258,-0.1632,1.3804,True,13.0,1.8,0.10429447852760747,True,36.0,2.11,0.294478527607362,False,,,,26.666666666666664,16.666666666666664,6.666666666666666,7.5,57.49999999999999,2,2023-07-10,2023-07-10 11:38:00,-1,reversal,2DGapFade,B,Medium,0.0535,high+0,26.4199,60,25.713167674999998,25.006435349999997,24.299703025,93
2023-07-14,RIVN,27.0,put,756,164,5,50,11,1.94,1.88,50,2023-07-10T11:38:00.000,1.91,0.06000000000000005,0.03141361256544505,True,2023-07-14,4,0.0219569339777971,ITM,0.5801000000000016,1.91,1.94,2.63,2.65,0.3769633507853403,0.36597938144329895,0.010983969342041378,43.0,42.0,366,0.027604485138985294,-0.528,-0.1867,1.1245,-0.1815,1.405,True,13.0,2.14,0.10309278350515473,True,36.0,2.53,0.3041237113402061,False,,,,13.333333333333332,8.333333333333332,13.333333333333332,7.5,42.5,3,2023-07-10,2023-07-10 11:38:00,-1,reversal,2DGapFade,B,Medium,0.0535,high+0,26.4199,60,25.713167674999998,25.006435349999997,24.299703025,93
2023-07-14,RIVN,26.0,put,36,101,60,50,1,1.33,1.31,50,2023-07-10T11:38:00.000,1.32,0.020000000000000018,0.015151515151515164,True,2023-07-14,4,-0.015893322836195385,ATM,0.4198999999999984,1.32,1.33,1.96,1.95,0.48484848484848475,0.46616541353383445,0.0186830713146503,74.0,42.0,2938,0.020603660425032328,-0.4279,-0.1783,1.1088,-0.1445,1.3585,True,13.0,1.52,0.14285714285714282,True,36.0,1.8,0.3533834586466165,False,,,,40.0,25.0,20.0,7.5,92.5,1,2023-07-10,2023-07-10 11:38:00,-1,reversal,2DGapFade,B,Medium,0.0535,high+0,26.4199,120,25.713167674999998,25.006435349999997,24.299703025,93
2023-07-14,RIVN,27.0,put,756,164,5,50,11,1.94,1.88,50,2023-07-10T11:38:00.000,1.91,0.06000000000000005,0.03141361256544505,True,2023-07-14,4,0.0219569339777971,ITM,0.5801000000000016,1.91,1.94,2.63,2.65,0.3769633507853403,0.36597938144329895,0.010983969342041378,43.0,42.0,393,0.024110656245750414,-0.528,-0.1867,1.1245,-0.1815,1.405,True,13.0,2.14,0.10309278350515473,True,36.0,2.53,0.3041237113402061,False,,,,13.333333333333332,16.666666666666664,13.333333333333332,7.5,50.83333333333333,2,2023-07-10,2023-07-10 11:38:00,-1,reversal,2DGapFade,B,Medium,0.0535,high+0,26.4199,120,25.713167674999998,25.006435349999997,24.299703025,93
2023-07-14,RIVN,26.5,put,1163,412,5,50,9,1.63,1.57,50,2023-07-10T11:38:00.000,1.6,0.05999999999999983,0.037499999999999895,True,2023-07-14,4,0.003031805570800859,ATM,0.08010000000000161,1.6,1.63,2.21,2.27,0.3812499999999999,0.39263803680981607,-0.011388036809816149,38.0,42.0,175,0.025337340169856244,-0.4791,-0.1838,1.1258,-0.1632,1.3804,True,13.0,1.8,0.10429447852760747,True,36.0,2.11,0.294478527607362,False,,,,26.666666666666664,8.333333333333332,6.666666666666666,7.5,49.166666666666664,3,2023-07-10,2023-07-10 11:38:00,-1,reversal,2DGapFade,B,Medium,0.0535,high+0,26.4199,120,25.713167674999998,25.006435349999997,24.299703025,93
2023-06-16,AI,47.0,put,330,100,4,50,69,0.85,0.75,50,2023-06-16T09:36:00.000,0.8,0.09999999999999998,0.12499999999999997,True,2023-06-16,0,0.004275650161645625,ATM,0.20009999999999906,0.8,0.85,1.9,1.8,1.3749999999999998,1.1176470588235294,0.25735294117647034,22.0,22.0,545,0.10190814185139967,-0.3174,-2.4915,0.4681,-0.0118,2.8408,False,,,,False,,,,False,,,,40.0,25.0,13.333333333333332,7.5,85.83333333333333,1,2023-06-16,2023-06-16 09:36:00,-1,reversal,2DBreakoutIB,B,Medium,0.098,high+0,46.7999,30,44.5067049,42.2135098,39.9203147,97
2023-06-16,AI,46.0,put,410,126,4,50,4,0.55,0.4,50,2023-06-16T09:36:00.000,0.47500000000000003,0.15000000000000002,0.31578947368421056,True,2023-06-16,0,-0.01709191686307024,ATM,0.7999000000000009,0.47500000000000003,0.55,1.25,1.15,1.6315789473684208,1.0909090909090906,0.5406698564593302,22.0,23.0,1350,0.1397647104554923,-0.2189,-2.0026,0.3878,-0.0081,2.7558,False,,,,False,,,,False,,,,26.666666666666664,8.333333333333332,20.0,7.5,62.5,2,2023-06-16,2023-06-16 09:36:00,-1,reversal,2DBreakoutIB,B,Medium,0.098,high+0,46.7999,30,44.5067049,42.2135098,39.9203147,97
2023-06-16,AI,48.0,put,175,1,9,50,7,1.3,1.2,50,2023-06-16T09:36:00.000,1.25,0.10000000000000009,0.08000000000000007,True,2023-06-16,0,0.025643217186361488,ITM,1.200099999999999,1.25,1.3,2.65,2.55,1.1199999999999999,0.9615384615384613,0.15846153846153854,21.0,23.0,247,0.11520962236309738,-0.4221,-2.8339,0.514,-0.0159,2.9433,False,,,,False,,,,False,,,,13.333333333333332,16.666666666666664,6.666666666666666,7.5,44.166666666666664,3,2023-06-16,2023-06-16 09:36:00,-1,reversal,2DBreakoutIB,B,Medium,0.098,high+0,46.7999,30,44.5067049,42.2135098,39.9203147,97
2023-06-16,AI,47.0,put,330,100,4,50,69,0.85,0.75,50,2023-06-16T09:36:00.000,0.8,0.09999999999999998,0.12499999999999997,True,2023-06-16,0,0.004275650161645625,ATM,0.20009999999999906,0.8,0.85,2.1,2.05,1.625,1.4117647058823526,0.2132352941176474,33.0,34.0,824,0.08090351981775741,-0.3174,-2.4915,0.4681,-0.0118,2.8408,False,,,,False,,,,False,,,,40.0,25.0,13.333333333333332,7.5,85.83333333333333,1,2023-06-16,2023-06-16 09:36:00,-1,reversal,2DBreakoutIB,B,Medium,0.098,high+0,46.7999,60,44.5067049,42.2135098,39.9203147,97
2023-06-16,AI,46.0,put,410,126,4,50,4,0.55,0.4,50,2023-06-16T09:36:00.000,0.47500000000000003,0.15000000000000002,0.31578947368421056,True,2023-06-16,0,-0.01709191686307024,ATM,0.7999000000000009,0.47500000000000003,0.55,1.4,1.3,1.947368421052631,1.3636363636363635,0.5837320574162674,34.0,34.0,2346,0.12308089840766269,-0.2189,-2.0026,0.3878,-0.0081,2.7558,False,,,,False,,,,False,,,,26.666666666666664,8.333333333333332,20.0,7.5,62.5,2,2023-06-16,2023-06-16 09:36:00,-1,reversal,2DBreakoutIB,B,Medium,0.098,high+0,46.7999,60,44.5067049,42.2135098,39.9203147,97
2023-06-16,AI,48.0,put,175,1,9,50,7,1.3,1.2,50,2023-06-16T09:36:00.000,1.25,0.10000000000000009,0.08000000000000007,True,2023-06-16,0,0.025643217186361488,ITM,1.200099999999999,1.25,1.3,2.95,2.8,1.36,1.1538461538461537,0.20615384615384635,34.0,34.0,293,0.09410823822253027,-0.4221,-2.8339,0.514,-0.0159,2.9433,False,,,,False,,,,False,,,,13.333333333333332,16.666666666666664,6.666666666666666,7.5,44.166666666666664,3,2023-06-16,2023-06-16 09:36:00,-1,reversal,2DBreakoutIB,B,Medium,0.098,high+0,46.7999,60,44.5067049,42.2135098,39.9203147,97
2023-06-16,AI,46.0,put,410,126,4,50,4,0.55,0.4,50,2023-06-16T09:36:00.000,0.47500000000000003,0.15000000000000002,0.31578947368421056,True,2023-06-16,0,-0.01709191686307024,ATM,0.7999000000000009,0.47500000000000003,0.55,2.5,2.45,4.263157894736842,3.4545454545454546,0.808612440191387,110.0,111.0,3611,0.10237536029157553,-0.2189,-2.0026,0.3878,-0.0081,2.7558,True,106.0,1.4,1.5454545454545452,False,,,,False,,,,40.0,8.333333333333332,20.0,7.5,75.83333333333333,1,2023-06-16,2023-06-16 09:36:00,-1,reversal,2DBreakoutIB,B,Medium,0.098,high+0,46.7999,120,44.5067049,42.2135098,39.9203147,97
2023-06-16,AI,47.0,put,330,100,4,50,69,0.85,0.75,50,2023-06-16T09:36:00.000,0.8,0.09999999999999998,0.12499999999999997,True,2023-06-16,0,0.004275650161645625,ATM,0.20009999999999906,0.8,0.85,3.5,3.3,3.375,2.8823529411764706,0.49264705882352944,111.0,111.0,1071,0.07376412182904346,-0.3174,-2.4915,0.4681,-0.0118,2.8408,True,106.0,2.15,1.5294117647058822,False,,,,False,,,,26.666666666666664,25.0,13.333333333333332,7.5,72.5,2,2023-06-16,2023-06-16 09:36:00,-1,reversal,2DBreakoutIB,B,Medium,0.098,high+0,46.7999,120,44.5067049,42.2135098,39.9203147,97
2023-06-16,AI,48.0,put,175,1,9,50,7,1.3,1.2,50,2023-06-16T09:36:00.000,1.25,0.10000000000000009,0.08000000000000007,True,2023-06-16,0,0.025643217186361488,ITM,1.200099999999999,1.25,1.3,4.4,4.3,2.5200000000000005,2.3076923076923075,0.21230769230769297,111.0,111.0,392,0.08081522768002841,-0.4221,-2.8339,0.514,-0.0159,2.9433,True,106.0,3.1,1.3846153846153846,False,,,,False,,,,13.333333333333332,16.666666666666664,6.666666666666666,7.5,44.166666666666664,3,2023-06-16,2023-06-16 09:36:00,-1,reversal,2DBreakoutIB,B,Medium,0.098,high+0,46.7999,120,44.5067049,42.2135098,39.9203147,97
2023-06-09,PLTR,17.0,put,69,315,4,50,42,0.52,0.49,50,2023-06-07T10:08:00.000,0.505,0.030000000000000027,0.05940594059405946,True,2023-06-09,2,-0.0035169988276669826,ATM,0.05999999999999872,0.505,0.52,0.8,0.78,0.5841584158415842,0.5,0.08415841584158423,28.0,29.0,5844,0.025767053741437753,-0.4563,-0.1201,0.5314,-0.051,1.025,True,17.0,0.63,0.2115384615384615,False,,,,False,,,,40.0,12.5,20.0,7.5,80.0,1,2023-06-07,2023-06-07 10:08:00,-1,reversal,1DBreakoutIB,A,Medium,0.0508,high+0,17.06,30,16.626676,16.193351999999997,15.760027999999998,98
2023-06-09,PLTR,17.5,put,19,148,69,50,60,0.83,0.8,50,2023-06-07T10:08:00.000,0.815,0.029999999999999916,0.036809815950920144,True,2023-06-09,2,0.025791324736225165,ITM,0.4400000000000013,0.815,0.83,1.2,1.18,0.47239263803680986,0.4216867469879518,0.05070589104885809,28.0,29.0,870,0.0245879528080954,-0.5923,-0.1238,0.5202,-0.0672,1.0812,True,17.0,1.01,0.21686746987951813,False,,,,False,,,,20.0,25.0,10.0,7.5,62.5,2,2023-06-07,2023-06-07 10:08:00,-1,reversal,1DBreakoutIB,A,Medium,0.0508,high+0,17.06,30,16.626676,16.193351999999997,15.760027999999998,98
2023-06-09,PLTR,17.0,put,69,315,4,50,42,0.52,0.49,50,2023-06-07T10:08:00.000,0.505,0.030000000000000027,0.05940594059405946,True,2023-06-09,2,-0.0035169988276669826,ATM,0.05999999999999872,0.505,0.52,1.14,1.12,1.2574257425742572,1.153846153846154,0.10357958872810324,47.0,47.0,6596,0.022585403541046503,-0.4563,-0.1201,0.5314,-0.051,1.025,True,17.0,0.63,0.2115384615384615,True,41.0,0.92,0.7692307692307693,False,,,,40.0,12.5,20.0,7.5,80.0,1,2023-06-07,2023-06-07 10:08:00,-1,reversal,1DBreakoutIB,A,Medium,0.0508,high+0,17.06,60,16.626676,16.193351999999997,15.760027999999998,98
2023-06-09,PLTR,17.5,put,19,148,69,50,60,0.83,0.8,50,2023-06-07T10:08:00.000,0.815,0.029999999999999916,0.036809815950920144,True,2023-06-09,2,0.025791324736225165,ITM,0.4400000000000013,0.815,0.83,1.58,1.57,0.9386503067484665,0.8915662650602412,0.04708404168822533,46.0,47.0,1448,0.020973816521343763,-0.5923,-0.1238,0.5202,-0.0672,1.0812,True,17.0,1.01,0.21686746987951813,True,41.0,1.34,0.6144578313253014,False,,,,20.0,25.0,10.0,7.5,62.5,2,2023-06-07,2023-06-07 10:08:00,-1,reversal,1DBreakoutIB,A,Medium,0.0508,high+0,17.06,60,16.626676,16.193351999999997,15.760027999999998,98
2023-06-09,PLTR,17.0,put,69,315,4,50,42,0.52,0.49,50,2023-06-07T10:08:00.000,0.505,0.030000000000000027,0.05940594059405946,True,2023-06-09,2,-0.0035169988276669826,ATM,0.05999999999999872,0.505,0.52,1.3,1.28,1.5742574257425743,1.4615384615384615,0.11271896420411287,72.0,72.0,6985,0.0224131005301487,-0.4563,-0.1201,0.5314,-0.051,1.025,True,17.0,0.63,0.2115384615384615,True,41.0,0.92,0.7692307692307693,False,,,,40.0,12.5,20.0,7.5,80.0,1,2023-06-07,2023-06-07 10:08:00,-1,reversal,1DBreakoutIB,A,Medium,0.0508,high+0,17.06,120,16.626676,16.193351999999997,15.760027999999998,98
2023-06-09,PLTR,17.5,put,19,148,69,50,60,0.83,0.8,50,2023-06-07T10:08:00.000,0.815,0.029999999999999916,0.036809815950920144,True,2023-06-09,2,0.025791324736225165,ITM,0.4400000000000013,0.815,0.83,1.78,1.72,1.1840490797546015,1.072289156626506,0.11175992312809546,70.0,70.0,1460,0.021371161166871884,-0.5923,-0.1238,0.5202,-0.0672,1.0812,True,17.0,1.01,0.21686746987951813,True,41.0,1.34,0.6144578313253014,False,,,,20.0,25.0,10.0,7.5,62.5,2,2023-06-07,2023-06-07 10:08:00,-1,reversal,1DBreakoutIB,A,Medium,0.0508,high+0,17.06,120,16.626676,16.193351999999997,15.760027999999998,98
2023-06-02,SMH,150.0,put,34,930,9,50,5,2.18,1.82,50,2023-05-30T09:52:00.000,2.0,0.3600000000000001,0.18000000000000005,True,2023-06-02,3,-0.005768530983235177,ATM,0.8702999999999861,2.0,2.18,3.3,3.15,0.6499999999999999,0.4449541284403668,0.2050458715596331,12.0,12.0,186,0.07941108854044306,-0.4159,-0.3781,5.5685,-0.5787,0.4526,True,9.0,2.86,0.311926605504587,False,,,,False,,,,36.0,15.0,20.0,7.5,78.5,1,2023-05-30,2023-05-30 09:52:00,-1,reversal,3DGapFade,A,ETF,0.0253706258622852,high+0,150.8703,30,148.95646303248463,147.04262606496926,145.1287890974539,99
